,Olig,astrocytes,cellType,eNeuron,endo_mural,iNeuron,microglia
0,0.053584111481904985,0.29590590596199035,0.00023273110055015424,0.03396909832954407,0.8272453725337983,0.007389727234840393,0.023515211511403324
1,0.4366888523101807,1.175386869907379,0.05312061980366707,0.18453529253602027,1.6917885720729828,0.5411254703998566,0.5064697057008744
2,0.3716841131448746,1.61312934756279,0.05414491016417742,0.13503430038690567,1.102595752477646,0.2736785188317299,0.5038667231798172
3,0.3340987950563431,1.4024207651615144,0.05557012259960174,0.2283070608973503,0.8893829375505448,0.6171946913003922,0.7415920615196228
7,0.33124551326036455,0.5082000583410263,0.008444641483947635,0.8119099080562592,1.2733267426490784,0.26610411107540133,0.5393794566392899
8,0.7272326201200485,1.5199400007724762,0.07296066582202912,0.9388443887233734,2.5202741622924805,0.895456200838089,1.1427729725837708
9,1.1550198256969453,1.6344955146312714,0.07425425015389919,1.604648119211197,2.7978837132453918,0.9572941660881042,1.4792149424552918
10,1.4148563683032989,2.4493095755577086,0.2649292781949043,2.9541680335998537,4.071418380737304,1.776646876335144,2.131961476802826
14,1.4296206176280974,2.245401108264923,0.13767387941479683,2.9807828426361085,4.151399803161621,1.4415411055088043,2.254411315917969
15,0.9057344228029252,1.4019169628620147,0.0729319017380476,1.7568841695785522,2.96948618888855,0.8902985841035843,1.5195159137248992
16,1.469699066877365,2.0821268916130067,0.0872640736401081,3.0460572361946108,4.001334142684937,1.2683205306529999,2.1537158370018004
17,1.1545061767101288,1.955571210384369,0.1286996088922024,3.0586442947387695,3.9264414310455322,1.1223303496837616,1.901845347881317
21,1.271348810195923,1.8773911535739898,0.1222011011093855,2.6413913011550902,3.911088454723358,0.9444723874330521,1.8855897605419158
22,1.3296925902366639,2.08544237613678,0.13628378435969352,3.075598883628845,4.249869275093078,1.2750871300697326,2.1602259397506716
23,1.295696896314621,1.9542412400245666,0.1601569063961506,2.884119617938995,4.126920437812805,1.326052039861679,2.2274689197540285
