,n_counts
724,1695.0
725,1504.0
726,1155.0
727,2311.0
728,1351.0
729,656.0
730,402.0
731,827.0
732,1696.0
733,905.0
735,1007.0
736,2422.0
737,307.0
738,1956.0
739,2330.0
740,246.0
741,391.0
742,1325.0
743,614.0
744,587.0
745,1241.0
746,465.0
747,1029.0
748,1185.0
749,2174.0
750,3963.0
751,1897.0
752,3524.0
753,2123.0
754,3299.0
755,2175.0
756,1767.0
757,2080.0
758,747.0
759,2087.0
760,260.0
761,76.0
762,297.0
763,294.0
764,638.0
768,675.0
769,2168.0
770,1509.0
771,2408.0
772,434.0
773,649.0
774,412.0
776,609.0
777,1657.0
778,1477.0
779,1450.0
780,1199.0
781,1222.0
782,671.0
783,1008.0
784,1459.0
785,1892.0
786,2071.0
787,1391.0
788,3131.0
789,2896.0
790,2836.0
791,478.0
792,601.0
793,1283.0
794,1484.0
795,339.0
796,535.0
797,1536.0
798,1392.0
799,1114.0
800,339.0
801,1955.0
802,975.0
803,311.0
804,1194.0
805,961.0
806,1005.0
807,3174.0
808,1542.0
809,2067.0
810,2168.0
811,2479.0
812,4509.0
813,2671.0
814,3870.0
815,2419.0
816,1847.0
817,2221.0
818,1231.0
819,1107.0
820,1505.0
821,1220.0
822,491.0
823,749.0
824,268.0
826,730.0
829,845.0
830,2924.0
831,1704.0
832,288.0
833,1588.0
834,146.0
835,432.0
836,422.0
837,2335.0
838,2133.0
839,1516.0
840,760.0
841,632.0
842,1468.0
843,1039.0
844,1686.0
845,1486.0
846,1747.0
847,1623.0
848,1592.0
849,700.0
850,2753.0
851,1018.0
852,1304.0
853,409.0
854,458.0
855,1271.0
856,407.0
857,807.0
858,547.0
859,4411.0
860,1071.0
861,1787.0
862,3129.0
864,362.0
865,106.0
866,1481.0
867,857.0
868,811.0
869,2464.0
870,888.0
871,1249.0
872,1342.0
873,1761.0
874,1818.0
875,1972.0
876,2806.0
877,1970.0
878,693.0
879,1066.0
880,1299.0
881,1324.0
882,1645.0
883,854.0
884,711.0
885,516.0
886,637.0
887,586.0
890,1471.0
891,3129.0
892,2399.0
893,1916.0
894,1716.0
896,634.0
897,118.0
898,270.0
899,1047.0
900,739.0
901,1071.0
902,1130.0
903,427.0
904,1385.0
905,1100.0
906,1176.0
907,921.0
908,1339.0
909,1325.0
910,821.0
911,584.0
912,1380.0
913,2026.0
914,622.0
915,1313.0
916,656.0
917,1415.0
918,552.0
920,2362.0
921,708.0
922,1061.0
923,2623.0
924,3168.0
925,121.0
926,1017.0
927,534.0
928,2212.0
929,666.0
930,1376.0
931,696.0
932,2112.0
933,1751.0
934,1830.0
935,1957.0
936,1340.0
937,2575.0
938,1838.0
939,1322.0
940,2078.0
941,1527.0
942,2822.0
943,1575.0
944,1969.0
946,65.0
951,1845.0
952,2852.0
953,764.0
954,2210.0
955,2258.0
956,999.0
957,86.0
959,2594.0
960,1984.0
961,550.0
962,453.0
963,792.0
964,121.0
965,963.0
966,720.0
967,1518.0
968,1390.0
969,1893.0
970,1686.0
971,1343.0
972,1243.0
973,1729.0
974,598.0
975,569.0
976,998.0
977,1822.0
978,795.0
979,64.0
980,2046.0
982,907.0
983,741.0
984,169.0
985,1424.0
986,599.0
987,170.0
988,770.0
989,171.0
990,896.0
991,1023.0
992,1515.0
993,1220.0
994,1995.0
995,2543.0
996,2385.0
997,3229.0
998,3631.0
999,1761.0
1000,344.0
1001,1606.0
1002,2500.0
1003,1651.0
1004,1119.0
1006,344.0
1007,1234.0
1011,2214.0
1012,1763.0
1013,2103.0
1014,1119.0
1015,1360.0
1016,275.0
1017,789.0
1019,908.0
1020,2510.0
1021,921.0
1022,666.0
1023,2010.0
1024,2265.0
1025,402.0
1026,2119.0
1027,2079.0
1028,1574.0
1029,2082.0
1030,2503.0
1031,1436.0
1032,1690.0
1033,2176.0
1034,1979.0
1035,297.0
1036,625.0
1037,1509.0
1038,1016.0
1039,820.0
1040,473.0
1041,2356.0
1042,993.0
1043,316.0
1044,1371.0
1045,2128.0
1046,782.0
1047,1088.0
1048,616.0
1049,2149.0
1050,830.0
1051,1135.0
1052,894.0
1053,1452.0
1054,2404.0
1055,2811.0
1056,2468.0
1057,1482.0
1058,3025.0
1059,1825.0
1060,2570.0
1061,737.0
1062,795.0
1063,466.0
1064,326.0
1065,849.0
1066,257.0
1067,567.0
1068,693.0
1071,1312.0
1072,2490.0
1073,965.0
1074,1516.0
1075,668.0
1076,415.0
1077,270.0
1078,194.0
1079,1289.0
1080,1967.0
1081,1725.0
1082,828.0
1083,3221.0
1084,1172.0
1085,1267.0
1086,1184.0
1087,1535.0
1088,1766.0
1089,2668.0
1090,2102.0
1091,1814.0
1092,602.0
1093,779.0
1094,270.0
1095,1011.0
1096,189.0
1097,1528.0
1098,427.0
1099,829.0
1100,1766.0
1101,286.0
1102,609.0
1103,1450.0
1104,843.0
1105,2460.0
1106,1742.0
1109,765.0
1110,384.0
1111,839.0
1112,1932.0
1113,1432.0
1114,1243.0
1115,1926.0
1116,2554.0
1117,1473.0
1118,2553.0
1119,2204.0
1120,1336.0
1121,1339.0
1122,701.0
1123,2324.0
1125,705.0
1126,280.0
1127,697.0
1128,352.0
1130,1208.0
1131,2950.0
1132,1865.0
1133,731.0
1134,1900.0
1135,707.0
1136,1096.0
1137,384.0
1138,1363.0
1139,2993.0
1140,1357.0
1141,1139.0
1142,1252.0
1143,1657.0
1144,452.0
1145,2145.0
1146,1724.0
1147,1378.0
1148,1235.0
1149,2188.0
1150,372.0
1151,687.0
1152,856.0
1153,390.0
1154,553.0
1155,579.0
1156,1083.0
1157,844.0
1158,1110.0
1159,2439.0
1160,836.0
1161,2448.0
1162,469.0
1163,1675.0
1164,1043.0
1165,2602.0
1166,678.0
1168,1515.0
1169,1528.0
1170,391.0
1171,1629.0
1172,1531.0
1173,814.0
1174,2629.0
1175,1169.0
1176,1083.0
1177,522.0
1178,2028.0
1179,2839.0
1180,1347.0
1181,1186.0
1182,3417.0
1184,108.0
1186,1328.0
1189,1325.0
1190,2997.0
1191,1131.0
1192,1813.0
1193,1417.0
1194,1046.0
1195,569.0
1196,618.0
1197,2173.0
1198,1862.0
1199,2339.0
1200,943.0
1201,1269.0
1202,777.0
1203,1462.0
1204,952.0
1205,1213.0
1206,1413.0
1207,1247.0
1208,1006.0
1209,1422.0
1210,1239.0
1211,573.0
1212,769.0
1213,531.0
1214,1338.0
1215,240.0
1217,1609.0
1218,1352.0
1219,1437.0
1220,1176.0
1221,1574.0
1222,1929.0
1223,385.0
1224,1699.0
1225,1236.0
1226,201.0
1227,1084.0
1228,961.0
1229,989.0
1230,962.0
1231,649.0
1232,1409.0
1233,2403.0
1234,799.0
1235,2944.0
1236,2788.0
1237,2607.0
1238,1674.0
1239,913.0
1240,2337.0
1241,1039.0
1242,151.0
1243,656.0
1244,340.0
1247,209.0
1248,2561.0
1249,2783.0
1250,971.0
1251,2551.0
1252,664.0
1254,415.0
1256,1868.0
1257,1539.0
1258,678.0
1259,809.0
1260,1733.0
1261,971.0
1262,482.0
1263,1799.0
1264,2085.0
1265,1311.0
1266,962.0
1267,1259.0
1268,1247.0
1269,570.0
1270,1986.0
1271,2122.0
1272,1276.0
1274,242.0
1275,667.0
1276,1839.0
1277,2761.0
1278,2218.0
1279,461.0
1280,895.0
1281,1039.0
1282,1679.0
1283,229.0
1284,804.0
1285,1127.0
1286,1013.0
1287,2737.0
1288,1432.0
1289,2398.0
1290,1974.0
1291,1216.0
1292,2030.0
1293,1523.0
1294,1448.0
1295,1855.0
1296,2134.0
1297,1396.0
1298,2493.0
1299,1177.0
1300,656.0
1302,184.0
1305,1418.0
1306,1630.0
1307,2194.0
1308,280.0
1309,2151.0
1310,1440.0
1311,280.0
1312,921.0
1313,521.0
1314,1208.0
1315,1396.0
1316,1663.0
1317,1592.0
1318,1164.0
1319,1513.0
1320,2175.0
1321,1124.0
1322,1397.0
1323,1551.0
1324,1108.0
1325,986.0
1326,520.0
1327,186.0
1328,1663.0
1329,1696.0
1330,654.0
1331,580.0
1332,898.0
1333,949.0
1334,1508.0
1335,3026.0
1336,135.0
1337,1736.0
1338,1548.0
1339,2513.0
1340,3190.0
1341,869.0
1342,228.0
1343,677.0
1344,1820.0
1345,1271.0
1346,1664.0
1347,1619.0
1348,1526.0
1349,2265.0
1350,3657.0
1351,762.0
1352,1788.0
1353,2501.0
1354,1969.0
1355,1050.0
1356,973.0
1358,393.0
1359,616.0
1362,2168.0
1363,1735.0
1364,876.0
1365,309.0
1366,2636.0
1367,282.0
1368,389.0
1369,278.0
1371,2848.0
1372,1261.0
1373,2183.0
1374,2066.0
1375,515.0
1376,884.0
1377,1135.0
1378,1498.0
1379,961.0
1380,1737.0
1381,928.0
1382,848.0
1383,349.0
1384,511.0
1385,943.0
1386,1072.0
1387,219.0
1388,356.0
1389,3710.0
1390,1296.0
1391,2744.0
1392,1864.0
1393,564.0
1394,583.0
1395,1281.0
1396,2942.0
1397,1960.0
1398,63.0
1400,1214.0
1401,1282.0
1402,2078.0
1403,1276.0
1404,3242.0
1405,1038.0
1406,2198.0
1407,1433.0
1408,932.0
1409,1395.0
1410,1707.0
1411,1070.0
1412,1035.0
1413,826.0
1414,499.0
1415,462.0
1418,1688.0
1419,1904.0
1420,3122.0
1421,1218.0
1422,2493.0
1423,1863.0
1424,842.0
1425,373.0
1426,485.0
1428,1514.0
1429,1932.0
1430,1973.0
1431,1048.0
1432,896.0
1433,1337.0
1434,1695.0
1435,1485.0
1436,1533.0
1437,1763.0
1438,606.0
1439,689.0
1440,1563.0
1441,1896.0
1442,802.0
1443,395.0
1444,511.0
1445,1593.0
1446,1590.0
1447,678.0
1448,1125.0
1450,110.0
1451,1665.0
1452,1406.0
1453,1491.0
1454,2318.0
1455,348.0
1456,323.0
1457,660.0
1458,634.0
1459,1424.0
1460,1090.0
1461,131.0
1462,1855.0
1463,1883.0
1464,1501.0
1465,2541.0
1466,2599.0
1467,1359.0
1468,1641.0
1469,57.0
1470,480.0
1472,409.0
1474,856.0
1475,565.0
1476,2041.0
1477,2085.0
1478,1663.0
1479,1943.0
1480,1099.0
1481,773.0
1482,554.0
1483,497.0
1484,1120.0
1485,1196.0
1486,1489.0
1487,880.0
1488,413.0
1489,1657.0
1490,2312.0
1491,532.0
1492,1246.0
1493,1213.0
1494,462.0
1495,862.0
1496,703.0
1497,802.0
1498,306.0
1499,744.0
1500,1499.0
1501,1195.0
1502,1480.0
1503,790.0
1504,1264.0
1505,934.0
1506,98.0
1507,705.0
1508,1512.0
1509,1377.0
1510,1856.0
1511,466.0
1512,167.0
1513,919.0
1514,758.0
1515,878.0
1516,483.0
1517,1515.0
1518,1601.0
1519,1823.0
1520,1170.0
1521,1638.0
1522,2138.0
1523,671.0
1524,517.0
1525,325.0
1526,682.0
1527,647.0
1529,968.0
1530,1232.0
1531,678.0
1532,1011.0
1533,1056.0
1534,920.0
1535,175.0
1536,255.0
1537,339.0
1538,1639.0
1539,2049.0
1540,2040.0
1541,1067.0
1542,1324.0
1543,1815.0
1544,1608.0
1545,1432.0
1546,769.0
1547,1009.0
1548,1559.0
1549,1023.0
1550,759.0
1551,419.0
1552,1058.0
1553,1397.0
1554,1894.0
1555,1353.0
1556,1149.0
1557,344.0
1558,1568.0
1559,904.0
1560,1339.0
1561,418.0
1562,1457.0
1563,2384.0
1564,2255.0
1565,197.0
1567,647.0
1568,1170.0
1569,1300.0
1570,1023.0
1571,2812.0
1572,1501.0
1573,1868.0
1574,1189.0
1575,576.0
1576,764.0
1577,614.0
1578,918.0
1579,532.0
1580,266.0
1582,359.0
1583,2443.0
1584,1480.0
1585,982.0
1586,2201.0
1587,640.0
1588,265.0
1589,342.0
1590,1299.0
1591,2070.0
1592,842.0
1593,1245.0
1594,1656.0
1595,919.0
1596,1313.0
1597,1579.0
1598,1215.0
1599,1651.0
1600,1080.0
1601,390.0
1602,1603.0
1603,572.0
1604,735.0
1605,1019.0
1606,552.0
1607,1463.0
1608,1997.0
1609,1434.0
1610,1281.0
1611,500.0
1612,1386.0
1613,833.0
1614,2610.0
1615,2427.0
1616,1957.0
1617,1076.0
1620,460.0
1621,1195.0
1622,1120.0
1623,825.0
1624,1289.0
1625,1066.0
1626,1571.0
1627,706.0
1628,301.0
1630,234.0
1631,897.0
1632,142.0
1634,329.0
1635,2143.0
1636,1129.0
1637,503.0
1638,1463.0
1639,1924.0
1640,479.0
1641,1139.0
1642,888.0
1643,1504.0
1644,1411.0
1645,515.0
1646,633.0
1647,694.0
1648,1501.0
1649,749.0
1650,864.0
1651,1716.0
1652,706.0
1653,422.0
1654,46.0
1655,575.0
1656,1881.0
1657,1552.0
1658,2951.0
1659,3290.0
1660,839.0
1661,207.0
1662,467.0
1663,1170.0
1664,1103.0
1665,1193.0
1666,2575.0
1667,947.0
1668,1295.0
1669,745.0
1671,860.0
1672,711.0
1673,1880.0
1674,1425.0
1675,2252.0
1676,1120.0
1677,1439.0
1678,881.0
1680,435.0
1681,445.0
1682,556.0
1683,448.0
1685,606.0
1686,866.0
1687,1301.0
1688,650.0
1689,1568.0
1690,917.0
1691,1274.0
1692,346.0
1693,1500.0
1694,933.0
1695,2655.0
1696,629.0
1697,854.0
1698,2633.0
1699,1428.0
1700,599.0
1701,1072.0
1702,2266.0
1703,1061.0
1704,713.0
1705,108.0
1706,1005.0
1707,2685.0
1708,682.0
1709,2204.0
1710,2167.0
1711,776.0
1712,1394.0
1713,782.0
1714,918.0
1715,1265.0
1716,958.0
1717,604.0
1718,827.0
1719,1584.0
1720,141.0
1722,715.0
1723,1501.0
1724,4064.0
1725,903.0
1726,2057.0
1727,2918.0
1728,2170.0
1729,381.0
1730,540.0
1731,995.0
1733,133.0
1735,707.0
1736,1039.0
1737,1926.0
1738,1432.0
1739,1572.0
1740,370.0
1741,141.0
1742,35.0
1743,836.0
1744,2162.0
1745,1336.0
1746,1276.0
1747,2040.0
1748,2484.0
1749,1739.0
1750,869.0
1751,433.0
1752,1192.0
1753,254.0
1754,1241.0
1755,1236.0
1756,1277.0
1757,551.0
1758,179.0
1759,775.0
1760,532.0
1761,1184.0
1762,765.0
1763,1471.0
1764,851.0
1765,270.0
1766,2276.0
1767,1260.0
1768,854.0
1769,1025.0
1770,692.0
1771,390.0
1772,1201.0
1773,880.0
1774,1051.0
1775,950.0
1776,1955.0
1777,1581.0
1778,305.0
1779,206.0
1780,705.0
1781,577.0
1782,195.0
1784,1558.0
1785,1068.0
1786,1189.0
1787,218.0
1788,3006.0
1789,1100.0
1790,719.0
1791,217.0
1792,1286.0
1793,306.0
1794,1070.0
1795,840.0
1796,658.0
1797,2442.0
1798,1976.0
1799,655.0
1800,705.0
1801,441.0
1802,309.0
1803,483.0
1804,1998.0
1805,173.0
1806,75.0
1807,316.0
1808,973.0
1809,224.0
1810,768.0
1811,1036.0
1814,327.0
1815,1159.0
1816,111.0
1817,1123.0
1818,1219.0
1819,360.0
1820,253.0
1821,975.0
1822,636.0
1823,566.0
1824,351.0
1825,1432.0
1826,673.0
1827,365.0
1828,177.0
1830,827.0
1831,2021.0
1832,470.0
1833,3552.0
1834,931.0
1835,598.0
1836,442.0
1838,94.0
1839,565.0
1840,730.0
1841,383.0
1842,788.0
1843,901.0
1844,926.0
1845,445.0
1846,772.0
1847,1210.0
1848,357.0
1849,411.0
1850,3370.0
1851,979.0
1852,741.0
1853,1014.0
1854,828.0
1855,714.0
1856,871.0
1857,80.0
1858,2132.0
1859,747.0
1862,1084.0
1863,2391.0
1864,2130.0
1865,755.0
1866,357.0
1867,111.0
1868,261.0
1869,35.0
1870,90.0
1871,710.0
1872,133.0
1873,584.0
1874,287.0
1875,623.0
1876,1051.0
1877,2282.0
1878,627.0
1879,1626.0
1880,64.0
1881,1104.0
1882,153.0
1883,738.0
1884,896.0
1885,68.0
1886,534.0
1887,1448.0
1888,786.0
1889,808.0
1890,1017.0
1891,1520.0
1892,1369.0
1893,789.0
1894,806.0
1895,1910.0
1896,665.0
1897,1414.0
1899,1072.0
1900,561.0
1901,191.0
1902,532.0
1903,809.0
1905,267.0
1906,162.0
1907,526.0
1908,826.0
1909,540.0
1910,512.0
1911,652.0
1912,1570.0
1913,509.0
1914,344.0
1915,114.0
1917,252.0
1918,2207.0
1919,2937.0
1920,3373.0
1921,6991.0
1922,7968.0
1923,7668.0
1924,3025.0
1925,5048.0
1926,2538.0
1927,4814.0
1928,2566.0
1929,4813.0
1930,5586.0
1931,5542.0
1932,3441.0
1933,4376.0
1934,5158.0
1935,4339.0
1936,4065.0
1937,5524.0
1938,2128.0
1940,451.0
1941,1416.0
1942,158.0
1943,732.0
1949,464.0
1950,118.0
1954,80.0
1955,714.0
1956,640.0
1957,1023.0
1958,756.0
