,Olig,astrocytes,cellType,eNeuron,endo_mural,iNeuron,microglia
0,0.02920529115945101,0.1463200144469738,0.0006125013140263037,0.014929779898375272,0.42648907750844955,0.002918258321005851,0.03783794883638621
1,0.6336070775985718,0.841136810183525,0.0657859779894352,0.1586580090224743,1.3699487388134002,0.42395923733711244,0.5479611724615097
2,0.4329099148511887,1.3126353740692138,0.01434302763082087,0.23824993148446083,0.8862908869981766,0.21605569049715995,0.5162149578332901
3,0.17696929350495338,1.1857205867767333,0.05094212405383587,0.21895324811339378,0.7449164181947708,0.5105667531490325,0.4602371171116829
7,0.40415478944778443,0.4993514701724052,0.03463748823851347,0.7645408630371093,1.2203872978687287,0.28020131438970564,0.5689080566167831
8,0.7643931031227111,1.3024021089076996,0.10706809610128402,1.1967873275279999,2.343185544013977,0.7550374925136566,1.2619764924049377
9,1.1448367714881897,1.348702573776245,0.17514203488826752,1.742942029237747,2.5271605491638183,1.0072010576725006,1.5179453492164612
10,1.115394550561905,1.9134984493255616,0.29866957366466523,2.859922456741333,3.2989590764045715,1.6479900896549224,2.071468508243561
14,1.4722423017024995,2.0168325185775755,0.257413874566555,3.179015743732452,3.5597875118255615,1.4243557035923005,2.6161415696144106
15,1.0552299439907074,1.1714737832546234,0.1387254200875759,1.997263491153717,2.7964217901229858,0.9578484922647477,1.779125589132309
16,1.423656851053238,2.0878968238830566,0.27827257066965105,3.1429204106330872,3.8281920075416567,1.1499629855155944,1.9770949244499207
17,1.1756935119628906,1.756300687789917,0.24710947051644325,3.1443443775177,3.119750428199768,1.0217038869857789,2.002073085308075
21,1.3890390694141388,1.798819661140442,0.2565471097826958,3.1109297394752504,3.505334198474884,0.816817119717598,2.189542543888092
22,1.282434767484665,1.6442665100097655,0.26506572067737577,3.371996212005615,3.9114917755126952,1.2501745998859406,2.4325180649757385
23,1.4461146593093872,1.5019912719726562,0.26093949675559996,2.780463898181915,3.4198455572128297,1.3045647144317627,2.0645588040351868
24,0.9733967393636703,0.9362096816301346,0.213343296200037,3.0107181429862977,2.5336413741111756,0.9166063129901886,1.4728741228580475
28,1.2275598645210266,1.827529114484787,0.128839311003685,2.12506502866745,2.469887375831604,0.8521435558795929,1.4901063919067383
29,1.5140755712985992,1.757961058616638,0.2757983788847923,3.0207916021347048,3.6355957269668577,1.1284563004970551,2.159367084503174
30,1.858049738407135,1.9795427203178406,0.34218753725290296,4.693869280815124,4.378703689575195,1.4083175837993622,2.380806493759155
31,0.19285770654678344,0.2505584374070168,0.1280323438346386,1.157258939743042,1.3464896857738495,0.22631942257285118,0.38588710874319077
35,1.1623140573501587,1.2101398348808288,0.23362739011645317,2.6970553159713746,3.040161609649658,1.0077841579914093,1.459781938791275
36,1.4411790072917938,1.902354621887207,0.27450279593467714,4.203563952445984,4.112933850288391,1.109690749645233,2.1806421637535096
37,0.995874536037445,1.5610099136829376,0.22569399401545526,3.508316898345947,2.9688838958740233,0.8817704409360886,1.874286913871765
38,0.8805396288633347,2.5985501408576965,0.27405612617731095,3.255668318271637,2.172511649131775,0.8677853405475616,1.3124245285987854
42,1.0334445059299469,1.7534801065921783,0.20187395811080933,2.8391940236091613,2.5015211701393127,0.8591320991516114,1.680724984407425
43,1.2538626968860627,1.4485355198383332,0.15482293367385863,2.619705784320831,2.9912142038345335,1.2398207545280457,1.799552857875824
44,0.9777783840894699,1.4921614587306977,0.191733867675066,3.065684425830841,2.4292383790016174,0.7968470364809036,1.4392453014850617
45,0.3423811078071594,0.7462725430727005,0.06082166824489832,2.222988998889923,1.3173015296459198,0.5823609054088592,0.8615877389907837
49,1.2252942383289338,1.582611858844757,0.19141376987099648,2.9300846099853515,3.1124439358711244,1.566215318441391,1.9389203310012817
50,1.2907908320426942,1.407449835538864,0.1835538312792778,2.425615930557251,2.905975317955017,1.3921108305454255,1.8480684518814088
51,2.3756280183792113,2.2711543321609495,0.4660667508840561,4.587763404846191,4.73620982170105,1.7564642965793609,2.2183931469917297
52,1.034090119600296,1.8795987129211427,0.34653658121824266,3.5720187067985534,2.241564190387726,1.8703573226928711,1.2181726574897767
56,1.2731587588787079,1.3293133318424224,0.18951645717024804,3.056187868118286,3.060121011734009,1.1924207746982574,1.3720929622650146
57,1.6031238675117492,2.196783792972565,0.34825446307659147,3.900936949253082,3.7723485469818114,1.6201212227344512,2.1583775639533997
58,1.633311241865158,2.3226674795150757,0.4725634291768074,3.898321831226349,3.5229365110397337,1.3703594744205474,1.7616961002349854
59,0.7335359454154968,1.0695307493209838,0.157991623878479,3.3534830927848818,1.8615372240543366,1.489971101284027,1.0270791709423066
63,0.76776682138443,0.7609357506036758,0.12990338504314422,2.1991730093955995,1.937678575515747,0.5629084557294846,0.9313550263643264
64,2.2781811714172364,2.923580753803253,0.42662600576877596,5.828480648994446,4.8285439014434814,2.0197375535964968,2.834084355831146
65,1.3577118635177612,1.811073100566864,0.2725356608629227,3.9954217195510866,3.0925353169441223,1.2564455270767212,1.3676342904567718
66,1.1473952233791351,1.4219972670078278,0.32827109694480894,3.9658340215682983,1.949188482761383,1.5200888574123383,1.3340854883193969
70,2.9222856998443603,2.0127204775810243,0.36728561520576475,4.561155104637146,4.103065466880798,1.3243399560451508,2.5157906293869017
71,1.0070414125919342,0.9705911666154862,0.15754592642188073,2.3930078625679014,3.0213714599609376,0.6684437811374664,1.0688811182975768
72,3.029050850868225,2.675021839141846,0.3643784150481224,4.592948246002197,3.5156676530838014,1.5873417973518371,1.9606167316436767
