,n_counts
398,1061.0
399,1041.0
400,470.0
401,262.0
402,1164.0
403,629.0
404,954.0
405,1320.0
406,1210.0
407,1478.0
408,235.0
409,394.0
410,824.0
411,261.0
412,1001.0
413,1407.0
414,1575.0
415,933.0
416,990.0
417,3437.0
418,3474.0
419,283.0
420,1177.0
421,1064.0
422,1674.0
423,1434.0
424,925.0
425,1796.0
426,1124.0
427,3161.0
428,354.0
431,969.0
432,104.0
433,238.0
434,114.0
435,250.0
436,750.0
437,1318.0
438,73.0
439,462.0
440,1066.0
441,470.0
442,1464.0
443,1178.0
444,432.0
445,296.0
446,200.0
447,1460.0
448,1359.0
451,1193.0
452,1967.0
453,736.0
454,282.0
455,1224.0
456,1695.0
457,611.0
458,1024.0
459,752.0
460,1223.0
461,534.0
462,829.0
463,576.0
464,804.0
465,356.0
466,1328.0
467,1168.0
468,924.0
469,923.0
470,1277.0
471,496.0
473,337.0
474,792.0
475,1119.0
476,946.0
477,939.0
478,700.0
479,2758.0
480,2736.0
481,1457.0
484,1582.0
485,1559.0
486,2943.0
487,339.0
488,2198.0
489,1185.0
490,431.0
491,1009.0
494,448.0
495,256.0
496,1123.0
497,606.0
498,290.0
499,958.0
500,808.0
501,703.0
502,373.0
503,463.0
504,736.0
505,414.0
506,1178.0
507,1661.0
508,1257.0
509,365.0
510,1424.0
511,1195.0
512,730.0
515,2867.0
516,1440.0
518,511.0
519,2005.0
520,1297.0
521,306.0
522,679.0
523,901.0
524,446.0
525,586.0
526,892.0
527,919.0
528,990.0
529,708.0
530,927.0
531,646.0
532,2027.0
533,430.0
534,1353.0
535,1747.0
536,516.0
538,835.0
539,1456.0
540,488.0
541,185.0
542,2399.0
543,634.0
545,197.0
548,2489.0
549,2394.0
550,629.0
551,1247.0
552,2207.0
553,978.0
554,599.0
555,876.0
556,390.0
557,339.0
558,339.0
559,1554.0
560,1037.0
561,154.0
562,586.0
563,975.0
564,1457.0
565,768.0
566,1502.0
567,1071.0
568,912.0
569,501.0
570,496.0
571,329.0
572,929.0
573,1121.0
574,804.0
575,302.0
576,2687.0
577,870.0
579,956.0
580,1679.0
581,544.0
582,370.0
583,982.0
584,529.0
585,301.0
586,491.0
587,461.0
588,2658.0
589,1521.0
590,1261.0
591,1043.0
592,1238.0
593,1365.0
594,1231.0
595,1835.0
596,480.0
597,1051.0
598,943.0
599,1501.0
600,1768.0
601,918.0
604,43.0
606,1054.0
607,1297.0
608,1941.0
609,1398.0
610,924.0
612,325.0
613,623.0
614,864.0
615,526.0
616,542.0
618,549.0
619,1118.0
622,164.0
623,459.0
624,233.0
625,259.0
626,1315.0
627,571.0
628,787.0
629,1062.0
630,1312.0
631,1194.0
632,746.0
633,773.0
634,1392.0
635,751.0
636,596.0
637,1126.0
638,469.0
639,591.0
640,1335.0
641,163.0
642,723.0
643,584.0
644,121.0
646,1559.0
647,1382.0
648,120.0
649,1039.0
650,1305.0
651,821.0
652,1432.0
653,351.0
654,1318.0
655,2209.0
656,2394.0
657,1982.0
658,2512.0
659,1986.0
660,1592.0
661,1079.0
662,671.0
663,912.0
664,667.0
665,138.0
666,962.0
667,2136.0
668,642.0
669,328.0
670,137.0
671,689.0
672,433.0
673,486.0
674,2961.0
675,1745.0
677,262.0
679,1140.0
680,650.0
681,1810.0
682,1980.0
683,1524.0
684,1772.0
685,2033.0
686,903.0
687,477.0
689,52.0
690,436.0
691,1031.0
692,1631.0
693,488.0
694,1131.0
695,1212.0
696,64.0
697,350.0
698,657.0
699,656.0
700,862.0
701,1280.0
702,1511.0
703,1195.0
704,1478.0
705,400.0
706,406.0
707,333.0
708,613.0
709,1025.0
710,1064.0
711,985.0
713,1152.0
714,2050.0
715,579.0
716,189.0
717,892.0
718,1011.0
719,943.0
720,928.0
721,1401.0
722,662.0
723,1267.0
724,1274.0
725,2151.0
726,1263.0
727,1428.0
728,968.0
729,1523.0
730,1070.0
731,1501.0
732,354.0
733,370.0
734,853.0
735,1142.0
736,524.0
737,706.0
740,707.0
741,244.0
745,96.0
748,1476.0
749,848.0
750,822.0
751,2057.0
752,142.0
753,958.0
754,540.0
755,115.0
756,30.0
758,1443.0
759,1348.0
760,308.0
761,132.0
762,1234.0
763,153.0
764,941.0
765,387.0
766,1553.0
767,1076.0
768,823.0
769,1024.0
770,647.0
771,507.0
772,129.0
773,303.0
774,1110.0
775,2342.0
776,514.0
777,838.0
778,1332.0
779,2103.0
780,229.0
781,2138.0
782,1887.0
783,305.0
784,818.0
785,1623.0
786,1128.0
787,143.0
788,180.0
789,1128.0
790,1688.0
791,2117.0
792,1429.0
793,1485.0
794,1107.0
795,858.0
796,1779.0
797,1410.0
798,404.0
799,183.0
800,1498.0
801,1148.0
802,153.0
803,731.0
804,1473.0
806,346.0
807,163.0
808,561.0
809,1313.0
810,371.0
811,528.0
812,42.0
814,456.0
815,373.0
816,2776.0
817,577.0
818,1927.0
819,3641.0
820,1026.0
821,346.0
823,397.0
825,138.0
826,2187.0
827,1447.0
828,425.0
830,231.0
831,907.0
832,765.0
833,1127.0
834,1348.0
835,1739.0
836,1358.0
837,914.0
838,1869.0
839,1622.0
840,1239.0
841,1197.0
842,500.0
843,1295.0
844,926.0
845,297.0
846,525.0
847,1132.0
848,1651.0
849,857.0
850,2705.0
851,615.0
852,301.0
853,391.0
854,1010.0
855,267.0
856,142.0
857,735.0
858,487.0
859,686.0
860,423.0
861,383.0
862,1831.0
863,1785.0
864,1742.0
865,1944.0
866,2291.0
867,1621.0
868,2143.0
869,2065.0
870,1311.0
871,2578.0
872,1613.0
873,1022.0
876,292.0
878,417.0
883,368.0
884,445.0
885,3771.0
886,724.0
887,939.0
888,1550.0
889,1436.0
890,412.0
891,925.0
892,215.0
894,1180.0
895,868.0
896,1481.0
897,322.0
898,669.0
899,510.0
900,1224.0
901,295.0
902,227.0
903,808.0
904,1309.0
905,1646.0
906,2303.0
907,1981.0
908,719.0
909,307.0
910,189.0
911,783.0
912,1133.0
913,380.0
914,562.0
915,888.0
916,2567.0
917,533.0
918,847.0
919,1579.0
920,769.0
922,146.0
923,381.0
924,486.0
925,648.0
926,1772.0
927,599.0
928,1549.0
929,1629.0
930,1812.0
931,2926.0
932,3129.0
933,2514.0
934,2369.0
935,1892.0
936,2212.0
937,1039.0
938,477.0
939,1586.0
940,627.0
941,2230.0
942,260.0
943,567.0
944,571.0
945,174.0
946,398.0
947,1090.0
951,557.0
952,1632.0
953,1391.0
954,1460.0
955,1132.0
956,219.0
957,443.0
958,297.0
959,229.0
960,1078.0
961,1716.0
962,1015.0
963,1471.0
964,1016.0
965,1135.0
966,967.0
967,464.0
968,1854.0
969,1727.0
970,2842.0
971,2039.0
972,1487.0
973,2243.0
974,2031.0
975,2214.0
976,741.0
977,743.0
978,536.0
979,1985.0
980,176.0
981,177.0
982,319.0
983,1211.0
984,1150.0
985,1035.0
986,702.0
987,2123.0
988,388.0
989,587.0
990,1043.0
991,878.0
992,913.0
993,423.0
994,2798.0
995,1728.0
996,1386.0
997,1326.0
998,1495.0
999,2582.0
1000,2837.0
1001,2055.0
1002,1560.0
1003,2447.0
1004,1112.0
1005,2686.0
1006,602.0
1007,1045.0
1008,1223.0
1009,1993.0
1010,313.0
1012,727.0
1013,697.0
1014,270.0
1018,880.0
1019,2446.0
1020,2392.0
1021,164.0
1022,464.0
1023,1270.0
1025,550.0
1026,517.0
1027,1399.0
1028,2206.0
1029,1583.0
1030,366.0
1031,339.0
1032,918.0
1033,987.0
1034,1038.0
1035,1983.0
1036,762.0
1037,1616.0
1038,1070.0
1039,1189.0
1040,311.0
1041,1307.0
1042,1485.0
1043,1311.0
1044,229.0
1045,705.0
1046,133.0
1047,1369.0
1048,425.0
1049,205.0
1050,1288.0
1051,2763.0
1052,1316.0
1053,1168.0
1054,1900.0
1055,1564.0
1056,362.0
1058,356.0
1059,1642.0
1060,473.0
1061,830.0
1062,1528.0
1063,969.0
1064,652.0
1065,734.0
1066,2292.0
1067,1563.0
1068,1723.0
1069,2072.0
1070,2006.0
1071,1774.0
1072,438.0
1073,900.0
1074,1858.0
1075,1133.0
1076,1434.0
1077,541.0
1078,711.0
1079,264.0
1080,208.0
1081,316.0
1085,1471.0
1086,2110.0
1087,1559.0
1088,1934.0
1089,1356.0
1090,1344.0
1091,232.0
1092,402.0
1094,270.0
1095,605.0
1096,388.0
1097,856.0
1098,851.0
1099,513.0
1100,429.0
1101,1352.0
1102,750.0
1103,1063.0
1104,1047.0
1105,1136.0
1106,800.0
1107,625.0
1108,584.0
1109,1303.0
1110,2053.0
1111,553.0
1112,865.0
1113,717.0
1114,1613.0
1115,517.0
1116,363.0
1117,1102.0
1118,1312.0
1119,261.0
1120,1061.0
1121,1926.0
1122,3092.0
1123,287.0
1124,640.0
1125,980.0
1126,1613.0
1127,1098.0
1128,650.0
1129,1390.0
1130,696.0
1131,2106.0
1132,1505.0
1133,731.0
1134,1777.0
1135,492.0
1136,2141.0
1137,2134.0
1138,1658.0
1139,1725.0
1140,1780.0
1141,1376.0
1142,1634.0
1143,1197.0
1144,1969.0
1146,65.0
1152,2081.0
1153,3134.0
1154,956.0
1155,1301.0
1156,1743.0
1157,1378.0
1158,355.0
1160,443.0
1161,2151.0
1162,1984.0
1163,443.0
1164,354.0
1165,881.0
1166,560.0
1167,549.0
1168,1083.0
1169,436.0
1170,1830.0
1171,1442.0
1172,1169.0
1173,1437.0
1174,1343.0
1175,980.0
1176,1581.0
1177,330.0
1178,691.0
1179,199.0
1180,2530.0
1181,610.0
1183,220.0
1184,1496.0
1186,584.0
1187,781.0
1188,194.0
1189,1151.0
1191,599.0
1192,459.0
1193,40.0
1194,379.0
1195,113.0
1196,955.0
1197,1332.0
1198,1220.0
1199,1995.0
1200,1339.0
1201,2366.0
1202,2149.0
1203,2888.0
1204,1999.0
1205,1324.0
1206,488.0
1207,1417.0
1208,2070.0
1209,1294.0
1210,1476.0
1213,1188.0
1214,748.0
1218,1978.0
1219,977.0
1220,1361.0
1221,740.0
1222,394.0
1223,1597.0
1224,951.0
1226,117.0
1227,1375.0
1228,1568.0
1229,921.0
1230,529.0
1231,1872.0
1232,1928.0
1233,486.0
1234,599.0
1235,1580.0
1236,1246.0
1237,1704.0
1238,1827.0
1239,2153.0
1240,1436.0
1241,1004.0
1242,1552.0
1243,2373.0
1244,276.0
1245,346.0
1246,754.0
1247,1392.0
1248,838.0
1249,773.0
1250,317.0
1251,2356.0
1252,993.0
1253,316.0
1254,750.0
1255,1770.0
1256,1584.0
1257,554.0
1258,795.0
1259,562.0
1260,1516.0
1261,678.0
1262,861.0
1263,686.0
1264,1390.0
1265,1763.0
1266,2103.0
1267,2172.0
1268,1393.0
1269,2191.0
1270,2517.0
1271,1259.0
1272,2592.0
1273,278.0
1274,709.0
1275,466.0
1276,326.0
1277,849.0
1278,224.0
1279,172.0
1280,395.0
1281,335.0
1284,956.0
1285,1973.0
1286,1710.0
1287,966.0
1288,485.0
1289,462.0
1290,253.0
1291,217.0
1293,2188.0
1294,967.0
1295,961.0
1296,824.0
1297,2145.0
1298,1107.0
1299,822.0
1300,1607.0
1301,988.0
1302,300.0
1303,1923.0
1304,2069.0
1305,1884.0
1306,1070.0
1307,961.0
1308,373.0
1309,444.0
1310,790.0
1311,189.0
1313,928.0
1314,296.0
1315,1110.0
1316,1294.0
1317,123.0
1318,609.0
1319,698.0
1320,281.0
1321,1356.0
1322,3382.0
1323,150.0
1324,211.0
1325,1001.0
1326,417.0
1327,612.0
1328,909.0
1329,1944.0
1330,1131.0
1331,1323.0
1332,1743.0
1333,2330.0
1334,1049.0
1335,2228.0
1336,1442.0
1337,1571.0
1338,917.0
1339,1387.0
1340,653.0
1341,1671.0
1342,295.0
1343,452.0
1344,33.0
1345,693.0
1346,636.0
1349,858.0
1350,2759.0
1351,1956.0
1352,40.0
1353,2007.0
1354,366.0
1355,1089.0
1356,844.0
1357,384.0
1358,1363.0
1359,2601.0
1360,417.0
1361,918.0
1362,1143.0
1363,1515.0
1364,831.0
1365,590.0
1366,1453.0
1367,2089.0
1368,1185.0
1369,949.0
1370,2098.0
1371,678.0
1372,557.0
1373,538.0
1374,298.0
1375,234.0
1376,451.0
1377,744.0
1378,1519.0
1380,229.0
1381,1508.0
1382,922.0
1383,1447.0
1384,246.0
1385,1605.0
1386,851.0
1387,2177.0
1388,1083.0
1389,458.0
1391,1396.0
1392,1260.0
1393,224.0
1394,1484.0
1395,1531.0
1396,533.0
1397,2185.0
1398,1706.0
1399,862.0
1400,860.0
1401,1360.0
1402,1356.0
1403,1588.0
1404,908.0
1405,992.0
1406,2862.0
1408,108.0
1409,253.0
1410,264.0
1411,820.0
1413,825.0
1414,2288.0
1415,1793.0
1416,995.0
1417,1180.0
1418,254.0
1419,880.0
1420,103.0
1421,742.0
1422,1714.0
1423,2474.0
1424,1870.0
1425,1289.0
1426,1869.0
1427,449.0
1428,928.0
1429,1425.0
1430,1087.0
1431,750.0
1432,913.0
1433,1620.0
1434,743.0
1435,1012.0
1436,1103.0
1437,996.0
1438,960.0
1439,38.0
1440,819.0
1441,132.0
1442,841.0
1443,881.0
1444,1816.0
1445,569.0
1446,1809.0
1447,905.0
1448,416.0
1449,2151.0
1450,346.0
1451,1102.0
1452,394.0
1453,780.0
1454,452.0
1455,1008.0
1456,965.0
1457,500.0
1458,265.0
1459,572.0
1460,1178.0
1461,1166.0
1462,997.0
1463,1210.0
1464,2244.0
1465,2253.0
1466,1749.0
1467,1374.0
1468,1137.0
1469,1417.0
1470,1312.0
1471,151.0
1472,656.0
1474,244.0
1476,626.0
1477,2317.0
1478,1918.0
1480,1782.0
1481,1187.0
1482,166.0
1483,466.0
1484,653.0
1485,412.0
1486,2068.0
1487,1084.0
1488,553.0
1489,763.0
1490,993.0
1491,1447.0
1492,448.0
1493,1007.0
1494,1422.0
1495,2076.0
1496,879.0
1497,680.0
1498,1642.0
1499,1220.0
1500,360.0
1501,1291.0
1502,1485.0
1503,1271.0
1504,1771.0
1507,1090.0
1508,1916.0
1509,2492.0
1510,2734.0
1511,511.0
1512,1355.0
1513,1153.0
1514,375.0
1515,1114.0
1516,62.0
1517,598.0
1518,748.0
1519,397.0
1520,1484.0
1521,1365.0
1522,2327.0
1523,1422.0
1524,887.0
1525,1735.0
1526,409.0
1527,1102.0
1528,1236.0
1529,1481.0
1530,1659.0
1531,1019.0
1532,1852.0
1533,1659.0
1534,886.0
1536,184.0
1537,340.0
1539,1620.0
1540,1252.0
1541,3294.0
1542,1229.0
1543,1611.0
1544,1255.0
1545,425.0
1547,400.0
1548,1123.0
1549,1253.0
1550,859.0
1551,1610.0
1552,1373.0
1553,921.0
1554,899.0
1555,164.0
1556,1786.0
1557,1033.0
1558,1265.0
1559,1289.0
1560,736.0
1561,1061.0
1562,828.0
1563,204.0
1564,1642.0
1565,1886.0
1566,87.0
1567,195.0
1568,822.0
1569,919.0
1570,1119.0
1571,767.0
1572,2030.0
1573,135.0
1574,569.0
1575,947.0
1576,1867.0
1577,2001.0
1578,1282.0
1579,442.0
1580,58.0
1581,1290.0
1582,1487.0
1583,1525.0
1584,789.0
1585,1426.0
1586,810.0
1587,1950.0
1588,3203.0
1589,1845.0
1590,1420.0
1591,2704.0
1592,1747.0
1593,2025.0
1594,1697.0
1595,492.0
1597,587.0
1599,616.0
1601,1211.0
1602,1628.0
1603,1057.0
1604,69.0
1605,2150.0
1606,1015.0
1607,371.0
1608,910.0
1611,1846.0
1612,877.0
1613,1100.0
1614,1285.0
1615,968.0
1616,322.0
1617,1792.0
1618,1160.0
1619,2045.0
1620,1045.0
1621,1149.0
1622,288.0
1623,224.0
1624,85.0
1625,291.0
1626,1012.0
1627,82.0
1628,459.0
1629,219.0
1630,254.0
1631,1464.0
1632,788.0
1633,3521.0
1634,1770.0
1635,333.0
1636,1167.0
1637,965.0
1638,3181.0
1639,3974.0
1640,832.0
1641,228.0
1642,677.0
1643,1240.0
1644,1714.0
1645,1004.0
1646,1657.0
1647,1859.0
1648,2022.0
1649,1726.0
1650,2365.0
1651,919.0
1652,486.0
1653,1695.0
1654,898.0
1655,836.0
1656,539.0
1657,657.0
1658,225.0
1662,1401.0
1663,1039.0
1664,1216.0
1665,1252.0
1666,1045.0
1667,1974.0
1668,191.0
1670,278.0
1672,489.0
1673,2744.0
1674,1626.0
1675,1362.0
1676,2176.0
1677,462.0
1678,1462.0
1679,168.0
1680,812.0
1681,419.0
1682,1529.0
1683,1018.0
1684,1221.0
1685,638.0
1686,620.0
1687,435.0
1688,1054.0
1689,990.0
1691,1030.0
1692,3528.0
1693,1101.0
1694,1014.0
1695,1581.0
1696,374.0
1697,134.0
1698,718.0
1699,1464.0
1700,1169.0
1701,1080.0
1702,809.0
1704,644.0
1705,805.0
1706,1390.0
1707,2102.0
1708,1501.0
1709,951.0
1710,1184.0
1711,1697.0
1712,888.0
1713,1115.0
1714,2413.0
1715,1516.0
1716,2434.0
1717,815.0
1719,567.0
1720,274.0
1721,871.0
1723,1392.0
1724,2234.0
1725,1998.0
1726,1211.0
1727,1977.0
1728,2283.0
1729,842.0
1730,215.0
1731,678.0
1732,249.0
1733,228.0
1734,625.0
1735,2200.0
1736,1878.0
1737,531.0
1738,500.0
1739,932.0
1740,1126.0
1741,1326.0
1742,1085.0
1743,1119.0
1744,1126.0
1745,118.0
1746,629.0
1747,1035.0
1748,2321.0
1749,397.0
1750,480.0
1751,88.0
1752,1143.0
1753,1634.0
1754,424.0
1755,389.0
1757,392.0
1758,110.0
1759,1633.0
1760,803.0
1761,1459.0
1762,1267.0
1763,547.0
1764,323.0
1766,660.0
1767,278.0
1768,252.0
1769,643.0
1770,863.0
1771,1255.0
1772,1057.0
1773,1494.0
1774,994.0
1775,1917.0
1776,214.0
1777,1775.0
1779,57.0
1780,372.0
1781,553.0
1783,578.0
1785,175.0
1786,1208.0
1787,1786.0
1788,1249.0
1789,2488.0
1790,1180.0
1791,603.0
1792,463.0
1793,647.0
1794,754.0
1795,226.0
1796,1191.0
1797,860.0
1798,600.0
1799,611.0
1800,1654.0
1801,2254.0
1802,263.0
1803,521.0
1804,2079.0
1805,954.0
1806,311.0
1807,1041.0
1808,571.0
1809,590.0
1810,230.0
1811,783.0
1812,954.0
1813,1486.0
1814,1305.0
1815,1096.0
1816,1194.0
1817,960.0
1818,361.0
1819,208.0
1820,367.0
1821,1453.0
1822,1225.0
1823,1650.0
1824,1096.0
1825,167.0
1826,468.0
1827,531.0
1828,954.0
1829,1286.0
1830,128.0
1831,2115.0
1832,1250.0
1833,2257.0
1834,389.0
1835,1331.0
1836,2107.0
1837,629.0
1838,858.0
1839,325.0
1841,948.0
1842,94.0
1843,181.0
1845,793.0
1846,1325.0
1847,678.0
1848,975.0
1849,1712.0
1850,536.0
1851,740.0
1854,791.0
1855,1868.0
1856,1803.0
1857,1933.0
1858,968.0
1859,912.0
1860,1686.0
1861,1444.0
1862,1494.0
1863,523.0
1864,300.0
1865,1376.0
1866,601.0
1867,1488.0
1868,466.0
1869,219.0
1870,891.0
1871,1102.0
1872,1009.0
1873,1101.0
1874,780.0
1875,804.0
1876,1012.0
1877,1072.0
1878,1864.0
1879,557.0
1881,1620.0
1882,1790.0
1883,1486.0
1884,493.0
1886,252.0
1887,1650.0
1888,473.0
1889,878.0
1890,629.0
1891,2808.0
1892,1671.0
1893,977.0
1894,1087.0
1895,353.0
1896,510.0
1897,206.0
1898,485.0
1899,1140.0
1900,233.0
1904,615.0
1905,1880.0
1906,971.0
1907,129.0
1908,2401.0
1910,201.0
1911,719.0
1912,444.0
1913,1288.0
1914,1295.0
1915,927.0
1916,940.0
1917,1412.0
1918,688.0
1919,1036.0
1920,1354.0
1921,599.0
1922,2035.0
1923,963.0
1924,544.0
1926,1370.0
1927,572.0
1928,162.0
1929,956.0
1930,414.0
1931,607.0
1932,2668.0
1933,1175.0
1934,935.0
1936,846.0
1937,1095.0
1938,764.0
1939,2385.0
1940,2235.0
1941,1711.0
1942,1322.0
1945,134.0
1946,1040.0
1947,644.0
1948,1278.0
1949,553.0
1950,1035.0
1951,665.0
1952,1237.0
1953,919.0
1955,301.0
1957,1266.0
1959,142.0
1962,596.0
1963,1481.0
1964,1020.0
1965,303.0
1966,958.0
1967,1112.0
1968,1274.0
1970,1139.0
1971,1225.0
1972,977.0
1973,971.0
1974,515.0
1975,533.0
1976,752.0
1977,1192.0
1978,617.0
1979,283.0
1980,905.0
1981,1663.0
1982,422.0
1985,1148.0
1986,1457.0
1987,1721.0
1988,1987.0
1989,3057.0
1990,1118.0
1992,207.0
1993,972.0
1994,917.0
1995,1765.0
1996,835.0
1997,1441.0
1998,947.0
1999,972.0
2000,377.0
2001,436.0
2002,347.0
2003,718.0
2004,1549.0
2005,863.0
2006,927.0
2007,2089.0
2008,331.0
2009,1439.0
2010,881.0
2012,435.0
2013,445.0
2014,234.0
2015,285.0
2018,606.0
2019,1370.0
2020,533.0
2021,776.0
2022,1327.0
2023,959.0
2024,1009.0
2025,769.0
2026,852.0
2027,1275.0
2028,1517.0
2029,1948.0
2030,629.0
2031,515.0
2032,1367.0
2033,2008.0
2034,843.0
2035,1202.0
2036,1242.0
2037,1661.0
2038,256.0
2039,759.0
2040,108.0
2041,824.0
2042,2278.0
2043,476.0
2044,2047.0
2045,1190.0
2046,1831.0
2048,1535.0
2049,117.0
2050,459.0
2051,1727.0
2052,937.0
2053,544.0
2054,490.0
2055,1335.0
2056,141.0
2058,127.0
2059,1675.0
2060,1638.0
2061,2867.0
2062,850.0
2063,1972.0
2064,2772.0
2065,1488.0
2066,90.0
2067,131.0
2068,265.0
2069,337.0
2071,483.0
2073,707.0
2074,869.0
2075,1411.0
2076,1705.0
2077,638.0
2078,136.0
2079,587.0
2080,66.0
2081,35.0
2082,848.0
2083,1595.0
2084,1092.0
2085,657.0
2086,2478.0
2087,1938.0
2088,838.0
2089,557.0
2090,309.0
2091,1120.0
2092,610.0
2094,937.0
2095,1521.0
2096,1475.0
2097,1117.0
2099,861.0
2100,874.0
2101,319.0
2102,925.0
2103,2190.0
2104,810.0
2105,379.0
2106,668.0
2107,1560.0
2108,1346.0
2109,825.0
2110,992.0
2111,235.0
2113,1214.0
2114,630.0
2115,770.0
2116,851.0
2117,1799.0
2118,865.0
2119,908.0
2120,471.0
2121,338.0
2122,568.0
2123,1346.0
2125,195.0
2127,1153.0
2128,812.0
2129,1326.0
2131,2873.0
2132,864.0
2133,1027.0
2135,185.0
2136,1381.0
2137,366.0
2138,1012.0
2139,893.0
2140,1343.0
2141,1661.0
2142,1880.0
2143,892.0
2144,438.0
2145,772.0
2146,445.0
2147,195.0
2148,816.0
2149,735.0
2150,37.0
2152,179.0
2153,397.0
2154,532.0
2155,624.0
2156,853.0
2157,486.0
2158,472.0
2160,546.0
2161,1296.0
2162,285.0
2163,1324.0
2164,1154.0
2165,652.0
2166,418.0
2167,770.0
2168,880.0
2169,636.0
2170,730.0
2171,988.0
2172,2404.0
2173,927.0
2174,144.0
2175,177.0
2176,329.0
2178,462.0
2179,1127.0
2180,449.0
2181,2443.0
2182,1217.0
2183,1726.0
2184,442.0
2185,324.0
2186,217.0
2187,572.0
2188,780.0
2189,335.0
2190,595.0
2191,971.0
2192,452.0
2193,1309.0
2194,1063.0
2195,194.0
2196,470.0
2197,274.0
2198,218.0
2199,411.0
2200,2595.0
2201,1089.0
2202,741.0
2203,75.0
2204,1486.0
2205,1687.0
2206,653.0
2207,281.0
2209,903.0
2210,191.0
2212,181.0
2213,550.0
2214,1168.0
2215,1422.0
2216,868.0
2217,36.0
2218,225.0
2219,316.0
2221,27.0
2223,615.0
2224,75.0
2225,320.0
2226,508.0
2228,1049.0
2229,1084.0
2230,816.0
2231,2192.0
2232,268.0
2233,230.0
2234,925.0
2235,179.0
2236,208.0
2238,486.0
2239,230.0
2240,218.0
2241,866.0
2242,1133.0
2243,583.0
2244,830.0
2245,1088.0
2246,2554.0
2247,536.0
2248,789.0
2249,1328.0
2250,1489.0
2252,1328.0
2253,95.0
2254,331.0
2256,161.0
2257,80.0
2258,1830.0
2259,556.0
2262,98.0
2263,1194.0
