,01 IT-ET Glut,03 OB-CR Glut,05 OB-IMN GABA,06 CTX-CGE GABA,07 CTX-MGE GABA,09 CNU-LGE GABA,10 LSX GABA,11 CNU-HYa GABA,12 HY GABA,13 CNU-HYa Glut,14 HY Glut,29 CB Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
74,0.0001188781883683987,8.678466765559279e-05,4.165765094512608e-05,0.00014093431891524233,0.00010870559272007086,3.584149981179507e-05,0.0004145875675021671,8.475495997117832e-05,8.544269512640313e-05,0.00016334171814378354,0.00014671530952909962,0.00028426713251974436,0.00029202296282164757,0.00014400510845007374,0.0019953493843786418,7.379085183143616,0.0020287676132284107
76,0.00010077869810629637,0.00022772586889914238,6.205538593349048e-05,7.818903541192413e-05,0.00012568227466545068,5.0526452650956347e-05,0.0006425619852961972,5.8901298507407775e-05,3.805112446571002e-05,8.599911707278807e-05,5.5873975361464546e-05,0.00016327821722370573,0.00030557607678929346,0.00010343793401261792,0.3855093464255333,4.642632150650025,0.002164435898885131
77,0.0016602159070316703,0.0007890442502684891,0.00010025768315244932,0.0005508520262083039,0.005056357849389315,0.0001535038827569224,0.0020396681735292076,0.0012393305427394808,0.00047453819861402734,0.002684977324679494,0.00497214742936194,0.016619519609957934,0.0010451369918882847,0.00033471016940893604,0.033829322457313536,8.356298208236694,0.06205578614026308
78,0.00022672886261716486,0.00047167257289402185,0.16317541450262069,0.0012185791740193963,0.0005161824403330684,0.00039789776637917386,0.4084976941347122,0.0004006935763754882,0.001684694626601413,0.00017913977717398666,0.00018430105337756688,0.00047749869845574726,0.11960307843983173,0.0016888643731363118,8.321388912200927,0.00041166916198562834,0.0006034193182131276
79,0.00010837875961442479,0.002845934359356761,2.146980857849121,0.0022585758939385413,0.00020154611920588652,0.0011447647644672542,4.978599786758423,0.00020209240101394247,0.0004479080409510061,0.00012196860079711771,0.0001832829642808065,0.00016848868981469422,0.630517640709877,0.018940958101302384,1.5986451923847198,0.0010233521403279157,1.2490007638931275
80,0.0001838238720665686,0.019905156549066307,2.2557817697525024,0.002704646612983197,0.0003944851079722867,0.00204342472134158,2.0660638928413393,0.0004788270249264315,0.0007599651027703658,0.0003433216246776283,0.0003659982161480002,0.00030981346062617374,1.6697439789772033,0.7659338712692261,0.007681998540647328,0.001082141639199108,0.21012659519910812
81,0.0017901115759741514,4.130058407783508,2.9915790438652037,0.011750128073617817,0.0017601070634555075,0.011248035868629814,1.3329245328903199,0.00301946533145383,0.0036546142655424774,0.0022138997097499668,0.0022360664093866943,0.001977338775759563,3.0019731521606445,0.008085711766034365,0.07964380010962487,0.8638608187437058,0.0048542625037953264
82,0.0007547191344201565,0.12814648747444152,1.1328504145145417,0.0044165240367874505,0.0005901100899791346,0.005083527858369053,3.2222687244415282,0.000876165137742646,0.0014824205893091858,0.0008899569045752286,0.00048302258946932854,0.0010807642189320176,0.006943822838366032,0.0037540722405537967,0.09211073704063892,6.415794849395752,0.005095063382759691
88,5.804316660942277e-05,1.1434710443019866,0.00012736805801978336,0.0002770276420051232,5.37509193236474e-05,9.348402709292715e-05,0.05375976078212261,6.897901948832441e-05,0.00014617179695051164,0.00015442816948052496,7.706359356234316e-05,4.381404269224731e-05,0.0002121700978023,0.0007314756483538077,0.004738936689682305,0.00010385795467300342,0.00018717887505772523
89,0.00018397632229607552,0.0031570215825922785,9.032056441355962e-05,8.750025845074561e-05,0.0001141375323641114,7.77696925069904e-05,0.0013778746128082276,4.401806345413206e-05,0.00016418133600382134,0.00017109357431763784,0.00020406560724950398,0.00015080360462889076,0.00044813205604441467,0.00014700354222441092,0.00034465049102436754,0.30266455113887786,0.004869911260902882
90,2.4592508816567714e-05,0.00031107948598219087,0.0001146349673945224,3.516116776154377e-05,2.5784909848880488e-05,3.2010071481636264e-05,0.0005094617721624672,3.0647818311990706e-05,3.745485955732875e-05,1.724935946185724e-05,2.8474842019932114e-05,4.6519173520209736e-05,0.0006604557012906298,0.00019302470536786132,1.2971379101276397,0.0001731766969896853,5.515695265785325e-05
91,0.0024288573069497946,0.0008620163571322337,6.454863032558934e-05,0.0003204467982868664,0.00241524709854275,0.00011806411603174639,0.002421232615597546,0.0004079510908923112,0.00031103952496778223,0.0008814377652015537,0.001308965007774532,0.002944708522409201,0.004579625208862126,0.0003720802676980384,2.9592487812042236,7.063447260856629,0.07718550190329553
92,0.0013698151684366166,0.00022509725167765282,9.063840225280728e-05,0.0005997353873681277,0.017907288577407598,0.00017486514771007934,0.002186136937234551,0.0017260054417420178,0.0004734050919068977,0.001339703891426325,0.0013570167124271394,0.008654191996902228,0.24333380311727523,0.0008507471007760614,0.7256406366825103,7.840440893173218,0.09719847589731216
93,0.032511718384921555,0.0004450284584891051,0.00012726062268484384,0.0005987942393403501,0.024837315268814563,0.00024842178318067453,0.00321612247498706,0.0037474411306902765,0.001707526610698551,0.0010051112389191986,0.049678418226540094,0.04350436795502901,0.0275574853643775,0.000833729121950455,8.621817255020142,6.121085453033447,0.015319386916235089
