,Olig,astrocytes,cellType,eNeuron,endo_mural,iNeuron,microglia
0,0.046445033699274066,0.43460686653852465,0.00018659347042557784,0.03117800708860159,1.1488008201122284,0.011973266676068305,0.06645448580384254
1,0.4817669793963432,1.339464294910431,0.03894697446376085,0.14670918211340905,1.8681933999061584,0.6036247462034225,0.5876994460821152
2,0.48008226454257963,1.999001830816269,0.039197315275669095,0.21950656846165656,1.3153692185878754,0.25436281561851504,0.6859003275632858
3,0.3776555061340332,1.7230916321277618,0.04434069786220789,0.3168622061610222,1.0664242327213287,0.7057767540216446,0.9546199470758439
7,0.27148239463567736,0.496932253241539,0.006388957868330181,0.6484484791755676,1.1193383514881134,0.21865344643592835,0.46702309399843217
8,0.7054169207811356,1.7422638297080995,0.0870222944766283,1.0475997984409333,2.5666487574577332,0.7566952288150788,1.1491952240467072
9,1.0675293266773225,1.7560336530208587,0.06617486290633678,1.4910808205604553,2.766537809371948,0.8393917977809906,1.3420377254486084
10,1.4704033493995667,2.9308343648910524,0.2203754872083664,3.1498098254203795,4.423320341110229,1.8384320437908173,2.216233253479004
14,1.2314877927303314,2.629037857055664,0.14205824807286263,2.8563191533088683,3.9306296706199646,1.2595877766609191,2.23555908203125
15,0.7610221147537232,1.3856790840625763,0.08152248524129391,1.5766878724098206,2.524600553512573,0.6847974121570587,1.2533594489097595
16,1.2998254299163818,2.423216259479523,0.12131309509277344,2.9389049649238586,4.031792950630188,1.1232991516590118,2.0117502927780153
17,1.2555023372173308,2.5228825330734255,0.14002252668142318,3.1827265501022337,3.9845811247825624,1.1070587992668153,1.955678689479828
21,1.0556703805923462,2.1043675899505616,0.11017181277275086,2.4457366824150086,3.551200294494629,0.7515633136034012,1.6613117814064027
22,1.0954555451869965,2.267981731891632,0.09520647823810577,2.751317632198334,3.8849418640136717,1.084708023071289,1.891262674331665
23,1.2310726284980773,2.3742003560066225,0.16671060994267464,2.8383281111717222,3.9979655027389525,1.2435504972934723,2.2023646354675295
24,1.1410134494304658,2.0241825580596924,0.11087096631526946,3.6547649264335633,3.636177682876587,0.980415204167366,1.807688981294632
28,0.780095562338829,1.8484395503997804,0.07616118788719177,1.6748728215694428,2.4887165904045103,0.6682335048913955,1.2458438456058503
29,1.1624240756034852,2.394933009147644,0.12114642448723316,2.7617542862892153,4.12946503162384,1.1311266660690307,1.9689369201660156
30,2.033871221542358,3.24190913438797,0.2390834830701351,5.021230173110962,6.0572768449783325,1.598696118593216,2.50345059633255
31,0.26153598725795746,0.9523026674985886,0.05214883890002966,2.0100098609924317,2.4139413118362425,0.3735423430800438,0.7048885881900787
