"cell_ID","iNeuron","eNeuron","Olig","microglia","endo_mural","astrocytes"
"0",0,0.27388423036378,0,0,0,0.72611576963622
"1",0.116503823623539,0.314271321856838,0.0234386514043757,0,0,0.545786203115247
"2",0,0.122974568533238,0.0578967112508874,0,0,0.819128720215875
"3",0.228212782380861,0.315878087559882,0.0533527542182332,0,0,0.402556375841023
"7",0,1,0,0,0,0
"8",0.183651777769321,0.462480480068058,0.122162332817206,0,0,0.231705409345415
"9",0,0.749357251395033,0.0879679201030115,0,0,0.162674828501955
"10",0.145160903880511,0.648045460056766,0.0944685660352741,0,0,0.112325070027449
"14",0.040886397454673,0.742579879231497,0.113705814456447,0,0,0.102827908857383
"15",0.223921991777735,0.570667794672449,0.100001254355866,0,0,0.10540895919395
"16",0,0.789384133731842,0.0955650236387789,0,0,0.115050842629379
"17",0.101427345351291,0.756035454340746,0.0713170304374771,0,0,0.0712201698704866
"21",0.0624130046013432,0.724150567084019,0.110465453990427,0,0,0.102970974324211
"22",0.0584148452539811,0.834588338744113,0.0464371685467415,0,0,0.0605596474551643
"23",0.192243530624131,0.667384508814375,0.0904730314852827,0,0,0.0498989290762114
"24",0,0.848048040187771,0.0498504434858455,0,0,0.102101516326384
"28",0.0316890444809254,0.630214415793363,0.0937868630904504,0,0,0.244309676635261
"29",0.0452150261930036,0.756046103056846,0.0606699523228934,0,0,0.138068918427257
"30",0.11197402328623,0.664620369552375,0.0978028168583018,0,0,0.125602790303093
"31",0,0.929077987329966,0,0,0,0.070922012670034
"35",0.0851844840879557,0.799260631905688,0.0788597153724474,0,0,0.0366951686339092
"36",0.0262268412059598,0.817790562446838,0.0647237255953674,0,0,0.0912588707518348
"37",0.0928230820675205,0.731531565516946,0.0527004421551489,0,0,0.122944910260384
"38",0,0.676477303755245,0,0,0,0.323522696244755
"42",0.0570296833683286,0.734903139076989,0.0277803413689083,0,0,0.180286836185774
"43",0.105390735091397,0.626114969100001,0.0991994649549236,0,0,0.169294830853679
"44",0,0.838816711015751,0.040943567035495,0,0,0.120239721948754
"45",0,0.83702401632903,0.0274886734878282,0,0,0.135487310183142
"49",0.128673581416218,0.706888611924401,0.0559708163910583,0,0,0.108466990268323
"50",0.0691523487964728,0.733983440780368,0.102694408380964,0,0,0.0941698020421955
"51",0.0438950824119269,0.764397195961255,0.0973483028324811,0,0,0.0943594187943367
"52",0.111004451487515,0.723498608756205,0,0,0,0.16549693975628
"56",0.0453834420061048,0.674813049319597,0,0,0,0.279803508674298
"57",0,0.825970497454904,0.0571804369947658,0,0,0.11684906555033
"58",0.104971238722553,0.678282366642226,0,0,0,0.216746394635221
"59",0.0473099696180679,0.863986178710613,0,0,0,0.0887038516713193
"63",0.059588172237388,0.732061543216212,0.0800891392922016,0,0,0.128261145254199
"64",0.0448792718339861,0.831887118565783,0,0,0,0.123233609600231
"65",0.0761106759900712,0.787276939216965,0,0,0,0.136612384792964
"66",0.074494498680789,0.826146933370139,0.0327715068733333,0,0,0.0665870610757387
"70",0.0353330411790214,0.656522488381107,0.238485973920468,0,0,0.0696584965194037
"71",0.0912156724123097,0.608141956782463,0.0848193893750711,0,0,0.215822981430156
"72",0.026443651359356,0.569751954483023,0.188543234725566,0,0,0.215261159432054
"73",0.347751000672906,0.359739009031536,0.0822001804418768,0,0,0.210309809853681
"77",0.156376822277891,0.709184987926068,0.0427716920875948,0,0,0.0916664977084468
"78",0.208574839372042,0.578797884995212,0.0889082886702278,0,0,0.123718986962518
"79",0.085839905558919,0.831162697523458,0.0364267067533978,0,0,0.0465706901642251
"80",0.0961548745277816,0.749014044286135,0,0,0,0.154831081186083
"81",0.0346615350535194,0.81413732999067,0.0743446968126237,0,0,0.0768564381431864
"82",0,0.876399516420961,0.0378048664428442,0,0,0.0857956171361952
"83",0,0.83669999630826,0.0438460217384598,0,0,0.11945398195328
"84",0.100653210716898,0.575766939087067,0.176402085885499,0,0,0.147177764310537
"85",0.165551008643706,0.650777245995024,0.0575469897371476,0,0,0.126124755624123
"86",0,0.762937651121049,0.159621674344473,0,0,0.0774406745344777
"87",0,0.775655431965207,0.037413260296001,0,0,0.186931307738792
"88",0.163823626988163,0.632298636852504,0.0776249375138878,0,0,0.126252798645445
"89",0.0635514701870096,0.590663736943212,0.284693217321948,0,0,0.0610915755478305
"90",0.0719015483792815,0.819756661787068,0.0663435288861672,0,0,0.0419982609474828
"91",0,0.393106614645572,0.503987061896903,0,0,0.102906323457525
"92",0.100372778521462,0.742845782665741,0.0719100821498775,0,0,0.0848713566629193
"93",0,0.746338685281855,0.0230325943776882,0,0,0.230628720340457
"94",0,0.708348380685151,0.116408015044397,0,0,0.175243604270452
"95",0.0280687194877025,0.627652692685005,0.188415421016072,0,0,0.155863166811221
"96",0.0754357241647369,0.754520271308102,0.037768465683645,0,0,0.132275538843516
"97",0.0915551692610396,0.693132508321344,0,0,0,0.215312322417617
"101",0.10946097816415,0.35778242151475,0.101958891484561,0,0,0.430797708836539
"102",0.043795830984539,0.436724203453501,0.402319761926452,0,0,0.117160203635508
"103",0.0543688327631997,0.34243045942576,0.366407817860376,0,0,0.236792889950664
"104",0,0,0,0,0,1
"109",0.0681773556939633,0,0.541284240029425,0,0,0.390538404276612
"110",0.198411277622541,0,0.738114261084835,0,0,0.063474461292624
