,n_counts
3,242.0
4,237.0
5,794.0
6,2367.0
7,1294.0
8,865.0
9,619.0
10,537.0
20,195.0
21,1405.0
22,1296.0
23,716.0
24,435.0
25,974.0
26,452.0
27,271.0
28,434.0
29,49.0
41,154.0
42,318.0
43,344.0
44,435.0
48,868.0
49,921.0
50,595.0
51,315.0
52,70.0
53,229.0
54,154.0
55,641.0
57,248.0
75,445.0
76,1342.0
77,1078.0
78,593.0
79,462.0
80,628.0
81,821.0
82,856.0
83,674.0
84,1835.0
85,2478.0
86,2385.0
87,2218.0
88,981.0
89,872.0
94,769.0
96,751.0
97,563.0
119,695.0
120,1327.0
121,1428.0
122,725.0
123,942.0
124,942.0
125,491.0
126,576.0
127,2214.0
128,1301.0
129,1038.0
130,631.0
131,1086.0
132,1287.0
133,694.0
134,1223.0
135,540.0
138,219.0
140,1034.0
141,1727.0
142,483.0
143,620.0
144,176.0
145,161.0
146,759.0
147,714.0
149,275.0
150,314.0
151,59.0
170,201.0
171,392.0
173,1162.0
174,284.0
175,659.0
176,1167.0
177,682.0
178,172.0
179,853.0
180,1402.0
181,1528.0
182,299.0
183,554.0
184,1436.0
185,2378.0
186,2097.0
187,1249.0
188,661.0
189,374.0
190,176.0
191,1498.0
192,528.0
193,288.0
194,2282.0
196,391.0
197,1732.0
198,434.0
199,714.0
200,496.0
201,230.0
203,126.0
204,155.0
206,694.0
207,599.0
208,276.0
210,77.0
211,428.0
212,871.0
213,835.0
214,569.0
215,468.0
231,771.0
232,515.0
233,672.0
234,1214.0
235,537.0
236,1061.0
237,643.0
238,1430.0
239,683.0
240,802.0
241,457.0
242,1140.0
243,343.0
245,654.0
246,2054.0
247,601.0
248,762.0
249,714.0
250,372.0
251,566.0
252,354.0
253,1810.0
254,871.0
255,972.0
256,533.0
257,1370.0
258,1188.0
260,584.0
261,104.0
262,458.0
263,538.0
264,1616.0
266,400.0
267,1524.0
269,242.0
270,670.0
271,524.0
272,905.0
273,750.0
276,906.0
277,1411.0
278,569.0
279,473.0
280,788.0
281,611.0
294,524.0
295,1224.0
296,405.0
297,366.0
298,1166.0
299,450.0
301,308.0
303,353.0
304,1486.0
305,861.0
306,188.0
307,647.0
309,292.0
310,476.0
311,327.0
312,720.0
313,333.0
314,206.0
315,654.0
316,667.0
317,1018.0
318,865.0
319,1553.0
320,1394.0
321,2010.0
322,988.0
323,656.0
324,748.0
325,820.0
326,929.0
327,338.0
328,1052.0
329,936.0
330,346.0
331,303.0
333,231.0
334,362.0
335,177.0
336,603.0
338,554.0
339,861.0
340,957.0
341,196.0
344,1905.0
345,1300.0
346,913.0
347,185.0
348,406.0
349,1038.0
350,725.0
361,967.0
362,932.0
364,167.0
365,752.0
367,159.0
368,1153.0
370,727.0
371,514.0
374,166.0
375,93.0
376,190.0
377,426.0
378,432.0
379,679.0
383,341.0
384,595.0
386,1621.0
387,1926.0
388,950.0
389,1500.0
391,984.0
393,680.0
394,1927.0
396,756.0
397,1293.0
398,1261.0
399,440.0
400,201.0
401,946.0
402,387.0
405,36.0
406,845.0
407,207.0
408,596.0
409,262.0
410,188.0
411,347.0
412,625.0
413,726.0
414,857.0
415,1326.0
416,1097.0
417,834.0
418,1144.0
419,1048.0
420,653.0
421,275.0
429,503.0
430,357.0
431,297.0
432,703.0
437,177.0
438,264.0
440,520.0
441,336.0
442,295.0
443,273.0
444,597.0
445,540.0
446,399.0
448,403.0
450,418.0
452,308.0
453,466.0
454,481.0
455,217.0
456,1306.0
457,899.0
458,561.0
459,53.0
460,936.0
462,1505.0
464,1015.0
466,94.0
467,235.0
468,1809.0
469,504.0
470,1092.0
471,790.0
472,145.0
473,680.0
474,195.0
476,372.0
477,492.0
478,847.0
479,207.0
480,918.0
481,902.0
482,113.0
483,170.0
484,194.0
485,815.0
487,353.0
489,517.0
490,654.0
492,318.0
493,710.0
494,250.0
500,469.0
501,83.0
502,270.0
503,185.0
504,133.0
507,1140.0
508,1137.0
509,318.0
510,1727.0
511,1090.0
512,701.0
514,207.0
515,228.0
517,1039.0
518,151.0
519,294.0
520,387.0
521,370.0
522,401.0
524,573.0
525,221.0
526,181.0
528,1436.0
529,365.0
530,834.0
531,402.0
532,1935.0
533,2089.0
534,288.0
536,311.0
537,1114.0
538,446.0
539,309.0
541,701.0
542,1319.0
543,2039.0
544,1536.0
545,37.0
546,447.0
547,273.0
548,300.0
549,889.0
550,267.0
552,436.0
554,234.0
555,268.0
556,139.0
557,560.0
559,509.0
561,385.0
562,325.0
563,334.0
564,803.0
565,73.0
566,693.0
567,553.0
572,456.0
573,163.0
575,946.0
578,1176.0
579,397.0
580,602.0
581,592.0
582,855.0
583,776.0
584,752.0
585,563.0
586,396.0
587,240.0
588,460.0
589,553.0
590,1027.0
591,431.0
592,600.0
593,643.0
594,235.0
596,824.0
599,1001.0
600,248.0
601,523.0
602,1571.0
604,603.0
605,2472.0
606,2291.0
607,1297.0
609,533.0
610,773.0
611,1000.0
612,1074.0
613,1613.0
614,1326.0
615,486.0
616,1401.0
617,1430.0
618,405.0
620,201.0
621,543.0
625,114.0
627,628.0
628,159.0
629,476.0
631,507.0
632,742.0
635,243.0
636,647.0
638,400.0
639,101.0
640,389.0
641,704.0
642,820.0
646,369.0
647,1623.0
648,826.0
649,231.0
650,131.0
651,1280.0
652,839.0
653,609.0
654,728.0
655,629.0
656,549.0
657,287.0
658,340.0
660,389.0
661,856.0
662,232.0
663,120.0
664,376.0
665,1080.0
666,488.0
667,1603.0
668,833.0
669,585.0
670,685.0
672,261.0
673,288.0
674,669.0
675,1614.0
676,692.0
677,1190.0
678,914.0
679,1533.0
680,2024.0
681,2851.0
682,815.0
683,1316.0
684,255.0
685,1438.0
686,1482.0
687,1048.0
688,288.0
689,1468.0
690,806.0
691,507.0
692,1767.0
693,277.0
697,418.0
698,379.0
699,877.0
703,892.0
704,885.0
705,606.0
706,373.0
708,1318.0
709,893.0
710,841.0
711,518.0
712,1590.0
713,432.0
714,296.0
715,302.0
716,405.0
717,1258.0
718,397.0
722,1748.0
723,150.0
724,1275.0
725,151.0
727,1122.0
728,1050.0
729,76.0
730,364.0
731,60.0
732,748.0
733,1073.0
734,68.0
735,816.0
736,357.0
737,407.0
738,630.0
739,450.0
740,1345.0
741,763.0
742,169.0
743,765.0
744,247.0
745,916.0
746,968.0
747,537.0
748,49.0
749,123.0
750,910.0
752,645.0
754,398.0
756,1477.0
757,564.0
758,530.0
762,382.0
763,1279.0
764,1061.0
765,1159.0
766,967.0
767,616.0
768,1182.0
769,592.0
771,689.0
772,320.0
773,258.0
774,256.0
775,252.0
776,739.0
777,371.0
778,629.0
779,579.0
780,596.0
781,251.0
782,462.0
783,654.0
785,231.0
786,912.0
787,251.0
789,789.0
790,822.0
791,1142.0
792,1032.0
793,742.0
794,716.0
795,890.0
796,1424.0
797,950.0
800,873.0
801,2708.0
802,378.0
803,45.0
804,511.0
805,1528.0
806,400.0
807,940.0
808,306.0
809,429.0
810,538.0
811,218.0
812,572.0
813,397.0
814,635.0
815,453.0
816,802.0
817,642.0
818,432.0
819,1019.0
820,547.0
821,1070.0
822,1369.0
824,867.0
825,1469.0
826,749.0
829,249.0
830,1132.0
831,488.0
832,185.0
833,627.0
834,1772.0
835,301.0
837,197.0
841,1346.0
842,1602.0
843,1948.0
844,201.0
845,676.0
846,1897.0
847,727.0
848,880.0
849,235.0
850,468.0
851,390.0
852,81.0
854,83.0
855,719.0
856,520.0
857,375.0
858,363.0
859,246.0
860,356.0
861,939.0
862,1229.0
863,201.0
864,1326.0
865,786.0
866,273.0
867,501.0
868,496.0
870,75.0
871,673.0
872,349.0
873,559.0
875,962.0
876,573.0
877,870.0
880,658.0
881,864.0
882,296.0
884,825.0
885,137.0
886,529.0
887,106.0
888,491.0
889,122.0
890,1428.0
891,1700.0
892,1038.0
893,880.0
894,525.0
895,824.0
896,600.0
897,1021.0
898,1397.0
899,1104.0
900,158.0
901,201.0
902,241.0
903,606.0
904,632.0
905,699.0
906,1324.0
907,171.0
912,359.0
913,150.0
914,1775.0
915,1463.0
916,856.0
917,1563.0
918,74.0
920,325.0
921,872.0
922,563.0
924,542.0
927,1048.0
928,474.0
931,572.0
932,459.0
935,136.0
936,1168.0
937,542.0
938,163.0
939,291.0
940,1129.0
941,884.0
942,511.0
943,1120.0
944,509.0
945,678.0
946,475.0
947,698.0
948,551.0
949,758.0
950,291.0
951,564.0
952,353.0
953,722.0
954,143.0
955,163.0
956,1507.0
957,318.0
958,121.0
960,828.0
961,1063.0
965,1186.0
966,839.0
967,471.0
968,384.0
969,504.0
970,934.0
971,2121.0
972,1271.0
973,1610.0
974,1608.0
975,1821.0
976,1589.0
977,1128.0
978,544.0
979,132.0
980,950.0
981,336.0
982,541.0
983,448.0
985,1012.0
986,1026.0
987,688.0
988,336.0
989,328.0
990,35.0
991,294.0
992,289.0
993,743.0
994,336.0
995,2009.0
996,1352.0
997,222.0
999,262.0
1001,1082.0
1002,528.0
1003,1015.0
1004,1142.0
1005,496.0
1006,287.0
1007,2211.0
1008,1048.0
1009,270.0
1010,207.0
1013,241.0
1014,369.0
1015,1073.0
1016,605.0
1017,267.0
1018,942.0
1019,1221.0
1020,499.0
1021,64.0
1022,323.0
1023,968.0
1024,348.0
1025,462.0
1026,303.0
1027,1143.0
1028,949.0
1029,640.0
1030,853.0
1031,673.0
1032,215.0
1033,543.0
1034,389.0
1035,1006.0
1036,650.0
1037,366.0
1038,467.0
1039,446.0
1042,1615.0
1043,1601.0
1044,198.0
1045,309.0
1046,655.0
1047,1075.0
1048,709.0
1049,1224.0
1050,1168.0
1051,673.0
1052,396.0
1053,578.0
1054,1365.0
1055,1243.0
1056,1582.0
1057,313.0
1058,1369.0
1059,1072.0
1060,1127.0
1061,871.0
1062,739.0
1063,597.0
1064,1175.0
1065,138.0
1066,32.0
1067,1406.0
1068,358.0
1069,812.0
1070,524.0
1071,426.0
1072,102.0
1073,395.0
1074,285.0
1076,841.0
1077,355.0
1080,96.0
1083,58.0
1084,358.0
1085,892.0
1086,1495.0
1087,1090.0
1088,1438.0
1089,972.0
1090,612.0
1091,549.0
1093,115.0
1095,82.0
1097,411.0
1098,804.0
1099,1324.0
1100,344.0
1101,132.0
1102,633.0
1103,799.0
1104,153.0
1105,362.0
1106,168.0
1107,535.0
1108,1155.0
1109,538.0
1110,764.0
1111,631.0
1112,439.0
1113,546.0
1114,251.0
1115,124.0
1116,45.0
1117,227.0
1118,415.0
1119,839.0
1120,375.0
1122,1255.0
1123,1556.0
1125,877.0
1126,1817.0
1127,1136.0
1129,140.0
1130,906.0
1131,905.0
1132,448.0
1133,104.0
1134,85.0
1135,551.0
1136,852.0
1137,723.0
1138,1342.0
1139,889.0
1140,1119.0
1141,941.0
1142,1144.0
1143,102.0
1144,665.0
1145,1928.0
1146,538.0
1147,725.0
1148,183.0
1149,944.0
1150,196.0
1151,241.0
1152,571.0
1153,1272.0
1154,608.0
1156,346.0
1158,518.0
1160,364.0
1163,42.0
1167,373.0
1168,857.0
1169,674.0
1170,321.0
1171,347.0
1172,1339.0
1173,1376.0
1175,409.0
1176,540.0
1177,397.0
1179,138.0
1180,553.0
1181,1210.0
1182,332.0
1183,366.0
1185,352.0
1186,755.0
1187,260.0
1188,458.0
1189,523.0
1190,616.0
1191,1159.0
1192,874.0
1193,467.0
1194,554.0
1195,831.0
1196,1218.0
1197,719.0
1198,129.0
1199,600.0
1200,512.0
1201,1419.0
1202,1025.0
1203,609.0
1204,529.0
1205,376.0
1206,1606.0
1207,1038.0
1208,498.0
1209,949.0
1210,1360.0
1212,606.0
1213,261.0
1214,731.0
1215,724.0
1218,466.0
1219,713.0
1220,471.0
1221,1012.0
1222,979.0
1223,465.0
1224,1078.0
1225,853.0
1226,610.0
1227,341.0
1228,288.0
1229,1615.0
1230,1279.0
1231,46.0
1232,1186.0
1233,806.0
1234,611.0
1235,646.0
1236,235.0
1237,1142.0
1241,163.0
1242,561.0
1243,782.0
1244,584.0
1245,371.0
1246,528.0
1249,456.0
1250,250.0
1251,614.0
1252,2095.0
1253,548.0
1254,1562.0
1255,2561.0
1256,1112.0
1258,346.0
1259,307.0
1263,815.0
1264,1088.0
1265,854.0
1266,675.0
1267,38.0
1269,156.0
1270,244.0
1271,614.0
1272,388.0
1273,1027.0
1274,749.0
1275,1239.0
1276,1344.0
1277,704.0
1278,1465.0
1279,647.0
1280,1205.0
1281,643.0
1282,611.0
1283,558.0
1284,257.0
1285,1010.0
1286,729.0
1287,290.0
1288,525.0
1289,322.0
1290,1153.0
1291,420.0
1292,392.0
1293,2190.0
1294,1098.0
1295,246.0
1297,391.0
1298,1010.0
1299,128.0
1300,207.0
1301,311.0
1302,493.0
1303,487.0
1304,238.0
1305,201.0
1306,584.0
1307,723.0
1308,1265.0
1309,1522.0
1310,435.0
1311,2019.0
1312,1812.0
1313,922.0
1314,746.0
1315,949.0
1316,1948.0
1317,837.0
1318,1410.0
1319,2085.0
1320,304.0
1321,1657.0
1322,165.0
1325,292.0
1327,278.0
1333,118.0
1334,105.0
1335,992.0
1336,1260.0
1337,724.0
1338,939.0
1339,1550.0
1340,1192.0
1341,561.0
1342,412.0
1343,205.0
1344,628.0
1346,332.0
1347,1105.0
1348,342.0
1349,1481.0
1350,48.0
1351,458.0
1352,601.0
1353,394.0
1354,737.0
1355,782.0
1356,218.0
1357,378.0
1358,430.0
1359,699.0
1360,657.0
1361,1266.0
1362,1530.0
1363,1505.0
1364,583.0
1366,58.0
1367,412.0
1368,906.0
1369,835.0
1370,163.0
1372,1023.0
1373,553.0
1374,1525.0
1375,473.0
1376,681.0
1377,221.0
1378,1722.0
1381,146.0
1382,381.0
1383,435.0
1384,327.0
1385,215.0
1386,1517.0
1387,227.0
1388,605.0
1389,1065.0
1390,770.0
1391,1902.0
1392,1497.0
1393,1950.0
1394,1893.0
1395,1516.0
1396,1163.0
1397,1226.0
1398,1791.0
1399,742.0
1400,1025.0
1401,412.0
1402,789.0
1403,565.0
1404,1673.0
1405,164.0
1406,96.0
1407,567.0
1408,297.0
1409,174.0
1410,120.0
1411,695.0
1412,395.0
1416,335.0
1417,988.0
1418,1122.0
1419,748.0
1420,1006.0
1421,1132.0
1423,541.0
1424,121.0
1426,229.0
1427,315.0
1428,825.0
1429,921.0
1430,708.0
1431,791.0
1432,400.0
1433,990.0
1434,521.0
1435,462.0
1436,303.0
1437,787.0
1438,1126.0
1439,792.0
1440,1871.0
1441,1349.0
1442,877.0
1443,1311.0
1444,1820.0
1445,1099.0
1446,1444.0
1447,516.0
1448,747.0
1449,166.0
1450,755.0
1451,762.0
1452,176.0
1454,224.0
1455,583.0
1456,1020.0
1457,161.0
1458,833.0
1459,83.0
1460,1114.0
1461,213.0
1462,820.0
1463,155.0
1464,1043.0
1465,250.0
1466,961.0
1467,522.0
1468,268.0
1469,2024.0
1470,238.0
1471,2055.0
1473,1831.0
1474,1634.0
1475,1210.0
1476,2667.0
1477,1229.0
1478,2847.0
1479,1014.0
1480,1832.0
1481,1322.0
1482,1534.0
1483,727.0
1484,423.0
1485,632.0
1486,769.0
1487,1406.0
1488,631.0
1490,441.0
1492,268.0
1498,490.0
1499,824.0
1500,1517.0
1501,1034.0
1502,74.0
1503,454.0
1504,690.0
1505,146.0
1506,432.0
1507,297.0
1510,2060.0
1511,913.0
1512,758.0
1513,269.0
1514,411.0
1515,769.0
1516,492.0
1517,884.0
1518,398.0
1519,2819.0
1520,319.0
1521,807.0
1522,1606.0
1523,246.0
1524,508.0
1525,642.0
1526,1284.0
1527,1376.0
1528,160.0
1529,1009.0
1530,143.0
1531,335.0
1532,354.0
1533,473.0
1534,783.0
1535,177.0
1536,205.0
1537,223.0
1538,1940.0
1539,2271.0
1540,321.0
1541,1457.0
1542,1232.0
1543,2121.0
1547,242.0
1548,1345.0
1549,285.0
1550,434.0
1551,940.0
1552,1518.0
1553,1209.0
1554,611.0
1555,692.0
1556,512.0
1557,967.0
1558,1002.0
1559,813.0
1560,1272.0
1561,1479.0
1562,1027.0
1563,1120.0
1564,242.0
1565,606.0
1566,768.0
1567,1223.0
1568,486.0
1569,728.0
1570,158.0
1571,313.0
1572,319.0
1573,824.0
1575,429.0
1576,586.0
1580,834.0
1581,627.0
1582,2313.0
1583,2052.0
1584,1123.0
1585,369.0
1586,1704.0
1589,118.0
1590,125.0
1591,662.0
1592,490.0
1593,1517.0
1594,766.0
1595,719.0
1596,381.0
1597,206.0
1598,311.0
1599,663.0
1600,804.0
1601,360.0
1602,663.0
1603,443.0
1604,1425.0
1605,888.0
1606,1274.0
1607,356.0
1608,308.0
1609,537.0
1610,1085.0
1611,1080.0
1612,70.0
1613,155.0
1614,513.0
1615,206.0
1616,1082.0
1618,425.0
1620,1118.0
1621,1651.0
1622,617.0
1623,449.0
1624,153.0
1625,1039.0
1626,1537.0
1628,677.0
1631,677.0
1632,138.0
1633,385.0
1634,222.0
1635,870.0
1636,834.0
1637,272.0
1638,788.0
1639,975.0
1640,1610.0
1641,628.0
1642,1389.0
1643,257.0
1644,1956.0
1645,782.0
1646,255.0
1647,830.0
1648,905.0
1649,1178.0
1650,870.0
1651,1044.0
1652,853.0
1653,792.0
1655,457.0
1657,208.0
1662,944.0
1663,1537.0
1664,251.0
1665,833.0
1666,1465.0
1667,541.0
1668,649.0
1669,232.0
1670,402.0
1673,250.0
1674,460.0
1675,257.0
1676,252.0
1677,599.0
1678,698.0
1679,229.0
1680,429.0
1681,877.0
1682,430.0
1683,293.0
1684,478.0
1685,562.0
1686,1087.0
1687,627.0
1688,145.0
1689,614.0
1690,401.0
1691,792.0
1692,1475.0
1693,667.0
1694,439.0
1695,800.0
1696,480.0
1697,1316.0
1698,632.0
1699,552.0
1700,64.0
1701,1489.0
1702,527.0
1703,91.0
1705,1126.0
1706,1507.0
1707,2053.0
1708,287.0
1709,121.0
1710,702.0
1711,482.0
1712,1407.0
1713,1098.0
1714,650.0
1715,688.0
1716,534.0
1717,381.0
1718,1352.0
1719,550.0
1720,1038.0
1721,1134.0
1722,1386.0
1723,683.0
1724,2200.0
1725,1361.0
1726,2059.0
1727,1097.0
1728,902.0
1729,1135.0
1730,640.0
1731,932.0
1732,1198.0
1733,1072.0
1734,1560.0
1738,43.0
1743,1205.0
1744,1056.0
1745,2087.0
1746,930.0
1747,616.0
1748,395.0
1749,1556.0
1750,1058.0
1751,269.0
1754,805.0
1755,2035.0
1756,1284.0
1757,731.0
1758,297.0
1759,57.0
1760,670.0
1761,374.0
1763,959.0
1764,446.0
1765,734.0
1766,1127.0
1767,1025.0
1768,733.0
1769,1342.0
1770,1807.0
1772,876.0
1773,1329.0
1774,557.0
1775,302.0
1776,303.0
1777,296.0
1778,1624.0
1779,178.0
1780,795.0
1783,897.0
1785,584.0
1786,701.0
1789,661.0
1791,599.0
1793,459.0
1794,40.0
1796,492.0
1797,339.0
1798,786.0
1799,752.0
1800,882.0
1801,1026.0
1802,966.0
1803,1579.0
1804,1943.0
1805,1316.0
1806,2222.0
1807,1289.0
1808,1018.0
1810,307.0
1811,1260.0
1812,805.0
1813,1193.0
1814,1017.0
1815,819.0
1818,1188.0
1819,347.0
1820,358.0
1824,133.0
1825,866.0
1826,1361.0
1827,422.0
1828,850.0
1829,1051.0
1830,546.0
1831,536.0
1832,86.0
1834,432.0
1835,1400.0
1836,1073.0
1837,191.0
1839,424.0
1840,1523.0
1841,1659.0
1842,402.0
1843,379.0
1844,1258.0
1845,867.0
1846,466.0
1847,847.0
1848,1047.0
1849,1081.0
1850,1489.0
1851,368.0
1852,815.0
1853,976.0
1854,1481.0
1855,673.0
1856,297.0
1857,193.0
1858,688.0
1859,813.0
1860,667.0
1861,180.0
1862,595.0
1863,317.0
1864,2260.0
1865,549.0
1866,168.0
1867,509.0
1868,194.0
1869,1038.0
1870,1430.0
1871,267.0
1872,475.0
1873,79.0
1874,477.0
1875,1098.0
1876,183.0
1877,521.0
1878,784.0
1879,430.0
1880,963.0
1881,1262.0
1882,1273.0
1883,1769.0
1884,1028.0
1885,497.0
1886,1540.0
1887,1754.0
1888,1222.0
1889,1136.0
1890,812.0
1891,94.0
1892,414.0
1893,394.0
1894,244.0
1895,326.0
1896,665.0
1897,224.0
1899,395.0
1901,335.0
1904,2193.0
1905,536.0
1906,1224.0
1907,1544.0
1908,551.0
1909,237.0
1910,89.0
1911,415.0
1912,253.0
1914,117.0
1915,728.0
1916,1277.0
1917,525.0
1918,641.0
1919,646.0
1920,680.0
1921,1645.0
1922,461.0
1923,202.0
1924,358.0
1925,762.0
1926,1516.0
1927,300.0
1928,1627.0
1929,1786.0
1930,1010.0
1931,949.0
1932,1068.0
1933,299.0
1934,231.0
1935,911.0
1936,397.0
1937,315.0
1938,189.0
1940,548.0
1941,776.0
1942,201.0
1943,702.0
1944,427.0
1945,264.0
1946,637.0
1948,845.0
1949,1224.0
1950,670.0
1951,1735.0
1952,828.0
1953,528.0
1954,296.0
1955,1035.0
1956,149.0
1957,648.0
1958,493.0
1959,884.0
1960,1802.0
1961,782.0
1962,660.0
1963,1075.0
1964,1357.0
1965,2077.0
1966,479.0
1967,1521.0
1968,1448.0
1969,1444.0
1970,1129.0
1971,1068.0
1972,1323.0
1973,498.0
1974,754.0
1975,1129.0
1976,184.0
1977,452.0
1978,33.0
1979,452.0
1980,413.0
1981,352.0
1984,736.0
1985,1251.0
1986,1175.0
1987,493.0
1988,937.0
1989,654.0
1990,373.0
1991,565.0
1992,130.0
1993,217.0
1995,1539.0
1996,855.0
1997,779.0
1998,320.0
1999,508.0
2000,1421.0
2001,1121.0
2002,509.0
2003,1490.0
2004,907.0
2005,936.0
2006,704.0
2007,835.0
2008,1041.0
2009,1069.0
2010,1609.0
2011,363.0
2012,1201.0
2013,680.0
2014,298.0
2015,208.0
2016,191.0
2017,170.0
2018,453.0
2019,1276.0
2020,202.0
2022,408.0
2023,1314.0
2024,163.0
2026,716.0
2027,567.0
2028,297.0
2029,649.0
2030,851.0
2031,1775.0
2032,108.0
2035,1365.0
2036,557.0
2037,156.0
2038,287.0
2039,852.0
2040,943.0
2041,619.0
2042,1114.0
2043,1558.0
2044,864.0
2045,783.0
2046,654.0
2047,727.0
2048,1526.0
2049,1067.0
2050,661.0
2052,698.0
2053,577.0
2054,724.0
2057,253.0
2060,284.0
2063,174.0
2064,1366.0
2065,1375.0
2066,1244.0
2067,130.0
2068,1607.0
2069,669.0
2070,142.0
2071,621.0
2072,714.0
2073,384.0
2074,1074.0
2075,1541.0
2076,1104.0
2077,151.0
2078,858.0
2079,724.0
2080,1015.0
2081,1061.0
2082,100.0
2083,434.0
2084,993.0
