"","n03-GC-1","n02-PGC-1","n07-GC-2","n17-M/TC-3","n06-Transition","n01-OSNs","n13-AstrocyteLike","n09-GC-3","n14-GC-7","n10-GC-4","n05-PGC-2","n18-EPL-IN","n04-Immature","n16-M/TC-2","n08-PGC-3","n11-GC-5","n12-GC-6","n15-M/TC-1"
"11450_11450",1.11766594512087e-08,3.23824795476267e-09,1.93703252713355e-09,0.00916183810176355,0.000568520564539357,0.00320296390789657,0.542072321132264,1.77587555147126e-08,6.14857384783083e-09,1.91305763386825e-10,2.67790238838619e-10,0.42150842411655,1.97563825536058e-08,3.24110570905406e-06,7.42992675909301e-09,6.57984344779468e-11,1.06795986537248e-11,0.0234826230901247
"11450_11550",1.33215889451998e-07,1.36208338216191e-08,8.29292866426652e-08,0.0121265906133035,0.0109228182393954,0.00897707006942878,0.578595430312611,4.0367043206178e-07,3.29513441329399e-08,9.06887209350622e-10,4.7669903399926e-10,0.35864685526315,1.97009545605758e-07,1.42623287155582e-05,9.89780962751291e-09,8.50119706522743e-10,2.74902385355341e-10,0.0307160973696458
"11450_11650",7.29771234098172e-08,1.40828389786887e-08,5.29076265469766e-08,0.0249674002599167,0.00340731207030806,0.0084000137895732,0.584514756984153,2.48807033543391e-07,2.9331644171598e-07,1.02024574229665e-10,8.47488256273655e-11,0.325103810858497,4.25988046793082e-08,1.72334144258388e-06,1.86228363412407e-09,1.00527656676195e-10,2.83701277395148e-11,0.053604255828286
"11450_11750",6.04210938805146e-09,1.4644749139709e-10,2.99500355408175e-08,0.011375303286804,0.00266369765440902,0.0072356761202722,0.63320446622984,3.38510554289375e-07,1.04539787840761e-07,6.6387618203802e-11,9.33397539050433e-12,0.298193143385597,3.66540931863719e-07,1.75389837397222e-06,8.30092202594081e-10,9.85335955134963e-11,1.31359832524898e-11,0.0473251126773542
"11450_11850",2.39042215101815e-11,4.83956655802298e-13,6.26918626263285e-10,0.0437345567097531,1.3444140862927e-05,0.000419110475214387,0.660837262397042,3.94824921473822e-10,1.14848704864055e-06,5.48369327901639e-15,6.16167119140824e-14,0.243547982010597,0.0305744035341506,4.56244065956293e-08,6.58449149450402e-11,4.40464702891389e-15,4.87910208024455e-17,0.0208720455088769
"11450_6650",1.41793231594211e-07,1.99464021901187e-07,0.000186917821766719,0.0262362359742429,0.0619998705151296,0.0058900382040784,0.572668180930062,9.81290565850639e-05,0.000420611838259829,3.3256263499166e-07,4.17022935625746e-09,0.292658359313813,1.74594444609183e-05,2.49200369852122e-05,1.10387813240614e-07,3.25431824987501e-07,9.33398345217621e-07,0.0397972296565153
"11450_6750",3.0525123152283e-09,1.44022089732527e-10,1.57774511888194e-07,0.0193901417282609,0.00319833942841357,0.0142977490993382,0.667745201932763,1.14395670571489e-06,9.49610369136019e-07,2.3483526878127e-10,2.44348182590697e-11,0.234684247086078,1.92141400112347e-05,1.24567022658992e-05,3.6542309953096e-09,1.48421631359687e-10,4.03552578821318e-11,0.0606503912424702
"11450_6850",3.99724680550498e-08,7.29181512565404e-09,5.15344800036057e-07,0.0183903292239436,0.00648865993359163,0.00919183373813877,0.617489544382575,2.58135899727195e-07,2.66743677258678e-07,3.168725902171e-10,6.08007841985787e-11,0.29128304128057,1.65571111628207e-06,1.27976106361897e-05,2.25716802499487e-09,3.17254111375246e-10,6.46495902009598e-11,0.0571410476140232
"11450_6950",4.01989286561051e-08,2.58099949456634e-09,5.53689687071706e-09,0.00478481053679869,0.00346674823227377,0.00584576013325049,0.567385036976633,3.56437913663674e-09,7.67221800441639e-09,5.94672846742876e-12,5.37791906418952e-11,0.387958584468887,1.63671127248857e-07,3.6178047970322e-07,9.12916392476056e-10,5.40480114312832e-12,2.87747408433793e-13,0.0305584736687925
"11450_7050",8.92622311649816e-07,5.04679481169407e-07,1.93287613867622e-06,0.0157704899174073,0.0180989200396354,0.00441757629214458,0.597473143979134,1.74051854172626e-05,7.44534422595738e-07,4.28738749943385e-08,1.35730254819367e-08,0.315691235715369,1.05256292940719e-06,0.000821534639906904,9.26715627498264e-08,4.39178712942549e-08,1.50459981588128e-08,0.0477043588733697
"11450_7150",2.59156042434555e-07,6.06289677045788e-08,7.19189083010025e-08,0.0264562789871777,0.00176805237300663,0.0041820047431088,0.562598158925489,3.16134220171257e-07,8.64670164393091e-08,7.40506899893558e-10,1.87235101992655e-10,0.368172371242606,8.89410164164844e-08,2.00429637215207e-05,7.34260413509204e-09,6.14892498649661e-10,3.78862689668465e-10,0.0368021982546171
"11450_7250",4.63101506831252e-07,5.02108715178019e-07,3.25243458202908e-06,0.0687674655577158,0.00445588624639278,0.00409303120157183,0.574097418203769,1.87282381113872e-06,1.63276904760762e-05,1.69499280283327e-08,1.00022281739732e-09,0.298768675104699,5.71502760967212e-08,9.20003138379579e-06,1.92040237197511e-08,1.15587235884893e-07,1.95331735716469e-07,0.0497855002719542
"11450_7350",8.84891765703039e-07,4.75703428059336e-07,6.12958260874852e-06,0.128910033469598,0.00775008276300479,0.00433646704605626,0.580933038919438,1.35018636804237e-05,3.05427315702269e-05,7.22742816108089e-07,1.44110717906333e-08,0.213938316819425,7.16758648556362e-07,5.48877508534184e-05,3.42864852777853e-07,6.51964330334665e-06,9.13186645774929e-06,0.0640081901714222
"11450_7450",3.58470077076701e-07,2.36359227835678e-07,3.06878145001635e-05,0.0547956664288286,0.0341693501450446,0.0048860223205644,0.61172541410188,3.10085948569165e-05,7.67508322424274e-05,1.70666857040314e-06,5.55890290239303e-08,0.269941239098004,1.01736872453813e-06,6.17595446740875e-06,1.67739672774124e-06,4.60673638789906e-05,5.73742777807508e-05,0.0242291912155948
"11450_7550",1.18826776970812e-07,3.79130974727646e-08,0.00051650150535176,0.00652915922173377,0.144121586472519,0.00371237427195447,0.587230444309971,0.000101637806437648,0.000502637871453719,5.67076686765983e-07,2.02341010873742e-08,0.256102827580857,1.64483037544282e-06,1.62695792279732e-07,2.08905554923002e-07,0.000216937114867399,0.000157449942694303,0.00080568341977422
"11450_7650",1.56246796702199e-07,6.90843727652192e-08,0.000996974692962745,0.00559519305479689,0.185460152581584,0.00533154221910572,0.572532734024462,0.000247383057481322,0.000613567266269964,1.77700460173253e-06,4.93900168425601e-08,0.224413227689961,3.80790846838918e-06,1.54424246347249e-07,7.88574816009888e-07,0.00276531192393709,0.000503405097990585,0.0015337057581299
"11450_7750",1.61516861792166e-06,1.51104967459735e-06,0.0026443087259112,0.00533743724399326,0.193460386466789,0.00428947675872286,0.568826491132534,0.00150046868849185,0.000507534864421231,3.50781499311119e-06,2.6396215524918e-07,0.215140771799267,8.590114042445e-05,1.45370055032205e-06,5.34547730885451e-06,0.00107670897031828,0.000478475320072612,0.00663834171575476
"11450_7850",6.86146043886552e-08,1.70883082989633e-08,0.000344465955933116,0.00770021853488281,0.166175243077316,0.00306762304478587,0.572485898942153,0.000631343876691708,6.14530077515825e-05,8.3562177850833e-07,1.11050890044847e-08,0.246354131031379,3.98400310981994e-05,2.99182375733121e-07,1.62172818458919e-07,0.000216551275385012,2.91961421968846e-05,0.00289264129545178
"11450_7950",1.14706119106974e-08,6.57798168714959e-09,0.00050841459205379,0.00662885477950852,0.151790452658932,0.00453933275670709,0.549398847707618,1.80797945583708e-05,8.91117407432769e-05,7.62301751284503e-08,1.71192619748302e-09,0.284180738524738,1.27434058705906e-07,2.17763449037241e-08,1.50478609052339e-08,3.64404727675254e-05,2.01040600189217e-05,0.00278936266339502
"11450_8050",1.08772431496167e-07,1.97457522169815e-08,0.000312925288953815,0.00621471988042276,0.169187511305859,0.00600788570386441,0.571150223054807,5.46218659960609e-05,8.45282126203015e-05,1.25006529523804e-07,4.07294877925101e-09,0.245049363914233,1.04806772690524e-06,1.26088321057479e-07,2.93919296333928e-08,0.00026573952277035,0.000181937027888688,0.00148908307694397
"11450_8150",6.23760154902759e-08,3.67069755005352e-08,0.000317179500921708,0.00785326509541895,0.14284370513505,0.00431250401002873,0.570277683877466,9.37795443992703e-06,0.00018035286579091,1.17168496586285e-07,5.78087771645476e-09,0.271862046369984,6.11446179165637e-07,7.95675960777464e-08,6.88242858724765e-08,4.884880662041e-05,2.73443644091286e-05,0.00226671014944414
"11450_8250",4.69772019538884e-08,5.67048104912752e-08,1.82150415987807e-05,0.0699863654338972,0.0494289155446166,0.00323145807504809,0.560611026016882,8.78265465475905e-06,2.02777043585207e-05,1.65632130587406e-07,4.86014151211708e-09,0.291727833793773,9.13228370147465e-07,1.06531074880866e-06,9.84529414290102e-08,5.13383457498609e-06,5.67131847861989e-06,0.0249539694157732
"11450_8350",1.52097591657117e-07,4.21913437197979e-08,6.90591124977201e-06,0.0725211136340169,0.0200068395439954,0.00492169449732277,0.590395353062411,3.10444260138788e-06,4.50094447607034e-06,7.20531131228799e-08,2.25921041597717e-09,0.270398979198735,2.39549028485105e-06,4.01804692950874e-06,3.96867457283257e-08,1.79701551986195e-06,2.16642167872181e-06,0.0417308235027739
"11450_8450",2.74812408565372e-08,3.88631226744842e-09,4.35711081355009e-07,0.0552697948091407,0.0060067434986349,0.0043080892227662,0.563315735438803,2.29213426490713e-07,9.2007786480799e-07,8.71429705873313e-10,9.42040741499329e-11,0.334096999815117,2.25892341049567e-08,4.42613607984734e-06,2.33614280193438e-09,4.34793930745643e-08,1.85064557581223e-08,0.0369965068326733
"11450_8550",2.26201266853086e-09,1.2108268265878e-09,6.90218026253128e-09,0.0445733737681497,0.0002984317362776,0.00258303124365509,0.532178791830176,2.85354841392252e-08,3.97385256720469e-08,4.97193633874955e-11,2.48967436620271e-11,0.38053517326325,3.57190276857257e-09,2.4455437384263e-06,3.8017985609105e-10,2.14038609112165e-10,1.06051555319506e-10,0.0398286696189346
"11450_8650",4.25802159565323e-07,1.18074105072337e-07,7.62384724315195e-08,0.00775095519547409,0.00640552301684301,0.00488411270892077,0.5684649973771,1.5931883354703e-07,7.33646018753235e-08,7.72949048059393e-10,4.61683363286451e-10,0.386842629381239,1.09972142176653e-07,6.99924917842346e-06,9.62548725182329e-09,8.49586778145767e-10,3.91798293475289e-10,0.0256438081994257
"11450_8750",2.91945569920659e-07,1.63169501929965e-07,3.78351559345884e-07,0.00427915712536161,0.0120430956344073,0.00666549930277596,0.586563344054579,6.35860249669497e-07,6.39777052201537e-07,8.54328232096966e-10,4.85571207782425e-09,0.355953085529468,2.18436049226459e-06,3.23688589890268e-06,5.53816925603433e-08,5.20925917485421e-09,7.78549390971483e-10,0.0344882209235425
"11450_8850",4.72443819338448e-11,3.276242116221e-13,5.02918889366147e-11,0.0104304180576992,0.000234424953170998,0.00601912205309116,0.558893831947634,1.38220549426669e-10,4.64212552148714e-10,4.46299358173094e-15,1.17693568212284e-15,0.394697169480338,3.37498233980755e-08,2.15883549639757e-08,1.03278220926429e-12,2.30946679436962e-15,9.62183923263587e-17,0.0297249774685507
"11450_8950",3.83444133972826e-10,1.34966556211799e-11,1.20505600175637e-08,0.00705805226257373,0.00555363074134093,0.0210338000414656,0.565204066429125,3.22829658936395e-08,1.31559459458041e-08,1.81084032428302e-11,6.22877791511535e-13,0.366765780534598,1.86009655748092e-07,3.23009308751404e-07,2.18488541827329e-10,7.63603077381406e-12,2.48976659850746e-12,0.0343841028381736
"11450_9050",4.39270804408439e-11,8.61879499174231e-13,1.93227358056817e-10,0.00714013500709499,0.000108211669760943,0.0105421304878791,0.559387919810201,2.06607059518061e-09,1.87856326784828e-09,6.55285849519635e-14,1.19769312491659e-14,0.387123450800598,2.26562869842648e-08,2.93673031617211e-08,4.60396819288923e-12,3.2024596867658e-14,9.36691525344598e-16,0.0356980960135114
"11450_9150",2.26301178892714e-11,5.50162054003295e-13,3.65991921230258e-10,0.00949308162508032,0.000300309295380131,0.00453944751365321,0.587987830348619,1.26226058430441e-09,3.72750999150632e-09,2.07471316772734e-13,3.40191198408899e-14,0.365702465198847,1.26588637256214e-09,3.64069800558974e-08,5.34879572795161e-12,1.26789122370605e-13,5.80935329316721e-15,0.031976822960888
"11450_9250",1.93051560738718e-10,4.34686304353756e-12,3.18340007948519e-09,0.0114589163209157,0.000946419056244665,0.0115905944985551,0.560830620560244,1.32747181428138e-09,1.05094208374709e-08,6.78293624276123e-13,5.4105155032106e-14,0.3768782064195,7.96531358644405e-09,2.26671261852015e-07,2.97982194761139e-11,2.01817334435161e-12,1.6166586780911e-13,0.038294993257564
"11450_9350",4.64368370252587e-08,6.27117658987244e-09,3.60681051608537e-08,0.0142342770518153,0.00291474932250098,0.0059862807746489,0.597254669032712,1.7377773615325e-07,5.93147601409225e-08,2.31379828602539e-10,7.49495539382429e-11,0.330875908343736,5.9580430926472e-08,2.28496756471858e-06,6.28515946352650e-09,6.53647931871929e-11,1.10387947487974e-11,0.0487314423900843
"11450_9450",1.1869734032432e-07,2.78329229635287e-08,2.90105351306942e-08,0.00577572490315493,0.00478657483501674,0.0102468781965481,0.568536295967394,1.74620950821095e-07,5.58953378227017e-08,4.04839251926841e-10,4.58248931240926e-10,0.374935271131996,3.31386732580394e-07,2.67210386851146e-06,1.35900216352488e-08,6.14165448165396e-11,1.12033610398246e-11,0.035715830892473
"11450_9550",5.79953687909624e-06,3.92604100191584e-06,2.3007518348284e-06,0.0191559940820538,0.0199754871152374,0.011856583273385,0.593946935759407,1.42759665764286e-06,2.44945545905996e-06,1.15355698490787e-08,2.18877676384757e-09,0.309077738987339,2.17745749800709e-06,1.79576760940241e-05,2.07517873267279e-07,1.87719859688323e-08,1.41114015766156e-08,0.0459509681415454
"11450_9650",7.76571985044316e-06,3.11863970337087e-06,1.28710429915621e-07,0.0185076206963629,0.004599015065531,0.00414359494649389,0.574997642177457,5.67311807820266e-07,3.79055287614387e-07,6.82191509036514e-09,1.11876506378502e-09,0.35758680099667,4.80069297499812e-07,7.44413013246307e-05,5.11246849691622e-08,4.05962914602404e-09,4.21607248882239e-09,0.0400783779687172
"11450_9750",7.09127335117528e-09,1.4692437671989e-09,3.47818391443643e-08,0.0552436304961848,0.00181152246978491,0.00376333249712374,0.526549829091202,2.49862633023201e-07,9.08040355269117e-08,9.77600124732722e-11,1.00023866218745e-11,0.372947310103666,5.53499726176261e-09,3.39937264429531e-05,8.64854462921351e-10,6.32346143412771e-10,2.84897242833106e-10,0.0396499901817128
"11450_9850",2.8829994683794e-08,7.27246727154059e-09,2.49074318870535e-06,0.0213918247401964,0.0268038576228936,0.00326982118931315,0.579406922864928,7.81021565983076e-07,3.7245479312251e-06,6.82946936164541e-09,1.90113819211489e-10,0.329614921429765,6.05390108895045e-08,1.3120733277756e-06,8.39748905988356e-09,5.86739071441449e-08,3.09126957463165e-08,0.0395041421217421
"11450_9950",2.49245526276292e-08,7.66162035279858e-09,4.06539510093135e-06,0.0603693194559112,0.00979002621182964,0.00274789922452639,0.565924921293262,1.13529750367162e-06,1.07670543825688e-05,7.56613257076428e-09,3.79756884895851e-10,0.320536904621932,7.02907829249212e-07,2.42934376769272e-06,2.14272297538652e-08,2.35362146026761e-07,3.38010826572675e-07,0.0406111938616902
"11550_10050",6.15089532635551e-08,6.42120757882265e-08,0.000503640790605429,0.0228518187139395,0.144202071416747,0.0014581515505394,0.525861430801429,7.15118096597451e-06,0.000427350817649765,1.41330391027361e-07,1.27403880705469e-08,0.299856971733937,1.62140342731973e-07,2.40082136426948e-07,9.23182730732779e-08,5.29214639734341e-05,3.40699523120422e-05,0.00474364724533983
"11550_10150",5.86606547815033e-07,6.07857920144661e-07,0.00167558436175372,0.00872721526679538,0.178059312236374,0.0025807469036579,0.579361593591278,0.000448199549754089,0.00115630984460729,1.4501115394289e-06,5.07432625510111e-08,0.225739206053593,3.13681935877755e-06,4.35363949498348e-07,2.04591370116774e-07,0.000747220223560803,0.000411319351870429,0.00108682052280684
"11550_10250",2.43613722505043e-07,2.5385168105e-07,0.00258508613670272,0.0105039849109916,0.187814167829116,0.0032350683957318,0.556238716059649,0.000156103548950594,0.00112131396316748,1.71376341519709e-06,3.96972890289007e-08,0.234047147381275,1.51699411118463e-05,1.04019484152735e-06,8.45992720823605e-07,0.00123697605669447,0.000384547850940075,0.00265758081199961
"11550_10350",3.9737311685095e-08,1.89937985078845e-08,0.000183902862540362,0.00896544261957789,0.145632087380227,0.00366894325036731,0.574961876680915,0.000340034423578758,7.19920045051472e-05,3.67743913748315e-08,6.6013252949838e-10,0.259725092668196,2.75858131830778e-05,2.75749859434483e-07,4.40231883206205e-08,2.67987511979806e-05,2.86071332026723e-06,0.00639296689370892
"11550_10450",8.20460029855849e-08,1.57887043906522e-08,0.000148989005340986,0.00826296313643516,0.12443294438736,0.00290535653992151,0.560714419000689,4.64172011664809e-05,1.80578428296754e-05,1.85642540757881e-08,1.34098949273651e-10,0.282558374038809,5.93229115312718e-05,6.92622206123749e-07,1.57089453526938e-08,1.21059833076911e-06,2.62713072138085e-07,0.020850857760302
"11550_10550",5.13548971945829e-08,3.66566378350592e-08,0.000297185312656932,0.00856890984410403,0.153328904326353,0.00117447598024557,0.544788429689925,0.000201103882197834,3.4894599775405e-05,2.01812180915278e-08,2.82775832919745e-10,0.279155985855964,3.78923278463437e-05,4.84846720113304e-07,4.05676972240101e-08,6.16928184900269e-06,7.43794637802143e-07,0.0124046712144984
"11550_10650",6.18493634438034e-08,1.15851012538118e-08,0.000217026786773916,0.00891663347910749,0.178662840444734,0.00184713849932295,0.53186396453954,0.000174237843363726,2.44221522006785e-05,9.20780130409491e-08,8.82583572595609e-10,0.275654797293284,3.635384035624e-06,6.00225394503764e-08,4.23028053640345e-08,2.98815522990647e-05,4.93254822245986e-06,0.00260022075670961
"11550_10750",1.30561692327765e-07,1.59697736199578e-07,0.000352140958113541,0.00758157222143216,0.184849199345705,0.00345991840566728,0.555186523286526,0.00015173860481013,0.000121517997886029,1.24964567698117e-07,3.16255978198495e-09,0.246128061032006,1.19310812627426e-05,8.84837768947837e-07,4.04116165928531e-07,0.000110014921868343,3.47344147034102e-05,0.00201094038952877
"11550_10850",1.16803372565619e-07,5.23747177021006e-08,0.000670839931729102,0.00786886285695486,0.184611618465409,0.00246813824476949,0.562036829968888,0.000110910786394944,0.000140708520918433,4.6350311936102e-07,1.56183614209476e-08,0.239220964989927,8.10738587890303e-07,5.38484474299578e-07,1.40630370915996e-07,0.000258952262024935,8.60406310303625e-05,0.00252399518895011
"11550_10950",8.13193990501542e-08,2.25165143670979e-07,0.000668607299459248,0.0290351479145924,0.118252645940141,0.00228945961109836,0.56627170683741,2.75037642025119e-05,0.000857040211739752,2.68474201916014e-07,3.06789727225761e-08,0.263583770990177,9.1114406047398e-07,2.57272668637184e-06,2.05614866035185e-07,3.22599426947306e-05,3.81638372539803e-05,0.0189393985279008
"11550_11050",3.31518376388125e-08,1.46256186260305e-08,5.10021153301613e-06,0.0851047320247718,0.0277414396013034,0.00188420397713171,0.527521981630524,8.84922628081379e-07,3.07107038848072e-06,2.30702080458615e-08,9.00346142271615e-10,0.319687806355003,3.44815174207207e-07,8.7276008592447e-06,1.01495200866668e-08,4.99695650282171e-07,3.24710152356573e-07,0.0380408014873496
"11550_11150",1.74487578254958e-08,4.64401517598084e-08,5.97509517016871e-06,0.0223875590028553,0.0371423667201753,0.00468710534009475,0.571552800181002,1.1716755553103e-06,5.4269681622151e-06,3.67662821981886e-09,3.01648131598616e-10,0.325824673106394,2.23722193414094e-07,4.26658661543865e-07,5.14927953102506e-08,1.60825962312909e-07,1.64834763253485e-07,0.0383918265090294
"11550_11250",1.16594795813509e-07,9.33660976705354e-08,2.126414985372e-06,0.0819862484892777,0.00402036818800144,0.00221879968175254,0.522606565001423,2.0904448638937e-06,2.87870416401811e-06,1.36848813090331e-08,5.01887142800518e-09,0.312991955871616,1.27728606842159e-07,5.16590234327364e-05,1.94024424883394e-08,1.81035386398367e-07,2.19450345031551e-07,0.076116531899056
"11550_11350",2.5059551891304e-08,7.55317113792422e-09,7.12206169166322e-09,0.0607144822759997,0.000528960382890392,0.00222345942662669,0.495392144929895,5.54673620197086e-08,3.21217745103592e-08,1.08111333095677e-10,1.60520568374841e-10,0.400100707986569,1.9772393345839e-09,8.54828684556502e-06,9.06414037521613e-10,5.0010612200522e-10,5.24571506158604e-10,0.0410315652102901
"11550_11450",1.56995176300451e-06,1.26443241651807e-06,5.76289917091618e-07,0.0124469173278568,0.0122580746580473,0.00421009969366118,0.555368199088974,3.28566099262461e-06,2.78348510997658e-07,1.6278049646333e-08,4.27656191076226e-08,0.377820574938385,2.2602297017591e-07,0.000206175178948638,3.73174739327426e-08,1.65037995949705e-08,9.07818140625012e-09,0.0376826364644326
"11550_11550",8.39118438685259e-05,0.000282079255300823,3.75723167311599e-05,0.0190187313030833,0.047821897737687,0.0227819095490862,0.606806497328257,1.83937043949256e-05,3.36544028085063e-05,8.24395237271059e-07,1.03897268183659e-06,0.243930006970234,1.66151825112757e-05,0.000101812723428425,1.96838819179649e-06,2.24965509703897e-06,8.9712410179829e-07,0.0590599391472991
"11550_11650",3.45232879677139e-06,9.56710910662558e-06,3.82733732858295e-06,0.0214398046301061,0.00673446645452506,0.0169348839980729,0.573437006445997,6.49755467321207e-07,3.82257473117646e-06,4.31438562277918e-09,4.74944783089001e-09,0.324686585384294,1.4755550122294e-07,2.3316340840691e-06,1.64706468567846e-07,2.25319660608259e-08,6.80628865886698e-09,0.0567432516834324
"11550_11750",2.9519788198607e-07,7.31272660863177e-08,3.43633983439556e-06,0.0276141951982393,0.00816333351959703,0.0179112573556741,0.642051356852185,1.87202146083313e-06,3.37758570802037e-05,3.0964703685292e-09,3.82677564634239e-09,0.237215725684338,1.85539255539302e-06,5.11838121747946e-05,1.62306299997512e-07,2.64181899825376e-08,7.09449456209344e-09,0.066951436899482
"11550_11850",3.0721373478512e-07,7.98946560828037e-09,6.28193987656667e-06,0.0275706372491418,0.035077741790129,0.0104802681156567,0.624024043867931,8.55326940836053e-06,4.34490585217047e-06,2.40930670749823e-08,4.36710151059183e-09,0.226179787727561,5.93710347168999e-05,4.93756571882426e-05,1.19113602154564e-07,1.92760009281127e-08,7.19877896085253e-09,0.076539105190788
"11550_6550",3.26165401871237e-09,1.44973208778052e-09,7.09800666684508e-07,0.0191868159315568,0.00518451619854336,0.0205584969403458,0.646468291867703,6.59004007342736e-09,1.24491030875583e-06,7.46129754199547e-10,6.36346156011792e-10,0.283153417467658,9.13270025644791e-09,2.26982540121942e-07,1.07951200338291e-08,1.04963476437889e-10,8.86948759228077e-10,0.0254462462970436
"11550_6650",2.32311769654989e-09,3.75520099848563e-11,5.34156953639208e-08,0.0176624769106382,0.00664492220150703,0.0110747987997302,0.660401803488198,2.57770723548976e-08,2.54602664832797e-07,6.89635643162317e-11,7.83318503934732e-12,0.25473004303823,2.38369932951414e-06,1.3871072906027e-05,3.62552761924845e-09,4.38730648413362e-11,1.58762055310367e-11,0.049469360871285
"11550_6750",1.73207625705154e-07,2.09199782731462e-08,5.65528513815544e-06,0.0266060142964182,0.00676136036454229,0.0118300336695102,0.693444191243437,1.7443525906725e-06,7.29767542503516e-06,2.87066088356258e-09,1.27368888907468e-09,0.190520165550282,1.50706544372344e-05,0.000143013030985108,1.38858291473231e-07,8.31042638977431e-09,4.42704434627135e-09,0.0706651040095181
"11550_6850",1.37060567244418e-09,4.28720431885885e-11,2.18083512275256e-09,0.0112513036256092,0.0012747557045341,0.00534771451482468,0.583774980523413,2.14674258448097e-08,1.19524704098739e-08,1.06800170852233e-12,2.50781959667329e-13,0.354825020963728,3.12120323735267e-08,3.39630512475412e-07,1.35579167437479e-10,1.63672910264601e-12,1.44686812881041e-13,0.0435258166724577
"11550_6950",6.23512223819356e-07,3.05802055991065e-07,2.44419242791456e-08,0.014321391701514,0.00490670648231093,0.00316866647326259,0.537836256363406,3.41976421912941e-07,5.05513686891131e-08,6.75262295838601e-10,1.76265806490716e-09,0.411166855941914,7.00350454600702e-07,5.68037293669086e-05,5.08899598008083e-09,6.47870239701348e-10,2.47608440654196e-10,0.0285412642513815
"11550_7050",6.0339357967089e-06,1.85709197880447e-05,2.90649554191349e-06,0.00462448132945622,0.0193197099986152,0.0048050306191223,0.584166737611544,8.8373696639298e-07,2.22396813314847e-06,1.44334784661389e-07,4.435455900478e-08,0.350609258291964,9.25113720685413e-07,2.10696274494669e-05,2.8324171394102e-07,1.21377698369986e-07,1.06287554260164e-07,0.0364214687555915
"11550_7150",3.12134962271754e-09,1.7637554716956e-09,3.23975376438909e-09,0.0294929542202348,0.000607559965867172,0.00312732700659313,0.514319424032492,3.283518432407e-08,1.47679070774449e-08,2.19215033615763e-11,6.38227118251893e-12,0.431087643072423,4.56587660616889e-09,1.11545458497213e-06,8.46719488126789e-11,2.39717144976266e-11,1.03265167450374e-11,0.0213639158067047
"11550_7250",7.11035046330618e-10,9.32949993886961e-11,2.55603027094288e-09,0.0594556823672044,6.25624873875622e-05,0.00274135630926817,0.520124222508507,1.57963314461838e-08,1.88405001899258e-08,1.01240060442785e-11,7.9684476523952e-13,0.358505317408266,5.29901481043758e-10,5.24042697523344e-07,6.29459828542239e-11,7.89073650942623e-11,6.39568002194564e-11,0.059110296132845
"11550_7350",1.62313725849002e-09,7.47529989717342e-10,9.03881127811231e-08,0.0781760601997058,0.00157172616905797,0.00197948917983837,0.526888140019831,2.21302063264153e-07,6.68826052022307e-07,3.12611579733045e-10,2.47265793656681e-11,0.35866258597038,9.71044321135306e-09,6.24481408948795e-07,3.8880531851052e-10,4.40049090769216e-09,4.28138910454089e-09,0.0327203719744155
"11550_7450",4.83924586541738e-08,6.10320957711641e-08,3.46016893749009e-05,0.020471913823179,0.0653104370021771,0.00386933334500433,0.590351515930114,4.23832013830012e-06,5.76727414410012e-05,5.87347378100194e-08,1.24652137865928e-08,0.306033788633959,1.22330414211965e-07,4.59734263469501e-07,6.19612099615301e-08,1.25524019264224e-05,8.19915734107691e-06,0.0138449223049513
"11550_7550",1.53768003745568e-07,1.84361266112159e-07,0.000649139122918446,0.0087093964825162,0.161623585413443,0.00371263056092644,0.575498465657862,4.15370669567468e-05,0.000364639605990761,2.00672754684367e-06,6.80374402799387e-08,0.246022845365895,6.9889153994822e-07,6.55278378195998e-07,5.12681515314538e-07,0.000540749346022535,0.000441153414733794,0.00239157821704554
"11550_7650",6.78809144011775e-08,2.38928254768014e-08,0.00043770884974971,0.00687214901557415,0.148374367845848,0.0030297848608321,0.578903146729125,0.000120597213137444,0.000170555560324109,3.82981710465108e-07,1.04738228219677e-08,0.258116980334529,8.2059864658157e-07,2.81488883794633e-07,1.97281899821869e-07,0.000260771438422319,0.000148434441515965,0.00356371911223849
"11550_7750",3.59353165015916e-08,2.61782801409454e-08,0.000238167778340756,0.00744190340238125,0.171734809870518,0.00294324703447575,0.561693365803823,0.000694512060748303,2.69975553467659e-05,1.43053532110022e-07,2.30124358468607e-09,0.249932853903324,4.8896385442728e-07,1.35840753675576e-07,4.14612969732307e-08,5.68209987743172e-05,1.02700785821801e-05,0.00522617777940892
"11550_7850",8.28933755068232e-08,2.6311529640349e-08,0.000345711271768463,0.00638131574376398,0.131053687513593,0.00391023641384676,0.579635642436006,6.85467008252395e-05,6.2145521992898e-05,6.51229336513076e-08,1.45088164718529e-09,0.2754972041229,5.1271233947422e-06,2.38030903160957e-07,2.65974711783895e-08,3.81401038458379e-05,4.8279662909385e-06,0.00299697467467728
"11550_7950",5.25785706194942e-08,3.33439270174139e-09,0.000108219074307594,0.00498036475925324,0.12662166903255,0.00479804001112914,0.598917966934371,0.000280901583949656,3.01664979453954e-05,6.62987141869645e-08,7.24860697951756e-10,0.25959196034543,6.13671251223336e-06,3.36760506689802e-07,5.27016210057365e-08,3.720130334471e-05,2.73918229496464e-06,0.00462412216424602
