"cell_ID","n03-GC-1","n02-PGC-1","n07-GC-2","n17-M/TC-3","n06-Transition","n01-OSNs","n13-AstrocyteLike","n09-GC-3","n14-GC-7","n10-GC-4","n05-PGC-2","n18-EPL-IN","n04-Immature","n16-M/TC-2","n08-PGC-3","n11-GC-5","n12-GC-6","n15-M/TC-1"
"11650_7350",0,0.0398344831148667,0,0.673904075298463,0,0,0,0,0,0,0,0.167513389019791,0,0,0,0.116017551850019,0.00273050071686127,6.40809564034779e-19
"11650_7450",0,0,0,0.423113436670891,0,0,0,0.121341742925085,0,0,0,0,0,0,0,0.452303560855843,0.00324125954818159,0
"11650_7550",0,0,0,0,0,0,0,0.200207359655126,0.758998155288711,0,0,0,0,0,0,0.0407944850561629,-8.76325846703207e-18,0
"11650_7650",0,0,0,0.0222458234331529,0,0,0,0,0.014972576825614,0,0,0,0,0,0,0.962781599741233,0,0
"11650_7750",0,0,0,0,0,0,0,0.179915341724537,0.160996354707106,0,0,0,0,0,0,0.659088303568357,0,0
"11650_7850",0,0,0,0.0186552921877919,0,0,0,0.284443470684307,0.11059450939755,0,0,0,0,0,0,0.58630672773035,0,0
"11650_7950",0,0,5.93506502457781e-19,0.0553173003338879,0,0,0,0.197726623211672,1.00457468957461e-18,0,0,0,0,0,0,0.74695607645444,0,0
"11650_8050",0,0,0,0.0183014976985229,0,0,0,0,0,0,0,1.91022742443601e-19,0,0,0,0.981698502301477,0,0
"11650_8150",0,0,0,0.0984898876420186,0,0,0,0,0,0,0,0,0,0,0,0.901510112357981,1.13740719650841e-17,0
"11650_8250",0,0,0.298750781402515,0.138466456864108,0,0,0,0.0884990055131328,0,0,0,0,0,0,0,0.472116508318208,0.00216724790203581,0
"11650_8350",0,0,0,0.814545190968358,0,0,0,0,0,0,0,0,0,0,0,0.0973988549291434,0.0880559541024986,0
"11650_8450",0,0,0.206269962493052,0.700180670689407,0,0,0,0,0,0,0,0,0,0,0,0,0.0929405158756833,0.000608850941857114
"11650_8550",0,0.0536584823479477,0,0.510376757603663,0,0,0,0.194268760536296,0,0,0,0.0673817548000125,0,0,0,0,0.119295406389003,0.0550188383230772
"11650_8650",0.130572990046141,0,0,0.330971292441417,0,0,0,0.455226267487532,0,0.0825294916863619,0,0.000699958338547552,0,0,0,0,0,0
"11650_8750",0.111620162678025,0.243267541895301,0,0.239474231644153,0,0.140233592416116,0,0,0,0,0,0.119579869418494,0,0,0,0,0.126110478472648,0.0197141234752625
"11650_8850",0,0.235470076354275,0,0.0835455382656652,7.23358982636534e-18,0.561543859420028,0,0.000216931050032733,0,0,0,0.0850533959805907,0,0,0,0,0,0.0341701989294077
"11650_8950",0,0.134000513912187,0.00268909862158298,0.192026211393415,0,0.59076232346257,0,0,0.0610181902394262,0,0,0,0,0,0,0,0,0.0195036623708186
"11650_9050",0,0,0.300406811395351,0.0750849444249768,0,0.624508244179672,0,0,0,0,0,0,-4.46110378404797e-19,0,0,0,0,0
"11650_9150",0,0.105483089737046,0,0,-1.0049801572315e-17,0.621755722895069,0,0.0692568058134173,0.131423907572117,0,0,0,0,0,0,0,0,0.0720804739823509
"11650_9250",0.143055428982193,-4.77651874566918e-18,0,0.162811550121641,0.594426557897699,0.0702385499030105,8.31832596628989e-18,0.0294679130954564,0,0,0,0,0,0,0,0,0,0
"11650_9350",2.09593795339277e-19,0.100331636378149,0,0.0579801397460892,6.57373658850962e-18,0.572333262721928,0,0,0,0,0,0,0,0.137704237936034,0,0,0,0.1316507232178
"11650_9450",0,0.12745084497402,0,0.192045366923211,8.92821839829951e-19,0.422839062322498,0,0.0664358563280039,0,0,0,0,0,0,0,0,0.191228869452267,0
"11650_9550",0.345402597526334,0.0522662908035439,0,0.0200517082669572,0,0,0,2.69428064495219e-05,0,0,0.169419949022087,0.0912407183918716,0,0.321591793182756,0,0,-2.70945201169909e-19,0
"11650_9650",0.204653686486765,0.0625765907632135,0,0.553544591585082,0,0,0,0,0,0,0,0.115039448162827,0,0,0,0,0,0.0641856830021122
"11650_9750",0,0.103398183246739,0,0.781479665828337,0,0,0,0,0,0,0,0,0,0,0,0.0790022284991326,0,0.0361199224257916
"11650_9850",0.0812763689538107,0,1.21094086370666e-19,0.594070129402285,0.288268163503334,0,0,0.032842245506567,0,0,0,0,0,0,0,0,0,0.00354309263400409
"11650_9950",0,0,0,0.796018118616732,0,0,0,0.0940975755266304,0,0,0,0,0,0,0,-5.53805527821821e-19,0.109884305856638,0
"11750_10050",0,0,0,0.148489918204409,0,0,0,0,0,0,0,0.39808498921775,0,0,0,0.453205311610198,0.00021978096764287,0
"11750_10150",0,0,0,0.00313933454953574,0,0,0,0,0.575364557975947,0,0,0,0,0,0,0.421496107474517,-8.56573331725506e-19,0
"11750_10250",0,0,0.0803672852516608,0.00124852139844287,0,0,0,0.167090894184637,0.0462141939487853,0,0,0,0,0,0,0.705079105216474,0,0
"11750_10350",0,0,0,0.000296196142960436,0,0,0,0.0641935298098637,0.00307179514859317,0,0,0,0,0,0,0.932438478898583,0,0
"11750_10450",0,0,0.0238456987902908,0.00212050061578697,0,0,0,0.118369251984183,0.154665760405903,0,0,0,0.146446630716098,0,0,0.4017196768365,0,0.152832480651239
"11750_10550",0,0,0.0150888751218768,0.0317904296505849,0,0,0,0.125183802191454,0,0,0,0,0,0,0,0.827936893036084,0,0
"11750_10650",0,0,0.742504770251393,0,0,0,0,0.0625039890875427,0.188166201610037,0.00680397713059512,0,0,0,2.10619204318659e-05,0,0,0,0
"11750_10750",0.0452520823875795,0,0,0,0,0,0,0.137977828822823,0,0,0,0.144492007691994,0,0,0,0.672278081097604,4.74832824151905e-19,0
"11750_10850",0,0,0.321436867362452,0,0,0,0,0.223200984477778,0,0,0,1.62025394827946e-18,0,0,0,0.45536214815977,2.44176381844407e-19,0
"11750_10950",0,0.120276002956653,0.399487760039516,0.163713281778352,0,0,0,0,0,0,0,0,0,0,0,0.139527787281192,0.176995167944287,0
"11750_11050",0,-4.72967339553728e-20,0,0.580668837237089,8.18450791635868e-18,0,0,0.140118731080671,0,0,0,0,0,0,0,0,0.20916652515968,0.0700459065225602
"11750_11150",0,0.0151668467152274,0,0.520124807734209,0,0,0,0,0,0,0,0,0,0,0,0,0.355763905917928,0.108944439632636
"11750_11250",0,0.078848368371199,0.0438754198575686,0.501298702154209,0,0,0,0.040349779579608,0,0,0,0.0769983524667579,0,0,0,0,0.081522671370591,0.177106706200066
"11750_11350",0,0.0877255572346207,0,0.695134011476033,0,0,0,0.208921491743288,0,0,0,0,0,0,0,0,0.00227074195742869,0.00594819758862954
"11750_11450",0,0.181002550300137,0,0.308361357528096,0,0,0,0,0,0,0.0647844217248964,0.282926600232299,0,0,0,0,0.016275164878952,0.146649905335619
"11750_11550",0.43297996660377,0.0125814932646428,0,0.150408695482205,0,0.0351670947140824,0,0.0851820498834615,0,0,0,0.243006428694485,0,0,0,0,0,0.0406742713573525
"11750_11650",0,0.106815003540591,0,0.0925827984052182,0,0.25067506150375,0,0.0939480657180015,0.356203570062836,0,0,0.0194296772987312,0,0,0,0,0,0.0803458234708715
"11750_11750",0,0.212560928949839,0,0.0642753821446405,0,0.58494760697909,0,0,0,0,0,0.0294283893906286,0,0,0,0,0,0.108787692535802
"11750_11850",0,0,0.0869447419998223,0.167228631024966,0,0.494816692588586,0,0.171901194722669,0,0,0,0,0,0,0,0,0,0.0791087396639567
"11750_11950",0.245032040242649,0,0,0.194558158945326,0.429604137383951,0.130805663428074,0,5.54195306125348e-19,0,0,0,0,0,0,0,0,0,0
"11750_6450",0,0,0,0,0,-2.87136013138379e-17,0.602672578011651,0,0.0902343696807056,0,0,0,0,0,0,0,-7.93520027681132e-19,0.307093052307644
"11750_6550",0,0,0,0.271037957959314,6.57491857053547e-18,0.370469518690415,0,0.217594667427588,0,0,0,0,0,0,0,0,0.108586004682982,0.032311851239701
"11750_6650",0,0,0.157304864192196,0.0931886417597423,0,0.360495132270075,0,0.296256740661773,0.00458055916989719,0,0,0,0,0,0.000357211744113627,0,0.0677158721272521,0.020100978074951
"11750_6750",0,0,0.115534621521374,0,0,0.562850994612897,0,0.215616172899646,0,0,0,0,0,0,0,0,0,0.105998210966084
"11750_6850",0,0.247906671004916,-6.78041108875698e-19,0.116294141692988,0,0.392215908847946,0,0,0.208418565672753,0,0,0,0,0,0,0,0.0351647127813966,0
"11750_6950",0,0.117126007255552,0,0.300216064555631,9.07428574868527e-18,0.379555392875779,0,0.00866446762038474,0,0,0,0,0,0,0,0,0.0980919218355274,0.0963461458571258
"11750_7050",0,0.142601440628692,0.0188320236082868,0.21866768630479,0,0.235595947349331,0,0.178593624796321,0,0,0,0.0204362894027158,0,0,0,0,0.12921643828193,0.0560565496279341
"11750_7150",0,0.263077718702113,0,0.41829967023566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318622611062226
"11750_7250",0,0.0590798390099505,0,0.233688666521995,0,0,0,0,0,0,0,0.330438219146267,0,0.352840101141772,0,0,0.00378033787795134,0.020172836302064
"11750_7350",0,0,0,0.853644050608095,0,0,0,0.125876221775856,0,0,0,0,0,0,0,-2.97426103437323e-19,0.0204797276160489,0
"11750_7450",0,3.07913660566068e-20,0,0.767893739838801,0,0,0,0,0,0,0,0,0,0,0,0.232106260161199,0,0
"11750_7550",0,0,0,0.00823417040308679,0,0,0,0,0.788471724574928,0,0,0,0,0,0,0.203293032468759,1.07255322606591e-06,0
"11750_7650",0,0,0,0.0052389134361997,0,0,0,0.133874312024223,0,0,0,2.93091901121481e-20,0,0,0,0.860886774539577,0,0
"11750_7750",0,0,0,0.000223801364020234,0,0,0,0.23360302355707,0.123444803874326,0,0,0,0,0,0,0.642728371204584,0,0
"11750_7850",0,0,0,0.00431893132511133,0,0,0,0.226694646371148,0,0,0,5.86963765683866e-20,0,0,0,0.76898642230374,0,0
"11750_7950",0,0,0,0,0,0,0,0.198773158483734,-3.4133969012075e-19,0,0,0,0,0,0,0.801226841516266,0,0
"11750_8050",0,0,0,0.00690532826696603,0,0,0,0.1728583118722,0.039050139017912,0,0,0,0,0,0,0.781186220842922,0,0
"11750_8150",0,0,0,0.0197040218665251,0,0,0,0,0.000542871751940192,0,0,0,0,0,0,0.979753106381535,0,0
"11750_8250",0,0,0,0.00888398071822614,0,0,0,0,0.687477300425805,0,0,0,0,0,0,0.303638718855969,-7.5951444491975e-19,0
"11750_8350",0,0,0.33657855198334,0.313874412130113,0,0,0,0.131879857466273,0,0,0,0,0,0,0,0.215180493013065,0.00248668540720784,0
"11750_8450",0,0,0,0.685652788720456,0,0,0,0,0,0,0,0,0,0,0,0.308383448859548,0.00524975945823307,0.000714002961763335
"11750_8550",0,0,0,0.278686772210955,0,0,0,0.403693432335612,0,0,0,0,0,0,0,0.317619795453433,0,0
"11750_8650",0,0.113811098776075,0,0.717820082284366,0,0,0,0,0,0,0,4.42304702236085e-19,0,0,0,0,0.163297682664808,0.00507113627475055
"11750_8750",0,0.302211677868568,0,0.336626775297248,0,0.162493252483423,0,0,0,0,0,0,0,0,0,0,0.164317850814843,0.0343504435359181
"11750_8850",0.0212806009346568,0.33772178957248,0,0.144794676550003,1.94454898142472e-17,0.00237668024079056,0.49374995973845,0,0,0,0,0,0,0,0,0,0,7.62929636194257e-05
"11750_8950",0,0,0,0.138180982143896,-6.19681705334287e-19,0.618313261064626,0,0.237505210894657,0,0,0,0,0,0,0,0,0,0.00600054589682108
"11750_9050",0,0.0699438071782815,0.11075566203683,0.0106288945202632,0,0.721172903384686,0,0,0,0,0,0,0,0,0,0,0,0.0874987328799396
"11750_9150",0,0.0357485512240963,0.092254421837575,0.100011929347095,0,0.48263579345526,0,0.179379069011228,0,0,0,0,0,0,0,0,0,0.109970235124746
"11750_9250",0,0.0720331852351806,0,0.171186567164807,1.33516049463485e-20,0,0.216658205432521,0.085776415734818,0,0,0,0,0,0,0,0.0937831060796033,0.216487076315389,0.144075444037681
"11750_9350",0,0.147484708144567,0,0.0738169526122409,-6.28401797069587e-20,0.778698339243192,0,0,3.28331282579532e-19,0,0,0,0,0,0,0,0,0
"11750_9450",0.161154785503453,0.158417042386335,0,0.222778230948884,-7.54750660102304e-19,0.348785906960877,0,0,0,0,0,0,0,0,0,0,0,0.10886403420045
"11750_9550",0.0738617278733033,0.202722581256538,0,0.164821195492488,3.43073060131686e-20,6.14597303494674e-18,0.425401370172473,0,0,0,0,0.102668388508859,0,0,0,0,0.0305247366963395,0
"11750_9650",0.0938779974464354,0.243709477110999,0,0.458708026445814,0,0,0,0,0,0,0,0,0,0.158974273289871,0,0,0.0447302257068806,0
"11750_9750",0,0.00934424374161094,0,0.82387818240052,0,0,0,0.04761024659892,0,0,0,0,0,0,0,0,0,0.119167327258949
"11750_9850",0,2.41195976687811e-21,0,0.396424133623461,0,0,0,0.339647537652751,0,0,0,0,0,0,0,0.136998327880637,0.111413476122121,0.0155165247210291
"11750_9950",0,0,0,0.771639322574183,0,0,0,0.092914526110682,0,0,0,0,0,0,0,0,0.135446151315135,0
"11850_10050",0,0,0,0.529416561574593,0,0,0,0.158984387449774,0,0,0,0,0,0,0,0,0.311599050975633,0
"11850_10150",0,0,0,0.0330244200469596,0,0,0,0.202883612587115,0.242545292278189,0,0,-8.90499559760294e-20,0,0,0,0.521546675087736,0,0
"11850_10250",0,0,0.0971165017192021,0.0424187710770526,0,0,0,0.254856994454197,0,0,0,0,0,0,0,0.605403295964437,0.000204436785111888,0
"11850_10350",0,0,0,0.0031047050971799,0,0,0,0.191431923911771,0.32438677507776,0,0,0,0,0,0,0.481076595913289,0,0
"11850_10450",0,0,0,0.0404295137268476,0,0,0,0.616730448008585,0,0,0,0,0.264320531134787,0,0,0.0776080599998623,0.000911447129917948,0
"11850_10550",0,0,4.67944747701368e-18,5.0006258330257e-05,0,0,0,0.307740485741672,0,0,0,0,0,0,0,0.692209507999998,0,0
"11850_10650",0,0,0.0138541804256865,0,0,0,0,0.156938689976646,0,0,0,0,0,0,0,0.829207129597668,2.80806098046663e-17,0
"11850_10750",0,0,0.048605021598383,0,0,0,0,0.304411566550732,0,0,0,0,0,0,0,0.420445403514863,0.226538008336022,0
"11850_10850",0,0,0.47096829736283,0.0440136695120743,0,0,0,0.200610579370306,0,0,0,0,0,0,0,0.217923689340694,0.0664837644140958,0
"11850_10950",0,4.34987135088164e-20,0,0.432858227075473,0,0,0,0.193334531378523,0,0,0,0,0,0,0,0.23587497403094,0.137863662107544,6.86054075189765e-05
"11850_11050",0,0,0.243581007744074,0.196108975334529,0,0,0,0.451362654195088,0,0,0,0,0,0,0,0.10552950389962,0.00341785882668937,0
"11850_11150",0,0,0.150012819540249,0.289421414628054,0,0,0,0.34840058479649,0,0,0,0,0,0,0,0.212165181035207,0,0
"11850_11250",0,0,0,0.744178076112552,0,0,0,0,0,0,0,0,0,0,0,0,9.13403131735194e-20,0.255821923887448
"11850_11350",0,0,0,0.824870472798891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175129527201109
"11850_11450",0,0.190114658386384,0,0.694595208139317,0,0,0,0,0,0,0,0,0,0,0,0,0.0658072198539991,0.0494829136203
"11850_11550",0.480791401932375,-7.05651895016689e-19,0,0.465599989166933,-4.92819999385866e-18,0,0,-1.55524122099844e-18,0,0,0,0.0049405485076302,0,0,0,0,0,0.0486680603930623
"11850_11650",0,0.293166385508375,0,0.0825541604585015,5.49633939987298e-18,0.0379574252574864,0,0,0.431425540045955,0,0,0,0,0,0,0,0.000701835283196004,0.154194653446486
"11850_11750",0,0.237660188627462,0,0.171970309921511,0.000187610630019425,0.343379021666912,0,0.246802869154095,0,0,0,0,0,0,0,0,0,0
"11850_11850",0,0.0375722199611029,0.178231845296098,0.100453418320381,0,0.494685308197378,0,0.137600484076568,0,0,0,0.00117856462814606,0,0,0,0,0,0.0502781595203262
"11850_11950",0,0.0430858516699706,0.0396967920096559,0.0214069855815609,0,0.316484216225502,0,0.515246206185364,0,0,0,0,0,0,0,0,0.0640799483279467,0
"11850_6450",0,0.0258495741043602,0,0.202030597699629,0.65250806592254,0.000605803909032416,0,0.117415493045352,0,0,0,0,3.32562547374897e-20,0,0,0,0.00159046531908562,0
"11850_6550",0,0.0998563466516783,0,0,0,0.00751524991389391,0.538231445256326,0,0.251729868330699,0,0,0,0,0,0,0,0,0.102667089847402
"11850_6650",0,0.122247650469423,0.0973278293516145,0,0.101217674676754,0.482303851785108,0,0.11270818267137,0,0,0,0,0,0,0,0,0,0.0841948110457302
"11850_6750",0,0.163806604985944,0.00454974944460112,0.151031150370083,0.463788056640943,0.216824438558428,0,0,0,0,0,0,0,0,0,0,0,0
"11850_6850",0.425960815172316,0.000129107286129799,0.00184961243687141,0.0719815977059006,0.253246529118977,0.117687686098057,0,0,0,0,0.129144652181748,0,0,0,0,0,0,0
"11850_6950",0,0.265775331177488,0,0.0793638399406786,0,0.225820207812228,0,0,0,0,0,0.429040621069605,0,0,0,0,0,0
"11850_7050",0.0594916221690134,0.0500954159120154,0,0.103709038585613,0,0,0.521148551157365,0.0287247843035391,0,0,0,0.124886415975796,0,0,0.0320509653986184,2.85551025022647e-18,0,0.0798932064980392
"11850_7150",0,0.138106382204797,0,0.743183814954438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118709802840766
"11850_7250",0,7.08532557937805e-20,0,0.775993147841301,0,0,0,0.101862447504994,0,0,0,0,0,0,0,0,0.00571541216089584,0.116428992492809
"11850_7350",0,0,0,0.4643454543638,0,0,0,0.221842507227828,0,0,0,0.0898679325221951,0,0,0,0,0.138506129934772,0.0854379759514043
"11850_7450",0,0,0,0.888784442587942,0,0,0,0,0,0,0,0,0,0,0,0.0438791935634474,0.0584129055054255,0.00892345834318531
"11850_7550",0,2.20437768684644e-20,0,0.0457839624809578,0,0,0,0,0.227795339910152,0,0,3.79148839898365e-19,0,0,0,0.722643362263514,0.00377733534537604,0
"11850_7650",0,0,0,0.0499000798702916,0,0,0,0,0,0,0,1.80868230622832e-18,0,0,0,0.950099920129708,1.67243960426808e-18,0
"11850_7750",0,0,0,0.000104359863144288,0,0,0,0.164882639764359,0.41262361434289,0,0,0,0,0,0,0.422389386029607,-3.7052639655758e-18,0
"11850_7850",0,0,0,0.00110360641339195,0,0,0,0.154274619278404,0.00267907656603688,0,0,0,0,0,0,0.841942697742167,0,0
"11850_7950",0,0,0,0.0799186179829091,0,0,0,0.226601961133707,0,0,0,0,0,0,0,0.693479420883384,0,0
"11850_8050",0,0,3.61583260631512e-17,0,0,0,0,0.119574645721843,0,0,0,-1.80639854648578e-18,0,0,0,0.880425354278157,0,0
"11850_8150",0,0,0.154696292686985,0.0276955363840726,0,0,0,0.209167890562465,0,0,0,0.0799763942214804,0,0,0,0.525799855373544,0.00266403077145406,0
"11850_8250",0,0,0,0.00362679569514013,0,0,0,0,0.609305152151594,0,0,0,0,0,0,0.387068052153266,3.75215156281891e-20,0
"11850_8350",0,0,0.129978391748962,0.11558086577027,0,0,0,0.199263782531548,0,0,0,0.0724550934128254,0,0,0,0.481888047006356,0.000833819530038131,0
"11850_8450",0,0.0069744891679806,0,0.63292149802898,0,0,0,0,0,0,0,0,0,0,0,0.224529528336252,0.135574484466787,0
"11850_8550",0,0.0438865126994651,0,0.479209467053312,1.3254785950558e-17,0,0,0.0985943132464459,0,0,0,0,0,0,0,0.378309707000777,0,0
"11850_8650",0,0.0328011019300443,0,0.701648713088824,0,0,0,0.136996772015558,0,0,0,0,0,0,0,0.100454499760615,0.000575944805085166,0.0275229683998745
"11850_8750",0.273617172269964,-1.41130921344051e-18,0,0.101176627513866,0,0,0,0.130118586650378,0,0,0,0.124480041707362,0,0.304062483894312,0,0,0.0430285512779609,0.0235165366861572
"11850_8850",0.0449589853401939,0.248892041438113,0,0.181829374152596,-2.00910681121576e-18,0.232179376070454,0,0.111621228186445,0,0,0,0.0195008566570867,0,0,0,0,0.119525618364461,0.0414925197906509
"11850_8950",0.0964254340461643,0.229739660347825,-1.22428729195429e-18,0.115383717792832,0,0.250295969715775,0,0,0.150107873676049,0,0,-1.638318749459e-21,0,0,0,0,0.0605736913794431,0.0974736530419112
"11850_9050",0.074755528501469,0,0,0.0523389585569649,5.18797201574074e-19,0.781837000186306,0,0,0,0,0,0,0,0,0,0,0,0.0910685127552603
"11850_9150",0,0.137479245243896,-8.44623059206677e-20,0.05933303446277,0,0.31793191605339,0,0.0706151166723961,0,0.229327408535476,0,6.82150456176058e-19,0,0.169384410950931,0,0,0,0.01592886808114
"11850_9250",0.268227684415577,6.68759964586603e-19,0.154076848815002,0.194507487060885,0,0,0,0.264845130445875,0,0,0,0,0,0,0,0,0,0.118342849262661
"11850_9350",0,0.102218272644417,0,0.0919534705040055,-1.14093543904172e-19,0.537825272640665,0,0.0850818208545422,0,0,0,0,0,0,0,0,0,0.18292116335637
"11850_9450",0.305590615315518,0.000503043425128888,0,0.0121558115855649,0.000770946620213634,0.302883596055517,0,0,0.139907018503121,0,0,0,0,0.238188968494936,0,0,0,0
"11850_9550",0,0.551189082179329,0,0.434975764234468,0,0,0,0,0,0,0,0,0,0.0138351535862028,0,0,0,3.20325931798324e-19
"11850_9650",0.187919930433341,0.179472934369567,0,0.589568466171415,0,0,0,0,0,0,0,0,0,0.00128308641008159,0,0,0.0417555826155952,0
"11850_9750",0,0.0945720603815431,0,0.747166060566022,0,0,0,0,0,0,0,0,0,0,0,0,0.0337937393112338,0.124468139741201
"11850_9850",0,0.0438794576876946,0.246681746135835,0.550858199384709,0,0,0,0.123564687339884,0,0,0,0,0,0,0,0,0.0111674857963926,0.0238484236554856
"11850_9950",0,0,0.0481665289748611,0.597158403482368,0,0,0,0.110365826258087,0,0,0,0,0,0,0,0.243394178581546,0,0.000915062703138474
"11950_10050",0,0,0,0.678252108182988,0,0,0,0.100852838121174,0,0,0,0,0,0,0,0.172579954938837,0.0483150987570011,3.33551114244445e-18
"11950_10150",0,0,0.269242139126187,0,0,0,0,0,0.174301467529025,0,0,0,0,0,0,0.556456393344788,-9.02379402706896e-18,0
"11950_10250",0,0,0,0.0540060557909267,0,0,0,0.155464677375504,0,0,0,0,0,0,0,0.790529266833569,0,0
"11950_10350",0,0,0,0.00874319353226291,0,0,0,0.111479329362586,0,0,0,0,0,0,0,0.879777477105151,0,0
"11950_10450",0,0,0.362564680070121,0.0364291588378894,0,0,0,0.431360355029187,9.69775849431625e-19,0,0,0,0.165708873400561,0,0,0.0039369326622418,0,0
"11950_10550",0,0,-3.13322328483176e-18,0.0698673791609264,0,0,0,0,0,0,0,0,0,0,0,0.930132620839074,0,0
"11950_10650",0,0,0,0,0,0,0,0.198034234460822,0,0,0,0,0,0,0,0.801965765539178,0,0
"11950_10750",0,0,1.49070964506199e-19,0.0673532078321787,0,0,0,0.277512056082278,0,0,0,-2.30886120231572e-19,0,0,0,0.655134736085543,5.4800870991023e-20,0
"11950_10850",0,0,0.289708360533963,0.0766426341273006,0,0,0,0.223323830732386,0,0,0,0,0,0,0,0.341817430197131,0.0685077444092194,0
"11950_10950",0,0,0,0.733521353892701,0,0,0,0,0,0,0,0,0,0,0,0,0.140718200107526,0.125760445999773
"11950_11050",0,0.168372967295616,0.19015650841729,0.456224552641067,0,0,0,0,0,0,0,0,0,0,0,0.152932595597611,0.0323133760484159,0
"11950_11150",0,0.053893552187518,0.376551778954859,0.335147277496479,0,0,0,0,0,0,0,0,0,0,0,0.230584079282433,0,0.00382331207871036
"11950_11250",0,0.0568000346363876,0,0.487348058562328,0,0,0,0.256223113618249,0,0,0,0,0,0,0,0.142627385463667,0.053230184108524,0.00377122361084375
"11950_11350",0,0.109607249994219,0,0.679092724661595,0,0,0,0.196084207877596,0,0,0,0,0,0,0,0,0.0140840768348333,0.00113174063175615
"11950_11450",0.0424670948659161,0.250441744281635,0,0.613535209269074,0,0,0,0,0,0,0,0,0,0,0,0,0.0114462400344772,0.0821097115488976
"11950_11550",0,0.273467188391985,0,0.129684383319533,-6.10954388830964e-19,0.164061290961413,0,0,0,0,0.137359474555995,0.0117688335248312,0,0.246522811954729,0,-2.24205460034463e-18,0.0371360172915138,0
"11950_11650",0,0.0410308680671714,0,0.0821283322016515,0,0.372907259185813,0,0.123989125963421,0,0,0,9.79127387295195e-05,0,0.19944307915053,0,0,0.178233888391849,0.00216953430083493
"11950_11750",0,0.19132883343351,0,0.0802891698857632,0,0.284187819320832,0,0.069233379454834,0.240918709829721,0,0,0,0,0,0,0,0,0.134042088075339
"11950_11850",0.0664462669227432,0,0.0862172129261742,0.0668236013802864,0.0184318364445948,0.571274381004538,0,0.000104963188161412,0,0,0,0,0,0,0,0,0,0.190701738133502
"11950_11950",0,0,7.80696126555934e-05,0.158223704282004,0,0.578652847044629,0,0.0786658388744056,0,0,0,0,0,0,0,0,0.0576572774512712,0.126722262735035
"11950_6350",0,0,0,0.324453302642308,0,0.3840028573302,0,0,0,0,0,0,0,0,0,0,0.291543840027492,0
"11950_6450",0.0955614272371045,0,0.00493486925860556,0.0290503582555149,0,5.96125967076234e-20,0.644645831281315,0.0848849931044882,0,0,0,0,0,0,0,0,0,0.140922520862972
"11950_6550",0,0,0,0.0496477626970042,-4.94822059328215e-19,0.702026028867949,0,0,0,0,0,0,0,0,0,0,0,0.248326208435047
"11950_6650",0,0.146334092611087,-1.2641618430348e-18,0.0357078449394842,0,0.477974901903703,0,0,0.159189247410861,0,0,-8.37885041068988e-19,0,0,0,0,0,0.180793913134864
"11950_6750",0.0453377209675027,0,0.012284679578522,0.0406004863685998,0,0.234343940817646,0,0.165521571760317,0.419175767804552,0,0,0,0,0,0,0,0,0.0827358327028598
"11950_6850",0,0.12380579631839,0,0.121983154660056,0,0.349573167931608,0,0.105190321900027,0.228936470672753,0,0,0,0,0,0,0,0,0.0705110885171664
"11950_6950",0,0.198505317877678,0,0.1099856584098,0.0353120271465932,0.350017993895309,0,0.120386930765142,0,0,0,0,0,0,0,0,0,0.185792071905477
"11950_7050",0.138386787166481,0.155029495828883,0,0.452564628459531,0.254019088545106,0,-4.56212971685862e-19,-9.67307606618899e-20,0,0,0,0,0,0,0,0,0,0
"11950_7150",0.376961795476277,0.000649022477179322,0,0.265744223160666,0,0,0,0.12317514280837,0,0,0,0.0906553241391232,0,0,0,0,0.142814491938384,0
"11950_7250",0,0.0867411174346639,0,0.782529558716884,0,0,0,0,0,0,0,0,0,0.0281031185741859,0,0,0.102626205274267,0
"11950_7350",0,0.0718508946593533,0,0.590590205082974,0,0,0,0.0423733450084166,0,0,0,0,0,0,0,0.207888426574349,0.00101914542474884,0.0862779832501591
"11950_7450",0,0.00919644422571342,0,0.551470465886358,0,0,0,0,0,0,0,0,0,0,0,0.358384972420524,0.0809481174674044,0
"11950_7550",0,0,0,0.586841736132056,0,0,0,0,0,0,0,0,0,0,0,0.289512231597831,0.123646032270113,0
"11950_7650",0,0,0,0.0223814534024099,0,0,0,0,0,0,0,0.0310677844125692,0,0,0,0.946550762185021,1.29394838181635e-19,0
"11950_7750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"11950_7850",0,0,0,0.000357714150743549,0,0,0,0.192092778689012,0.447814409019191,0,0,0,0,0,0,0.294857437213445,0,0.0648776609276084
"11950_7950",0,0,0.241147967872676,0.0521333150785348,0,0,0,0.275210216495774,2.31424151260814e-18,0,0,0,0.121279984992185,0,0,0.31022851556083,0,0
"11950_8050",0,0,0,0.000808342087865409,0,0,0,0.109001939807186,0.00158974262455061,0,0,0,0,0,0,0.888599975480398,0,0
"11950_8150",0,0,0,0.00971506466294819,0,0,0,0.22670831421209,1.66478186889735e-19,0,0,0,0,0,0,0.763576621124962,0,0
"11950_8250",0,0,0,-1.73376157595529e-19,0,0,0,0,0.53649572865057,0,0,0,0,0,0,0.46350427134943,0,0
