,02 NP-CT-L6b Glut,03 OB-CR Glut,05 OB-IMN GABA,06 CTX-CGE GABA,09 CNU-LGE GABA,10 LSX GABA,11 CNU-HYa GABA,12 HY GABA,13 CNU-HYa Glut,14 HY Glut,29 CB Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
0,0.0015936923562549054,0.0024170027929358187,0.35561362355947496,0.005801277398131788,0.002322573447600007,0.0006200788600835949,0.0054010219871997835,0.0009142507507931442,0.0010914126643911005,0.0005311095039360226,0.0004089571535587311,1.6381150603294372,0.003448794351425022,0.004977695900015533,3.2779858350753783,0.0046693582087755205
1,7.026314597169403e-05,0.0013037162541877478,0.00042133422539336607,5.3608569578500466e-05,0.00011155218198837248,4.6070635653450155e-05,3.594122499634978e-05,0.00017705364152789115,0.00011098148388555273,4.764050190715353e-05,8.127957989927383e-05,0.002230631548445672,0.0003150991557049565,0.03350582718849182,0.23738684505224228,0.631342026591301
2,0.001596342958509922,0.05041094459593296,2.538019394874573,0.002128344471566379,0.0008802512951660901,0.001099634391721338,0.00037491094699362295,0.002010017598513514,0.0009342998266220093,0.00019652024784591048,0.00032343722705263644,0.023981441836804153,0.0029839964816346766,0.01998276188969612,0.006163480691611767,0.18170675709843637
3,0.0016880328301340341,0.02044882085174322,4.122530698776245,0.0022271233494393526,0.005033976887352765,0.013537205243483185,0.0020032385364174843,0.004145726934075356,0.004489222215488553,0.0019938528421334922,0.0007494324265280739,0.9809873521327972,0.017301772441715,3.577144753932953,1.4943030595779419,0.00832448466680944
4,0.010762638505548238,0.003158074722159654,3.038399338722229,0.003994752920698375,0.0076445871731266385,0.008891480881720782,0.0031469319830648604,0.02227703705430031,0.05523496214300395,0.0017657975666224956,0.0009403011936228722,0.014529052516445517,0.007091183168813586,2.575658178329468,7.762799692153931,0.057111546583473685
5,0.0012989989423658702,8.019725894927978,2.183968150615692,0.0018776040233206004,0.005851116520352662,0.01831049080938101,0.002301914221607149,0.04340279512107372,0.0012508104147855193,0.00041675792308524254,0.0018915415392257275,0.10153917297720909,0.005722261313349008,2.1696059107780457,0.00669127746950835,0.005514023848809302
6,0.0015524792310316116,2.0712167501449583,4.022228860855103,0.001920540782157332,0.007439840538427235,0.0010607097821775824,0.0022983596893027427,0.014255140954628587,0.0023193434695713225,0.003152551571838558,0.0016451046452857555,1.388835221529007,0.01766371363773942,0.02059934362769127,1.971397876739502,0.004950068332254887
7,0.00027688873233273626,6.714994764328003,0.7080416917800904,0.0008470387780107559,0.0023910431074909864,0.0010763604135718197,0.0008594497659942136,0.00992041202262044,0.00048020013491623104,0.0006254206091398373,0.0006965086417039856,0.4233483597636223,0.0023552754893898967,0.0006433877162635327,4.036529994010925,0.012752105109393596
8,0.0029001803603023292,0.03111497787758708,5.064693021774292,0.007912217569537461,0.032082229666411874,0.0032921282341703776,0.016139691416174173,0.09189363159239292,0.013267417484894396,0.006659335456788541,0.002538859029300511,0.006155568500980735,0.004792146058753133,0.012830695789307355,5.454934668540955,0.01615824792534113
9,0.0012319003173615784,0.001861722656758502,2.5956195473670958,0.001326779171358794,0.0018545286264270544,0.00034797209227690475,0.002750982774887234,0.002867490996140987,0.022015640418976544,0.0008727339038159699,0.0003129739678115584,0.19277455806732177,0.008016015682369471,1.4598963558673859,0.6966130822896958,0.004081223718822002
