"cell_ID","33 Vascular","05 OB-IMN GABA","34 Immune","32 OEC","30 Astro-Epen","03 OB-CR Glut","31 OPC-Oligo","13 CNU-HYa Glut","02 NP-CT-L6b Glut","11 CNU-HYa GABA","10 LSX GABA","09 CNU-LGE GABA","29 CB Glut","12 HY GABA","06 CTX-CGE GABA","14 HY Glut"
"276",0,3.77626989817456e-05,0,0,0,0.134979195395604,0,0,0.13020554370844,0,0.013988689089181,0,0,0.720788809107793,0,0
"277",0.0570315464204053,0.36403309845245,0,0.0278883205899557,0,0,0,0,0.265823518597804,0.285223515939385,0,0,0,0,0,0
"278",0,0,0,0.668597231530695,0.14790555233882,0,0,0,0.183488849459198,8.36667128696251e-06,0,0,0,0,0,0
"282",0,0,0.343467576858009,0.486324555221999,0,0,0,0.128970615300225,0.041237252619767,0,0,0,0,0,0,0
"283",0.539238046177548,0,0,0,2.46337865076075e-21,0,0,-2.51405252545518e-18,0.3606737159678,0,0,0,0,0.100088237854652,0,0
"284",0,0,0,1.15137648335489e-06,0.204869603870322,0,0,0.530553680370029,0.264575564383165,0,0,0,0,0,0,0
"285",0,0.169157947352943,0,0.0380667854335559,0.146748354055785,0,0,0,0.117548649917987,0,0,0.140173935408299,0,0.331911728754323,0.0563925990771066,0
"286",0,0.041818079633301,0,0,0,0,0,0,0,0,0,0.000716551353760215,0,0.957465369012939,0,0
"287",0.818277227637721,0,0,0,0,0,0,0,0,0,0,0.0439996430379186,0,0.137723129324361,0,0
"288",0.514725443728761,0.0925498832170268,0,0,0,0,0,0,0,0,0,8.53883010775591e-05,0.0327902914276279,0.359848993325507,0,0
"289",0.0217425922779096,0,0.245071243655508,0,0,0,0,0,0,0.0565634268631415,0.0970580818609094,0.163795607909494,0.415769047433038,0,0,0
"290",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",0.546655285328192,0.159227904776591,0,0,0,0,-8.73085096626348e-19,0,0,0,0,0.289862258801204,0,0.00425455109401296,0,0
"295",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",0,0.700719959450716,0,0,0,0,0.272554091257131,0,0,0,0,0,0,0,0,0.0267259492921522
"299",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",0,0.999606440028333,0,0,0,0,0,0,0,0,0,0.000393559971666649,0,0,0,0
"301",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302",0,0.298155683472822,0.306473323178461,0,0,0,0,0,0,0,0,0.395370993348717,0,0,0,0
"303",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304",0,0.465192637068943,0,0,0,0,0,0,0,0,0,0.534807362931057,0,0,0,0
"305",0,0.140643950755977,0,0,0,0,0,0,0,0,0,0.859356049244023,0,0,0,0
"306",0,0.295726599645695,0.13099356474796,0,0,0,0,0,0,0,0,0.573279835606345,0,0,0,0
"307",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"308",0,0.999573555462733,0,0,0,0,0,0,0,0,0,0.000426444537267042,0,0,0,0
"309",0,0.00341875052985194,0,0,0,0,0,0,0.120869530391729,0,0,0.875711719078419,0,0,0,0
"310",0.950362106946359,0,0,0,0.0496378930536409,0,0,0,0,0,0,-2.60145868140956e-18,0,0,0,0
"311",0,0.591013937666784,0,0,0,0,0.408986062333216,0,0,0,0,0,0,0,0,0
"312",0,0.999120641924907,0,0,0,0,0,0,0,0,0,0.000879358075093068,0,0,0,0
"313",1,0,0,0,8.53781540917962e-19,0,0,0,0,0,0,0,0,0,0,0
"314",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"315",0.656783555925318,0,0,0,6.09084356962151e-18,0,0,0,0,0.343216444074681,0,0,0,0,0,0
"316",0,-5.64005081615169e-18,0.126264163846267,0,0,0,0,0,0,0,0.0746835672581955,-4.90866659149632e-21,0.0571064783967861,0.741945790498751,0,0
"317",0,0.34498434819433,0,0,0,0,0,0,1.00388305854086e-21,0,0,0,0,0.616539579899994,0.0384760719056754,0
"318",0,1.08098525587769e-05,0,0.304452274643808,0,0,0,0,0.150467717681851,0,0,0.079486148856169,0,0.465583048965613,0,0
"319",0,0,0,0.986066850693976,0,0,0,-4.98134790353323e-18,8.00163030291367e-09,0,0,0,0.0139331413043936,0,0,0
"320",0.491236262220112,0,0.508763737779888,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",0.699538596638267,0,0,0.300461403361733,0,0,0,0,0,0,0,0,0,0,0,0
"323",0,0.0464709616386063,0,0.952800805866053,0,0,0,0,0.000728232495340336,0,0,0,0,0,0,0
"324",0,1.12320228660239e-06,0,0,0,0,0,0,0.302498385706545,-1.42130231384318e-19,0.255817699276594,0,0,0.441682791814574,0,0
"325",0.422047030098633,0,0.0249033447876947,0,0.0528710143901619,0,0,0.307247918048678,0.130478359292019,0,0,0,0,0.0624523333828128,0,0
"326",0,0,0,0,1.3509395338729e-05,0,0,0,0.295499221941384,-4.92855101347039e-20,0,0.0651056210170437,0,0.597790583587841,0.0415910640583921,0
"327",0,0.615831012425311,0,0,1.63170872907828e-17,0,0,0,1.09342828140602e-06,0,2.18973638627358e-18,0,0,0.384122390797939,4.55033484684033e-05,0
"328",0.99988325145417,0,0,0,0,0,0,0,0,3.69182972746492e-20,0,0.000116748545830083,0,0,0,0
"329",0,0.263145573587021,0,0,0,0,0.257946232326938,0,0,0,0,0,0.00969686392523194,0.469211330160809,0,7.67173340712607e-20
"330",0,1.28164509701988e-07,0,0,0,0.0247441931215336,0,0,0,0,0.776862435156909,0,0.198393243557048,0,0,0
"331",0.889208617490358,0,0,0,0.110791382509642,0,0,0,0,0,-1.92433781367499e-18,0,0,0,0,0
"332",0,0,0,0,0,0,0,0,0,0,0,0.00612755481089105,0,0.22419073452957,0.769681710659539,0
"334",0.254739634878169,0,5.11348009659215e-21,0,0,0.744981503212695,0,0,0,0,-8.58653574110349e-19,0,0.0002788619091369,0,0,0
"335",0.509833453499569,0.490166546500431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",0,0.999360247461113,0,0,0,0,0,0,0,0,0,0.000639752538886828,0,0,0,0
"337",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338",0.984809109054964,0.0151908909450359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",0.516332551887002,0.483607271739408,0,0,0,0,0,0,0,0,0,6.0176373589981e-05,0,0,0,0
"340",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",0,0.998983129100311,0,0,0,0,0,0,0,0,0,0.0010168708996887,0,0,0,0
"344",0,0.906564940246666,0,0,0,0,0.0262861015605334,0,0.0671489581928003,0,0,0,0,0,0,0
"345",0,0.429886072249935,0,0,0,0,0,0,0,0,0,0.570113927750065,0,0,0,0
"346",0,0.147957510056181,0,0,0,0,0,0,0,0,0,0.852042489943819,0,0,0,0
"347",0,0.936676068374605,0,0,0,0,0.0633239316253953,0,0,0,0,0,0,0,0,0
"348",0,0.139695089498796,0,0,0,0,0,0,0.0378789888846506,0,0,0.822425921616553,0,0,0,0
"349",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",0,0.999243014926255,0,0,0,0,0,0,0,0,0,0.000756985073744626,0,0,0,0
"351",0,0.292314565699101,0,0,0,0,0.707685434300899,0,0,0,0,0,0,0,0,0
"352",0.467422165423154,0.448458180236243,0,0,0,0,0.0841196543406033,0,0,0,0,0,0,0,0,0
"353",0,0,0,0,0,0,0.999086203170827,0,0,5.03537589105097e-05,0,0,0,0.000863443070262512,0,0
"354",0.77690025296441,0,0,0,0.22309974703559,0,0,0,0,0,0,0,0,0,0,0
"357",0.527173358698831,-8.32315228318202e-20,0,0,0,0,0,0,0,0,0,1.94960003809789e-20,0,0.472826641301169,0,0
"358",0.533370450840415,0.306634947565125,0,0,0,0,0,0,0,0,0,0.15999460159446,0,0,0,0
"359",0,0,0,0,0,0,0,0,0,0,0,0,0.327239802248431,0.671540954634947,0.00121924311662204,0
"360",0.587188494760004,0,0,0,0.0106926937642475,0,5.66329346810089e-05,2.55604871534521e-05,0.346075442267906,0,0,0.0559611757860075,0,0,0,0
"361",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",0.958793444064879,0,0,0.0412065559351207,0,0,0,0,0,0,0,0,0,0,0,0
"364",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"365",0,0,0,0.888462806349202,0,0,0,0.111537193650797,0,0,0,0,0,0,0,0
"366",0,0,0,0,0,0,0,0.731132695536916,0.268867304463084,0,0,0,0,0,0,0
"367",0.412045272835064,0.277015028270462,0,0,-5.70712732427472e-19,0,0,0,0.0287661048856541,0,0,0.0102761852833011,0,0.27189740872552,0,0
"368",0,0.000112428219734875,0,0,0,0,0,0,0,1.67439851660542e-18,0.0375364306536362,0.241442597344979,0,0.72090854378165,0,0
"369",0,2.97415199026618e-05,0,0,0,0,0,0,0.136252597845078,2.70306785246237e-19,0.277110587221899,0,0,0.58660707341312,0,0
"370",-1.01856184255584e-20,0,0,0,0,0.940316061613212,0,0,0,0,0,0,0,0.059683938386788,0,0
"372",0,0,0,0,0.622854027404171,0,0.376833192375016,0,0,0,0,0,0,-8.52680520799919e-20,0.000312780220813987,0
"373",0,0,0,0,0,0,0,0,0,0,0,0,0,0.815280303413968,0.184719696586032,0
"374",0,0,0.961494292584474,0,0,0,0,0,0,0,0,0.038505707415526,0,0,0,0
"375",0,0.207095291752451,0,0,0,0,0,0,0,0,0,-1.67985283006834e-22,0.391717032765333,0.34691939340462,0.0542682820775964,0
"376",0,0.859465472993622,0,0,0,0,0.13979004400109,0,0,0.000744483005288021,1.77882527682778e-18,0,0,0,0,0
"377",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"378",0,0.586653429054117,0,0,0,0,0.412813133771218,0,0,0,0,0.000533437174665056,0,0,0,0
"379",0,0.595143560002411,0,0,0,0,0,0,0,0,0,0.404856439997589,0,0,0,0
"380",0,0.972421369616226,0,0,0,0,0,0,0,0,0,0.000917818626831031,0,0,0,0.0266608117569432
"381",0,0.999012375203693,0,0,0,0,0,0,0,0,0,0.00098762479630714,0,0,0,0
"382",0,0.0756609670515528,0,0,0,0,0,0,0,0.924338288049253,0,7.44899193984022e-07,0,0,0,0
"383",0,0.998530258481929,0,0,0,0,0,0,0,0,0,0.00146974151807081,0,0,0,0
"384",0,0.142675618881588,0,0,0,0,0.0818458632325175,0,0,0.0437426355486057,0,0.731735882337289,0,0,0,0
"385",0,0.424537972791937,0,0,0,0,0,0,0,0,0,0.575462027208063,0,0,0,0
"386",0,0.268125537327956,0,0,0,0,0,0,0,0,0,0.731874462672044,0,0,0,0
"387",0,0.227782208253815,0,0,0,0,0,0,0,0,0,0.772217791746185,0,0,0,0
"388",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392",0,0.999644333993208,0,0,0,0,0,0,0,0,0,0.000355666006791982,0,0,0,0
"393",0,0.999827066886955,-2.5447148718326e-22,0,0,0,0,0,0,0,0,0.000172933113044958,0,0,0,0
"394",0,0.999499422350539,0,0,0,0,0,0,0,0.000500577649460976,0,0,0,0,0,0
"396",0.710137148024021,4.2353321167029e-07,0,0,0,0,0,0,0,0,0,0,0,0.28985367521688,8.75322588733222e-06,0
"397",0.749837572201087,0,0,0,0.250162427798913,0,0,0,0,0,0,0,0,0,0,0
"398",0,0,0,0,0.0864360242385478,0,0,0,0,0,0.0503894675188966,0.0443233174250324,0.818851190817523,0,0,0
"399",0,0,0,0,0,0,0,0,0,-1.07468890464825e-18,-9.47779477091162e-19,0.159594173260455,0,0.840405826739545,0,0
"400",0,0.0925399450557997,0,0,0,0,-8.31688406301304e-19,0,0,-4.38974904795369e-18,0,0.301990584127493,0,0.605469470816707,0,0
"401",0.66297337577302,0.33702662422698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402",0,0,0,0.636429931319884,0,0,0,0,0.363570068680116,0,0,0,0,0,8.56376653576685e-19,0
"403",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405",0.445607309718735,0,0,0.554392690281265,0,0,0,-6.82700369656014e-18,0,0,0,0,0,0,0,0
"406",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"408",0,0,0,0,0,0,0,0.618172085156626,0.381008129578044,0,0,0.000819785265329918,0,0,0,0
"409",0.765110880035503,0,0,0,0,0.000577356287051839,0,0,0,0,0.234311763677445,0,0,0,0,0
"410",0,0,0.221310114405602,0,0,0.601628729174194,0,0,0,0.118623794962298,1.09438027008792e-06,0,0,0.0584362670776358,0,0
"411",0.113513850671407,0,0,0,0,0.388234805739803,0,0,0,0,-1.00691841569426e-19,0,0,0.476636579010271,0.0216147645785183,0
"412",0.4863399521845,0,0,0,0.116511330004139,0.397148717811361,0,0,0,0,0,0,0,0,0,0
"413",0.832418393638854,0,0,0,0,0,0,0,0,0,0,0,0,0.155034204313661,0.0125474020474848,0
"414",0.692878858255819,0,0,0,0.197704487647789,0,0,0,0,0,0,0,0,0.109411132347344,5.52174904841788e-06,0
"415",0,0.000130336337234677,0,0,0,0,0,0,0,0,0,0,0,0,0.959575152506648,0.0402945111561174
"416",0.279196008347551,0,0.112384575955377,0,0.519461457627194,0,0,0,0,0,0,0,0.0889579580698777,0,0,0
"417",0,0.7142080825158,0,0,0,2.89849636947513e-18,0,0,0,0,0,0,0,0.2857919174842,0,0
"418",0,0.769027717631552,0,0,0,0,0.230972282368448,0,0,2.25621367457565e-19,0,9.39403620636921e-18,0,0,0,0
"419",0.137758884587976,0.862241115412024,-6.06341249492977e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
"420",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421",0,0.738200776658622,0,0,0,0,0,0,0,0,0,0.261799223341378,0,0,0,0
"422",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423",0,0.998860029689482,0,0,0,0,0,0,0,0,0,0.001139970310518,0,0,0,0
"424",0.450575962333735,0.522020393542659,0,0,0.0271688968485982,0,0,0,0,0,0,0.000234747275008147,0,0,0,0
"425",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426",0,0.27623594322501,0,0,0,0,0,0,0,0,0,0.72376405677499,0,0,0,0
"427",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428",0,0.949503080358009,0.0504969196419906,0,0,0,0,0,0,0,0,0,0,0,0,0
"429",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430",0,0.434771791328368,0,0,0,0,0,0,0,0,0,0.565228208671631,0,0,0,0
"431",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432",0,0.978268313836814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217316861631861
"433",0,0.999038157234962,0,0,0,0,0,0,0,0,0,0.000961842765038415,0,0,0,0
"434",1.55743064472448e-18,0.707867316831046,0,0,0,0,0,0,0,0,0,0.292132683168954,0,0,0,0
"435",0,0.691447620517208,0,0,0,0,0,0,0,0.308552379482792,0,0,0,0,0,0
"436",0,0.000499809206776088,0,0,0.180415294204611,0,0.819084896588613,0,0,0,0,0,0,0,0,0
"437",0,0,0,0,0,0.239656149760769,0,0,0,8.4878337652063e-19,0,1.71374711775558e-20,0.760343850239231,0,0,0
"438",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439",0.690607467607487,0.00384336349927686,0,0,0.299581513644391,0,0,0,0,0,0,0,0,0,0.00596765524884518,0
"440",0.146576254230526,0,0,0,0.1819662046117,0,0,0,0,0,0.0332901843337386,0,0.597880756368134,0,0.0402866004559017,0
"441",0,0.0218241547922455,0,0,0,0.91895639444089,0,0,0,0,0,0,0,0.0592194507668643,0,0
"442",0,0,0,0,0,0.392826860247609,0,0,0,0,0,0,0,0.607173139752391,0,0
"443",0,0.798436714339103,0.00212954282963582,0,0,0,0,0,0,0,0,0,0,0.199431137479949,0,2.60535131189575e-06
"444",0,0,0,0.532690638425255,0,0,0,0,0.441687857193514,0,0,0.0256215043812305,0,0,0,0
"445",0.812845887369892,0,0,0.187154112630108,0,0,0,0,0,0,0,0,0,0,0,0
"447",0.525363165546181,0,0,0.474636834453819,0,0,0,0,0,0,0,0,0,0,0,0
"448",0,0,0,1,0,0,0,-4.56762739536665e-20,0,0,0,0,0,0,0,0
"450",0.0756121852684657,0,0.0468749801258082,0,0,0,0,0.877512834605726,0,0,0,0,0,0,0,0
"451",0.296201273337479,0.263452251490707,0,0.108064891422791,0,0,0,0.0505779379594642,0.271380810467229,0.010322835322329,0,0,0,0,0,0
"452",0.658477019996057,0,0,0,0,0,0,0,0,0,0,0,0,0.341522980003943,0,0
"453",0.198888151874746,0,0,0,0,0,0,0,0.0398509268459974,0.159066049142935,0,0,0,0.602194872136322,0,0
"454",0,4.83352947497287e-18,0,0,0,0,0,0,0,7.71408276545391e-21,0.426191959294583,0,0,0.573808040705417,0,0
"455",0,0.0673478999434982,0,0,0,0.932652100056502,0,0,0,0,0,0,0,0,0,0
"456",0.528113899882445,0,0.405997546762029,0,0,0,0,0,0,0,0,0.000605549394078724,0,0,0.0652830039614475,0
"457",0,0,0,0,0,0,0,0,0,0,0,0,0,0.998413010170156,0.00158698982984428,0
"458",0,0,0.0381688952888899,0,0.96183110471111,0,0,0,0,0,0,0,0,0,0,0
"459",0,0.932091004241117,0,0,0,0.0679089957588835,0,0,0,0,0,0,0,0,0,0
"460",0,0.879175427522906,0,0,0,0,0.120824572477094,0,0,0,0,0,0,0,0,0
"461",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462",0,1,0,0,0,0,0,0,0,1.29467511835558e-19,0,1.73768352883817e-19,0,0,0,0
"463",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464",0,0.890889136912633,0,0,0,0,0.108324932051659,0,0,0,0,0.000785931035708036,0,0,0,0
"465",1,0,0,0,0,0,0,0,0,0,0,-2.29248129265792e-20,0,0,0,0
"466",0,0.359089676689369,0,0,0,0,0.23400803001441,0,0,0,0,0.406902293296221,0,0,0,0
"467",0,0.630971781457377,0,0,0,0,0.0554108542119686,0,0,0,0,0.313617364330655,0,0,0,0
"468",0,0.808741534417351,0,0,0,0,0.191258465582649,0,0,0,0,0,0,0,0,0
"469",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470",0,0.679798972804168,0,0,0,0,0,0.101504739660299,0,0,0,0.218696287535533,0,0,0,0
"471",0,0.219574841996185,0,0,0,0,0,0,0,0,0,0.780425158003815,0,0,0,0
"472",0,0.959147946696968,0,0,0.0408520533030325,0,0,0,0,0,0,0,0,0,0,0
"473",0,0.999050076456048,0,0,0,0,0,0,0,0,0,0.00094992354395193,0,0,0,0
"474",0,0.989165572427029,0.0108344275729714,0,0,0,0,0,0,0,0,0,0,0,0,0
"475",0,0.99932400828045,0,0,0,0,0,0,0,0,0,0.000675991719550134,0,0,0,0
"476",0,0.817310529035514,0,0,0,0,0.182689470964486,0,0,0,0,0,0,0,0,0
"477",0,0.642585362458031,0,0,0.357244125842228,0,0,0,0,0,0,0.00017051169974107,0,0,0,0
"478",0,0.531593429658237,0,0,0,0,0,0,0,0,-4.43432639301296e-19,1.19437463308367e-08,0,0.468406558398017,0,0
"479",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"480",0,0,0.982429695509783,0,0.0175703044902166,0,0,0,0,0,0,0,0,0,0,0
"482",0.623860202954815,0,0,0,0,0,0.376139797045185,0,0,0,0,0,0,0,0,0
"483",0,0,0,0,0,0,-4.65136422113928e-18,0,0,0,0.0748478105443861,0.163498601737919,0,0.668822719071783,0.0928308686459123,0
"484",0,0.000402881530017237,0,0,0,0,0,0.0445337772957188,0,1.96104784267474e-18,0.237860261217095,0,0,0.717203079957169,0,0
"485",0.4834911956759,0,0,0,0.230719216763368,0,0,0,0,0,0.00010308369003052,0,0.0746070853462809,0.21107941852442,0,0
"486",0,0,0,0,0.0589926566522494,0,0,0.00721631819679212,0.534595180896122,0,0,0,0,0.365355253637111,0.0338405906177251,0
"487",0,0,0.11757926931118,0.88242073068882,0,0,0,-8.39414159897771e-19,0,0,0,0,0,0,0,0
"488",0.994468012605411,0,0,0,0,0,0,0.00553198739458934,-8.54818504446707e-18,0,0,0,0,0,0,0
"489",0,0,0,0.71170823990107,0,0,0,0.288053751763943,0.000238008334987194,0,0,0,0,0,0,0
"490",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"491",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"492",5.59448369830532e-05,0,0,0.219522789886666,0,0,0,0.728499330385443,0.0519195402400572,2.39465085096937e-06,0,0,0,0,0,0
"493",0,0,0,0.131204569735088,0.123210788059978,0,0,0,0.101598761439433,0,0,0,0,0.643985880765501,0,0
"494",0,0.00687435203171906,0,0,0,0,0,0,0,4.13131299308033e-18,0.182287347043268,0,0,0.810838300925013,0,0
"495",0.325106244414274,0.0473327430160061,0,0,0,0.0541792902535004,0,0,0,0,0.488026525584189,9.90194350772844e-22,0,0.0853551967320313,0,0
"496",0,3.4051625012972e-05,0,0,3.69906434267657e-18,0.187085258219709,0,0,0,0.299685180574944,0,9.87535707411086e-09,0,0.513195499704977,0,0
"497",0,0,0,0,0,0.937637515942016,0,0,0,0,0,0,-2.91184664401328e-18,0,0.0623624840579845,0
"498",0,0,0,0,0.256929197026205,0,0,0.0733927074987097,0.0704406521128694,0,0,0.300217663173916,0,0.298804368654881,0.000215411533419968,0
"499",0,0,0.220151358292554,0,0.760198326189247,0,0,0,0,0,0,0,0,0,0.0196503155181992,0
"500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501",0,0.983594392744756,0,0,0,0,0,0,0,0,0,0,0,0.0164056072552436,0,0
"502",1,0,0,0,0,0,0,0,-5.1467768324885e-19,0,0,0,0,0,0,0
"503",0.904536636211689,0,0,0,0,0,0,0,0,8.27632361301729e-05,0,0.095380600552181,0,0,0,0
"504",0,0.999336091336932,0,0,0,0,0,0,0,0,0,0.000663908663067949,0,0,0,0
"505",0,0.839862608785559,0,0,0,0,0.158632428130574,0,0,0,-3.20605518745966e-19,0.00150496308386729,0,0,0,0
"506",0,0.0630192242476654,0,0,0,0,0.581042691288576,0,0,0,0,0.355938084463759,0,0,0,0
"507",0,0.32176678248992,0,0,0,0,0,0,0,0,0,0.67823321751008,0,0,0,0
"508",0,0.346655404989272,0,0,0,0,0,0,0,0,0,0.653344595010728,0,0,0,0
"509",0,0.9993950772814,0,0,0,0,0,0,0,0,0,0.000604922718599605,0,0,0,0
"510",0,0.875742125117545,0,0,0.123413061297717,0,0,0,0,0,0,0.000844813584738324,0,0,0,0
"511",0,0.900772819498388,0,0,0.0515226464391204,0,0.0462636067367199,0,0,0,0,0.00144092732577209,0,0,0,0
"512",0,0.0800287792945766,0,0,0,0,0.0367543996649332,0,0,0,0,0.88321682104049,0,0,0,0
"513",0,-6.7893626849717e-19,0,0,0,0,0.467950595518802,0,1.23779231292975e-19,0,0,0.532049404481198,0,0,0,0
"514",0,0.207139946686125,0,0,0,0,0.0731620931510958,0,0,0,5.47215130692092e-07,0.719697412947649,0,0,0,0
"515",0,0.811794284971369,0,0,0.0168221273680049,0,0.170586772468038,0,0,0,0,0.00079681519258882,0,0,0,0
"516",0,0.687092495773079,0,0,0,0,0,0,0,0,0,0.312907504226921,0,0,0,0
"517",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518",0.38830068190824,0.545457291651908,0.0662420264398518,0,0,0,0,0,0,0,0,0,0,0,0,0
"519",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520",0.418848821415752,0.508803556072317,0,0,0,0.0723476225119305,0,0,0,0,0,0,0,0,0,0
"521",0,0,0,0,0.827011114094592,0,0,0,0,0,5.14426208422005e-19,0,0.127075711086258,0.0458065129833677,0.000106661835782655,0
"522",0.239828771724465,0,0,0,0,0,0,0,0,0,0,0,0,0.760171228275535,0,0
"523",0.2605696703169,0,0,0,0,0,0.739412167627206,0,0,0,1.81620558944628e-05,-4.20083717351986e-18,0,0,0,0
"524",0.673193510857254,0,0,0,0,0,0,0,0,0.326806489142746,0,0,0,0,0,0
"525",0.443356259192512,0,0,0,0,0,0,0,0,0,0,0,0.354112473573215,0.202531267234273,0,0
"526",0,0,0,0,0,0,0,0,0.0810049468593601,0,0,0,0,0.918309038408318,0.000686014732322237,0
"527",0.999978115751132,0,0,0,0,0,0,0,0,0,0,0,0,2.18842488680569e-05,0,0
"528",0.837668463180989,0.0309643846903866,0,0,0,0,0,0,0.131367152128625,0,0,0,0,0,0,0
"529",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"530",0.974085788969046,0,0,0,0,0,0,0.0259142110309544,0,0,0,0,0,0,0,0
"532",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"533",0.911178966310382,0,0,0.0888210336896184,0,0,0,0,0,0,0,0,0,0,0,0
"535",0.243640441468531,0,0,0.466629776990012,0,0,0,0.289729781541457,0,0,0,0,0,0,0,0
"536",0,0,0,0.000106038913651804,0.0901210148790494,0,0,0.198860611879462,0,0,0,0,0,0.710912334327837,0,0
"537",0.373025796840903,0,0,0,0,0,7.14428483538719e-20,0,0,0,0,0.108364691915401,0,0.49286125054354,0,0.0257482607001562
"538",0.586709913308742,0.013541818167006,0,0,0,0,0,0,0,0,0,5.40694260733121e-19,0.0660830559047596,0.333665212619492,0,0
"539",0,0.0423224496195003,0,0,0,0,0.288296022547416,0,0,5.6150215856116e-06,0,0.0974102772694484,0.000266318028850914,0.571699317513199,0,0
"540",0,0,0,0,0,0.999899418296358,0,0,0,0,-1.24483728822558e-17,0,0.000100581703641823,0,0,0
"541",0,0,0,0,0,0,0,0,0,0,0,0,0,0.710596660129335,0.289403339870665,0
"542",0,0.0108746325793317,0,0,0,0,0.5083042237086,0,0,0,0,0,0,0.480821143712068,0,0
"543",0,0,0.611232105156589,0,0,0,0,0,0,0,0,0,0,0.388767894843411,0,0
"544",0.320191564109079,0,0,0,0,0.679767123969039,0,0,0,0,0,0,4.13119218815503e-05,0,0,0
"545",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546",0.639929968159214,0.360048870694468,0,0,0,0,0,0,0,0,0,2.1161146317996e-05,0,0,0,0
"547",0,0.836621725042089,0,0,0,0,0.163378274957911,0,0,0,0,0,0,0,0,0
"548",0,0.999021341526847,0,0,0,0,0,0,0,0,0,0.000978658473152822,0,0,0,0
"549",0,0.893176751607911,0,0,0.106256678916057,0,0,0,0,0,0,0.000566569476032034,0,0,0,0
"550",0,0.48346441413936,0,0,0,0,0,0,0,0,0,0.51653558586064,0,0,0,0
"551",0,0.975257320258889,0,0,0,0,0,0,0.0247426797411106,0,0,0,0,0,0,0
"552",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553",0,0.454021030671149,0,0,0,0,0.0887725911629091,0,0,0,0,0.457206378165942,0,0,0,0
"554",0,0.152189016542861,0,0,0,0,0,0,0,0,0,0.847810983457139,0,0,0,0
"555",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556",0,0.19177670178835,0,0,0,0,0,0,0,0,0,0.80822329821165,0,0,0,0
"557",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
