,02 NP-CT-L6b Glut,03 OB-CR Glut,05 OB-IMN GABA,06 CTX-CGE GABA,09 CNU-LGE GABA,10 LSX GABA,11 CNU-HYa GABA,12 HY GABA,13 CNU-HYa Glut,14 HY Glut,15 HY Gnrh1 Glut,19 MB Glut,20 MB GABA,24 MY Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
507,0.004973754798993468,5.548511433601379,5.209728050231933,0.00596918931696564,0.010856916103512049,0.02476202668622136,0.00244955891976133,0.0024438890744931997,0.005467624287120998,0.0022284966195002197,0.0014127809379715472,0.0023907876224257053,0.0013735899759922177,0.001955564535455778,2.189194679260254,0.011341031780466438,0.023582431860268115,0.6819432944059372,0.008150238171219825
508,0.0049406916834414,1.0431550920009613,24.15208740234375,0.012503178045153617,0.07469938285648824,0.07794529162347316,0.005964287486858666,0.012039555003866557,0.01141575425863266,0.006056638201698661,0.006808979250490666,0.006590091902762651,0.005255870777182281,0.0055053953779861334,0.06971224024891853,0.07589203268289565,0.0029911235091276468,0.00344208013266325,0.016151707060635092
509,0.0004109804256586358,3.9113975763320923,2.1451559543609617,0.0006251008104300127,0.006147990422323346,0.3158215045928955,0.00020529203247861006,0.00037963025679346176,0.00025558440102031456,0.000330304833187256,0.00014268438972067087,0.00016154614349943587,0.00013191893740440718,0.00015477778943022715,0.10468634143471718,0.010601938329637052,0.32590892612934114,0.0019662589649669824,0.001576411392306909
510,0.0011325664061587303,0.0039045570301823322,5.390011882781982,0.000984957453329116,0.0029405693290755156,0.007201561611145735,0.0009250249451724813,0.000894075952237472,0.0006911830889293924,0.001387173350667581,0.004649568255990744,0.0011368695471901447,0.0006168321764562279,0.0008369812392629684,0.05546199046075344,0.007524348772130907,0.04764189198613167,3.923319900035858,1.1879321396350861
511,0.009091151878237726,0.0019112767942715437,0.00042747045808937405,0.0013578235812019557,0.0008897459774743766,0.0006636588484980167,0.0031189952744171026,0.005234565446153284,0.0022460821899585428,0.011725448863580823,0.014115939661860467,0.05905094891786576,0.013935472164303065,0.009979904908686877,0.012882804870605469,0.0015965649159625174,3.5018741130828857,20.747775745391845,0.199009707570076
512,2.6386805075162556e-05,0.00020982850837754087,0.0001476308607379906,2.666229211172322e-05,5.5892288946779446e-05,2.8819736417062814e-05,1.664915071160067e-05,2.2104130584921227e-05,2.0728573417727603e-05,1.980066554096993e-05,1.9534460625436624e-05,2.5516655477986207e-05,1.8333037223783323e-05,8.749407015784527e-06,0.007213591411709785,0.0001469733841076959,0.00860558939166367,0.6692451715469361,0.00044947850255994126
513,0.0002060908307612408,0.0029029622208327057,0.0002252310652693268,5.5364497893606315e-05,0.0001762472384143621,0.0001939028785272967,4.631306546798442e-05,0.00013319291392690502,8.752142603043468e-05,0.00019712423818418756,0.00018238709526485763,0.00032566560548730195,0.00010717978548200336,0.00012422168219927698,0.02048148065805435,0.0005918210576055572,10.390336418151856,0.001626803178805858,0.0007971278886543588
514,0.0029812677996233104,0.002013906731735915,1.2189523458480835,0.001267644192557782,0.0014404716901481151,0.00205418550176546,0.0007343689474510029,0.0012530861306004227,0.0008540636015823112,0.001678455580258742,0.0007504218985559419,0.0016024814220145346,0.0007716165477177129,0.0007527150766691193,0.6476851135492325,0.003312882024329156,9.897043085098266,3.8257896900177,0.02539233034476638
515,0.004368890239857137,0.03438146114349365,16.107784080505372,0.004205288062803447,0.017137554567307235,0.025048153661191463,0.003282870212569833,0.005527069419622421,0.001909267989685759,0.003407878987491131,0.0017146163037978113,0.0018907885649241507,0.0019811118254438043,0.001479976944392547,0.9332313120365143,0.10780133269727231,0.23307198956608774,1.416385108232498,0.008459620084613562
516,0.0011225622729398312,0.08727588541805745,5.707341170310974,0.0032162476680241527,0.005749604012817144,0.16125417202711106,0.0009543218038743362,0.0015323638450354337,0.0007503355154767632,0.0013899762823712082,0.0007828541914932431,0.0013479028188157828,0.0007567954511614516,0.0011633286252617837,0.6261383444070816,0.008778972737491132,0.0030235187150537968,4.473365712165832,0.012732453504577279
517,0.004055392392911017,0.0023855943116359414,1.3569123923778534,0.005515872011892498,0.0052264322293922305,0.0665944129228592,0.0012284709315281363,0.003251051378902048,0.0011817973398137837,0.005078991129994393,0.013328410591930151,0.00404215317685157,0.0013286639121361079,0.00164118044776842,0.11802756115794182,0.0054612439591437585,11.501955366134643,4.949705481529236,0.011414622887969017
518,0.008814908843487502,1.6222546994686127,12.028916168212891,0.008703177375718952,0.013372350484132767,0.07022900506854057,0.002850875165313482,0.007128678401932121,0.0058260973077267405,0.00794763220474124,0.0032684297882951798,0.014522037608549,0.0027255523949861527,0.004558796645142138,0.17752799466252328,0.03873832412064075,0.2519854366779327,5.042306137084961,0.02657436653971672
519,0.0017814734601415694,5.074665904045105,4.433821105957032,0.002884195453952998,0.08066695742309093,0.03642434310168028,0.0023055713158100844,0.0028065725462511184,0.002844869822729379,0.003137709537986666,0.0005348060483811424,0.0021718572126701477,0.001370153622701764,0.0018487046647351236,1.1259684801101684,0.007255434943363071,0.0012189897650387138,0.0036118586082011465,0.0047868870897218585
520,0.001892146287718788,6.6891183137893675,3.4422346711158753,0.005230887955985963,0.015327766025438904,0.052991860918700694,0.0009672364336438477,0.003936667973175645,0.026309126522392035,0.0018309702107217162,0.0012052626523654908,0.0022671973798424005,0.0011971116706263273,0.0015358920965809375,0.26710848808288573,0.013896522717550397,0.002810718188993633,0.010318220593035221,0.8369562268257141
521,0.0035871568834409118,0.009339475072920322,11.189113140106201,0.006520763062871993,0.022886907029896975,0.011041430523619056,0.0034236885025165976,0.0029486452462151647,0.019040394853800536,0.0026061897980980578,0.0008594592829467729,0.0019871976226568224,0.001058723998721689,0.0016636026790365578,0.31254598647356036,0.05146091878414154,0.27425031512975695,0.00835062232799828,0.0045988504774868485
522,3.8712002606189344e-05,0.0013373678957577795,0.00015555616773781368,6.059650677343598e-05,4.6796290553174914e-05,6.559575522260276e-05,1.7671282785158836e-05,3.0651671750092646e-05,2.212131948908791e-05,4.888397161266767e-05,4.901918255200144e-05,2.1930208913545356e-05,5.673475334333489e-05,2.557297948442283e-05,0.0068562706001102924,0.00020839864228037187,0.000488777260761708,1.0766004860401153,1.7772184193134308
523,0.00026492566976230595,0.004433265537954867,0.4790463522076607,0.005881477403454483,0.0037340949987992645,0.0026170867728069424,0.00037331851781345903,0.0008250771119492129,0.00030650811386294667,0.00036626865185098725,0.0001164068962680176,0.0001260236109374091,0.00013585910710389726,0.00019897632082575001,1.563374549150467,1.4570238709449768,0.0008880045352270827,0.0022127020754851403,0.0012956477992702277
524,5.864213981112698e-05,0.012295809062197805,0.00013028618777752854,0.00012987374284421094,0.0003189111608662643,0.0001905411976622418,3.697100346471416e-05,0.0001895389759738464,6.194491743372055e-05,0.00019702213103300892,0.0001550875596876722,9.007412918435876e-05,0.0001387224459904246,0.00014418066493817605,2.183122289180756,0.0004993598675355315,0.00028522686188807715,0.0013366375002078711,0.0004326400623540394
525,0.0002871432952815667,6.9796706438064575,0.15745944529771805,0.0017674084927421063,0.0032414104440249506,0.0033482802333310246,0.0005765894835349173,0.0005716531828511507,0.0005224947672104463,0.0007788763410644606,0.0003547765634721145,0.0005761731154052541,0.0005338582734111697,0.0006750066066160799,1.79021754860878,0.002333791635464877,0.0005116251093568281,0.0027174434741027652,0.006411242345348
526,0.00023409069181070662,0.06167598441243172,4.927296376228332,0.0002878644067095593,0.0007541452680015938,0.0005167446855921298,0.00022990446668700316,0.0002584008878329769,9.169153090624605e-05,0.00016954673774307593,0.00020572813518811018,0.00021304489200701937,0.0002706439656321891,0.00017737636007950644,0.009324586018919945,0.011391837149858475,0.0025073084398172796,0.003153951885178685,0.0015328198089264334
527,0.001362018071813509,0.0024490650394000113,23.42700300216675,0.0017660031269770117,0.010371042508631944,0.0036578919971361756,0.0023776903399266307,0.0034210113459266726,0.001725043455371633,0.0032733373809605837,0.0010193026449996979,0.003411604219581932,0.001962426962563768,0.0024838471435941756,0.021381940599530934,0.02263072868809104,0.000702222005929798,0.0022406175150536003,0.0049272284377366304
528,0.0001296065325732343,0.0012499364966060966,6.811505436897278,0.00016652739213895984,0.0010770138236694039,0.00025452868576394396,0.0002692275738809258,0.0003173066303133965,0.0001728711184114218,0.0001988701827940531,0.00021083200699649753,0.0002336844197998289,0.00017726948062772862,0.0002093746399623342,0.0041693188715726135,0.0023720055934973064,0.0003739654639502987,0.7719248950481414,0.0035730928997509182
529,7.551062990387437e-05,0.00117546406108886,3.393409812450409,8.242889271059539e-05,0.00047690134524600584,0.0002103297993016895,0.00013067298859823496,8.376626065000892e-05,6.046400412742515e-05,8.42797107907245e-05,3.8406476051022764e-05,7.268423796631396e-05,4.768738999700872e-05,5.867840518476441e-05,0.0044652950717136266,0.0013628258486278356,0.0002476085588568822,0.0004826211879844778,0.00036715854948852214
530,0.00027811284526251255,0.004094658745452761,7.603582096099854,0.0004094164454727434,0.0015267280221451073,0.0009254574222723023,0.00040072034753393384,0.0006325506925350055,0.00030371303873835134,0.0003295718197477982,0.0001907683239551261,0.00034031600371235986,0.0003456631049630232,0.00033977724815486,0.011305864807218314,0.0051886076806113126,0.005801962898112834,0.5473668575286865,0.0016854381537996233
531,0.0011094770277850332,0.0017451444175094367,11.204860162734985,0.0010292642749845982,0.010390004003420472,0.002718257752712816,0.0015723208256531508,0.00108375507988967,0.0013252190663479268,0.0019799551810137928,0.0010231962252873928,0.002054428379051387,0.0012293188483454287,0.0016353860555682333,0.007802819926291704,1.6896977722644806,0.0006903273024363443,0.0009116892411839217,0.0035904540796764194
532,0.0011361054261215032,0.012311034509912134,15.60536994934082,0.0010778850060887636,0.006971044535748661,0.0019969084882177413,0.0021001146407797935,0.002583243197295815,0.0011823851498775184,0.0015722848940640688,0.0009219867963111029,0.0015766555268783124,0.0010283078067004682,0.0013380077201873065,0.00834987903945148,0.8077877849340439,0.0004577146624797024,0.0007491778989788145,0.00396618990926072
533,0.003847606631461531,0.002763972745742649,36.40298919677734,0.006251686369068921,0.03936749789863825,0.011137752560898662,0.026234380062669517,0.00847297697328031,0.004329895158298314,0.01258966475725174,0.002808258787263185,0.0062076105969026685,0.004376684315502644,0.00467306247446686,0.011507494142279029,0.06192496195435524,0.0006733581714797765,0.0021661044796928764,0.01121611250564456
534,0.00021396994998212904,0.0009349792817374692,7.740385913848877,0.0003613117674831301,0.0025458617368713026,0.0007970910286530854,0.0006894529971759767,0.0005798410769784823,0.00033361648675054315,0.0006216558453161269,0.0002500187052646652,0.00023952248811838218,0.0002528889061068185,0.00019138108764309438,0.0060963867465034126,0.013859329652041197,0.0006874403479741886,0.0028463466092944144,0.0008845182892400771
535,0.0002643642626935616,0.0011391418578568847,11.149525690078736,0.0002888656279537827,0.002318516408558935,0.0005515321186976508,0.00036272048164391895,0.0004117726974072866,0.00024511950032319875,0.00019934282681788318,0.00024071105362963866,0.00039308500126935544,0.00018233697846881114,0.00014780518031329848,0.021176263969391585,2.2085257530212403,0.0018598791619297117,0.001674311317037791,0.0009461103007197381
536,0.00427247928455472,0.0038182377349585297,18.128161430358887,0.0023459387943148614,0.010550454957410693,0.005705970339477062,0.0016803695587441325,0.004437648551538586,0.0012134045886341483,0.0045289270579814914,0.0018284479621797803,0.0026612820103764537,0.0012759204721078277,0.001617956825066358,1.967905879020691,1.3336164891719817,0.005851543601602316,0.003204189392272383,0.004488070984371007
537,0.0011021887825336308,0.0038390211295336483,16.586260032653808,0.0018679812666960063,0.01118444399908185,0.002862927061505616,0.001868152216775343,0.002349554735701531,0.0009052750887349248,0.0010658711660653352,0.0008327824965817854,0.001409874961245805,0.002027839736547321,0.001588193658972159,0.009427693951874972,0.027838577423244713,0.007963134627789258,0.004325571423396468,0.003444759442936629
538,0.002417391154449433,0.006210956815630198,32.4610689163208,0.0029398060869425535,0.021854523196816446,0.008497051196172833,0.005507508339360356,0.006838688673451543,0.004359146812930703,0.005404271720908582,0.0021928121452219783,0.005756882485002279,0.0032321203849278394,0.003277959884144366,0.02733626076951623,0.05350377354770899,0.0010800907330121847,0.0023472023429349067,0.5405834734439849
539,0.005696543026715517,0.005120137031190098,44.21740455627442,0.005445512058213353,0.04269962646067142,0.01395984385162592,0.014979688962921501,0.011610014317557217,0.006947824079543352,0.011777495685964824,0.009687508549541236,0.00951986233703792,0.008998927799984813,0.015661261836066843,0.011180438566952944,0.07032888680696488,0.0015082913509104402,0.0038204580545425416,0.015615788381546737
540,0.00038656911492580554,0.0009615095797926188,14.356908988952636,0.0003614721616031602,0.003001940087415278,0.0007387427642242983,0.0007846453809179366,0.0006518133595818654,0.0005778809223556891,0.0007735447841696442,0.0002560819091740996,0.0007680450886255131,0.00042125620966544376,0.00022370004444383085,0.004314079228788614,0.006617852346971632,0.0027056119171902536,0.0005387578450608999,0.0011817785096354782
541,0.00010487957733857911,0.0011178965447470545,6.976342749595642,0.0003858410665998235,0.0013742731069214642,0.0004986199899576605,0.00020480507228057832,0.0002655554679222405,0.0001612622341781389,0.000322111883724574,7.838494202587754e-05,0.00021715420589316637,0.00015932257374515758,0.00011003920481016394,0.008241656702011824,0.0034139452036470175,0.0003626491452450864,0.0011209435935597867,0.0047955088783055546
542,0.0003694643106427975,0.001626793941250071,13.493821048736573,0.0006796830799430609,0.003195055655669421,0.0009388020233018324,0.0012459276302251964,0.0008458667405648157,0.000455650566436816,0.0007873352180467919,0.00016870679464773276,0.0011279063939582557,0.0005572037131059915,0.0006097793724620715,0.010252252314239742,0.008833501441404223,0.00030961134762037547,0.003446733090095222,0.0016640952031593771
543,0.0018093796563334766,0.6241460889577866,20.56155319213867,0.003941606741864234,0.01578593337908387,0.0034981247503310447,0.003131326206494123,0.00330261365743354,0.0018805526779033246,0.002659510588273406,0.001764005934819579,0.0035339193185791374,0.003299501456785947,0.0018670335644856097,0.012482937844470143,0.02306064302101731,0.009956023376435042,0.238132506608963,0.004090535291470587
544,5.871263256267412e-05,0.001342791988281533,0.00022784672037232668,6.55447587632807e-05,0.0002180712988774758,0.00019283492074464447,0.0001081393267668318,3.607788330555195e-05,4.682632679759991e-05,4.329158309701597e-05,2.0335423232609174e-05,4.625977398973192e-05,0.0001359070978651289,7.714612256677355e-05,2.783908462524414,0.00035567691375035796,0.0001142141642048955,0.0004025741043733433,0.0002886727568693459
546,0.00015418831244460308,0.008101077703759074,1.3163655340671538,0.5370823234319687,0.0009661469171987847,0.0012134764401707798,0.00013743496529059485,0.00016900103582884185,8.274300926132127e-05,7.77889414166566e-05,5.093777581350878e-05,7.798714068485424e-05,6.691811358905397e-05,5.1875480312446595e-05,3.307693088054657,0.0038367168861441316,0.00027665588131640104,0.0011642067809589207,0.00118507010047324
547,0.0012772698944900184,4.031542325019837,1.5518235325813294,0.0031138713005930186,0.01027003419585526,0.003332640416920185,0.0006483749137260019,0.0009179120155749842,0.0018826946150511505,0.0024366813246160745,0.0007094228581991047,0.0006930545117938891,0.0016316749271936715,0.0008621670684078709,2.7102015018463135,0.009197014849632978,0.0008306036615977064,0.004252815758809448,0.004090275010094046
548,0.005736871506087482,16.05377769470215,1.5643021166324615,0.007925585960038006,0.016614139452576636,0.01682581175118685,0.0018385824689175934,0.003951921639963984,0.005850859079509974,0.0022690562647767368,0.0008309977420140058,0.0014700936211738736,0.003081041399855167,0.0019789426936767996,0.8656226903200149,0.006629078462719917,0.047195665352046494,0.0032237343024462462,0.0285225598141551
549,0.008249583654105663,6.814381790161133,14.849904870986938,0.013711595255881549,0.08067747503519059,0.23323144316673278,0.009746118821203709,0.011265362612903118,0.00759191841352731,0.013515605498105288,0.009295474737882614,0.00769773970823735,0.004601372871547937,0.01257989639416337,0.27409168630838393,0.05167384706437588,0.6742200165987015,1.8834831655025481,0.020675020292401314
550,0.000469532998977229,0.32374459207057954,7.426798725128174,0.0009369428997160868,0.004653105046600103,0.25573069155216216,0.00035759794991463423,0.0009302991791628302,0.0003815036136074923,0.0005258472810965031,0.0003344570068293251,0.0005055429675849155,0.0002839094537193887,0.0003338844966492616,0.26543533354997634,0.007554707513190806,0.003227219020482153,0.0012694466509856285,0.002686781366355717
551,0.0025990303722210227,3.987527298927307,10.481990480422974,0.0039511369308456775,0.016634741332381964,0.009960320172831416,0.0020912473206408325,0.002315179887227714,0.0008770373766310514,0.002682641556020826,0.0008510401123203338,0.0015042204409837724,0.0007117339700926095,0.001085123122902587,0.06632432229816913,0.014081101212650538,0.09561471529304982,0.006918916944414377,0.02076569674536586
552,4.528649096755544e-05,0.001008692110190168,0.0003639704475062899,7.732071135251317e-05,9.796839513001033e-05,0.00011303200444672258,2.6398423779028237e-05,4.784732464031549e-05,5.1115162386849994e-05,5.33726913999999e-05,3.716173632710707e-05,3.93025564335403e-05,3.96096214899444e-05,3.574545844458044e-05,0.008257757453247905,0.0003353749911184423,3.129727673530579,0.2633772283792496,0.0015162881347350777
554,0.0008452893496723846,0.0007172341196564957,0.00044037113839294766,0.0002841657042154111,0.0002539302324294113,0.00024113315957947635,0.00014343541770358572,0.0006671648414339871,0.001095803949283436,0.0007324239355511964,0.0006705325416987762,0.0006861820002086462,0.0005953930754913017,0.0003048615879379213,0.058780514262616636,0.0014484453655313702,16.798327732086182,1.335844361782074,0.0160325413569808
555,0.00019836291467072444,0.0003001503646373749,0.00015277515922207385,4.201932588330237e-05,8.397343335673214e-05,7.025866034382489e-05,5.0583598567754966e-05,0.00018908095298684203,7.720645917288494e-05,0.0001253283306141384,0.00016141268642968498,0.00018737122009042652,0.00010635588041623123,0.00010302736518497114,0.008447300549596548,0.0005170305754290894,12.846890640258788,0.0019717323943041266,0.001081698841881007
556,0.008401032350957394,0.05079415086656809,4.792831134796143,0.008481710404157638,0.017274528928101062,0.019272931944578887,0.0019591445161495358,0.002413801045622677,0.002472534484695643,0.0031840262119658294,0.0012630005658138543,0.0025237311492674053,0.0011444931151345372,0.0025898233521729707,0.6712427973747254,0.02367848427966237,9.88458080291748,0.006308424728922546,0.09254901744425297
557,0.0007406244025332853,0.629147931933403,7.692994689941406,0.005037241615355015,0.005535830766893924,0.06794133596122265,0.0006077502417610958,0.0011230687610805036,0.0005053573870100081,0.0009495391830569134,0.0003678284047055058,0.0006471473228884861,0.0004351188152213581,0.000596700981259346,0.28748136162757876,0.008348755864426493,0.33864109963178635,0.9537340342998505,0.004211371135897935
558,0.0006534478743560612,0.0005027526378398762,0.0002572889206930995,0.00017132064240286127,0.00013788814540021123,0.00014414000397664495,0.000270684261340648,0.0004657373036025092,0.00025119586352957414,0.0007800468476489187,0.0010131276329047977,0.0012064170907251537,0.0004051201642141678,0.0003811284055700526,0.01029301225207746,0.0005394856125349179,6.148621535301208,7.1493476867675785,0.016607741918414833
559,0.0035937705310061575,0.9157783418893815,4.93695604801178,0.014370291493833065,0.008310392405837775,0.12524693384766578,0.002074507938232273,0.0022282518446445467,0.005096137849614024,0.0027146121487021447,0.0008221546944696456,0.002765875426121056,0.0010938202671241016,0.0012253757391590624,0.08275315947830678,0.010496399411931635,6.646896719932556,0.05481211598962545,0.004798134439624846
560,0.013711387617513537,3.8590113878250123,11.753453731536865,0.010916554275900126,0.05271130297333002,0.38246246576309206,0.005221808492206037,0.007266980456188321,0.008328565396368504,0.008910571970045567,0.007696710317395628,0.005499310069717467,0.004375246446579694,0.034272425994277,0.16170863807201385,0.7208915621042251,0.12561321780085563,0.022406320739537477,0.009240190405398608
561,0.0037688624113798148,3.9126060366630555,7.386778426170349,0.01594076119363308,0.011191811179742217,0.11070169657468795,0.001492312940536067,0.003272964607458562,0.001624051871476695,0.0017011615622323007,0.0015888096822891384,0.0014307161793112755,0.0009667385544162244,0.002625818457454443,0.25278494507074356,0.03110225675627589,0.004164832457900048,0.23834388628602027,0.006119431462138891
562,0.004382824804633856,7.747791266441345,10.65907163619995,0.027426246646791698,0.024484380148351192,0.05645452030003071,0.0025566304102540016,0.011011757981032133,0.005744819878600538,0.006757045607082546,0.008782233670353889,0.005378885101526976,0.0030625708866864445,0.004981413786299527,0.14947988241910934,0.030716620199382306,0.014965200098231435,0.0032372755464166406,0.011889930022880435
563,0.0001031827927363338,4.751977872848511,0.00028903031488880515,0.0003366181132150814,0.0004760657218866982,0.0010631005745381117,7.714618877798785e-05,0.00031333593360614035,0.00022169591611600483,0.00021010294512961993,7.845252403058112e-05,0.0005129843048052862,0.0004538261171546765,0.00020275760762160646,0.5648356765508652,0.000541406637057662,0.00016757370394770987,0.0005945215321844444,0.0008767872670432553
564,0.0001158094790298492,0.0011377299029845746,2.1941280007362365,0.061953074671328066,0.003723522392101586,0.0008555144275305792,0.00011738782304746565,0.00025542915245750923,5.979651687084697e-05,0.0002334816788788885,0.0004153401299845427,0.0001116840445320122,8.811576117295772e-05,8.224766243074555e-05,0.05569784324616194,0.002174473344348371,0.0009219321509590372,0.0039149857359007,0.0017827233998104933
565,0.00028157630295027046,0.0041311208857223395,0.0005869191867532208,0.00030070254433667287,0.0003790467148064636,0.00017620237413211727,5.995268602418946e-05,0.00024942028394434604,0.00015986263751983644,0.00011435974774940407,6.189235682541039e-05,0.00017611263538128697,5.591165700025158e-05,0.00010240131923637819,0.013145785965025426,0.0022426014416851102,0.0012382924323901534,1.5104112148284912,0.001273814350133762
566,0.000427084747934714,3.970434832572937,0.20342114344239234,0.0019058736332226544,0.001015896536409855,0.0014705297129694373,0.0013012176554184408,0.0013752574566751718,0.0006975742580834777,0.0005580437486059965,0.0011239924875553696,0.0010351331380661576,0.0016883741831406952,0.0032497582375071946,0.024822396133095025,0.0008362214459339157,0.00073942054877989,2.108575177192688,1.2537726759910583
567,0.0011652287968900055,0.0473928052932024,15.766411113739014,0.003001454833429307,0.018879554886370897,0.0030448236735537647,0.011754258209839464,0.0022369563463144003,0.002050870843231678,0.003018847410567105,0.0010392474243417383,0.0016062975744716825,0.003710955916903913,0.004943475988693535,0.011285446025431157,0.011907342169433833,0.000676260219188407,0.0039030784857459365,0.006149883288890125
568,0.00016124522881000303,0.0008080040686763823,5.947084546089172,0.00025852688704617325,0.0010605654329992832,0.0005921947333263234,0.0002470232670020778,0.00028180445515317847,0.00021617854363285006,0.00019861094406223856,7.125127594918013e-05,0.0003309211926534772,0.000280240221763961,0.000551893241936341,0.007490116264671088,0.0026123121962882577,0.0005404381052358076,0.005550318630412221,0.0003980610475991853
569,5.072627209301572e-05,0.0026864317245781423,1.0832644701004028,6.947976653464139e-05,0.0003561119752703235,0.0001908629812533036,7.349837069341447e-05,0.00010258861038892064,0.00011070730033679867,8.434880255663302e-05,0.0001139337462518597,0.00011483258640510031,5.7862085122906136e-05,5.251217735349201e-05,0.01210349602624774,0.0005874457128811628,0.0011500167543999852,0.002397335204295814,0.0005610016494756565
570,0.0003365171534824185,0.0016763236664701254,6.125407195091247,0.0004971870454028249,0.0009655035071773455,0.0005989764322293922,0.0011474465602077544,0.0009395731700351462,0.0005394676758442074,0.0007697576133068651,0.0002648914451128803,0.000828848549281247,0.00089437430142425,0.0004790358594618738,0.005576924863271416,0.0025524732074700294,0.0009587257605744526,3.49452668428421,0.009094431903213263
571,0.00026877985656028616,0.002768516563810408,8.513226413726807,0.0004114070063224063,0.004786623106338084,0.0009066177881322802,0.004785032337531448,0.0008289539575343952,0.0010832228988874703,0.0010375839774496853,0.00015523244583164343,0.00037181196676101537,0.00030598062003264206,0.0003703225316712633,0.015376020176336169,0.005193371162749827,0.000852338841650635,0.003783226921223104,0.004680239688605071
572,6.878968088130932e-05,0.0016080673260148615,4.177553796768189,0.00013384401390794664,0.0007607741834362968,0.0003994265061919578,0.0001423883870302234,0.00022278776377788746,8.462417754344642e-05,0.00017411052758689038,0.00023209554710774684,0.00014049305464141072,8.848392608342692e-05,7.20585543604102e-05,0.006896836264058947,0.010569863114506006,0.0003536187839927152,0.0009712747210869566,1.2121654391288756
573,0.0012151111150160432,0.00203595997299999,14.863147830963134,0.0008509507460985333,0.005860190093517304,0.0017084352904930711,0.0017802421934902668,0.0018532911664806307,0.0011963182070758194,0.001965553255286068,0.0005779950792202727,0.0012892002472653986,0.000952437537489459,0.0008353072335012257,0.007350723631680012,0.09229372441768646,0.0008871133060893044,1.9568310141563416,0.004160568560473621
574,0.0012270681792870164,0.005835201614536345,17.7352596282959,0.0023129075882025066,0.007777221594005824,0.004333162680268288,0.0025891315075568856,0.0038909377646632495,0.001212237065192312,0.003916128538548946,0.0013014223484788092,0.0023493467830121516,0.0016580839990638196,0.004659039434045553,0.8000961452722549,0.017355736903846265,0.0013035127019975334,0.001734163361834362,0.003033471608068794
575,0.002067500271368772,0.002023788751102984,20.358370876312257,0.001610094093484804,0.010004775784909726,0.0031123633263632653,0.0058159501757472755,0.003563789196778089,0.001676343847066164,0.002672625530976802,0.0024244308704510333,0.004085272806696594,0.0018525852647144347,0.001302630320424214,0.008939723391085863,0.02338207485154271,0.00445263646543026,0.0014888123259879649,0.0038641776307486
576,0.0017815792234614491,0.002201657753903419,23.949226760864256,0.0019258160202298314,0.01694341916590929,0.004769202810712159,0.0043410963146016,0.004386642528697848,0.0024988361285068097,0.003684368752874434,0.003632262395694852,0.004221789329312742,0.0019346227520145476,0.002408398187253624,0.03795329090207815,1.498146837949753,0.02788045769557357,0.002206126123201102,0.006333198887296022
577,0.0020436279592104256,0.0025919483858160676,17.891369152069093,0.0012754468829371036,0.012386258784681558,0.004258042527362705,0.002225372532848269,0.0032773951650597157,0.0017483612231444568,0.0029348591808229687,0.0005151430086698383,0.002296419022604823,0.001284774683881551,0.0016720020037610083,0.028230327274650337,1.3865860939025878,0.0017229932476766408,0.01685651671141386,0.005276306183077395
578,0.0013646164210513235,0.0020607351325452328,3.9578670859336853,0.0006397605291567743,0.004625890287570655,0.002849806158337742,0.0007089168240781874,0.001109261519741267,0.0004657034165575169,0.0007918130228063092,0.00018242321821162477,0.0005576702213147656,0.0003091944177867845,0.00022668309829896316,4.377753281593323,2.107473063468933,0.0029315462219528855,0.0025851663434877993,0.0025084387394599616
579,0.0010855442669708282,0.003562675113789737,12.429271554946899,0.0016426056623458864,0.005949276848696172,0.0018268485087901353,0.0029258412308990956,0.0022007781197316946,0.0006079199549276382,0.0011854934215079994,0.000888316027703695,0.0013081220735330135,0.0010118500969838351,0.000600376827060245,1.6402990818023682,0.027732782624661924,0.009917713049799205,0.015240756329149008,0.010907658003270626
580,0.0028477063635364177,0.0029232858680188654,33.23551292419434,0.0029392666998319327,0.02259908029809594,0.004913365538232029,0.010204494930803776,0.006243520206771791,0.0036572785815224052,0.005738418991677464,0.001891667122254148,0.004612261871807277,0.0030098725110292435,0.0031235541217029096,0.008582076570019127,0.5321129322052002,0.0030222779023461044,0.28374064415693284,0.009826736850664021
581,0.0023824854055419565,0.0015021365194115787,35.98056621551514,0.002594970993231982,0.034486908279359345,0.005038579762913287,0.006229288782924414,0.00425321024376899,0.003757163998670876,0.004046161798760295,0.0029933683923445645,0.0036599176470190286,0.0026557826437056064,0.00219104562420398,0.005641534924507141,0.051029504090547566,0.00039343576645478606,0.0009124449075898157,0.006011891178786755
582,0.001068037486402318,0.0008841295872116462,13.218041610717773,0.0006400702492101118,0.0068589056143537165,0.0020662104245275257,0.003953936323523522,0.0021162542048841714,0.0007517755235312507,0.00161033101612702,0.0009622430719900877,0.0023798255482688547,0.0013760430621914566,0.0016029967984650284,0.00598059082403779,0.009415553556755185,0.0010584411851596088,1.4761590719223023,0.0025598445907235147
583,0.0008528846636181698,0.0019908218120690438,20.17374086380005,0.000818166247336194,0.009546439349651338,0.002057407598476857,0.0017462881573010237,0.002656372857745737,0.001369651034474373,0.0014618209039326758,0.0005450082011520862,0.001704450440593064,0.0009399721573572606,0.0019694394781254233,0.004928549379110337,0.021478456538170577,0.00032260682637570427,0.001057822332950309,0.0023141350131481884
