,02 NP-CT-L6b Glut,03 OB-CR Glut,05 OB-IMN GABA,06 CTX-CGE GABA,09 CNU-LGE GABA,10 LSX GABA,11 CNU-HYa GABA,12 HY GABA,13 CNU-HYa Glut,14 HY Glut,15 HY Gnrh1 Glut,19 MB Glut,20 MB GABA,24 MY Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
24,0.000918747263494879,0.006319684954360127,2.0624280333518983,0.0008171110064722597,0.0025853216066025198,0.006470604171045125,0.0007321420358493924,0.004973131814040244,0.0008924756140913815,0.0019604176457505675,0.0007449225842719898,0.001074940210673958,0.000503404252231121,0.002703463088255376,0.033938735537230966,0.012843853654339911,0.004463257128372789,3.0122597336769106,1.7172668516635894
25,0.00041129878227366137,0.007194325793534517,0.8030564039945602,0.0009795846097404137,0.005378587660379708,0.30498610287904737,0.0002834102386259474,0.0004915983256069012,0.00024262187798740342,0.0010214164562057705,0.0017920470330864192,0.00032817968603922055,0.00025258294044760987,0.0005383731186157092,0.033169610984623434,0.0031558667891658848,1.2299024760723114,1.6306390523910523,0.0034734846791252493
27,0.00013273293952806856,0.0029968576855026186,0.002588153991382569,0.00027849785692524165,0.0003802283710683696,0.0006106475280830637,0.00010327216150471941,0.0001514142546511721,9.504784975433722e-05,0.00036648623645305637,0.00020979869514121675,0.00023477630747947842,0.0001497225050115958,0.00010853416279132945,0.008141534309834242,0.00043462035246193413,0.0013992441527079793,1.2082443714141846,0.0007477285544155166
34,0.001282401807839051,0.005742109706625343,1.8097159147262574,0.00784543687477708,0.005775486165657639,0.016787296254187824,0.0011064450722187758,0.0010165011044591665,0.0008447239990346134,0.0011381024669390172,0.0007165144023019821,0.0007090847182553262,0.0008200211130315439,0.00035769467940554027,1.3660472869873046,0.003305342607200146,4.146209740638733,0.01407529078423977,0.004786831187084317
35,0.001708158920519054,0.3553244650363922,6.924060964584351,0.0014878724410664291,0.009477788675576448,0.002326544502284378,0.0011998311674688011,0.0011252769327256829,0.0010779900359921158,0.0010675398982129991,0.0007704063988057897,0.001551196601940319,0.0008813330554403364,0.0019102500344160944,0.06187569350004196,0.007355519710108638,0.007579664885997772,2.812810516357422,0.01660515842959285
36,9.543759369989857e-05,0.0019351176742929965,1.1545797884464264,0.0002540924557251856,0.0009892761998344212,0.000480114457604941,3.404377875995124e-05,0.00012800603362848051,7.401718285109382e-05,6.391854603862158e-05,3.9694347833574284e-05,7.20862728485372e-05,6.811658968217671e-05,6.73066981107695e-05,0.022139601036906244,0.0005877677467651665,0.0035441011423245072,0.0006980241101700813,0.0006681206781649962
37,0.0006193885492393747,0.0547446059063077,5.748755717277527,0.0015835857717320322,0.005979565577581525,0.16195618957281113,0.0007503956207074225,0.0008915044745663181,0.000592619925737381,0.0017999583156779412,0.0017059511388652026,0.0006307530915364624,0.0010035603307187557,0.0009117644571233541,1.3350385069847106,0.0073818648932501675,0.007773264590650797,0.0013243068009614945,0.00255899898475036
38,0.0004205676828860306,3.2953659296035767,0.7712715327739715,0.00033440905826864764,0.0023148046457208693,0.0044699389254674315,0.00020512645278358832,0.0013659914606250823,0.0003057018140680157,0.00022346432524500415,0.00012436058168532326,0.000159303597320104,0.00016332880113623105,0.00012572056984936353,0.03446657545864582,0.0022229466238059105,0.0023756030248478057,0.016668759379535915,0.0020748536451719703
39,0.0011101306590717286,2.804016101360321,0.4612071022391319,0.002118820417672396,0.019078757241368295,0.23198647499084474,0.00043815543467644606,0.0007561354927020147,0.0006402708619134501,0.000623400488984771,0.0005484842200530693,0.0005010034888982773,0.0002752545668045059,0.00029237218986963856,0.05215585958212614,0.03701799530535936,0.073573899269104,1.0468441843986511,0.0025069848401471973
40,0.0013052945025265217,0.10139383748173714,5.871691441535949,0.0021792698418721555,0.005731453932821751,0.031116207502782347,0.0006538033456308767,0.0020273681031540034,0.005165460170246661,0.003868517687078566,0.0007514191674999893,0.0011053752212319523,0.0005491480260388927,0.0009356887574540452,0.06223445367068052,0.006191869080066681,0.0016480669262818992,1.3901251256465912,0.005507875536568463
41,0.0014648794138338416,4.071233463287354,0.0016726198373362422,0.001325274264672771,0.002759537089150399,0.009701969334855677,0.0005438056512502954,0.0016278741997666657,0.000732689251890406,0.001947053283220157,0.000704272062284872,0.0016361001413315536,0.0012506673287134618,0.0006899177271407098,1.0303099751472473,0.9407363951206207,0.006318400520831347,1.8195581138134003,0.004950768384151161
42,0.0007669620739761741,7.645131587982178,0.00029115071520209314,0.0006737685383995995,0.001211846829392016,0.0017765165830496699,0.00030784944392507895,0.0006574109516805038,0.0005965975462459028,0.0005461651016958058,0.0005643983371555805,0.0005861104087671265,0.0008390810544369742,0.0005709044868126512,0.7969860672950745,0.0016855317226145416,0.003562031814362854,1.802781218290329,0.003985686204396189
43,0.00029245403566164897,2.1387163043022155,0.48871890902519227,0.08899511285126209,0.0011497856641653926,0.0028605370898731053,0.0003443749199504964,0.0002882060143747367,0.00031376041588373484,0.00020871090746368284,0.00017986360617214814,0.00023065928544383497,0.00011093980028817896,0.0002473074477165937,0.02878666901960969,0.0022298397729173304,0.001165761152515188,0.0017883348802570254,0.0019896386307664215
44,0.0009606758219888434,3.490399181842804,0.259885860979557,0.002289678214583546,0.005762667395174503,0.017237760033458473,0.0004244326220941731,0.0009829364338656888,0.0008262039220426232,0.0011250212439335883,0.0004566808303934522,0.00046103887725621465,0.0005237644421868026,0.00032096406357595697,3.180991053581238,0.0035304227261804045,0.002823768497910351,0.001719026465434581,0.002916905167512596
45,0.004781288676895201,0.810984206199646,1.4522867798805237,0.001845118950586766,0.08165014833211899,0.4026368737220764,0.0017210837919265033,0.003973285248503089,0.0005488878290634602,0.0022650056867860257,0.000992395740468055,0.0012465748237445952,0.0010072859120555222,0.004945732979103923,1.6316568195819856,1.876031333208084,0.01853808052837849,0.002466284763067961,0.006761489412747324
46,0.0002563083384302445,0.9847063928842544,2.009915566444397,0.001841854932717979,0.006472060619853437,0.0049734157510101795,0.0003866611034027301,0.0005666322482284159,0.00037037867296021434,0.000610785826575011,0.00028770369826816025,0.0002939050944405608,0.00036280898784752936,0.00031459606980206446,0.17043568342924117,0.0027447511209174992,0.0020185412489809097,0.71545030772686,1.3453499674797058
47,0.006002063606865704,0.5285306543111801,2.706436002254486,0.033006242290139196,0.00940955481491983,0.014630113122984768,0.002964407519903034,0.008368868753314019,0.0033346855430863797,0.0030944067751988774,0.002184683328960091,0.003381730860564858,0.0014892706472892315,0.002247762738261372,2.48225599527359,0.01441053836606443,0.4229121208190918,5.4391196966171265,0.020245735906064512
48,0.0011500728433020415,0.019130262080579996,2.374220538139343,0.0015261034655850382,0.003621006093453616,0.040870120562613015,0.0003711273689987138,0.001004830823512748,0.0008440023375442252,0.000766626003314741,0.0002508683319319971,0.0004348508315160871,0.00038303537585306915,0.0010718577424995602,3.396213948726654,0.010980611527338624,0.0012662833731155842,0.003354840271640569,0.003515254450030625
49,4.347732428868767e-05,0.11130665503442287,1.198950469493866,0.00017848067218437794,0.00397336408495903,0.0002549269047449343,3.896534944942687e-05,8.505932382831816e-05,5.890124866709812e-05,4.6035583545744883e-05,2.84614253359905e-05,3.979017819801811e-05,5.120356217958034e-05,0.0001148309573181905,0.00733738315757364,0.001117578096454963,0.0004467306236620062,0.00197264343732968,0.000655872016795911
50,0.0003591468601371162,0.023210806492716073,3.5203951954841615,0.0018588051432743668,0.010889099026098848,0.11678286902606487,0.0005947722675045952,0.0007842194783734158,0.0009369344217702747,0.0008192303794203326,0.00023732045665383338,0.0010662378335837275,0.0011841877130791545,0.000516435713507235,0.08579121641814709,0.003602379560470581,0.0063748456537723545,0.012802383583039046,0.005027918028645217
51,0.0008194949827156961,0.0026618817006237804,0.46855299472808837,0.0017947588814422489,0.001552101009292528,0.003569481568410993,0.0021196533460170032,0.0007602142984978855,0.0007969992002472281,0.0003037929272977635,0.00020242281098035165,0.0004877563973423094,0.0001660819514654577,0.00018597691669128836,0.020364758651703598,0.0024538385798223315,0.010492504434660077,1.9953316807746888,0.01029536547139287
52,0.0030747765675187113,0.0018821147677954286,0.001016686746152118,0.0008062968903686851,0.0006759398354915903,0.001145064493175596,0.0009888865519315005,0.0031670344062149523,0.0046947169816121456,0.0026176648680120707,0.004541118443012237,0.017196996696293355,0.0015118047595024109,0.012561811041086913,0.04094392508268356,0.006331740552559495,0.6829608231782913,11.091495370864868,0.025004025734961032
63,0.007268319954164326,0.000858190463623032,0.0008085719047812745,0.0007696994696743786,0.0007630279229488225,0.0006830151076428593,0.0015262884611729533,0.004687301791273058,0.0032410970772616568,0.0034777375054545704,0.007629853277467191,0.007957301242277027,0.001974722731392831,0.004828432365320623,0.01117361788637936,0.001891362195601687,0.03669399078935385,15.916545534133911,0.09875290356576442
64,0.0007456577091943473,0.0008739160723052919,0.00038498742505908016,0.00021245424577500673,0.000232121203589486,0.00041287699568783867,0.00013600005840999074,0.0006247113720746711,0.0001737448175845202,0.0008105629065539687,0.0010070073010865598,0.0008629743941128254,0.0003713976839208044,0.00029776837036479267,0.061096787080168725,0.0010020123969297855,0.023493892792612315,6.248397755622864,0.0967776756733656
65,0.0025549784186296165,0.006909072585403919,4.120138549804688,0.01049968283623457,0.0427217435091734,0.0045822701882570985,0.0032973336521536114,0.002177941310219467,0.0019962245714850724,0.002453531138598919,0.0050105756847187875,0.0037648617872036994,0.0014847158279735595,0.0015414222492836417,0.10444857068359852,0.008722733845934272,1.328294277191162,4.08850405216217,0.52223339676857
66,0.031238565873354673,0.006156872445717454,11.340376472473144,0.0229677464812994,0.014540336141362787,0.015727482130751015,0.0034332431969232857,0.005008075688965619,0.003607271332293749,0.008637768961489201,0.003292074892669916,0.004688088735565543,0.002769530878867954,0.0040997354546561835,0.15331241190433503,0.028112596180289984,3.8761669039726256,0.01256457711569965,0.010080031538382174
67,0.0004794278633198701,0.026327856257557868,0.6786336958408355,0.0011958245362620802,0.00430135321803391,0.0019447946513537317,0.00016058346591307782,0.00028634693153435365,0.00018395148726995107,0.0005165497132111341,8.528772559657227e-05,0.0004827643802855164,0.00021006675306125543,0.0007985981006640941,0.665697792172432,0.0013252202305011453,0.0013181664980947971,0.9407306462526321,0.0026695113396272064
68,0.0006239946524146944,0.03435987029224634,6.372216844558716,0.0010095770005136729,0.00580597526859492,0.25242552906274796,0.0005398183799115941,0.0009560619451804087,0.0005348322185454891,0.0008500829746481032,0.0007149745273636655,0.0008482184930471703,0.0008132693736115471,0.0007258479745360091,0.24490115866065026,0.012890352820977568,0.002422634488902986,3.570879852771759,0.011973689030855893
69,0.001794182776939124,3.56189968585968,4.106748366355896,0.0040546560427173976,0.012085275072604418,0.037880394235253335,0.0017419132695067675,0.0018978457781486213,0.0011618227639701218,0.0021381137077696624,0.003159556037280709,0.0021850822726264597,0.0019940413883887233,0.0030492809251882135,1.5288587808609009,0.015259812073782087,0.004223867901600897,0.002970506635028869,0.003260073449928314
70,0.00012312117978581228,5.308531975746154,0.0007668444828595966,0.0001987815914617386,0.0006732676236424595,0.0006758114235708491,7.633990535396151e-05,0.00023147710526245647,0.00012829342595068737,7.868121647334194e-05,0.00011573494339245373,7.433120117639193e-05,0.00019906636298401282,0.00015165024087764324,0.15557540953159332,0.0012317530519794673,0.0012817467795684934,0.0006887235766043887,0.004110450367443264
71,0.00047428792022401466,5.0117230892181395,3.153476905822754,0.003806636587250978,0.005192313273437321,0.012434632470831274,0.0007159645290812478,0.0009208101953845471,0.0007865141262300313,0.0011519067164044827,0.0001273795096494723,0.0004535779298748821,0.0005522178573301062,0.0009508618531981483,0.09347941763699055,0.014002150017768144,0.0007365897618001327,0.4540828749537468,0.013604244263842703
72,0.0004789439000887796,0.11624935828149319,1.4222812354564667,0.0015865067602135242,0.003478542354423553,0.0026398134068585932,0.0007517676247516648,0.0006564484705450013,0.0003983499365858734,0.0007431388454278931,0.00041106723801931366,0.00039939587004482745,0.0004043115841341205,0.0005746888055000454,0.8154611736536026,0.004079727688804269,0.0007327718689339235,3.3119439005851747,0.008322263928130269
73,0.00019441180120338686,4.626917624473572,0.0012173242634162308,0.0009212234785081818,0.0014590710925403982,0.0014133851509541273,0.00016037800814956428,0.00030899389821570367,0.0025729751214385033,0.0003284026068286039,0.0002211744838859886,0.00036260951601434503,0.002454032772220671,0.0004492409047088586,0.033182481117546556,0.0010425649932585658,0.0013378774048760534,0.624232816696167,0.0014984204492066056
74,0.0005218296108068899,0.007032585074193775,2.3816156148910523,0.08829511106014251,0.00825270926579833,0.001475942798424512,0.00039206977526191623,0.0005231089395238087,0.0004916494232020341,0.00047284803004004066,0.0003266096144216135,0.00045385624689515687,0.00017186899203807114,0.00031029169040266427,0.02860972909256816,0.0052524777362123135,0.0007018294301815331,2.5606000781059266,0.005117705138400198
75,0.0001881920237792656,2.2530883669853212,0.00037346635654103013,0.0003644618671387434,0.000711059573222883,0.0006336822843877599,0.00041817330493358894,0.0005613443994661793,0.00017853794197435492,0.00027097082493128256,0.00017680870951153338,0.0002656474520335905,0.00040170505963033065,0.0003479498060187325,0.24966846480965615,0.5737634152173996,0.0012973634933587165,0.00039880951226223266,0.001462399505544454
76,0.0003558803946361877,2.4049447417259215,2.3536338090896605,0.2469211958348751,0.0016444321256130934,0.001930254476610571,0.00018342881958233193,0.0005210770294070243,0.0002743288190686144,0.00026945784775307403,0.000181335838715313,0.00015819117979845032,0.00023830605714465493,0.000208121414470952,0.033083715662360194,0.0021759847295470536,0.0002903885397245176,0.0016763333464041353,0.00111401024623774
77,0.00016791811867733486,0.0037984759313985706,0.9213470399379731,0.393276746571064,0.0005695225496310741,0.00047586653527105234,0.00012127388290537056,0.00017982667923206465,0.0001600965922989417,6.812582068960182e-05,7.898315525380894e-05,6.0681954528263306e-05,0.0001375056221149862,9.970421342586633e-05,0.017784042190760376,0.001120589498896152,0.00045854654890717936,0.8199819982051849,0.0017096976633183658
78,0.0009023223887197673,0.10965978130698203,0.012178517645224929,0.0004733124151243829,0.0036505033844150604,0.0033855222631245852,0.000374906555225607,0.0013061062432825567,0.0007282455917447805,0.0009261833387427032,0.0003125048053334467,0.0008070580603089184,0.00036579602747224273,0.00030099670111667366,2.2352457284927367,1.425926548242569,0.0011761358007788658,1.796300721168518,0.0037353471969254317
79,7.230172559502535e-05,2.7245579957962036,0.00021663856023224073,7.83057388616726e-05,0.00015030033682705835,0.0001871182772447355,4.624412267730804e-05,0.00010576081403996797,4.999961274734233e-05,8.121139762806707e-05,2.0091703663638328e-05,4.330372994445497e-05,8.314627630170436e-05,6.231906663742848e-05,0.009585792105644942,0.00032223707530647515,0.0003751197087694891,0.8231541663408279,0.0010477577336132527
80,0.0010814098117407412,4.220838713645935,0.9278984099626542,0.004260259284637869,0.22585124596953393,0.002802353247534484,0.0003406560586881824,0.0013589419599156828,0.0008891298639355227,0.0006491028849268332,0.0003735187652637251,0.00046692874166183175,0.0009156932705081999,0.0005358850728953258,0.039215482957661155,0.004805347742512822,0.004680709098465741,1.1728322982788086,0.008012370113283396
81,0.0006165623897686601,0.011775144748389721,3.8413640022277833,0.0005809653317555785,0.005673850444145501,0.0030819950858131055,0.0004912272925139406,0.0008388756192289293,0.0002554732564021833,0.000361932854866609,0.001523698854725808,0.00033726630354067314,0.0003026919745025225,0.0003448442788794637,1.601718360185623,0.017486322298645975,0.019978500157594684,0.002203063783235848,0.0025838569388724865
82,0.00038473392924061046,6.326939797401428,0.5431744545698166,0.00081238147104159,0.012256006756797434,0.013745579309761526,0.0004647027788450942,0.0006025621783919633,0.0004308476331061684,0.000703696216805838,0.00043668097932823006,0.0003188283313647844,0.00045822237443644555,0.0006374950462486595,0.12142014168202878,0.014118363801389934,0.007843144098296761,0.005556841520592571,0.0012837625632528217
83,0.0015238152642268689,5.2458490371704105,2.898862874507904,0.010375402309000492,0.0076727420324459675,0.007252332614734769,0.0011035195144359024,0.0023316455073654654,0.0019693098845891656,0.0023890548851341013,0.0007240860315505416,0.0011697375040967018,0.0012870672740973531,0.0013640903809573502,0.047860304638743405,0.003664739860687405,0.0057900951011106375,1.349406623840332,0.3071567311882973
84,0.0018196577206254006,0.23320785462856292,2.741121256351471,0.002751663827802986,0.045262192375957966,0.005694787739776075,0.0008026888564927504,0.0010297102096956225,0.0004488040358410217,0.0007252095179865137,0.0006344115274259821,0.000575908980681561,0.0004507185280090199,0.00050773425900843,0.3153608113527298,0.007251249556429684,1.1772664546966554,0.006240803259424866,0.02126137809827924
85,0.0006161529629025609,0.007202609837986529,0.9180741488933564,0.0013541059044655413,0.011883624643087388,0.004970753937959671,0.0019039744744077326,0.0011630910041276366,0.0006852921942481771,0.0006372065719915554,0.0002499513182556257,0.0005513328040251509,0.0006537205510539934,0.00027233528526267043,2.0606049060821534,0.011998793249949813,0.0038053750176914036,2.230052721500397,0.11088629774749278
86,0.0007209016912383959,0.5237461030483246,0.03649179730564356,0.00066459983936511,0.0031550567829981445,0.01026543085463345,0.00016145300542120823,0.00063672048272565,0.00014951311313780025,0.00039880311232991516,0.0021317595965228975,0.0006188542640302331,0.0002818533233948983,0.0005490647890837863,1.7666368365287781,0.005253997002728284,0.0028586518717929723,0.9141726821660996,0.006290750647895038
87,0.0008400084800086916,0.0004939346021274106,0.0002293464021931868,0.00015094779082573952,0.00026816629979293795,0.00015080939847393894,0.0002559830842074007,0.0013584612170234323,0.0007040558470180258,0.001157635304844007,0.0007181000197306276,0.006139778066426516,0.0010244376026093962,0.0006045713496860117,0.007579208188690245,0.0007915866503026336,0.005155788385309279,12.146382761001586,0.021958526410162448
95,0.0016887676902115345,0.011728386161848903,0.0014196946285665035,0.002208375371992588,0.000563469433109276,0.0004661572907934897,0.0005353037035092712,0.0018066400953102857,0.0018443296547047793,0.0008425317239016295,0.003432410175446421,0.014463341236114502,0.004768118099309504,0.003106743609532714,0.03767804894596338,0.0017435938003472985,1.2654525995254517,5.579771208763122,0.024733790196478367
96,0.0026822514133527874,0.010591853642836213,2.815341925621033,0.003061237826477736,0.0057709315093234185,0.09680948220193386,0.0008977698598755524,0.00245645078830421,0.0010178150201682,0.002227879059500992,0.0034029487520456313,0.0027399493730627003,0.0014239839743822814,0.0012175092473626138,0.033352444879710674,0.014038699073716998,6.557420635223389,1.3660180866718292,0.004347688262350857
97,0.0007154017366701737,0.006268682493828237,1.5033390164375304,0.0006628804199863225,0.0015641095931641757,0.2099827028810978,0.00023057940852595494,0.0004328354698373005,0.00025808077189140024,0.00045332930894801396,0.0006251420214539394,0.00035045927652390676,0.00018080256268149242,0.00030700163188157603,0.2508008435368538,1.5209146916866303,2.498980402946472,1.2253238201141357,0.004819553112611175
98,0.0046316706109792,0.2502612113952637,8.665772962570191,0.003959973994642496,0.031951100751757625,0.009778656018897892,0.0012514685513451695,0.001938206993509084,0.0030606579734012485,0.001590660895453766,0.000864329663454555,0.0019012589124031364,0.0025799729861319064,0.004048130288720131,1.0603683769702912,0.013144186511635781,1.430544900894165,0.3049339234828949,0.004787317337468267
99,0.00017512550693936648,0.03715079557150602,4.898501777648926,0.00019639713282231243,0.00256349912378937,0.0023589088930748405,0.00010047597425000276,0.00015975463393260724,0.00010299195091647562,0.0002274132020829711,0.00011734503350453454,0.00013742952723987402,8.880830246198458e-05,6.962947882129812e-05,0.010258228704333306,0.0038315180689096453,0.13998293802142142,0.001328684139298275,0.0005592041066847742
100,0.0005123019713209942,0.007384324516169727,6.640474534034729,0.0018281659053172917,0.006823619152419269,0.0050540094031021,0.00037960346235195176,0.000660731879179366,0.0003293858302640729,0.00086415589612443,0.00032154199288925156,0.0008172061789082363,0.00027187298110220587,0.0004999005614081398,0.30344711393117907,0.012989811273291707,0.006581409252248704,0.027308569755405188,0.0013676895352546126
