"cell_ID","32 OEC","05 OB-IMN GABA","33 Vascular","34 Immune","03 OB-CR Glut","30 Astro-Epen","31 OPC-Oligo","02 NP-CT-L6b Glut","14 HY Glut","15 HY Gnrh1 Glut","10 LSX GABA","09 CNU-LGE GABA","12 HY GABA","13 CNU-HYa Glut","06 CTX-CGE GABA","11 CNU-HYa GABA","24 MY Glut","19 MB Glut","20 MB GABA"
"245",0,0,0.446805393646771,0.553194606353229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"247",0,0,0,0,0,0.689986283493165,0,0,2.04236877451496e-18,0,0,0,0,0,0.310013716506835,0,0,0,0
"248",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",0,0,0,0,0,0.999757000984097,0,0,0,0,0,0,0,0,0,0,0,0.000242999015903064,0
"250",0,0.0886988617942245,0,0,0,0,0,0,0,0,0,0,0.747701390385796,0.0298131596252547,0.13371577293713,0,7.08152575947994e-05,0,0
"251",0,0.36010366724716,0,0,0,0,0,0,0,0,0,0,0.324495079433651,0,0,0,0.30224283149728,0.013158421821909,0
"252",0,0.97037626855886,0,0,0,0,0.0296237314411401,0,0,0,0,0,0,0,0,0,0,0,0
"253",0,0,0,0,0,0,0,0,0,0,0,0.78539291666604,0,0,0,0.21460708333396,0,0,0
"254",0,0.993302016063371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066979839366289,0
"255",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12105046224167e-19,0,0,0
"259",0,0.827420094539997,0.141873932089876,0,0,0,0,0,0,0,0,0,0,0,0,-2.01167174282095e-19,0.0307059733701272,0,0
"260",0,0.609666815439338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390333184560662,0,-5.58457125905619e-19,0
"261",0,0.783430810466622,0,0.216569189533378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",0,0.795266659895122,0.177985003419819,0.0267483366850584,0,0,0,0,0,0,0,0,0,0,0,-3.75866538188097e-18,0,0,0
"263",0,0.900785853059099,0,0.0992141469409011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",0,0,0,0,0,0,0.645940283971728,0,0,0,0,0,0,0.354054605191275,0,5.11083699761117e-06,0,0,0
"265",0,0.0388690361570623,0,0,0,0,0,0,0,0,0.000174313820869867,0,0.879720094008465,0,0,0,0.0812365560136025,0,0
"267",0,0,0,0,0,0,0.505467570635827,0,0,0,0,0,0,0,0.494532429364173,0,0,0,0
"268",0,0,0,0,0,0.147819634795054,0,0,0.0249118940773369,0,0,4.98719844399774e-14,0.817602721714925,0,0.00966574941263444,0,0,0,0
"269",0,0,0,0.84027560520366,0,0,0,0,0,0,0,0,0,0,0,9.71380661437164e-09,0,0,0.159724385082534
"270",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"271",1,0,0,4.55482824455088e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274",0.742969787839217,0,0.257030212160783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275",0,0,0,0.0670983625039884,0,0.205102821887991,0,0,0,3.10665796209352e-05,0.391867074950898,0,0,0,0.335900674077501,0,0,0,0
"277",0.0448331033420661,0,0,0,0,0.868972437121788,0,9.17124877914738e-05,0,0,0,0,1.48078147348919e-18,1.81414884963981e-06,0,0,0.0445798925091202,0.0415210403903843,0
"278",0.676062227157132,0,0,0,0,0.3237871510474,0,0,0,3.05072189996852e-20,0,0,0,0,0,0.000150621795468081,0,0,0
"279",0,0.31924585202239,0,0.0529227399736309,0,0,0,0,0.468917731731337,0,1.19514126027754e-06,0.10062194223844,0,0,0.0582903642625928,1.74630349319857e-07,0,0,0
"280",0,0,0,0,0,0,0.000205292752803436,0,0,0,0.290396223209393,0,0.609218972901532,0.100179511136271,0,0,0,0,0
"281",0,0,0,0,0.761397486970498,0.109627727342665,0,0,2.72634386936365e-05,0,0,0,0.128915013820334,0,3.25084278097208e-05,0,0,0,0
"282",0,0.80177960064293,0,0,0,0,0,0.127684276983517,3.53415017619353e-20,0,0,0,7.87942540281045e-18,0,0,0,0.031466255268102,0.0390299190336337,3.99480718174207e-05
"283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552288554401353,0.175151291727766,0,0,0.272560153870881
"285",0,0,0,0,0,0,0,0,0.254283190366998,0,2.31362413686245e-13,0.250224508218968,0,0.0549908313019025,0.422188035620908,0,0.000352999563464606,0.0179604349275279,0
"286",0,0,0.378080796838714,0,0,0.610236064840969,0,0,0,0,0,0,0,0,0,0,0,0.0116831383203176,0
"287",0,0,0,0,0,0.87139991015307,0,0,0.0229496619746407,0,0,0,0,0,0,0,0,0,0.105650427872289
"288",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",0,0.704567721864777,0,0,0,0,0.253529757287888,0,0,0,0,0,0,0,0,0.0419025208473344,0,0,0
"291",0,0.970044737070757,0,0,0,0,0.0299552629292427,0,0,0,0,0,0,0,0,-9.36109953289905e-18,0,0,0
"292",0,0.767343681769118,0,0.232656318230882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",0,0.807869075376342,0,0,0,0,0.192130924623658,0,0,0,0,0,0,0,0,0,0,0,0
"294",0,0.854340663114604,0,0,0,0,0.145659336885396,0,0,0,0,0,0,0,0,0,0,0,0
"295",0,0.796847568127584,0,0,0,0,0.157592641440942,0,0,0,0,0,0,0,0.0310753101375029,0.0144844802939712,0,0,0
"296",0,0.755972419841202,0,0.244027580158798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297",0,0.95023688923111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497631107688895,0,0,0
"298",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0977817760534e-18,0,0,0
"299",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8640067012295e-18,0,0,0
"300",0,0.995812534343688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000183481439900769,0,0.00400398421641133,0
"301",0,0.945560369626286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544396303737135,0,0,0
"302",0,0.96513676420932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348632357906799,0,0,0
"303",0,0.675400301783018,0,0,0,0,0,0.324599698216982,0,0,0,0,0,0,0,0,0,0,0
"304",0,0.0458856987346225,0,0,0,0.152193448658868,0,0.0924695959353833,0.0249671369819325,0,0,0.443211094518061,0.221090092472013,0,3.06098856323547e-07,0,0.0201826221154102,0,4.48485357588814e-09
"305",0,0,0.366296271136643,0,0,0.172234722441748,0,0,0,0,0,0,0,0,0.461469006421609,0,0,0,0
"307",0.119696216398413,0.332394069912372,0,0,0,0.0130445852104039,0,0,0.123910974404569,0,-3.28836963729978e-18,0,0.265680860293887,0,3.41376828827264e-14,0,0.145273293780322,0,0
"308",0,1.55679670114259e-05,0.378915095404313,0,0,0,0.621069336628675,0,0,0,0,6.53173445901646e-21,0,0,0,0,0,0,0
"309",0,0.510694932393488,0,0.259274965291332,0,0,0,0.0931655653336654,0,0.0390705774103375,9.6506348059031e-05,0.0976974532231182,0,0,0,0,0,0,0
"310",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311",0,0,1,-9.57903859221089e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312",0,0,3.3119664976589e-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313",0.21122186371189,0,0,0,0,0,0.107999798371443,0,0,0,0,0.630498597428545,0,0,0.050279740488122,0,0,0,0
"314",0.119980767158597,7.95678902250166e-06,0,0.37364092563465,0,0,0,0,0,0,0,0.494419957345578,0,0,0,0,0,0,0.0119503930721526
"315",0,0,0,0,0,0.0154925129203197,0,0,0,0.0316143448017658,0,0.124446461042994,0.783947203017461,0,0.0444994782174594,0,0,0,0
"316",0.488561526400029,0,0.210080216739494,0.301358256860477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317",0,0,0,0.09647428459837,0,0.143442966274087,0,0,0,0,0,0.722633914658434,0,0,0.0374488344691093,0,0,0,0
"318",0,0.0887193922019915,0,0,0.667464342730486,0.0597586233518079,0,0,-9.41275596164223e-21,0,9.75718544212698e-06,0,0.184047884530273,0,0,0,0,0,0
"319",0,0,0,0,0,0.132422277826013,0,0,0.0934858816449075,0,1.87617114473284e-05,0.0882195022172609,0.628420535381663,0,0,0,0,7.31320083177497e-07,0.0574323098986252
"320",0,0,1,0,0,0,0,0,2.57885143991862e-18,-1.12462905020987e-19,0,0,0,0,0,0,0,0,0
"321",0,0,0.166230073820303,0,0,0,0,0,0,0,0,0,0.595289185171024,0,0.238480741008674,0,0,0,0
"322",0,0,0,0,0,0.973537548561649,0,4.69977853568574e-19,0,0,0,-2.40933075534831e-18,0,0,0,0,0,0.0264624514383512,0
"323",0,0,0.675363301359269,0,0,0,0.0544022052860572,0,5.01784012238932e-06,0,0,0,2.33273474459095e-18,0.04954669440043,0,0,0.220682781114122,5.63097094491985e-20,0
"325",0,0.511444362642748,0,0,0,0,0,0,0,0,0.00049608148757889,0,0,0,0,0,0,8.56327080394987e-06,0.488050992598869
"326",0,0,0,0,0,0.142986923567217,0,0,0,0,0,0,0.670166942056717,0.186846122035502,1.23405636966366e-08,0,0,0,0
"327",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16560422389497e-19,0,0,0
"329",0,0.999758415795163,0,0,0,0,0,0,0.00024158420483696,0,0,0,-4.14724070406714e-20,0,1.00519299126303e-21,0,0,0,0
"330",0,0.740867305011334,0,0,0,0.259132694988666,0,0,0,0,0,0,0,0,0,0,0,0,0
"331",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",0,0.963899514003004,0,0.0361004859969963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3110972910532e-18,0,0,0
"337",0,0.950994604280515,0,0,0,0.0489037323513274,0,0,0,0,0,0,0,0,0,0.000101663368157364,0,0,0
"338",0,0.949047446672397,0.0509525533276027,0,0,0,0,0,0,0,0,0,0,0,0,1.24747873579277e-19,0,0,0
"339",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.53027623889283e-19,0,0,0
"340",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",0,0.636122413703953,0,0,0,0,0.326108975555768,0,0,0,0,0,0,0,0,0.000410699112243815,0.0373579116280354,0,0
"342",0,0.696363836468097,0,0,0,0,0,0.303636163531903,0,0,0,0,0,0,0,0,0,0,0
"343",0,0,0,0,0,0.0625659155790595,0,0,0,0,0,0.000145515934065589,0,0,0.937288568486875,0,0,0,0
"344",0,0,0,0,0,0,0,0,0,0,0,0,0.309864817878068,0.000164269450597313,0,7.64881767332293e-06,0,0,0.689963263853661
"345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346",0.0327238129369803,0.0800179720995147,0,0,0,0.109422765820147,0,0,0,0.0261514100499119,0,1.33308425980738e-14,0.751684039093433,0,0,0,0,0,0
"347",0,0,0,0,0,0,0,0,0,0,0.661939238807777,0,0,0,0.303758120173928,0.034302641018295,0,0,0
"348",0,0.583004841282354,0,1.94122506965639e-06,0,0.0142263347195203,0,0.0615274579310829,0,0,0,0.341239424841973,0,0,-9.11005334354029e-19,0,0,0,0
"349",0.000702090112044432,0,0,0,0,0,0,0,0,0.999297909887956,0,0,0,0,0,0,0,0,0
"350",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",0.829749423745685,0,0.084794658247146,0,0,0,0,0,0,0,0,0,0,0,0,0.0854559180071689,0,0,0
"352",0.0613395960571814,0,0.0490022960539387,0.217883937818263,0,0,0,0.179038163153836,0,0,0,0.409849608215334,0,0,0.0828863987014469,0,0,0,0
"353",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354",0,0,0.107096751345334,0,0,0.0483197040238509,0.00199843560288004,0,0,0,0.115544099953672,0.649511754685768,0,0,0.0775292543884948,0,0,0,0
"355",0.325535003250602,0,0.260172065369304,0,0,0.22720893643206,0,0,0,0,0,0.187083994948035,0,0,0,0,0,0,0
"356",0,0,0,0,0,0,0,0,0,0,0.22310027726615,0.619780161885494,0,0,0.0922601559395474,0.0648594049088091,0,0,0
"357",0,0,0,0,0,0,0,0,0,0,0.000152386914685656,0.83201642215796,0,0,0,0.167831190927355,0,0,0
"358",0,0,0,0.0980341380075335,0,0.000137502190148613,0,0,9.03910876131966e-06,0,0,0,0.562123257201661,0,0,0,0.278311614841664,0.0613844486502323,0
"359",0,0,0.575643693473056,0.414561762236038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00979454429090557
"360",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",0,0,0.356080581678652,0,0,0,0,0,0.373935369262648,0,0,0,0.269983960890815,0,0,0,8.81678839932492e-08,0,0
"364",0,0.325610967154067,0,0,0,0,0,0,0,0,0,0,0.542456302226969,0,0,0,0.115069866851864,0.0168628637670998,0
"365",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"366",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368",0,0.671749326021861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328250673978139,0,0,0
"369",0,0.955132203388557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448677966114434,0,0
"370",0,0.8141758964581,0,0,0,0,0.1858241035419,0,0,0,0,0,0,0,0,-1.86636200350261e-19,0,0,0
"371",0,0.900053828199002,0,0,0,0,0.0999461718009977,0,0,0,0,0,0,0,0,0,0,0,0
"372",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75368500334166e-19,0,0,0
"373",0,0.99004147572965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995852427035025,0,0,0
"374",0,0.952796544728236,0,0.0472034552717642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376",0,0.855796905381785,0,0,0,0,0.144203094618215,0,0,0,0,0,0,0,0,-1.52194109227988e-18,0,0,0
"377",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378",0,0.939470093087589,0,-6.86048176731281e-19,0,0,0,0,0,0,0,0,0,0,0,0.060529906912411,0,0,0
"379",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77772009894553e-20,0,0,0
"380",0,0.999543976250419,0,0.000456023749581346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381",0,1,0,0,0,0,0,0,1.99492807313997e-18,0,0,0,0,0,0,3.49558786001211e-18,0,0,0
"382",0,0,0.602489019228911,0,0,0.397510980771089,0,0,0,0,0,0,0,0,0,0,0,0,0
"383",0,0,0,0,0,0,0,0,0,0,0.563504706037062,0.000440277271062864,0,0.0541996164255813,0.381855400266294,-4.68625808980743e-20,0,0,0
"384",0,0,0,0,0,0.913064026750027,0,0,0.0431074016760127,0,0,0,0,0,0,0,0.0438285715739603,5.91294837554669e-19,0
"385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"386",0,0.148085089972839,0.554375090878739,0,0,0,0,0,0,0,0,0.266870323101711,0,0,0,0,0,0,0.0306694960467112
"387",0.299817344175891,0,0,0,0,0,0,0,0,0,0,0.688621793499929,0,0,0.000832832970896866,-1.25138545289051e-21,0,0,0.0107280293532827
"388",0.975943645887326,0,0.0240563541126744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390",0.0188571637714576,0,0.981142836228542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392",0,0,0.195869050163869,0,0,0,0.299757877754054,0,0,0.272329758592885,0,1.8437394079353e-05,0,0,0.232024876095112,0,0,0,0
"393",0,0,0.242988188284011,0,0,0.0810974639155812,0,0,-5.69481243273772e-19,0,0.448462805351626,7.2276315937506e-05,0,0,0,0.123521390647602,0,0,0.103857875485242
"394",1.17530119897014e-05,0,0.99998824698801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",0,0,0,0,0,0,0,0,0,0,0,0.818053067167594,0,0,0,0.181946932832406,0,0,0
"396",0,0,0,0,0,0.274587277856789,0,0,0,0,0.599474656780494,1.20115896516763e-07,0,0,0,8.84761290437923e-09,4.64836408930836e-08,0.125937889915566,0
"397",0,0.0631146156305631,0,0,0,0.317963171274572,0,0,0.237420684530834,0,1.0882217905085e-05,0,0,0,0,0.381490646346126,0,0,0
"398",0,0,0,0,0.434667137407865,2.05648118714873e-08,0,0,2.28775771489405e-05,0,0,0,0.534025814609105,0.00106906008691976,0,0,0,2.41082716483676e-20,0.0302150897541492
"400",0,0,0.837052926907967,0,0,0.162947073092033,0,0,0,0,0,0,0,0,0,0,0,0,0
"401",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.48154357188557e-18,0,3.75035181041484e-18
"402",0,0,0,0,0,0,0.979939382181242,0,0.0200606178187577,0,0,0,0,0,0,0,0,-9.78915250244746e-20,0
"403",0,0.11544436304992,0,0,0,0.0995785926533531,0,0,0.0781404960005738,0,0,0,0.4792491862141,0.000935738939430271,0.0240032657211823,0,0.20264835742144,0,0
"404",0,0.641280184351123,0.103217596426474,0,0,0,0,0,0,0,0,0,0,0.0715490734452546,0,9.87169883362958e-20,0.0518710461500317,0.00831363295070379,0.123768466676412
"405",0,0,0.164683656388393,0,0,0.835316343611607,0,0,0,0,0,0,0,0,0,0,0,0,0
"406",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408",0,1,0,0,0,0,-3.44334503065718e-18,0,0,0,0,0,0,0,0,0,0,0,0
"409",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59529828162689e-18,0,0,0
"411",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413",0,0.726830114575964,0,0,0,0.0552637289814683,0.180926290700151,0,0,0,0,0,0,0,0,0.0369798657424168,0,0,0
"414",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416",0,0.877550493832617,0,0,0,0,0.122449506167383,0,0,0,0,0,0,0,0,-1.19845144985871e-19,0,0,0
"417",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51715105752603e-18,0,0,0
"418",0,0.799399362604159,0,0,0,0,0.200600637395841,0,0,0,0,0,0,0,0,0,0,0,0
"419",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420",0,0.788942566363997,0,0.0879071792796194,0,0,0.123150254356383,0,0,0,0,0,0,0,0,0,0,0,0
"421",0,0.662459392010114,0,0.125591206205029,0,0,0.211949401784857,0,0,0,0,0,0,0,0,0,0,0,0
"422",0,0,0,0,0,0,0,0.000236265250375126,-5.80870993518869e-18,0,0,0,0,0,0,0.155283566477794,0,0,0.844480168271831
"423",0,0,0,0,0,0.983698344651767,0,0,0.000369484694196352,0,0,0,0,0.000170845666714284,0,0.0157613249873222,0,0,0
"424",0,0.315663719795814,0.53096762904126,0,0,0,0,0,0.0759567816976301,0,0,0,0,0,0,0,0,0.0774118694652965,0
"425",0,0,0,0.234324682261337,0,0.230650657174933,0,0,0.28038242679294,0,0,0,0.201496682985647,0,0,0,0,0,0.0531455507851433
"426",0,0,0.450083542237336,0,0,0,0,0,0,0,0,0.157860901812916,0.37610999390576,0,0,0,0,0.0159455620439877,0
"427",0.0466623930757602,0.522944842182629,0.322074570885071,0,0,0.0836532816807636,0,0.0126066101105801,0,0,0.000599681113853753,0.011458620951342,0,0,0,0,0,0,0
"428",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429",-4.69300696050215e-21,0,0.343370224803016,0.155882668194575,0,0,0,0,0,0.50074710700241,0,0,0,0,0,0,0,0,0
"430",0,0,0.327266636289008,0.157057904669219,0,0,0,0,0,0.46308880132938,0,0,0,0.0525866577123924,0,0,0,0,0
"431",0.663753662278,0,0.336246337722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432",0,0,0,0,0,0.0500417089825776,0,0.174016573509561,0,0.149664028042668,0.133347788319261,0.422692111912095,0,0,0.0702377892338378,0,0,0,0
"433",0,0,0,0,0,0.490510215819315,0,0,0,0.37911842829791,0,4.78876792903239e-05,0,0.130319006567695,0,4.46163578948271e-06,0,0,0
"434",0,0,0.907432627398412,0,0,0,0,0,0,0,0,0.092548033599439,0,0,0,0,0,1.93390021490583e-05,5.25439492532432e-20
"435",0,0,0.164356462635907,0.835643537364093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436",0.514495267357612,0,0,0.0142462622283297,0,0.0441219714204233,0,0,0,0,0,0.427134237387783,0,0,2.2616058524642e-06,0,0,0,0
"437",0,0,0.168905456347192,0.0437064078620337,0,0,0,0,0,0,0.655275794840978,0,0,0,0,0.132112340949797,0,0,0
"438",0,0,0.272529600237307,0,0,0.0363997777702791,0,0,0.357426632979822,0,0.186988924471067,0,0,0.025994350986858,0,0.0237920678260504,0,0.0703144268714112,0.0265542188572049
"439",0,0,0,0.114816709860394,0,0.0365108402500872,0,0,0,0,0.124703716216895,0.50904174712443,1.58048469675907e-19,0,0.214926986548194,0,0,0,0
"440",0,0,0.574256029266777,0,0,0,0,0,0,0,0,0,0.122435587836915,0,0,0,0.303308382896307,0,0
"441",0,0,0,0.196701344747521,0,0,0.789936383272708,0,0.0133622719797704,0,0,0,0,0,0,0,0,0,0
"442",0,0,0,0.120236894032218,0,0.879763105967782,0,0,0,0,0,0,0,0,0,0,0,0,0
"443",0,0.000233066265043548,0,0.0996933795786394,0,0,0,0,0,0,0,0,0,0,0.900073554156317,0,0,0,0
"444",0,0.43446583817213,0,0,0,0.0767150993107312,0,0,0.235441763726926,0,0,0,0.122808204981929,0,0,0,0,0,0.130569093808283
"445",0,0.776895953140224,0,0.19805959306439,0,0,0,0,0,0,0,0,0,0.0250444537953866,0,-6.31203767258177e-19,0,0,0
"446",0,0.832780581863853,0,0,0,0,0.167219418136147,0,0,0,0,0,0,0,0,0,0,0,0
"447",0,0.339466480692901,0.509963364359138,0,0,0.150570154947961,0,0,0,0,0,0,0,0,0,-1.22829975019355e-18,0,0,0
"448",0,0.825036039175231,0,0,0,0,0.174963960824769,0,0,0,0,0,0,0,0,0,0,0,0
"449",0,0.872806256122655,0.127193743877345,0,0,0,0,0,0,0,0,0,0,0,0,-6.72412665394661e-19,0,0,0
"450",0,0.874611524933741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125388475066259,0,0,0
"451",0,0.951038843794686,0,0,0,0,0,0,0,0,0,0,0,0,0.0489611562053137,-1.88525881974082e-18,0,0,0
"452",0,0.722905000230739,0,0,0,0,0.277094999769261,0,0,0,0,0,0,0,0,0,0,0,0
"453",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37329086473873e-19,0,0,0
"455",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456",0,0.423728369707665,0.500420689995288,0,0,0.0758509402970465,0,0,0,0,0,0,0,0,0,5.93495004040402e-20,0,0,0
"457",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16796397789835e-18,0,0,0
"458",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84828089066643e-19,0,0,0
"459",0,0.942502892077888,0,0.0378757360483175,0,0,0,0,-6.4229374165378e-19,0,0,0,1.11825267419134e-18,0,0,0.000594927506418189,0,0.0190264443673761,0
"460",0,0.918142846790092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081857153209908,0,0,0
"461",0,0.856361871441453,0,0,0,-7.13393509769727e-22,0,0,0,0,0,0,0,0,0,0.143638128558547,0,0,0
"462",0,0,0,0,0,0,0,0.604519445506521,0,0,0,0,0,0.221774465753572,0.0648796517113186,0.108826437028589,0,0,0
"463",0,0,0.789668925365005,0.0653069931586447,0,0,0,0,0,0,0,0,-3.2781967759369e-19,0.108628600828837,0,0.0363954806475128,0,0,0
"464",0.099429148912775,0,0,0,0,0.244473133948127,0.164380061794995,0,0,0,0,0,0,0,0.491717655344103,0,0,0,0
"466",0,0,0.197013781930375,0,0,0,0,0,0,0,0.802986218069625,0,0,0,0,0,0,0,0
"467",0,0,0,0,0,0,0.060586695063742,0,0.000762895184620437,0,0.292856454987294,0.645793954764343,0,0,0,0,0,0,0
"468",0,0,0,0,0,0.0345227382975213,0,0,5.53700133325054e-06,0.114717897111735,0.184721325945791,0.557865839156068,0,0,0.108166662487552,-3.01481682371911e-21,0,0,0
"469",0,0,0,0.0525651713815464,0,0.130085825270474,0,0,0,0,0.160869770093463,0.656479233254517,0,0,0,0,0,0,0
"470",0.790456889333627,0,0.209209313213697,0,0,0,0,0.00033379745267622,0,0,0,0,0,0,0,0,0,0,0
"472",0.107610958761866,0,0.892389024788981,0,0,0,0,0,0,1.6449153121373e-08,0,0,0,0,0,0,0,0,0
"473",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474",0.294007865050845,0.0732278379012181,0,0,0,0,0,5.27894065463206e-06,0,0,0,0.600467150059259,0,0,0.0322918680480235,0,0,0,0
"475",0,0,0.646713047511029,0,0,0.173797545942331,0,0,0,0,0.166483387750472,0,0,0,0,0,0,0,0.0130060187961679
"476",0.176672240018782,0,0,0.296866473070293,0,0,0,0.130071526705078,0,0,0,0.39638916981335,0,0,0,0,0,5.90392497633038e-07,0
"477",0,0,0,0.250431367834614,0,0.313352164113416,0,0,0,0,0.436216468051969,0,0,0,0,0,0,0,0
"478",2.67371869399367e-06,0.774488065248845,0.224527505579638,0,0,0,0,0,0,0,0.000981755452822894,0,0,0,0,0,0,0,0
"479",0,0,0,0,0,0.0799106003669668,0,0,0,0,0.608761915749516,0,0,0,0.217345584320393,0.0939818995631242,0,0,0
"480",0,0,0,0,0,0.0976164258385117,0,0,0,0,0,0,0.111975260972692,0.091539155768773,0.0879985450604457,0.0492921370049878,0.421350969746612,0.140227505607978,0
"481",0,0,0.201265430478908,0.144809959486524,0,0.0339376741538256,0,0,0.141778154677355,0,0,0,0.362166932158603,0.0279109612274827,0,0,0,0.0371845515374008,0.0509463362798992
"482",0,0,0,0.897962889270429,0,0.0768141618078589,0,0,0.0252229489217119,0,0,0,0,0,0,0,0,0,0
