"cell_ID","32 OEC","05 OB-IMN GABA","33 Vascular","34 Immune","03 OB-CR Glut","30 Astro-Epen","31 OPC-Oligo","02 NP-CT-L6b Glut","14 HY Glut","15 HY Gnrh1 Glut","10 LSX GABA","09 CNU-LGE GABA","12 HY GABA","13 CNU-HYa Glut","06 CTX-CGE GABA","11 CNU-HYa GABA","24 MY Glut","19 MB Glut","20 MB GABA"
"51",0,0,0,0.277550575532905,0,0,0,0,0,6.03140821043659e-21,0,0.480911108670565,0,0,0,0.24153831579653,0,2.27724471147586e-21,0
"52",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",0,0,0.0329026019398419,0,0,0,0,0,0,0.725989582291764,0,4.75379078081237e-08,0,0,0,0.0427707288318078,0,0.198337039398678,0
"65",0,0,0.493592718550816,0.163033326608064,0,0,0,0,0.0766993491339619,2.14156523619727e-08,-3.54789220908451e-20,0.266674584291505,0,0,0,0,0,0,0
"66",0.174278280875418,0.189897331106459,0,0,0,0,0,0,0,0,0,0.599151168588315,0,0,0.0366732194298083,0,0,0,0
"67",0,0,0,0,0,0.751544501931313,0,0,0,0,0,0,0,7.3514018044786e-11,0,1.71323287482219e-10,0,0.0444322893733901,0.204023208450459
"68",0.189195306942882,0,0.233914007070328,0,0,0,0,0,0,0,0.576707780307419,0.00018290567937132,0,0,0,0,0,0,0
"69",0,0,0,0,0,0.133263410218245,0,0,0,0,0.0974977249036652,0.51980723326168,0,0,0.0831112544512243,0,0.166320377165186,0,0
"70",0,0,0,0,0,0.0645550604742374,0,0,0,0,0,0,0.170368630207266,0.0460959251323962,0,0,0.0969459593321079,0.0756903743232999,0.546344050530693
"71",0,0,0,0,0,0.0275782902892684,0,0,3.39062019840817e-05,0,0,0.307697083995676,0,0,0.165135622538568,0,0,0,0.499555096974504
"72",0,0,0.534832755315662,0,0,0.17311106365293,0,0,0.000123525786669622,0,0,0,0.000134986609354202,0,0.291797668635384,0,0,0,0
"73",0,0,0.14251278666883,0,0,0,0,0,0,0,0,0,0.373865863280783,0,0.0437748083253068,0,0.0400037602310999,0,0.399842781493981
"74",0,0,0,0,0,0,0,0,0,0.337871125230529,0,0.00483770216972048,0,0,0.331434375653625,0.262698285959011,0,0.0631585109871146,0
"75",0,0,0,0,0,9.01249859729326e-20,0.297568389449946,0,0.230809246487127,0,0,0,0.471616286003422,0,0,0,6.07805950497582e-06,0,0
"76",0,0.191606067813422,0,0,0,0,0,-2.30075322975404e-20,1.77737288475838e-19,0,0,0,0.484493957850613,0,0.117649967360145,0,0,0,0.206250006975821
"77",0,0,0.18244702292962,0,0,0,0,0,0,0,0,0,0.719151192106644,0,0.0984017849637356,0,0,0,0
"78",0,0,0.374993933399149,0,0,0.424177708525568,0.151671291529412,0,0.0241180521876894,0,0,0,0,0,0,0,0,0.0250390143581812,0
"79",0,0,0.314539173114028,0,0,0,0,0,0,0,0,0,6.34104816571787e-05,0,0,0,0.685397416404315,-2.83461201534632e-20,0
"80",0.130470592524036,0,0,0,0,0,0,3.74843841594197e-19,0.402418820613176,0,0,0,0.426536031750274,0,0,5.20413603935355e-19,0.0405745551125147,0,0
"81",0,0,0,0,0,0.0677371262421656,0.0047981583660646,0,0,0,0.0721971489949954,0.000144916062395012,0.855122650334379,0,0,0,0,0,0
"82",0,0,0.0172912217006875,0,0,0,0,0,0.148836653531236,0.0128208522587568,0.0209088511420083,0,0.774914214541131,0,0,0,0,0.0252282068261803,0
"83",0,0.0622718333313662,0,0.0811426631258052,0,0,0,0,0.489990688479401,0.0958907778120633,0,0,0.0723602529072406,0.0543883098638922,5.96198025437893e-06,-3.65160637110087e-21,0,0,0.143949512499977
"84",0,0,0,0,0,0.0502524325004177,0,0.252737141352271,0.268823642374915,0,6.49932199712247e-08,0.428186718779176,0,0,0,0,0,0,0
"85",0,0,0,0.238748093460659,0,0.684657931372393,0,0,0,0,0,0,0,0,0,0.0765939751669481,0,0,0
"86",0,0,0.372764525804799,0.086625261746556,0,0.374406808489516,0,0,0,0,0.134133969185534,0,0,0,0,0,0,7.12210901051513e-05,0.0319982136834902
"87",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",0,0,0.924834474515456,0,0,0.0354844141757017,0,0,0,0.000680514781602578,0,0,0,0,0,0,0,0.0390003053370382,2.91190201551443e-07
"96",0.523156847076677,0,0,0,0,0.0269037489999517,0,1.78098916555477e-19,0,0,0.36378056622903,0,0,0,0,0.0861588376943417,0,0,0
"97",0.206264585404916,0,0,0,0,0,0.498313393940066,0,0,2.84205462655043e-06,0,8.16363237680251e-05,0,0,0,0,0,0.287560638870586,0.00777690340603807
"98",0,0.0551190848217107,0,0,0,0.10589763702079,0,0.161125053080204,0,0,0,0.590263557507375,0,0,0,0.08759466756992,0,0,0
"99",0,0,0,0,0,0,0,0,0,0,0.998975270708703,0.00102472929129665,0,0,0,0,0,0,0
"100",0,0,0,0,0,0.0868355814831456,0,0,0,0,0,0.732957552022252,0,0,0.108776817516008,0.0714300489785941,0,0,0
"102",0,0.0942177222806925,0,0,0.147636601783361,0,0,0,0.242726230992821,0,0.000377781135961766,-1.02651006666963e-19,0.515041663807163,0,0,0,0,0,0
"103",0,0.457381591884227,4.24276778481943e-21,0.00695330882188845,0,0,0,0,0,0,0,0,0.00491081234699293,1.14761657661622e-12,0,0,1.69327918121655e-20,0,0.530754286945744
"104",0,0,0.218477667408727,0,0,0,0,0,0,0,0,2.08938668116562e-07,0,0.222789642301929,0.10574636946123,0,0,0.0393395124842948,0.41364659940515
"105",0,0,0,0,0,0,0,0,0,0,0,0.604718673134068,0,0.0934058337753307,0,0.20731369747311,0,0.0945617956174904,0
"106",0,0,0,0,0,0,0,0,0,0.0626242618029962,0,0,0.785971599890401,0.0935195163250705,0,0,0.057884621981532,0,0
"107",0,0,0.997063175455611,0,0,0,0,0,0,0,0,0,0,0,0,0.00293682454438912,0,0,0
"108",0,0,0.488281707749707,0,0,2.16926115096137e-08,0,0,0,0,0,0,0.157540899887845,0.205063433179689,1.67024016488696e-09,0,0,0,0.149113935819907
"109",0,0,0,0,0,0,0,0,0,0,0.998850916526302,0,0,0,0.00102827716855382,0,0.00012080630514371,0,0
"110",0,0,0,0,0,0.0239392240515455,0,0,0,0,0,0,0.798188997777185,0,0.177871778171269,0,0,0,0
"112",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",0,0,0.51374140248626,0,0,0.48625859751374,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0.810805687339627,0.189194312660373,0,0,0,0
"115",0,0,0.236478878105488,0,0,0,0.49556799370587,0,0.235050351812564,0,0,0,0,0,0,0.0329027763760772,0,0,0
"116",0,0,0,0,0,0,0,0,0.266177588119545,0,0,0,0,0.319962537691068,0,0.299324423640321,0.114535450549065,0,0
"117",0.394239007672774,0,0.605760992327226,0,0,0,0,0,0,0,0,0,8.49027026403665e-18,0,0,0,0,0,0
"118",0.0944962124464181,0.322651979546373,0,0,0,0.0176486338844113,0,0,0,0.0196710228601526,0,0,0.344487273453252,0,0,0,0.0180838968824104,0.0161784798920783,0.166782501034904
"119",0,0,0.10876151844551,0,0,0,0,0,1.65489828959456e-05,0,0.134035698025968,0.757172884787277,1.3349758349077e-05,0,0,0,0,0,0
"120",0,0,0.0238660459604479,0,0,0,0,0,0,0.117041703289677,0,0.795761260841658,0,0,0,0.0633130375293252,0,0,1.79523788918695e-05
"121",0.350223867352103,0,0.649776132647897,0,0,0,0,0,0,0,0,0,1.43724030509871e-19,0,0,0,0,0,0
"128",0,0,0.991455590958692,0,0,0,0,0,0.00854440904130837,0,0,0,0,0,0,0,0,0,0
"131",0.461363580906675,0,0.291636111160302,0,0,0,0,0.11255614140691,0,0,0,0.000248008752045138,0,0,0,0,0,0,0.134196157774068
"132",2.65882701636488e-10,0.684729102533199,0,0.148802298023212,0,0,0,0,0,0,0,9.2117148245844e-06,0,0,0.166459387462882,0,0,0,0
"133",0,0,0,0.0208486232368396,0,0,0,0,0,0.000154333649917359,0.823231618382639,0.00040122646716845,0,0,0,0.155364198263435,-2.14123227346033e-20,0,0
"134",0,0,0,0.0628622867570545,0,0,0,0,0,0,0.539389642990321,0.000152810153273783,0.364667113553582,0.032928146545769,0,0,0,0,0
"135",0,0,0.490744649690592,0,0,0,0.000718362494215503,0,0,0,0.403037342307869,0,0,0.0919228924040963,0,0,0,-2.97410361420935e-20,0.0135767531032269
"136",0,0,0,0,0,0,0,0,0,0,0.19575372931276,0,0.460749846950182,0.0408705755704932,0.256715988989406,0.0459098591771595,0,0,0
"137",0,0,0,0.00508694774777143,0,0.40850331195836,0,0,0.386447737576253,0,0,0.166402514830496,0,0,0,0,0,0,0.0335594878871202
"138",0,0,0,0.276210397715285,0,0,0,0,0,0,0,0,0.553970640566539,2.76815121482458e-05,0,0,0.169791280206028,0,0
"139",0,0,0.424392979716984,0.0796326098596918,0,0.495974410423324,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",0.0967014744454677,0,0,0.700485722599238,0,0,0,0,0,0,0,0,0,0,0.202812802955294,0,0,0,0
"142",0,0,1,0,0,0,0,0,0,-2.71640157503402e-18,0,0,0,0,0,0,0,0,0
"143",0,0,0,0.352671742829999,0,0,0,0,0.423585672731657,0,0,0,0,0,0.223742584438344,-1.55136955180609e-24,0,0,0
"144",0,0.228999361885629,0,0,0,0.771000638114371,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",0,0,0.371009702683605,0,0,0.628990297316395,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",0,0,0,0.156333004127442,0,0.24609969150941,0,0,0,0,0,0,0,0,0.34190035655915,0,0.255579395967186,0,8.7551836811357e-05
"147",0,0.213072498322402,0,0,0,0.426238689839097,0,0,0,0,0,0,0,1.40915285008808e-06,0,0,0,0,0.360687402685651
"148",0,0.178143492374444,0,0,0,0,0,0,0.353345022718096,0,0,0,0.468508489511616,0,0,0,2.99539584470671e-06,0,0
"149",0,0,0,0,0,0,0,0,8.14488859441011e-20,0,0,0.903382483716613,0,0,0,0.0626753208589213,0,0.0337008863225813,0.000241309101884006
"150",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",0,0,0.405239660622889,0,0,0,0,0,0,0,0.336889625648308,0,0,0,0.257870713728803,0,0,0,0
"152",0,0,0,0.327246135426077,0,0,0,0.441207509948418,0,0,0,0,0,0,0,0,0,0.231546354625505,0
"153",0,0,0,0,0,0.0634371399743251,0,0,0.0293406212957622,0,0,0.470512688032623,0.112226655814987,0,0,0,0,1.04682280858209e-05,0.324472426654217
"154",0,0.431104075272969,0.568895924727031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",0,0,0.141951501191577,0,0,0.0347345465056541,0,0,0.0276891976796153,0,0,0.427710987845772,0,0,0.163423838566362,0,0.13455621711095,0.0699337111000691,0
"156",0,0,0.508382753982258,0,0,0,0,0,0,-1.01195551261287e-19,0,0,0,0,0.38451752143363,0.107083295381877,0,1.64292022344785e-05,0
"157",0.348878353713991,0.203362517853236,0,0,0,0,0,0.0618158110124781,0.122772842447491,6.35752382839348e-05,0,0,0,0,0,2.62976119268154e-06,0,0.263104269973327,0
"158",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0.317959230864522,8.25038360909476e-06,0.319910240484333,0,0,0,0.0541670379809076,0.307924129642584,0,0,0,3.11106440431534e-05,0,0,0,0,0,0,0
"165",0,0,0,0,0,0.0454529945255895,0,2.53627684073997e-20,0,0,0.252427761642472,0.517795570649889,0,0.0757267830994282,0.108596890082621,0,0,0,0
"166",0.117012330819597,0,0.866931519065187,0,0,0,0,0,0,2.39927262499278e-05,0,0,0,3.42414378477355e-06,0,0,0,0.016028733245181,0
"167",0,0,0,0,0,0.0659924841085917,0,0,0,0.316492104636178,0.61751541125523,-1.76122439939286e-21,0,0,0,0,0,0,0
"168",0,0,0,0,0,0,0,0,0,0,0.166185987350412,0.413925103036378,0,0.164760049466313,0.210065509567688,0,0.0450633505792097,0,0
"169",0.120385966810026,0,0,0,0,0.208217579031411,0,0,0.599393432354557,0,0,0.0718717246944455,0,0,0.000131297109560303,0,0,0,0
"170",0,0.000710048013483013,0,0,0,0.112574408063851,0,0,0,0,0.624041217001122,0.000280603544944424,0,0,0.207918859671033,0.054474863705567,0,0,0
"171",0,0,0,0,0,0,0,0,0.305798235652036,0,0.134374826310134,0.3812250023267,-1.25889911616224e-19,0,0.0772805527060985,0.101321383005032,0,0,0
"172",0,0,0,0,0,0,0,0,0,0.0480894627804264,0.127856825071567,0,0.64801257759281,0,0,0,0,0.017427841434372,0.158613293120824
"173",0,0.506107453094307,0,0.493892546905693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",0,0,0,0,0,0.120298549381756,0,0,3.71293965222098e-06,0,0,0.879560617792705,0,0,0,0,0,0,0.000137119885886265
"177",0,0,0,0.649081975491588,0,0,0,0,2.87455302165407e-05,0,0,0,4.052139342529e-19,0,0.350889278978196,0,0,0,1.5280657232892e-18
"179",0,0.104131468503289,0,0,0,0,0,0,0,0,0,0,0.434063416311736,0.0762296304752137,0.040397689962147,0,0.0263294891695423,0,0.318848305578072
"180",5.29667994830576e-06,0,0,0,0.958412348654156,0,0,0,0,0,0,0,3.40615137330357e-20,0,2.58138113418529e-18,0.0415823546658959,-1.17794631579001e-20,0,0
"181",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",0,0.680583472017858,0,0,0,0,6.10249008655463e-23,0,0,0.00467149126814537,0,0,0,1.42214561761614e-05,0,1.39162088107227e-20,0,0,0.31473081525782
"183",0,0.158444696158991,0.65613671071426,0,0,0,0,0,0,0,0,0,0,0,0,0.185418593126749,0,0,0
"184",0,0.735238584223936,0,0,0,0,0,0,0,0,0,0,0,0,0.264761415776064,0,0,0,0
"185",0,0,0.00720791806724071,0.00914254130814735,0,0.0164627926932407,0.140804534376439,0,0,0,0,0,0.54626274773048,0.0315445680547263,0.0386551101717036,0,0,0,0.209919787598022
"186",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.28104424030222e-19,0,0,0
"187",0,0.832298810089694,0,0,0,0,0.167701189910306,0,0,0,0,0,0,0,0,0,0,0,0
"188",0,0.904476672203601,0,0,0,0,0,0,0,0,0,0,0.0817553420946022,0.0137679857017974,0,0,0,0,4.36908040107216e-19
"189",0.205571876578508,0,0,0,0,0.73977377988357,0,0,0,0,0,0,0,0,0,0,0,0,0.0546543435379217
"190",0,0,0,0.717791021987415,0,0.0216036045141835,0,0,0.132626630264982,0,0,0,0,0,0,0,0.127973576356275,5.16687714478639e-06,0
"191",0,0,0,0,0,0,0,0,6.31059793503963e-20,0,0,1,0,0,0,0,0,0,0
"192",0,0,0,0,0,0,0,0,0,0,0,0,0.970293960835249,0,0,0,0.0297060391647513,0,0
"193",0,0,0,0.0769281622150482,0,0,0,0,0,0.401742098071573,0,5.65036848871363e-05,0,0.16681879787274,0,0.318492600483946,0.0359618376718049,0,0
"194",0,0,0.28660753992522,0,0,0,0,0,0,0,0.186587914335737,0.361888220092906,0,0.0345264424474856,0.0566762321312217,0,0.0172468913555387,0.0236778262470199,0.0327889334648702
"195",0.279783668293059,0,0.385014508065234,0.335201823641707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",0,0,0.574835878471738,0.298155159604931,0,0,0,0,0,2.04482878991644e-20,0,-1.9222313616578e-18,0,0.020260474755274,0,0,0,0,0.106748487168057
"201",0,0,0.197959981904543,0,0,0.219190902251803,0,0,0.113477075061532,0,0,0.452554040604112,0,0,0,0.0168180001780099,0,0,0
"202",0,0,0,0,0,0.162857056123371,0,0,0.110035459460665,0,0,0.636721268767641,0,0,0,0.0216134665665916,0,0,0.0687727490817309
"203",0,0.789643372719964,0,0.0104585167498636,0,2.36558240406878e-09,0,0.0176515817695435,0,0.182246526395046,0,0,0,0,0,0,0,0,0
"204",0,0,0,0.0387515012469075,0,0,0,0,1.73040724369012e-18,0,0.677747649570432,0.00278327015255246,0,0,0.192122361129071,0.0885898249588117,0,0,5.3929422249502e-06
"205",0,0,0,0,0,0.0989027491844722,0,0,0,0,0.344375287344892,0.492874965372884,-1.28604646623439e-18,0,0,0.0638454624315582,0,0,1.53566619367105e-06
"206",0,0,0,0,0,0,0,0,-3.22779227007669e-19,0,0.855175532231187,0.00413744688175295,0,0,0,0.14068702088706,0,0,0
"207",0,0.782490173320012,0,0.216442936843457,0,0,0,0,0.00106688983653054,0,0,0,0,0,0,0,0,0,0
"208",2.04118911032659e-19,0,0,0,0.560133375778906,0,0,0,0,0,0,0,0.427714068164353,0,0,0,1.3171574208061e-18,0,0.0121525560567414
"209",0,0,0,0.486078424799747,0,1.25104768175136e-18,0.513921575200253,0,0,0,0,0,0,0,0,0,0,0,0
"210",0,0,0.541670063419749,0.119146519592383,0,0.332517217347282,0,0,0,0,0,0,0,0,0,0,0.00666619964058615,0,0
"211",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",0,0,0,0,0,0.0753293993826914,0,0,9.06312952776005e-06,0,0,0,0,0,0.924661537487781,0,0,0,0
"213",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",0,0.801598201242325,0,0.1980227825788,0,0,0,0,0,0,0,0,0,0,0,0.00037901617887485,0,0,0
"216",0,0.253137939334802,0.746862060665198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",0,0.807015987840865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156297704864619,0,0.0366863072945152,0
"219",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",0,0.000518411478609894,0,0,0,0,0,1.31766118418654e-05,0,0,0,0,0,0,0.413680936119614,0.585787475789935,0,0,0
"223",0,0.773980030624085,0,0.226019969375915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",0,0.661520814675197,0,0.319157065859164,0,0,0,0,0,0,0,0,0,0,0,1.16787102744999e-19,0.0193221194656389,0,0
"225",0,0,0,0,0,0.123781509532406,0.682537938983972,0,0,0,0,0,0,0,0,0.193680551483622,0,0,0
"226",0,0.803160042752285,0,0,0,0,0.196839957247715,0,0,0,0,0,0,0,0,0,0,0,0
"227",0.0279236277609104,0,0,0,0,0,0,0,0,0,0.0110737605079895,0,0.841287893281716,1.60473080632657e-06,0.119713113718577,0,0,0,0
"228",0,0,0,0,0,0,0,0,0,0,0,0.640080524491489,0,0,0,0.095982618685144,0,0.0817736282417293,0.182163228581637
"229",0,0.157936091452606,0.504612933678043,0,0,0.33740642953092,0,0,0,0,0,0,0,4.45453384310851e-05,0,0,0,0,0
"230",7.58861168990411e-06,0.229470166922561,0,0,0,0.18333621589773,-2.09181496678415e-22,0,0.358174660366875,0,0,0,4.5288649424004e-16,0,0,0.00973989819719079,0,0,0.219271470003953
"231",0,0,0,0,0,0,0,0,0.280481874767235,0,0.00238412715512868,0.0286194505431366,0.582553355300217,0.0493576438604246,0,0,0,0.0566035483738582,0
"232",0,0,0,0,0,0.115771636250821,0,0.495493709403258,0.106307079620937,0,0.0984802353550799,5.38161658799019e-05,0.130740805608191,0.0531527175958339,0,0,0,0,0
"233",0.00103583925147042,0,0,1.144091898511e-22,0,0,0,0.998964160748529,0,0,0,0,0,0,0,0,0,0,0
"234",0,0,1,0,0,0,0,6.57411358840217e-20,0,0,0,0,0,0,0,0,0,0,0
"237",0.657864370392056,2.80605404130061e-06,0.342132823553902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",2.09825110827054e-08,0.813789262953715,1.89086230751859e-06,1.53835034609206e-05,0,0,0,0,0,0.173798264827747,0.000128338916802167,0.0122668379534556,0,0,0,0,0,0,0
"239",0,0.0999263649698537,0,0.0692594589002319,0.771750803363827,4.90956785261642e-05,0,0.0584071981351968,1.26594264082111e-19,0,0,0.000607078952364213,0,0,0,0,0,0,0
"240",0,0,0,0.176292086683679,0,0.0968139122545092,0,0,0,0.503356693752414,0,0,2.17098572761779e-21,0,0,5.03080207765708e-06,0,0.22353227650732,0
"241",0,0,0,0,0,0,0,0,0,0,0.999290343580803,0.000709656419196595,0,0,0,0,0,0,0
"242",0,0,0,0.0431249327432022,0,0.236975480136525,0,0,0.345693042463648,0,0.0966567419054528,0,0,0,0,0.0998476472898267,0,0,0.177702155461346
"243",0,0,0,0,0,0.0519834849663905,0,0,0,0,0.232849150672201,0.000103244566096991,0.513910142973772,0.119064874154601,0,0,2.8036748120073e-10,0.0820891023865711,0
"244",0,1.39968627956145e-05,0,0,0,0.10915965309087,0,0,1.21060924347459e-07,0,0,0,0.246921991774284,0,0.195485783101584,0,0,0,0.448418454109542
