"","32 OEC","05 OB-IMN GABA","33 Vascular","34 Immune","03 OB-CR Glut","30 Astro-Epen","31 OPC-Oligo","02 NP-CT-L6b Glut","14 HY Glut","15 HY Gnrh1 Glut","10 LSX GABA","09 CNU-LGE GABA","12 HY GABA","13 CNU-HYa Glut","06 CTX-CGE GABA","11 CNU-HYa GABA","24 MY Glut","19 MB Glut","20 MB GABA"
"304",0.00629744185636803,0.242770776218738,0.0029690107334334,0.0273361316959585,0.0379386065258142,0.293211564693168,0.0030614974606398,0.00806586330694934,0.0642737371715273,0.00797207993867198,0.0128055963763224,0.0224558700049118,0.0230990974935019,0.039074015565574,0.194061640078894,0.00635731806502027,0.00235734328726712,0.000723166957416246,0.00516924256982367
"305",8.81738562126368e-05,0.0689033064598474,0.420138340408043,0.00184568309854023,1.28142115421087e-08,0.150334926663242,0.0014065454614177,0.00405860541546659,0.0364520856962009,0.000788553373622597,0.00286219020417273,0.0109260878197717,4.83453323979665e-05,0.0344730627003818,0.242877718340078,0.0247910078793463,3.11741333365904e-13,5.34399151386439e-06,1.04852218810429e-08
"307",0.0824347174838681,0.336407354049929,0.00216747232743723,0.0126277454692573,0.0251701167193669,0.00733664583076408,0.000696293606055206,0.0834193464397151,0.0263029048274266,0.000484114712889291,0.179631169170997,0.0894688300968788,0.0043587226071797,0.0059135673300813,0.0469322236999552,0.0228514140338669,0.0590264325633681,7.53570269093594e-06,0.014763393328273
"308",0.00916487179077853,0.0683158144714871,0.428773586777106,0.00785696900673984,1.19238698400703e-05,0.0654346604959998,0.164882939352205,0.00103361067093089,0.00226534689577777,0.00724271213185412,0.145578062926319,0.0970197455453742,0.000671313189285179,8.81624755228547e-07,6.40900580912141e-05,5.14823933244517e-06,1.67472577883387e-05,0.00164875340772491,1.28222886100641e-05
"309",0.103580635940525,0.32400444198327,0.00248247538399939,0.194812643967497,7.69580818506862e-06,0.00898041837042138,0.0164689712378278,0.0443799038793041,0.00826191023699464,0.00193156172520456,0.200136820972744,0.0917668809579352,0.000338768736824729,0.000107013258662792,0.00150884459312687,0.000956011527956403,0.000270372849060255,4.16602584562389e-06,4.62544614029137e-07
"310",0.856707789450866,2.79009870626319e-05,0.000335791900207708,0.000194709318064032,1.20234377810759e-07,0.030852894761271,0.00200856454250939,0.108880271776939,2.42966881570515e-09,0.0006737394311049,3.97762283957949e-05,0.000193421993360965,1.27158292877784e-07,2.91284171449362e-06,3.4574984466318e-07,3.75219297682584e-05,1.78064142827731e-07,4.39195695222374e-05,1.16328871563139e-08
"311",0.00451469051661744,9.21279153920701e-08,0.933447670006897,9.43056154244708e-05,2.42365784835749e-09,2.96102394770921e-09,4.02478164148356e-07,4.94079639809722e-06,1.63092595843053e-11,0.00216900692693248,0.0597509096475449,6.952972241608e-06,2.52461765762412e-07,2.91519628913757e-14,1.07518736739506e-05,2.70876007946301e-13,1.16230822971997e-09,1.73111398775342e-08,7.01685169705444e-10
"312",0.0361852448092948,0.000445633134245371,0.444133643109549,0.442000570308315,1.28619086964029e-06,1.16001081625431e-07,0.00107478584726073,0.00277443051006359,7.96114431843152e-10,0.030413477989243,0.0093585539401194,0.00931199705088066,0.00359748803791639,4.72329254044804e-08,0.0207023901819265,1.55285053834394e-10,2.89508011387052e-07,4.37299784843441e-08,1.46691999122653e-09
"313",0.425989782783386,0.089017876921419,0.0151171209656855,0.00513585006034069,6.39016931010414e-07,2.16093476665736e-05,0.0143379486001435,0.0547378171377157,0.00966335009083238,0.00195185722529321,0.260230167088435,0.121368148282069,3.20660984045984e-05,0.000242907435684743,0.00172331777863091,0.000147142773883708,4.74712708116336e-08,0.000282293039685354,5.7882522072883e-08
"314",0.101874936297461,0.193254426035504,0.0118224987156357,0.233904090156632,0.00075843189729407,9.43228646519322e-06,0.0401766528477911,0.148792244002423,0.0148133503773408,0.000859918233186477,0.0596430588865248,0.13081131385357,0.0326816896057069,0.000339872109936331,0.0137509383634587,0.000353946425020085,0.0011039890371016,0.0100638778170001,0.00498533305194879
"315",0.000218452431254745,0.313361712508946,0.108771061095257,0.00364454743460495,1.27877623747925e-05,0.09643052039162,0.00633047951779644,5.15946975617184e-05,0.000252240190862353,0.00526652010166967,0.340019145942366,0.0888846917294775,0.00413217257330252,0.0181412254055226,0.00919614911580027,0.00528484003602355,5.0128616158547e-08,1.38387307475396e-06,4.25063869329482e-07
"316",0.311789129301569,8.11411347860417e-05,0.348649436853216,0.166514605859646,9.01331736994696e-06,0.0619080179300497,5.97309490878116e-05,0.0319636234660907,1.78672354591499e-09,0.00101240688533036,0.0314368829025714,0.0301793956560264,1.00220506289433e-05,1.45930472603174e-06,3.27489402810444e-09,3.36594078806405e-05,9.70694573232986e-07,0.0163485067419728,1.99248285690992e-06
"317",0.0255002934964948,0.0666976087077842,0.122842815313069,0.1386189244531,1.08937280678636e-05,0.314109253443079,0.00225766514542248,5.04887575118796e-05,0.0011938662051402,0.0232566570058197,0.238212126421063,0.0666551538355945,0.00019300474349793,0.000100933335377732,0.000104109196715508,0.000145337105968129,1.94149607691796e-06,4.75340676066186e-05,1.39354261002226e-06
"318",0.0130528180694602,0.197342734073571,0.0165643933767599,0.00569924233022279,0.0674381164572594,0.139891030948844,0.0183525484708967,0.00593027880666924,0.0917699492920347,0.00802367076797193,0.179380593488653,0.179595403028664,0.0147500104943152,0.00195415124923236,0.00244277638292657,0.00190122524084813,0.000552084687921598,0.0514093533923641,0.00394961944138582
"319",0.00159814482202158,0.00296252644550077,0.0525213807145942,0.0107209358762023,0.207029918563051,0.184605311070538,0.00831049926554976,0.00389256966192671,0.265778263309877,0.00184814348072617,0.0803049671306448,0.00374995756266189,0.0791749873175372,0.00060313930030534,0.00272652828081,5.14111278207638e-05,0.00337419697817772,0.00443116752834152,0.0863159515637128
"320",1.16374084859158e-06,4.67492354980729e-09,0.970173155330263,1.41767226740881e-05,3.82845876779662e-05,2.50896806263311e-05,2.89029625847777e-08,6.24745928444612e-10,4.5321469651304e-13,0.00103598630720745,1.40613333101083e-10,6.58903048379497e-12,1.70962213238695e-07,0.000787885150737534,5.2407483462002e-07,4.32468472433251e-07,0.00032179437685458,0.027239866395731,0.000361435851571074
"321",9.06749216711099e-09,0.0136673951769512,0.408801762433747,0.000126365918104846,4.3742695163039e-07,0.000822729909538982,0.000130843614103768,0.00861214693045979,6.65045266812988e-06,0.00186480211723867,0.00392345443768902,0.00198743579103717,0.000440744305053681,0.112291444908198,0.421653678943704,0.0256699504817497,2.29225037273606e-08,1.2415050661541e-07,1.01230226312645e-09
"322",0.00333096773855437,0.0211154514132068,0.019227564974349,0.00261491161765017,3.40262371963683e-06,0.716468348126009,0.032962766605503,0.0013258513852764,0.000280839309587369,0.00406077056472451,0.190208844785763,0.00768708749643077,1.03554405538391e-05,6.58468860098982e-10,0.000107855803117116,7.3279052454978e-09,2.19261354444495e-07,0.000594543583130621,2.11284695845887e-07
"323",0.00011774960191689,0.000286378472084663,0.648577275994471,0.000243956150939178,0.114578844741414,0.0188247626294667,0.0860987797440962,0.000314221617834306,0.000917699224844604,2.28312814240905e-05,0.000174775587082152,4.54642671275491e-05,0.000669224650291433,0.00372059011472116,0.038208139818081,1.54196195128793e-05,0.025257422432046,2.70331260453674e-05,0.061899430926601
"325",0.000747734234598175,0.196729652448664,0.024176569822363,0.0150467576059034,0.139430113929678,0.00117391253967434,0.0174128473806927,0.000227994422391596,0.00314254625835946,0.00134337787307669,0.252501079114857,0.141882757950027,0.000333939493462438,0.0783647220589046,0.0148624990744769,0.00350413544827387,0.0868444041466541,5.74982442356283e-10,0.0222749556229594
"326",0.000447124671469353,0.527803896943594,0.00802345945498698,0.0477808672183901,5.17473437674246e-07,0.185999912297225,0.0202635112790466,0.0147580269174266,0.0296180518711725,0.0002253351258887,0.000124709487436021,0.038797383108671,0.0750529824947416,0.0258693650711408,0.0161456967549789,0.00696033236366118,4.31062779017672e-10,0.00116494670798939,0.00096388032767964
"327",5.1586434260739e-09,0.967235209756474,2.20551865160841e-05,0.000461797446509983,5.44387478944439e-06,2.59462927322092e-06,0.0105279072861446,0.000870435701385238,4.6024804023228e-05,1.95676208632075e-05,3.01224563756439e-05,0.00419501204435768,0.00207889306362285,0.00288796415341988,0.0081443348354969,0.00319678352644266,3.51545911832269e-06,1.16291485627543e-11,0.000272332984914357
"328",2.08295642935556e-09,0.995118168445695,3.85818725876237e-05,9.23640819202488e-05,1.05228260219807e-06,3.36287353640956e-07,0.00198879944037684,0.00059380772145659,2.18488150822569e-05,8.70064014387453e-06,1.54579393056043e-05,0.000380359985553332,0.000590384298399521,3.2003153586816e-05,0.000705556768481157,0.000334208847868822,1.92662782797357e-07,1.01053896847974e-15,7.81746738457953e-05
"329",3.51411171236865e-10,0.740720863699427,1.06224303887531e-07,2.41036291886056e-05,8.83963765104934e-05,1.33960269285538e-07,0.000514389379041379,2.76793879410496e-06,0.000862112934033744,8.60981156863491e-06,0.036994837679005,0.00687296303083674,0.204761863580755,0.00321441158678665,0.00200864092148627,0.00392359548943879,1.70191674050792e-07,1.98818219812925e-13,2.03321527052275e-06
"330",8.34393450404521e-08,0.887857242785955,1.53065443981166e-05,0.000143734538785535,5.01200748910864e-05,0.0929086579318224,0.00834311971343304,3.7425458737225e-05,0.000116819637047608,2.08052603831415e-05,6.44156488791364e-05,0.000705719487092035,0.000383174507058495,0.00018393497318113,0.00800450610612495,0.000684001354012162,8.8521802499333e-07,2.25858499174947e-08,0.000480024734979326
"331",7.07038885810501e-10,0.992012230881065,0.000104216786827443,5.38229471098717e-06,1.21366807488033e-06,2.37512348046771e-07,0.000409455925394111,5.09942523063308e-06,5.31122194137824e-05,1.53051336732002e-07,2.77039080627889e-06,0.000417797815204109,0.00400631373503594,0.0011290792128791,2.73857830210234e-05,0.00137656212848342,4.8709640764448e-07,9.85663658490173e-15,0.000448501366712117
"332",6.0147846908604e-10,0.998520912736937,9.49810003969881e-05,2.54604620243982e-05,7.62540034828614e-07,3.57400824943977e-08,0.000575152344815388,1.23502055742761e-06,3.53373907500888e-06,1.44450477669599e-06,4.96834966689449e-05,0.000367958551722095,0.000102718954471234,1.7038269362785e-05,0.000137701212981866,7.86173768854544e-05,6.58540810325773e-07,1.79095267188818e-13,2.21049067393871e-05
"333",5.62428032378915e-06,0.904368953597953,3.40181252869015e-06,0.00034325259466576,5.96628358101652e-06,1.26586462759471e-07,0.00231609540476162,9.16023608381096e-05,4.41490082812244e-06,2.80034392777275e-05,2.5257032505231e-05,0.0285690379381106,0.00278088825836383,0.00134777546082921,0.000152258723838869,0.0599040471987591,5.81756810238741e-07,1.90595087199035e-15,5.27123695608389e-05
"334",1.8332103191977e-07,0.991582832933498,1.04825581264805e-06,0.000215494261471325,8.66822653909544e-07,1.12782965709861e-06,0.00337644028477905,0.000106916554523431,6.49701221102165e-07,2.50947592612024e-06,1.07984989793089e-06,0.00102793866092282,0.00111761271706101,8.02410974050221e-05,0.000103983959676051,0.00235526156648904,1.00693509228953e-08,2.26202693553639e-16,2.58026386225533e-05
"335",7.97294817779203e-10,0.976025271218423,1.29223425838554e-05,0.000159461600588118,1.77199621771522e-06,1.18188893727899e-06,0.00800367964114621,0.000119467110984866,1.51833636702193e-05,2.35689328772015e-07,4.29698030797777e-06,0.00094719568429962,0.00891223897877359,0.000715593934839032,0.000467770286054142,0.00456461211283535,8.85731977270744e-08,3.71195747411929e-14,4.90278004806231e-05
"336",5.70451029191943e-09,0.987164766148733,2.0161869674697e-06,0.00105045002248844,1.62508481487729e-07,1.69376442333358e-08,0.00426056916306743,2.61988288466074e-06,2.61918970253495e-07,3.28360147826977e-07,3.96857448517323e-06,0.00179392598690899,0.00103700410995764,2.2795233246211e-05,6.36011569006863e-07,0.00465881808796261,4.71784723020774e-10,8.64231993152904e-15,1.65469018208446e-06
"337",1.09275004705783e-05,0.940495268059132,0.00943706424487181,0.00343621394767713,1.35293742185119e-05,0.00079834557995963,0.0192265353148543,0.000352219123665968,5.86044622525291e-05,7.44500844207369e-05,0.000386668747507734,0.0134802052069033,0.00268144346435465,7.25241300169914e-06,0.000211306508018977,0.00918833819643825,5.51287483776676e-06,1.87301497055722e-09,0.000136113024399872
"338",4.15842074499493e-07,0.913950743581862,0.0360483818528176,0.000539453184969638,8.08488466883739e-06,6.70764422944391e-06,0.00586333649593375,0.000140134410006054,1.891428259014e-06,3.55086335628024e-06,1.77348594550214e-05,0.0111595127369711,0.00958830995297094,0.00040399755786844,2.02744408267054e-05,0.0217478148300037,3.66662019576978e-09,8.32006864472533e-11,0.000499651683906492
"339",3.14571213175387e-07,0.973843678263761,7.93035851298768e-05,0.000526180612283579,6.30345223247473e-06,1.44989483085442e-07,0.000790173954430276,1.78876637283155e-05,1.26071829556443e-05,2.13783505355706e-06,0.000116900285691999,0.00385776456170234,0.00143736574456065,0.00615664473178869,0.0118010208851892,0.00134469151107346,1.8811407620305e-08,3.57513227311512e-10,6.86100080175209e-06
"340",1.54543157221726e-09,0.993964078549708,4.99064611953222e-06,0.00018485605399092,4.50460634318275e-08,1.52613974357037e-07,0.00437632961652737,4.46196417083824e-05,2.23673369669801e-06,1.77407313971908e-08,7.08601533530647e-06,0.000285683162936074,0.000319282790000007,7.56548392950566e-05,0.000282562610865622,0.000449341910997016,8.50871628400975e-11,8.28481662945677e-14,3.06039744963886e-06
"341",1.91185751649147e-05,0.745344448583709,0.0116324610583079,0.0093870423222763,1.15104181653434e-06,4.56750183949438e-05,0.198409018065231,0.0211918856289238,5.55114114912815e-07,3.6390781691934e-07,2.20971630234877e-05,0.000261016877371685,0.00103734633878071,0.00267371677191609,0.00213744584289941,0.0075173976871171,4.54714128635796e-08,9.09821027415053e-11,0.000319214440740543
"342",3.66356000767554e-07,0.877664393588418,8.71010811823274e-06,0.0022717714098906,6.36698711756845e-05,7.28999926044951e-06,0.00114843666050614,0.00874823861871695,0.00225573545524509,4.36658140382656e-05,0.000227102865660922,0.0126183773061688,0.0133600287907386,0.0427870990006695,0.0180493485975874,0.0187672250874736,7.83038208760928e-06,1.72311425659646e-08,0.00197069285710138
"343",0.00126902218672042,0.196029773720956,0.0166462728867192,0.0136871237253539,2.5835109908471e-07,0.213326253088443,0.00146069911689547,0.000151523515024514,0.00758599027326551,0.00151521503754871,0.117809003996836,0.126455980708301,6.51304183667936e-05,0.0304494295125275,0.247771620502706,0.0257764564866161,7.46119271147532e-10,1.56373322371503e-10,2.45570128129066e-07
"344",4.67554594457159e-07,0.555180462514329,5.44520571651925e-06,3.71366390486047e-05,8.38707112958471e-07,0.0804785430119247,4.97474763875965e-06,0.000148439206444246,3.65354909945443e-05,0.00923970311283111,0.000570365225739613,0.263152853268702,0.0763198009017423,0.000103775186177825,0.000294069232805382,0.0139395074256585,1.91817213818817e-08,2.79928936226214e-12,0.000487063384018889
"345",0.000516120687633553,3.94817953589616e-05,0.846245449784929,0.0706308982465652,4.09471969969212e-05,0.0193908707476426,5.25493865140164e-05,8.64944414935926e-05,0.00580188089816763,0.00143018161910379,0.000173292423416099,0.000943038055294543,1.76525566233922e-05,3.63658378519405e-07,0.00120675342046235,2.65593790662061e-09,1.71368940380119e-08,0.0505306653264606,0.00289333996212748
"346",0.0098113384054431,0.263404430852401,0.0067527074542172,0.00979049299471463,3.60749516244404e-05,0.18541055570906,0.0767305536452545,0.069397752689601,0.00174723831389989,0.000845303130504911,0.156015367298456,0.172669541666704,0.00501107679537319,0.00156636872481953,0.0092062726792166,0.0315098098879099,5.19755765786407e-05,1.52828159303668e-06,4.16109426288091e-05
"347",8.1933880438836e-05,0.287226836273065,0.0214973096351783,0.00948452425900896,9.68190812403366e-09,0.00294395558500794,0.0935507459818679,0.0002135248799957,0.011996190375007,0.00280096833144239,0.337930607601269,0.2306683369062,0.000178161966088358,0.000127243336550952,0.00110110947328123,0.000198481572139478,2.66257633420503e-10,5.97415547235815e-08,2.53737887899032e-10
"348",0.212555465900122,0.293312177117981,0.00247813179876106,0.00984939765368574,0.000124875102105068,0.0146988478961916,0.00111013644284434,0.116814924912086,0.000661867864567513,0.000166303025929741,0.198467053797873,0.140057035142701,0.000902396646516374,0.000237359647054344,0.00339607962935485,0.00433817364902084,0.000822156898979152,1.11051476083973e-06,6.50635946526807e-06
"349",0.869130628563525,8.50134275177875e-06,0.00220221651490301,0.000989421266680213,8.14452870970606e-12,0.0333519727055145,0.0530203838640961,0.0371462357203917,1.74790152211855e-09,0.00411542780804102,6.99855631291572e-08,1.41679674885863e-07,7.55744101621145e-15,8.55482968096587e-14,3.48179842380583e-05,1.83209268937072e-14,8.51243605361221e-20,1.80808462832613e-07,6.0077320051348e-16
"350",2.44683383234786e-08,2.72133099732668e-08,0.999996479754851,1.15332469155409e-09,1.73876841126846e-12,4.48830560824557e-16,3.12975640372309e-09,2.50550058957552e-11,1.38181273912616e-21,3.7427348516931e-07,3.89257308696289e-10,7.58081540477395e-10,1.16537880331535e-11,7.71494146958664e-12,2.08902575445885e-06,9.99555436536542e-07,7.26173871873032e-14,2.20015826917702e-14,2.32146620025796e-10
"351",0.458561248619343,0.000341003422549971,0.309571754482135,0.0479307562848218,2.98215316496866e-08,0.0652364743531167,0.036822043438181,0.00127490170431427,5.08015306317476e-06,0.00596509441772083,0.0740824826083249,0.000177343145714681,3.06967177231193e-06,8.10869604073496e-12,1.47950660131478e-06,3.24745518329011e-08,4.45787080058076e-12,2.71007684589787e-05,1.05115231780665e-07
"352",0.205323513821354,0.0730008944298533,0.102025734941912,0.227481684924355,2.11022078585304e-05,0.00396153146752457,0.00437685501751881,0.0885988072397435,0.000158661256073036,0.000550757863900811,0.25949699674459,0.0315120444042943,0.000105344831036793,0.000216330525567957,0.00236153808646427,0.000523770690964886,0.00023099479486782,4.7053837822933e-05,6.38291429780515e-06
"353",0.0290865253282754,0.0944430602166319,0.615325202567893,0.00129333890994688,5.36149199859695e-05,0.0595030524840527,0.0142877622629108,0.000976368983496728,0.000318742989445462,0.00215735883905526,0.117480613375044,0.0132434808905957,0.0498502320793476,1.03405179594664e-05,0.000394185214985895,7.62456098354318e-05,0.00149284498497666,3.16481847421657e-06,3.86500708692019e-06
"354",0.00247212645128032,0.376644817379184,0.0599937457648974,0.0189351576313228,0.00143275654362259,0.0519090183808011,0.0590317793857841,0.0451816517456598,0.0488063315400201,0.00348543699827278,0.210866495251276,0.0585326255785869,0.0112977225183481,0.0050115252407152,0.0222642226584764,0.00964461405608287,0.000411409611349649,0.013659516709519,0.000419046554800444
"355",0.384648774711815,0.00823649874488994,0.180817654024078,0.00718848047710092,7.75121540564454e-06,0.235426305455735,0.000719942718586029,0.0182240480045719,8.46645144202821e-06,0.00281531194438606,0.0959951969974978,0.0551804027364721,5.08279241934358e-06,0.000107488762242625,2.19689339956784e-05,0.00013218433035438,4.50425318351208e-08,0.0104640804222914,3.16234183713769e-07
"356",0.0059799328391707,0.140403316053873,0.000255483706028219,0.00127246198474627,0.0123513535215226,0.000448612478260861,0.0131786270516482,0.058704594784674,0.0846869648575796,0.00222676208029966,0.166614030466111,0.163209022239656,0.100364334767155,0.00147802092807365,0.0204346868808713,0.00864399890407718,0.000175029884960024,0.219225526801934,0.000347239769358793
"357",2.06952932636645e-08,0.416324267142822,2.1951323467188e-06,0.00299341012505349,2.40694072250934e-07,0.000246348650181402,1.03334392559866e-05,0.143199098165013,0.0495216186250834,1.64869069803162e-06,0.185842160683417,0.0191177172010538,4.45102754079755e-05,0.00113638945351639,0.164428880248125,0.0171310504468705,6.10088013748542e-08,4.7996073310317e-09,4.45233806001522e-08
"358",0.000400740952268286,0.0270587179644782,0.00103066487156065,0.00444745120497907,0.440288093242039,0.0155549626457973,0.00313296135177739,0.00126332941983574,0.145548021848971,0.00019456058663868,0.0278255881896835,0.0347437521617826,0.0687031474405902,0.0349214896567236,0.00939747567304857,0.00721339750414523,0.038344199952662,4.8482377169192e-06,0.139926597095301
"359",8.49252183802634e-13,6.82995009320848e-10,0.623335925252158,0.376663800227197,1.35203157916706e-10,3.14707517289549e-10,5.15852259083622e-10,8.20116768412536e-10,2.41498029359696e-15,6.75872661287902e-11,7.11964332753613e-13,3.76931025575521e-11,6.10378522443424e-11,1.23209188397108e-07,1.05344671607e-11,1.48663892294369e-07,3.12077892518153e-15,1.10317820749035e-13,1.59858984031132e-13
"360",0.00681729133986433,2.86998023460359e-07,0.00121581422712234,0.00052030448760477,0.000212296450098197,0.969804194823049,1.35379825246824e-06,5.27630517798179e-05,2.51054333894747e-07,0.0190925188510328,1.14371415831849e-05,1.52398705445745e-07,1.14991266837894e-07,2.48282966557691e-07,1.33633856627844e-07,4.4587671366685e-07,0.00225373209334302,1.40680544270535e-05,2.59244597670184e-06
"363",4.40602045358378e-11,1.55159757960302e-05,0.689071784232073,1.76188399170641e-07,0.178825316301873,3.71785271978119e-09,4.43071854706487e-06,9.91952269332181e-08,0.0119468555265876,8.78809849981965e-10,2.82822356323075e-05,2.01245168434904e-05,0.000159828361544511,0.0294288842719915,0.0069620212581571,0.000127729357337026,0.0647214109421466,2.3180382591194e-06,0.0186852182388632
"364",3.37615361621147e-05,0.613102465377381,0.00827514544977202,0.00908599499241884,0.118208995956267,6.93173834098415e-05,0.00141328752315433,0.000796467207047602,0.0058119648691045,7.76725463638176e-05,0.0045873555309998,0.00527971702871662,0.0393553876242097,0.0212845426469323,0.0130998634510507,0.00690085235707309,0.110608318827015,0.000283494723817115,0.0417253949691033
"365",5.68500376420579e-05,0.116575969875173,4.479225705454e-05,0.000279507383879803,2.77963730441182e-09,2.47036344570609e-06,0.80270575270886,0.0518234102586287,2.57930437216679e-06,1.30435212581032e-05,0.0121219189061229,0.00461494077557865,0.000749922464146245,0.000242138564390867,5.10124948380615e-05,0.0107156868621997,1.10273009232758e-14,3.0348919387101e-17,1.44276145922313e-09
"366",1.3296916295498e-10,0.981817199138364,2.09160352814731e-07,0.000844156657806415,9.57364861027848e-07,1.88863508847148e-07,0.00723566229924988,0.00225683881348597,4.4473147939851e-06,5.24470499740338e-06,1.02156564200685e-05,0.00132274858921476,0.000450104926362255,0.00126626769875405,0.000631859196502754,0.00350229546281319,6.79322772627801e-09,2.76580450922112e-10,0.000651596949735673
"367",1.23195139556752e-06,0.966169805283315,0.00300099192222742,2.7303372069143e-05,2.3778425753961e-06,1.1725950716547e-07,0.00509097369707215,0.00300162188136688,0.000333635745309164,8.07757978125009e-06,0.000121790184081342,0.00172138334646286,0.000563934629409901,0.00028020521357288,0.0187085381222133,0.000502366683603733,8.32522241759835e-07,2.2245372067366e-09,0.000464810539258153
"368",3.43249902933684e-05,0.939514606477007,2.41791017076512e-05,1.77189268699099e-05,0.000107871516120881,7.05906451191077e-05,0.0281181642487795,0.019342104565311,2.32261311387397e-07,5.20031176655818e-08,8.10404427004517e-06,0.000520809025862753,0.000296220984481466,1.38929592168461e-06,0.000108831264322332,0.00206258924227557,5.44357332910229e-05,1.50733619771681e-13,0.00971777567378711
"369",2.80987604455351e-07,0.984427933663473,1.40754223714697e-07,2.16597761608266e-05,3.68773171153337e-06,3.41738754306499e-07,0.00250564530576257,0.000220119503491761,1.34864157765992e-05,3.07759266577293e-05,1.70723117780724e-06,0.000341664695766578,0.00549363733168131,0.00139484657783682,5.93170154501286e-05,0.00291351514782741,6.38841912601933e-07,2.734734839086e-15,0.00257060135472857
"370",1.13415327866916e-08,0.928393859387919,2.96911002990875e-05,0.00017137317180649,2.82156713423944e-07,2.02244434346906e-08,0.0611508593053097,0.000697289459082248,2.20873956787087e-05,6.07247983860794e-10,1.19156048327481e-05,0.00197070112076994,0.00104930074169881,0.000574433260607476,1.33011628005739e-05,0.00590977179717622,7.54639443799847e-12,1.3330405684883e-18,5.10215453477808e-06
"371",5.63892434831168e-06,0.911724676583887,0.000151212366968644,0.000690140681842989,2.38157559439495e-05,2.63184838180112e-07,0.0792790796591383,0.000315631087874317,3.53281558521304e-06,6.66225246693648e-06,5.34486396867149e-05,0.00564072228314639,0.000766755669565886,3.33963678110241e-06,0.00023781595237765,0.000807955000222167,5.57017636877233e-05,4.66827868348559e-16,0.000233607741637621
"372",1.49123579504956e-05,0.990141474294697,0.00253425162976862,0.000180218065264903,1.24831353202077e-05,2.58785834238037e-05,0.00305503720643378,5.06141806151513e-05,1.22816971800188e-05,0.000139123530216699,1.16259940245521e-05,0.00112136266359555,0.000586456095124261,0.00023261949840824,0.000433119729236008,0.00125798001254939,7.98084680851039e-06,5.6951327246839e-11,0.000182580422431893
"373",8.83451911569905e-08,0.983892478835212,1.05206004998889e-05,0.000230232333477052,1.36413351862221e-06,2.942194368132e-08,0.00527091207242546,8.29435129122626e-06,2.53451368036259e-07,2.22826699146788e-06,1.10456800070612e-06,0.00167314501992094,0.0020713842018593,1.74337938670783e-05,1.6950676284687e-05,0.00678140522260925,1.02441987284012e-07,2.15725308260254e-12,2.20722613949695e-05
"374",3.32864488803714e-08,0.983001295076574,0.000691991590858923,0.00893070420559984,9.38474351820663e-06,3.9471812492182e-07,0.00429605135209891,1.23946153268309e-05,9.1643804920148e-08,9.09780383691113e-07,5.34889636414212e-07,0.000283546815687934,0.00179806796622861,3.60432148984862e-06,1.83629308203955e-05,0.00080354137007864,1.46843322475442e-05,2.33311933313623e-13,0.000134406360837777
"375",8.88863543069777e-10,0.994606386955083,8.64196896187072e-08,0.00101220836603755,1.14293353862854e-06,1.35494959564029e-07,0.00374604510255515,3.47788392202719e-05,4.57285146171083e-07,3.65921460916451e-08,3.5222863494358e-07,3.66609156205628e-05,0.000237247789986958,4.28698262044472e-06,9.48354572036835e-06,0.000303634935961645,2.25794343487836e-07,1.96155862423359e-10,6.82873371662812e-06
"376",9.68007521906881e-08,0.929688009691701,7.97528992039703e-07,0.00011538409585496,1.87464706124541e-07,7.47924397901813e-09,0.0688085755284075,0.000450660754771037,9.72844174829196e-08,2.72123304890507e-07,4.09815969488972e-07,1.81304048502267e-05,0.000143201278406665,0.000130333443624645,1.80322985174566e-05,0.000625315587608402,1.608798089883e-08,1.03700489851962e-08,4.61960841629452e-07
"377",4.54176429119005e-07,0.979269234034898,3.75656176959681e-05,0.00647440857670343,3.55847148511801e-05,0.00455672313080475,0.00683965665071306,9.41373492725942e-05,7.43619410343919e-06,9.77941775346984e-06,2.61616931168896e-06,0.000369940709558772,0.00117008195386875,2.12115796785086e-05,3.15016585668331e-05,0.000487178083822127,5.5329687106681e-06,4.30935192148311e-09,0.000586952703906053
"378",3.43643933662183e-08,0.749362318216946,0.236222155117356,0.00459819112295987,3.51519174635742e-06,1.81485930132015e-07,0.00524624007450166,5.60877055436017e-06,2.13363579195799e-06,2.4458993631712e-05,2.09167219996489e-05,0.00220626267482828,0.000667841192025335,1.93853967410451e-05,0.000227871033720214,0.00131104758829513,5.40678005716609e-08,9.83904487170518e-13,8.17843497941369e-05
"379",6.32027461420051e-07,0.978488994539312,1.41837805829496e-06,8.49264813167962e-05,3.23160990579991e-07,1.97211995920767e-06,0.00462951123717811,6.87360601279667e-05,2.53873419893205e-05,7.71865988183589e-06,1.29567925759681e-05,0.00136195208871313,0.00195432575759418,0.00474264215881059,0.00101650166093349,0.00758934249759106,1.06648449622704e-10,1.29949782872335e-08,1.26459358787411e-05
"380",3.77335530892292e-06,0.917478471123258,8.33622391771241e-05,0.0699579164219386,2.41230096343334e-06,2.81240245463801e-06,0.00329534726243409,5.6129091936059e-05,9.30071834393627e-06,0.000121240451010225,4.47017294915532e-05,0.00183546357806072,0.00232685620999845,0.000432699908085434,0.000907759145412275,0.0034189996083433,1.15674331034363e-07,6.01300011454749e-10,2.26381781520831e-05
