"","32 OEC","05 OB-IMN GABA","33 Vascular","34 Immune","03 OB-CR Glut","30 Astro-Epen","31 OPC-Oligo","02 NP-CT-L6b Glut","14 HY Glut","15 HY Gnrh1 Glut","10 LSX GABA","09 CNU-LGE GABA","12 HY GABA","13 CNU-HYa Glut","06 CTX-CGE GABA","11 CNU-HYa GABA","24 MY Glut","19 MB Glut","20 MB GABA"
"14",0.253182171547932,0.0049729344469269,0.465674764143769,0.0041482724990655,1.35092779519635e-05,0.000615502593190219,0.00624931713126798,0.0145655497782818,0.0159419156227178,0.000533847783913286,0.160988308372176,0.063117065997854,6.76315206659371e-05,5.94118649942791e-07,3.81643220101178e-05,0.000328519272975386,4.85610022950533e-07,0.00955947706613496,1.96889449513846e-06
"15",0.282905154910472,0.122111180000577,0.0744624062775427,0.0349155021385441,0.00025821473881514,0.0234229919393872,0.0144165914635201,0.105416182799001,0.00201267854157906,0.00340266183843593,0.239947659933948,0.088950791608362,0.000110197187585777,0.000126833328930164,0.00461709293667517,0.000373075641226552,4.73184502809989e-05,0.00245807538101587,4.53908841013464e-05
"16",0.322303601728895,0.000915104466391223,0.00576504379884446,0.00777689829152111,1.60338944242366e-05,0.42220103548123,0.00273829559076955,0.0736995334654341,3.22840543843203e-05,0.000213156326794477,0.11619344942519,0.0232330810738142,0.000163041218154672,5.28228462262852e-07,1.3075187577755e-05,7.77793423548257e-06,6.37539831667471e-08,0.0247194559140394,8.54016585478094e-06
"17",9.98190786193088e-05,0.133149340531609,0.0153095464148014,0.0230551928155369,1.01392477556979e-06,0.65163253989926,0.00019714831459243,9.66530574690113e-05,2.48514202705782e-09,0.000520653541322079,0.00197570177710226,0.111338682105656,0.0251913333933154,0.00301170902285716,3.75076574850634e-05,0.0340824359977729,5.46559601737424e-13,0.000300715342593344,4.6395433813675e-09
"18",0.00349751457850376,0.34838140393916,0.0834072891445218,0.00944709639237416,0.0280969202228914,0.0136082997882635,0.00368609619209533,0.00234955501443293,0.0279551559441455,0.01568634018226,0.230905322374411,0.0569496717434265,0.13448739108425,0.00752151725889547,0.009803125332224,0.00264768644701594,0.0191749194499811,2.08553117245706e-06,0.00239260937997468
"19",0.000403921961625831,0.363376476951149,0.0100556733182581,0.0311894760138356,0.000539363013065347,0.105383954920513,0.000468118760162033,0.0978518633043555,0.0322460735218865,0.00661588150836429,0.218016812207866,0.0706833300691281,0.00387370901080396,0.00224129866383035,0.0456543983885036,0.0029951981162372,0.000722618945907189,0.00727642455469153,0.000405406769815954
"20",0.000376331684340872,0.277029863023052,0.20802777434929,0.016862118712487,0.000339835367313953,0.122091278013867,0.00479670705313771,0.059034219022872,0.00880305279990551,0.00444521680120779,0.210082777032701,0.0602590194092308,0.00432624775002958,4.40235026021257e-06,0.00538941788695683,0.00560744077095842,0.012305004784364,5.05462458140911e-06,0.00021423856344414
"21",0.00129608494008497,0.103773111933599,0.00775279677157636,0.00601616146387896,0.00708918461000532,0.122014271325325,0.0565396913546779,0.0494462600491071,0.0538313986343835,0.000399095975441287,0.0728474932023714,0.0973910883525668,0.0950709249778056,0.000130956075842622,0.00303632643868212,0.0019903197989506,0.000371568869421687,0.320443830926386,0.000559434299893605
"22",0.0067569276950457,0.0962402010445035,0.0494081509832927,0.147768057353022,0.0181990671339114,0.0773605934007787,0.0024748828088296,0.00983380544151087,0.144733990020617,0.00457755736186755,0.294530478581055,0.102154071509981,0.016420151909918,0.000326222838783911,0.00153480000065659,0.00268045569656348,0.0086767759292516,0.0119862290554066,0.00433758123500557
"23",0.0354059057231407,0.0278832477719153,0.273797953184375,0.0318397086094677,1.3438631338587e-07,0.300006397633697,0.0115738306255849,0.0141415540368889,5.76088588531165e-06,0.00179298049672433,0.265899117178926,0.037514202537357,7.81022335801183e-05,7.40493616104402e-09,9.45075096608253e-06,2.03449530970023e-05,2.4019343308323e-08,3.10701429577145e-05,2.07424844398446e-07
"24",4.18191281313466e-06,0.090726972689894,0.408848819927355,0.248506053281656,1.08471863636826e-06,0.00083672211888108,0.0256419465937232,4.55214995433026e-05,0.00125433257855805,1.01571972294577e-05,0.155909825479478,0.0667943405572105,0.000702208190259127,0.000113933992816621,0.000396423008654273,7.63684457300672e-05,7.73233486179421e-07,0.00013029471069344,3.98633818196814e-08
"25",0.184487352029085,0.033938134854425,0.316851843899808,0.00857022650915202,2.67752343681925e-06,0.0209567347428973,0.00301508926874604,0.00906052344613574,0.0759866048272777,0.00283137123259767,0.241273639013666,0.099825132301744,3.97849037317855e-06,3.66476987009815e-11,1.13998162783002e-05,8.56080587859312e-08,3.27428331010522e-08,0.00318184755569838,3.32610113937586e-06
"27",9.1772961592601e-06,0.110548213377426,0.771873536366111,1.77921354060237e-09,0.000391704072881477,1.47192628527914e-08,0.000537048737188757,0.0419145649752906,0.00021881468247174,6.8294436894358e-07,0.0515118870568819,0.0130532627357173,0.000112291296418491,6.32753511941482e-09,0.000248281016218664,1.34071466777739e-06,0.00955075833022133,7.20182856985768e-11,2.84134999465514e-05
"34",0.214055721912886,0.091148230076577,0.0819537390106802,0.0668132528247918,3.82047803263665e-05,0.236018227672295,0.000842459535019829,0.0730549491943131,2.46580901092528e-05,0.000385343157955706,0.0897876088510603,0.101687333544323,4.76857201090469e-07,1.19690538956981e-05,0.000845399165355283,0.000788331085358899,5.83225523027841e-06,0.042537200345648,1.06258697333115e-06
"35",0.00261076694234024,0.197462216066427,0.258723784225633,0.0204999514249403,5.56963514838532e-05,0.0236678178634876,0.00222250440613263,0.000227330296038016,0.0344290509580378,0.00670020984673977,0.284944556063004,0.155127948638398,0.00188764162052727,0.000291274173010733,0.000109414254312334,0.0109230926174014,3.16803541269981e-05,3.23534255207357e-05,5.27104724379371e-05
"36",0.00148796494811261,0.404234293189791,0.0152007784037578,0.00573617520831772,2.63547740864459e-09,0.0219116409008436,0.00436427600013873,4.54534027302987e-08,6.97269117788423e-05,1.76336414122172e-06,0.187012552476639,0.274869651175587,0.0678424798346267,0.00222881638270719,3.91332104605572e-06,0.0150358038152377,2.97648065704048e-12,1.15476872624108e-07,4.98546293182218e-10
