"cell_ID","05 OB-IMN GABA","30 Astro-Epen","03 OB-CR Glut","34 Immune","33 Vascular","31 OPC-Oligo","32 OEC","06 CTX-CGE GABA","29 CB Glut","09 CNU-LGE GABA","12 HY GABA","10 LSX GABA","02 NP-CT-L6b Glut","11 CNU-HYa GABA","13 CNU-HYa Glut"
"120",0,0.158469082469866,0,0,0,6.65880397394649e-05,-3.75097939311002e-18,0,0.00403294106715929,0.551090581399953,0.00680426348316443,0.053280410869909,0.226256132670209,0,0
"121",0,0.380593494965292,0.370554201087242,0,0,0,0,0,0.0602609614139892,0,0,0,0.188591342533477,0,0
"122",0,0,0.540430820726894,0,0,0,0,0.253916792995075,0.0352126573969792,3.78092536043666e-05,0.0914760000683129,0.0789259195591348,0,6.54552216067575e-21,0
"123",0,0.32730760380779,0.30717217137546,0.210387284310456,0,0,0,0.0956467177421837,-4.79910047562363e-19,0,0.00999505166416144,0.0494911710999488,0,0,0
"124",0,0,0.225004904915759,0.0982200179906806,0,0.581030846689597,0,0,0,0,0.0957442304039632,-4.31204954764075e-19,0,0,0
"125",0,0,0.827328897270037,0,0,0,0,0,0,0,0.172671102729963,0,0,0,0
"126",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"127",0,0.337540125749945,0,0,0.662459874250055,0,0,0,0,0,0,0,0,0,0
"128",0,1.29949697031718e-05,0.390125750806185,6.24740448111575e-19,0,0,0,0.257070471394497,0.0464171630271124,2.48307943981128e-05,0.155106472872875,0.151242316135229,0,0,0
"129",1.32527630425178e-18,0,0.806047738292639,0.0202315601210968,0,0,0,0,0,9.74673931419605e-20,0.0720639407980225,0.101656760788242,0,0,0
"130",0.0469421595209415,9.8467991697096e-22,0,0,0,0,0,0.170235160358796,0.347784806745168,0.268874573368917,0,0.0393207995595286,0.12684250044665,0,0
"131",0,0,0.534121925080026,0.224215874173703,1.59520161506049e-19,0,0,0,0,0,0.212989796306944,0,0.0286724044393269,0,0
"132",0,0,0.86072607805248,0,0,0,0,-2.77446412075939e-19,0.13927392194752,0,0,0,0,0,0
"133",0.365925959590083,0,0.0429138288360542,0,0,0,0,0,5.42652443661951e-19,0.224399303175245,0.216427161964561,0.150333746434056,0,0,0
"134",0.280132605936427,0.229146177861009,0,0,0.211871696277977,0,0,0,0,0,0.278849519924587,0,0,0,0
"135",0,0.191551768076509,0.731398710656356,0,0,0,0,0,0,0,0,0,0.000782271377781579,0,0.0762672498893537
"136",0.13414516882442,0.462956050145784,0,0,0,0,0,0.0725901780967824,0.0559578724856329,0,0.100319941626295,0,0,0.174030788821086,0
"137",0.0288265722429383,0.582911236118809,0,0,0,0,0.014576168000761,0.143323248912038,0.230362774725454,0,0,0,0,0,0
"138",0,0,0,0,0,0,0.996841041232124,0,0,0,0,0,0,0,0.00315895876787609
"139",0,0,0,0,0.645987882570669,0.196998668931157,0.0597592265380081,3.31021599182851e-06,0.0832594795867486,0,0,0,9.89113776164964e-06,0.0139815410196644,0
"140",0,0,0,0.079536119179168,0.777425464346575,0,0.00463907992329896,0,0.138362342455371,0,0,0,3.6994095586529e-05,0,0
"141",0.101979827672914,0,0,0.0557144616727871,0,0,0.426721738958322,5.94649620303602e-05,0.227984182068119,0.119623725995786,0,0,0,0.067916598670041,0
"143",0,0.21817882028081,0,0,0,0,0,0.209716194684137,0.126710484220758,0.32650802617537,0.0675058687809802,0,0.0513806058579445,0,0
"144",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"145",0,0,1,0,0,0,0,0,0,0,1.10185041767896e-17,0,0,0,0
"146",0,0,0,0,0,0.0254543783043961,0,0,0,0.179724602027488,-4.28195928856699e-18,0.794821019668116,0,0,0
"147",8.53265572207104e-05,0.0849432519897059,0,0,0.214733125626936,0,0,0,0.0689854508731857,0.087967793189402,0.364156575181918,0.179128476581632,0,0,0
"148",1.08046738900068e-06,0,0,0,0.266545377290546,0.104317196480647,0,0.18665565039135,0.256652183143447,0.112435674478912,0,0.0733928377477092,0,0,0
"150",0.137175137917993,0.291116740018052,0.197625334070714,0.0263951229438786,0,0,1.97923987511578e-07,0,0.229725360619678,0.117962106505697,0,0,0,-2.20359391107901e-21,0
"151",0.269129748725306,0,0,0.0515473397740189,0,0,0.0654115466541396,0.127989784247073,0.225132182469537,0.112118885590763,0,0,0.133588739059453,0.0150817734797096,0
"152",0,0,0,0.547284134939346,0,0,0,0.23723101638937,0.10327463921061,-6.08264624472266e-19,0.112210209460675,3.15261303693624e-19,0,0,0
"153",0,0.105123720565461,0,0.496841491777624,0,0,0,0,0.0687602506970711,0.172796382938293,0,4.99483403816411e-18,0.156478154021551,0,0
"154",0,0.142238830194328,0,0,0,0,0.80871775420699,0,0,0,0,0,0,0,0.049043415598682
"163",0,0,0,0,0,0,0.998949525210444,0,0,0,0,0,0,0,0.00105047478955564
"164",0.242260459806459,0.118591058652058,0,0,0,0,0,0.0338061194785625,0.00274081584072531,0.404808509888936,0,0,0.017458959784836,0.180334076548423,0
"165",0.724583770596898,0,0,0.14637369437275,0,0,0,0.129042535030351,0,0,0,0,0,0,0
"166",0,0.169889009687468,0.786054141945106,0,0,0,0.0440568483674255,0,0,0,0,0,0,0,0
"167",0,0.474320494046491,0,0,0,0,0.021727078102451,0.264880049514625,0.1875846137935,0,0,0,-1.67791036810942e-18,0.0514877645429325,0
"168",0,0.376975992604595,0,0,0.623024007395405,0,0,0,0,0,0,0,0,0,0
"170",0,0.000180722663543377,0,0,0.874753228015676,0,0,0.0172827075253583,0.107783341795422,0,0,0,0,0,0
"171",0,0,0.345697519461514,0.136414388091162,0,0.517888092447323,0,0,0,0,0,0,0,0,0
"172",0,-2.53837391886303e-19,0,0.490267135591829,0.357793416539574,0,0,0.0167514024507733,0.135188045417823,0,0,0,0,0,0
"173",0.460238838948173,0,0,0.031824403299945,0.211766981858083,0.295963589621338,0,2.01621720519659e-20,0,0,0,0,0,0,0.000206186272461358
"174",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",0,0,0.301757324921383,0,0.0978641599799732,0,0,0.421866578407046,0,8.22957087561785e-18,0.178511936691598,0,0,1.88248422154334e-19,0
"176",0,0,0.000184506331965855,0,0.0219998574814695,0.977815636186565,0,0,0,0,0,0,-3.7151091919987e-19,0,0
"177",0,0,0.889236637210728,0,0.110763362789272,0,0,0,0,0,0,0,0,0,0
"178",0.239106991690713,0,0,0,0.543480372128212,0,0,0.12348641039841,0.0939262257826652,0,0,0,0,0,0
"179",0.633011637136059,0.0632113535128929,0,0,0.145716494427796,0,0,0,0,0,0.158060514923253,0,0,1.39848736168642e-19,0
"180",0.480497481381842,0.192117369484804,0,0,0.249480623461366,0,0,0,0,0,0.0779045256719879,0,0,0,0
"181",0,0,0.866749210704732,0,0,0,0,0,1.51653279346035e-18,0,0.0609906711834716,0,0.0722601181117961,0,0
"182",0,0,0.140196003738559,0.216414242060939,0,0,0,0.153218153187417,0.142317890798421,4.21835536295943e-05,0.108139443512095,0.23967208314894,0,0,0
"183",0,0.18395903993627,0.0804116838139713,0.254085308961159,0.0424325734291445,0,0,0,0.0189109591784415,0,0.199444915311006,0.220755519370008,0,0,0
"184",0.134461333843766,0,0,0,0,0,0,0.208948231793829,0.181663211205284,0,0.223333621711519,0.00796814258402102,0.204165177775693,0.0394602810858872,0
"185",-1.37956095482358e-19,0,0,0.483879401850715,0.24667733541079,0,0,0,0,0,0.269443262738495,0,0,0,0
"186",0.0948922443707358,0,0,0.0471554925402504,0,0,0.140849105386574,0.125220190293415,0.246022004379423,0,0,0,0.241558774024029,0.10424016496766,6.2024037913489e-05
"187",0.284515723728499,0.0992873688322331,0,0,0.0596997033688191,0,0,0.218294262195103,0.338202941875346,0,0,0,5.19486770084214e-18,0,0
"188",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"189",0,0.0483046102536814,0,0,0,0,0.3976112125523,0.16819872856703,0.160881167634097,0.0616782470039781,0,0.00242548302513782,0.160900550963776,0,0
"190",0.121563558900334,0,0,0,0.470583358798599,0,0,0,0.228821707067035,0.079729429492764,0,0.0342044282732695,0,0.0650975174679985,0
"191",0.000372090573902843,0.12193877007579,0,0,0,0,0,6.44094639785934e-19,0.320967695214046,0.29673978049181,0,0,0.25998166364445,0,0
"192",0.218502879260951,0,0.0851281628078644,0,0,0,0,0,0.211018951616854,0.000136190747033259,0.200578159971112,0.284635655596185,0,0,0
"193",0,0,0.214775465265266,0,0,0,0,0,0,0.458532238110631,0,0.326692296624103,0,0,0
"194",0.53824514664345,0,0,0,0,0,0,0,0,0,0,0.46175485335655,0,0,0
"195",0,1.63998137605791e-21,0.715487439500376,0,0,0,0,0,0,0,0.214161767290184,5.15910602758152e-21,0.0703507932094399,0,0
"196",0,0,0.308638354159209,0,0,0,0,0.309780568344828,2.39952572242849e-05,0,0.0539305975844205,0.327626484654318,0,0,0
"197",0,0.515563371021891,0.107638973226353,0,0,0,0,0,6.83899042836001e-05,0.182078920756778,0.0523225651205862,0.100185367742656,1.00568847468603e-18,0,0.0421424122274517
"198",0.0871873231449739,0.130531646275158,0.436102145502424,0,0,0,0,0,0,0,0.225805746861799,0.120373138215644,0,0,0
"200",0,0.0390808300392876,0.510969722962008,0,0.449949446998705,0,0,0,0,0,0,0,0,0,0
"201",0,0.136605155895588,0.696571105049103,0,0.128101174625031,0,0,0,0,0,0.0250956827610339,0,0.0136268816692442,0,0
"202",0,0.0172303958202909,0.67071631798599,0,0.312053286193719,0,0,0,0,0,0,0,0,0,0
"203",0,0,0.983814985764758,0,0,0,0,0,4.56809781898882e-19,0,0,0.0161850142352417,0,0,0
"204",0,0.0906635790014634,0.445786721887763,0.185794854889352,0,0,0.0585785177262282,0,0.076257255691034,0.142919070804159,0,0,0,0,0
"205",0,0,0,0.116332638165259,0.303228312924903,0,0.105653646252252,0.0416278161449998,0.165556257111237,0.0519115114515516,0,9.79208887360479e-19,0.215689817949798,0,0
"206",0.28755822965196,0.288115191803258,0,0,0,0,0,0.00893128380231362,0,6.32209358671513e-05,0,0,0,0.415332073806602,0
"207",0,0,0,0,0.892611343432989,0,0,0,0.107388656567011,0,0,0,0,0,0
"213",0,0,0,0.0638236199239718,0.165483021312172,0,0,0,8.79525069614504e-05,0,0,0,0.770605406256894,0,0
"214",0.238675986812335,0,0.487844912389169,0,0,2.16905950396736e-19,0,0,2.80448237982815e-21,0.0823581337624204,0.146503320844686,0,0,0.0446176461913895,0
"215",0,0,0,0.175420075147964,0.65241389822188,0,0,0.0231702014495108,0,0,0.148995825180646,0,0,0,0
"216",0,0,0,0.444668943430132,0,0,0,0.555331056569868,0,0,0,0,0,0,0
"218",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",0,0,0,0,0.799804661664499,0,0,0.200195338335501,-5.12887651030545e-18,0,0,0,0,6.701309132422e-20,0
"220",0,0,0,0,0.180003925016258,0,0,0.819996074983742,0,0,0,0,0,0,0
"221",0.279459003859795,0.591889348300456,0,0,0,0,0,0,-2.90270987817975e-19,0,0.128651647839749,0,0,0,0
"222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"223",0,0.151354087271589,0,0,0,0.252849750476473,0.595796162251938,0,0,0,0,0,0,0,0
"224",0,0.00114764155827688,0,0,0.998852358441723,0,0,0,0,0,0,0,0,0,0
"225",0.22644325300396,0,0,0,0.498776563527575,0,0,1.27361253341346e-18,0,0,0.274780183468465,0,0,0,0
"226",0.0661683096447007,0,0,0.131097149153229,0,0,0,2.63549621150457e-13,0.310748376540865,0,0.130883869794307,0.0506883461604058,0,0.310413948706229,0
"227",0,0.55155530478273,0,0,0.213464259592551,0,0,0.234980435624719,0,0,0,0,0,0,0
"229",0,0,0,0,0,0,0,0.701188041190949,0.217148852561672,0,0,0,0,0.0816631062473793,0
"230",0.507300398633171,0,0.440393472742905,0,0,0,0,0,0.0523061286239239,0,0,0,0,0,0
"231",0.49913300337772,0.0699944079762559,0,0,0,0,0,0,0,3.9567660212045e-18,0.430872588646024,0,0,0,0
"232",0,0,0.785462239854122,0,0,0,0,0.214537760145878,0,0,0,0,0,4.85536759260181e-19,0
"233",0,0.135328613941853,0.207173031565643,0,0,0.244999739379433,0,0.0892350030577754,0.0204501486407599,0,0.15478422244634,4.6030086484771e-05,0.147983210881711,0,0
"234",0.186846028958042,0,0,0,0.0900467440700107,0,0,0.0760954063604243,0.195304364248694,0.000146321526817946,0.269558303367538,0.0249327364346513,0,0.157070095033821,0
"235",0,0,0,0.156733433002603,0,0.207562341602445,0,0.262238707893489,0,0.0967791404314768,0,0.276686377069986,2.041105736352e-19,0,0
"236",0,0.196783193052316,0,0.0618725768185326,0,0,0,0,0.191779312282289,0.408262744848257,0,0.141302172998606,0,0,0
"237",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"238",0.0173603624744117,0,0.243321329604129,0,0,0,0,0.0755036837757004,0.128761671896573,0,0.0947907651853373,0.139607510068095,0.136056313724537,0.164598363271217,0
"240",0.142475940388534,0.0288868314956809,0,0,0,0,0,0.190211498517392,0.096453421913734,0.208060946716385,0,0.126606701070531,0.120972243593074,0.086332416304668,0
"241",-1.52868488439944e-20,0.207634892552014,0,0.216977833296524,0,0,0,0.128498887217312,0.130710581475751,0.143220118957908,0,0,0.172957686500491,0,0
"242",0,0,0.304168871641007,0,0,0,0,0.132584782377942,0,3.71440222968506e-05,0,0.265292421637245,0.297916780321508,0,0
"243",0,0,0.518632806184199,0,0.0601688406442938,0,0,0,-3.16178643005685e-20,0,0.0625751993727263,0.238997043986355,0.119626109812426,0,0
"244",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"245",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",0.885010825071958,0.114914996935831,0,0,0,0,0,0,-6.43793655958837e-18,0,0,0,7.41779922114923e-05,0,0
"247",0,0.602413562991513,0,0,0.143114483027233,0,0,0.0526323356936886,0.201839618287565,0,0,0,0,0,0
"248",0,0.120899296209226,0.808523582917062,0,0,0,0,0.0705771208737122,0,0,0,0,0,0,0
"249",0.14683489920501,0.368624316554531,0,0.2796027872317,0,0,0,0.166596704923496,0.0383412920852627,0,0,0,0,8.69077611774887e-19,0
"250",0,0.107701631091864,0,0,0.368677945193659,0.0863730968301854,0,0.437247326884291,0,0,0,0,0,0,0
"251",0.850145187169672,0.0881383216312089,0,0.008940054399642,0,0,0,0,0,0,0.0527764367994772,0,0,0,0
"252",0,0,0.753417168788484,0,0.246582831211516,0,0,0,0,0,0,0,0,0,0
"253",0,0.360359976417354,0,0,0.133998806035296,0,0,0.0339829361438789,1.84583403989298e-05,0,0,0,0.471639823063073,0,0
"254",0.310851602689974,0.30012421820416,0.288110396568749,0,0,0,0,0,0,0,0.100913782537118,0,0,1.7923469885018e-20,0
"255",0.513584030567844,0,0,0,0.486393550744964,0,0,0,2.36538546018123e-18,0,7.70918528262982e-20,0,0,0,2.24186871923512e-05
"256",0,0.132119849751266,0.762054082858704,0,0,0,0,0,0.0598261219425636,0,0,0.0459999454474668,0,0,0
"257",0.412131685544747,0,0.251636391387169,0,0,0,0,0,0,0,0.336231923068083,0,0,0,0
"258",0,0,0.352995877764287,0,0.230642016006596,0,0,0.256399422702648,0,1.0415361161355e-18,0.133227026479205,0,0,0.0267356570472633,0
"259",0,0,0.447541548220197,0,0.278211834903866,0,0,0,0.126703799590512,-4.07870542231291e-20,0.14730437448452,0.000238442800904811,0,0,0
"264",0.24933920942743,1.00913596216311e-20,0,0,0,0,0,0.0519408870920865,0.213540185299057,0.143930524086906,0,0,0.341239785839606,9.40825491481082e-06,0
"265",0,0,0.185901157106441,0,0,0,0,0,7.94629442234455e-07,0.703516719465843,0,0.110581328798274,0,0,0
"266",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"267",0.0240033947689948,0.263704337880569,0,0,0.297848449423831,0,0,0.13193843360678,-2.28988288623616e-19,0,0,0,0.282505384319825,0,0
"269",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"270",0.076349877704293,0,0.923650122295707,0,0,0,0,0,0,0,0,0,0,4.35989216291216e-19,0
"271",0,0,0.541209849703497,0,0,0.451966834316259,0,4.17031299412824e-21,0.00682331598024443,0,0,0,0,0,0
"272",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273",0.719737459564385,0,0,0.158648844985836,0.0942897679380594,0,0,0,0,0,5.05955688613543e-05,0,0,0,0.0272733319428589
"275",0,0,0,0.649090446172216,0,0,0,0.350909553827784,0,0,0,0,0,0,0
"276",0.417795640397818,0,0,0.523235821619351,0,0,0,0,0.0589685379828309,0,0,0,0,0,0
"277",0,0,0,0,0,0.567826010030285,0,0.01619668761151,0,0,0,0,0.415977302358205,0,0
"278",0,0.627636594709766,0,0,0.372363405290234,0,0,0,0,0,0,0,0,0,0
"279",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"280",0,0.30690786369856,0,0,0.0931723378695116,0.171564978805459,0,0.0688700184391175,0,0,0,0,0,0,0.359484801187353
"282",0,0.595111158036229,0,0,0,0,0,0.404888841963771,0,0,0,0,0,0,0
"283",0.547115872294134,0,0,0,0,0,0,0,3.07402588954473e-20,-7.70867787267935e-19,0.452884127705866,0,0,0,0
"284",0,0.673006335537298,0,0,0,0,0,0.326993664462702,0,0,0,0,0,0,0
"285",0,0,0.692969411155832,0,0,0,0,0.0635402401280911,0.117236508603292,0,0.126164037716054,8.98023967311478e-05,0,0,0
"286",0,0,0.47033595056293,0,0.434867612093334,0,0,0,0,0,0.0947925257985687,3.91154516772509e-06,0,0,0
"287",0,0,0,0,0,0.77954818988866,0,0.0112807988697581,0,0,0.209171011241582,0,0,0,0
