"cell_ID","05 OB-IMN GABA","13 CNU-HYa Glut","34 Immune","32 OEC","03 OB-CR Glut","33 Vascular","31 OPC-Oligo","30 Astro-Epen","09 CNU-LGE GABA","06 CTX-CGE GABA","10 LSX GABA","12 HY GABA","02 NP-CT-L6b Glut","29 CB Glut"
"84",0.0126235254361985,0,0.0873709206105588,0,0.290356039930906,0.0371809109495541,0,0,0.0540424249103238,0.262268003341265,0,0.256158174821194,0,0
"85",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"86",0.0199924692115135,0,0,0,0.7752187228944,0,0,0.204788807894087,0,0,0,0,0,0
"87",0,0,0,0,0.847799262218943,0.152200737781057,0,0,0,0,0,0,0,0
"88",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"91",0,0,0,0,0.917943445741799,0.0820565542582008,0,0,0,0,0,0,0,0
"93",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",0.19574937917979,0,0,0,0,0,0,0.80425062082021,0,0,0,0,0,0
"96",0,0,0,0,0.277476304178309,0,0,0,0.194752126099611,0,0.527771569722079,0,0,0
"97",0.11840858953666,0,0,0.0846598101001353,0.055229746420129,0,0,0,0.112041903551794,0.0184384379134473,0.176555553390101,0.434665959087734,0,0
"98",0,0,0,0,0.656727788411574,0,0,0,0,0.105326025006592,0.000126404776919147,0.237819781804915,0,0
"99",0.529631813493654,0,0.0167532264223126,0,0,-2.44491572855694e-19,0,0.453614960084033,0,-3.86031194706194e-19,0,0,0,0
"100",0,0,0.268778774597703,0,0,3.38645877804554e-19,0,0.13752141383908,0.117073316842424,0.051238854340335,0.0489872999379248,0.359571248550526,0,0.016829091892007
"101",0,0,0,0.490540020394384,0,0,0,0.509459979605616,0,0,0,0,0,0
"102",0,0,0.225956815497652,0.19096397332035,0,0.583079211181998,0,0,0,0,0,0,0,0
"103",0.190791124494855,0,0,0,0,0,0,0.807981334451181,0,0.00122754105396313,5.33128168008239e-19,0,0,0
"105",0.00132475419570533,0,0,3.74436368054709e-05,0,0,0,0,0,0.19083121220493,0,0.807806589962559,0,0
"106",0,0,0,0,0,0.303202977536227,0,0,0,6.64243654947741e-21,0.503091788773686,0.193705233690086,0,0
"108",0.242346368851699,0,0,0,0.206168550086783,0,0,0.230345817949062,-6.68223355805068e-19,0,0.320972679318414,0,0,0.000166583794041725
"109",0.150106949117821,0,0,0,0.510972922108002,0,0,0,0.00689915852244266,0.0457882908519477,0.286232679399787,0,0,0
"110",0,0,0,0,0.696114200859259,0.206661929386612,0,0,4.08248229816535e-05,0,0,0.0971830449311474,0,0
"111",0.462007757948493,0,0,0,0,0,0,0,0.537992242051507,0,0,0,0,0
"112",0,9.27710108997118e-20,0,0,0,1,0,0,0,0,0,0,0,0
"113",0,0,0,0,0,0,0.268966426799308,0.731033573200692,0,0,0,0,0,0
"117",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"120",0.72181505427632,0,0.27818494572368,0,0,0,0,0,0,0,0,0,0,0
"121",0,0,0,0,0,0,0.265607343218028,0.734392656781972,0,0,0,0,0,0
"122",0,0,0.265183924850166,0,0,0.306323888166405,0,0.153828646640125,0,0.274663540343305,0,0,0,0
"123",0.650384553998216,0,0,0,0.170204951579154,0.0636538600102167,0,0.115469690430533,0,0.000286943981880268,0,0,0,0
"124",0,0,0,0,0,0,0.494504297897093,0.505495702102907,0,0,0,0,0,0
"125",0.15295257445286,0,0,0,0.535845707601698,0,0,0,0,0,0.311201717945442,0,0,0
"126",0,0,0.0150489487628097,0,0.1704253033085,0,0,0,0,0,0.237788444060537,0.518799936207728,0,0.0579373676604248
"127",0,8.91047124374305e-06,0,0,0,0.0951680378189119,0,0.47311265009512,0,0.431652566689751,5.78349249730531e-05,0,0,0
"128",0,0.0722855603493605,0.117775222014425,0.0441161780861953,4.90978171803259e-06,0.132314259603874,0,0,0,0,0.0889497731583622,0.472677177979257,0,0.0718769190268086
"129",0,0,0,0,0,0.319542667310654,0,0,0,0,0,0,0,0.680457332689346
"130",0,0,0.146859358292704,0.121933885547519,0,0.731130704506826,0,0,0,0,0,0,0,7.60516529517215e-05
"131",0.186557859185975,0.34325611652865,0.0276470724077069,0.0512433729306771,0,0.0201876739609639,0,0.371107904986027,0,0,0,0,0,0
"132",0,0.289974610740458,0.339830639585254,0,0,0,0,0,0.0875183382050853,0.14951783007335,0.133158581395852,0,0,0
"134",0,0.176864499410098,0,0,0,0,0,0.210824339568625,0.120998883192908,0.143860388648601,0,0.306572737217373,0,0.0408791519623953
"135",0.163487595514966,0,0,0,0.236504345689472,0,0,0.118640473908276,0,0.26671003233024,0.214657552557047,0,0,0
"136",0.141502018094838,0,0,0,1.24387069734242e-18,0,0,0.000346959551039484,0.148273232168926,0,0.294859641080634,0.415018149104563,0,0
"137",3.35411882045845e-05,0,0.0257659839619044,0,0,0,0,4.40607446685389e-06,0.148491294295037,0.58311086166656,0.242593912813827,0,0,0
"138",0,0,0,0,0.155249113283414,0,0,0.844750886716586,0,0,0,0,0,0
"139",0,0,0,0,0.257154255264608,0.185532561370459,0,0.232286256441231,0.0592458738831706,1.7236213674476e-05,0.265763816826857,0,0,0
"140",0.023679386726536,0,0,0,0,0,0.484644853413645,0,9.95237454519866e-08,0.346727096647245,0.144948563688829,0,0,0
"142",0,0,0,0,0,0.0800175607390826,0,0.919982439260917,0,0,0,0,0,0
"144",0,0,0,0,0,0,0,1.10161478507203e-18,0.0967342252529785,0.719885437457619,0.183380337289402,0,0,0
"145",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"147",0,0,0,0,0,0,0.241264184788208,-2.0514514795674e-19,0,0.644270285019613,0.114465530192178,0,0,2.98821774922915e-19
"148",0.540585846463724,0,0.101893412466876,0,0,0,0,0.3575207410694,0,0,0,0,0,0
"149",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"150",0.395482822027191,0,0,0,0.604517177972809,0,0,0,0,0,0,0,0,0
"151",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"154",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"155",0.744774744543925,0,0,0,0,0,0,0.255225255456075,0,0,0,0,0,0
"156",0.0764636933233765,0,0.279112538087739,0,0,0,0.206851388474114,2.93181392143469e-05,0,0,0.437543061975556,0,0,0
"157",0.126717665515391,0,0,0,0,0,0,0,0,0,0.385836498476469,0.48744583600814,0,0
"158",0,0,0,0,0.295506331506754,0,0,0,0,0.541988539980045,0.0358258789523821,0.126679249560819,0,0
"159",0,0,0,0.157554150830966,0,0.4197210147373,0,0,3.72701797292632e-06,0.243616328962972,0.160594108080138,0,0,0.0185106703706518
"160",0,0,0.311430981670583,0,0,0.688569018329417,0,0,0,0,0,0,0,0
"162",0,0,0.0650583753607114,0.805612813717193,0,0,0,0.129328810922095,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0.023734715545527,0.0947481335147469,0.0158772475578617,0.234866900591361,0.630773002790503,0,0
"165",0,0,0.250497794767178,0,0.459822089277202,0,0.28968011595562,0,0,0,0,0,0,0
"166",0,6.42975366633343e-19,0,0,0,0.271900848070998,0,0.0956439420440647,0,0.250404814210047,0.329759986418781,0,0,0.0522904092561094
"167",0,0,0,0.0868533060177477,0,0.466467896400136,0,0.000113947349245686,0.44656485023287,0,0,0,0,0
"168",0,9.25245970217427e-19,0,0,0.199056672470439,0.549198800863583,0,2.9614462656918e-05,0,0.250966841873991,0,0.000748070329329973,0,0
"169",0.394475468822541,0,0,0,0.605524531177459,0,0,0,0,0,0,0,0,0
"170",0,0,0,0,0.624239704371249,0.375760295628751,0,0,0,0,0,0,0,0
"172",0.019034502415008,0,0,0,0,0,0,0.980965497584992,0,0,0,0,0,0
"173",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"174",0,0,0.622096185985713,0,0,0,0,0.377903814014287,0,0,0,0,0,0
"176",0,0,0.159518110777922,0,0,0,0.457031011311713,0.383450877910365,0,0,0,0,0,0
"177",0.0304025973152727,0,0,0,0.731487164395095,0.238110238289632,0,0,0,0,0,0,0,0
"178",0.468854380203951,0,0,0,0.531145619796049,0,0,0,0,0,0,0,0,0
"179",0.00352970488464667,0,0,0,0.937258713033449,0,0.0592115820819039,0,0,0,0,0,0,0
"180",0.778043705151541,0,0,0,0.221956294848459,0,0,0,0,0,0,0,0,0
"181",0.612692231640893,0,0,0,0.387307768359107,0,0,0,0,0,0,0,0,0
"182",0.633901029709953,0,0,0,0.366098970290047,0,0,0,0,0,0,0,0,0
"183",0.305357271421043,0,0,0,0.694642728578957,0,0,0,0,0,0,0,0,0
"184",0.643178003101715,0,0,0,0.356821996898284,0,0,0,0,0,0,0,0,0
"185",0.659653061933907,0,0,0,0.340346938066093,0,0,0,0,0,0,0,0,0
"186",0.491566477535614,0,0.222733620707247,0,0.285699901757138,0,0,0,0,0,0,0,0,0
"187",0,0,0,0,0,0,0.797263861390103,0.202736138609897,0,0,0,0,0,0
"188",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",0,0,0,0,0.631553123358782,0,0,0.368446876641218,0,0,0,0,0,0
"190",0.127134241302408,0,0,0,0.167372123317531,0,0,0,0,0.446571619332583,1.98954245954169e-18,0.258922016047478,0,0
"191",0,0,0,0,0.668010522421739,0.0611140548398253,0,0.270289282853946,0,0,0.000586139884490002,0,0,0
"192",7.54921131169211e-19,0,0,0,0,0.632870707562509,0,0.366719284955628,0,0,0,0,0,0.000410007481863333
"193",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"194",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"196",0,0,0,0.440557282072562,0,0.559442717927438,0,0,0,0,0,0,0,0
"197",0,0.0257171445889845,0.108589482571155,0.0526708904293725,0,0,0,0,0,0.609423439033833,0.203475549179226,0,0,0.000123494197429256
"198",0,-4.70517611284124e-22,0,0.0150568883421175,0,0,0,0.500158457565197,0.0375965126552224,0.000197880399961179,0,0.446990261037502,0,0
"199",0.0388094412176568,0,0,0,0,0,0,0.756281716410528,0.0666171764240284,0,0.138291665947786,0,0,0
"200",0.244337291708265,0,0,0,0,0,0,0.0445871988452238,0,0.347741075898771,0.124088595940154,0.239245837607586,0,0
"201",0.000365245616659474,0,0,0,0.726912568780307,0,0,0,0,0.21757450584627,0.0234676092357868,0,0,0.0316800705209769
"202",0.144396194781354,0,0,0,0,0,2.4951805757851e-06,0.487512493493239,0,0.297910063187596,0.0701787533572351,0,0,0
"203",0,0,0,0,0.86883298832885,0,0.13116701167115,0,0,3.36055341028189e-18,0,0,0,0
"204",0,0,0,0,0,0.315765555054637,0,0.398470533477796,0.0098161852464184,0.215012495920796,0,0,0,0.0609352303003528
"205",0,0,0.0774438764171462,0,0,0,0,0.922556123582854,0,0,0,0,0,0
"206",0,0,0,0,0,0.221133368245366,0,0.731117468646759,0,0.0477491631078752,0,0,0,0
"209",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"210",0.132395820773091,0,0,0,0.867604179226909,0,0,0,0,0,0,0,0,0
"211",0.841372788032297,0,0,0,0,0.158627211967703,0,0,0,0,0,0,0,0
"212",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",0.710804512528454,0,0,0,0,0.289195487471546,0,0,0,0,0,0,0,0
"214",0.885368206393173,0,0.017277122360613,0,0,0,0.0973546712462138,0,0,0,0,0,0,0
"215",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",0.832636304541026,0,0.167174530095535,0,0,0.000189165363439089,0,0,0,0,0,0,0,0
"217",0.85837238454128,0,0.14162761545872,0,0,0,0,0,0,0,0,0,0,0
"218",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",0.732945440766701,0,0.267054559233299,0,0,0,0,0,0,0,0,0,0,0
"220",0.738721463872334,0,0,0,0,0,0,0.261278536127666,0,0,0,0,0,0
"221",0.768981192537208,0,0,0,0.231018807462792,0,0,0,0,0,0,0,0,0
"222",0.0440318081824122,0,0,0,0,0.0307743447085256,0,0.692212765598687,0.0132829836701572,0.219698097840218,0,0,0,0
"223",8.2342818921585e-20,0,0,0,0,0,0,0.759931440742908,0,0.239969076422435,9.94828346575244e-05,0,0,0
"224",0.137534474515309,0,0,0,4.23369969008388e-20,0,0,0,0,0.862465525484691,0,0,0,0
"225",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"226",0.269007981859309,0,0,0,0.425528352907466,0,0,0.305463665233225,0,0,0,0,0,0
"228",0,0,0,0,0,0.930558780691971,0,0,0,0.0196784662548749,0.0497627530531539,0,0,0
"231",0,0.000292582136423865,0,0,0,0.999707417863576,0,0,0,0,0,0,0,0
"232",0,1.81854093606662e-19,0,0.9831138519438,0,0,0,0,0,0.0168861480561997,0,0,0,0
"233",0,0,0.19688366025738,1.22300292196296e-18,0,0.0832926483918223,0,0.719823691350797,0,0,0,0,0,0
"234",0.103902001488206,0,0,0,0,0,0,0.566025500280358,0,0,0.301080209499515,0,0,0.0289922887319212
"235",0.141402474171294,0,0,0,0,0.269337591484785,0,0.00136260403273089,0.256119271193409,0,0.215319380133355,0,0,0.116458678984426
"236",0,0,0,0,0.273963640347693,0,0,0.522996423221953,0,0,0.163138165341243,0.0129837457482981,0,0.0269180253408128
"237",0.115081324715254,0,0,0,0.411174577823225,0,0,0,0,0.266110195568379,0.0733479277325318,0.13428597416061,9.89134989509209e-22,0
"238",0,0,0,0,0.595586544175265,0.143938777542779,0,0.260474678281956,0,0,0,0,0,0
"239",0.000534835308767957,0,0,0,0,0,0,0,0.15826341202127,0.789970346975535,0,5.05649488024458e-05,0,0.0511808407456238
"240",0,0,0,0,0,0,0,0.871898181716411,0,0.128101818283589,0,0,0,0
"241",0,0,0.30434552800567,0,0,0,0,0.69565447199433,0,0,0,0,0,0
"244",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"245",0.291032795077237,0,0,0,0.708967204922763,0,0,0,0,0,0,0,0,0
"246",0.471620475253899,0,0,0,0.528379524746101,0,0,0,0,0,0,0,0,0
"247",0.856510575345663,0,0,0,0,0,0,0,0,0,0,0,0,0.143489424654337
"248",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"250",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"253",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"255",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"256",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",0.736590213651473,0,0,0,0.156889118776904,0.106520667571623,0,0,0,0,0,0,0,0
"259",0.000413979095163304,0,0,0,0.694466229279884,0,0,0.305119791624952,0,0,0,0,0,0
"260",0,0,0,2.17860236287634e-19,0,0,1,-6.14431649214425e-20,0,0,0,0,0,0
"261",0,0,0,0,0,0.604031020836203,0,0.395968979163797,0,0,0,0,0,0
"262",0,0,0.272757886335562,0,0.230993525660769,0.264003736654243,0.232244851349426,0,0,0,0,0,0,0
"263",1.33529010336422e-06,0,0,0,0.16309465683451,0,0,0,0,0.418668325861521,0.211770018354613,0.206465663659252,0,0
"264",0.231556607114303,3.48867514039397e-05,0,0.299292858880007,0,0,0,0,0,0.430880792191487,0,0,0,0.0382348550627993
"265",0,0,0,0.000114794369516096,0,0.999885205630484,0,0,0,0,0,0,0,0
"268",0,0.00101865946583109,0,0,0,0.672267145409644,0,-5.54648972685342e-19,0.326714195124525,0,0,0,0,0
"270",0,0.156781605044009,0,0.843218394955991,0,0,0,0,0,0,0,0,0,0
"271",0,0,0,0.596518100574686,0,0,0,0.403481899425314,0,0,0,0,0,0
"272",0.000290387116289958,0.246914944081825,0,0,0.263502167208455,0,0.000351315937135475,0,0,0.145195193744299,0.343745991911996,0,0,0
"273",0,0,0,0,0.430856726744747,0.164974620124,0,0.158319191165504,0,0,0.245849461965749,0,0,0
"274",0.293341122377296,0,0,0,0.113040339906731,0,0,0.404405536967317,0,0,0.134995824958031,0,0,0.0542171757906258
"275",0,0,0,0,0.969713385046492,0,0,0.0302866149535079,0,0,-1.24317775405053e-18,0,0,0
"276",0,0,0,0,0.216088120951374,0,7.32293611554502e-06,0,5.32158443533705e-05,0.725284568408945,0,0,0,0.0585667718592119
"277",0,0,0,0,0,0.276132177449584,0,0,0.123499011427577,0.552893626735697,0,0,0,0.0474751843871414
"278",0,0,0,0.217091822186222,0,0.782908177813778,0,0,0,0,0,0,0,0
"279",0,0,0,0,0,0.179554987922532,0,0.695280069421679,0.0840544549392656,0.0411104877165234,0,0,0,0
"281",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"282",0.894115227856458,0,0,0,0.105884772143542,0,0,0,0,0,0,0,0,0
"283",0.999721649343962,0,0,0,0,0,0,0,0,0,0,0,0.000278350656037934,0
"284",0.457879664649298,0,0,0,0,0,0,0,0.542120335350702,0,0,0,0,0
"285",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"286",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"287",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"288",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"289",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"291",0.759386796831631,0,0,0,0,0,0.240613203168369,0,0,0,0,0,0,0
"292",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",0.900129475463772,0,0,0,0,0.0998705245362276,0,0,0,0,0,0,0,0
"295",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",0.962098241657047,0,0.0379017583429535,0,0,0,0,0,0,0,0,0,0,0
"297",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",0,0,0,0,0.96106498794999,0,0.0389350120500098,0,0,0,0,0,0,0
"299",0,0,0,0,0,0.740717201316755,0,0.259282798683245,0,0,0,0,0,0
"301",0,0,0,0,0.740578705436591,0.259421294563409,0,0,0,0,0,0,0,0
"302",0.156779135778719,0,0,0,0,0.368018403176257,0.0961535355859331,0.248993056530662,0,0.130055868928428,0,0,0,0
"303",0.119797239997154,0,0.0713020316091869,0.346916527748009,0,0.329839949539037,0,0,0.0296391677185026,0.0739308835666098,0,0,0,0.0285741998215012
"304",0,0,0,0,0,0.988673955951764,0,0,0.0113260440482364,0,0,0,0,0
"307",0.99786023587047,0,0,0,0,0,0,0,0,0,0.0021397641295303,4.58353982719588e-18,0,0
"308",0.938720782799735,0,0,0,0,0,0,0,0,0.0612792172002645,0,0,0,0
"309",0,0,0,0.920292659063776,0,0,0,0,0,0,0,0,0,0.0797073409362235
"310",0,0,0,0.526706490503718,0,0,0,0,0,0.000171343510791647,0.000339477116329944,0.47278268886916,0,0
"311",0.185706658678553,0,0.0734834664989834,0,0,0,0,0.0891889957181578,0,0.363913080444324,0.287707798659982,0,0,0
"312",0,0,0,0,0,0,0.30256761606432,-9.07609584944141e-18,0,0,0.42800016364664,0,0,0.269432220289041
"313",0,0,0,0,0.912916036962623,0,0,0,0,0,0.0869950166730247,8.89463643523194e-05,0,0
"314",6.29255181836978e-19,0,0,0,0,0.608780649576303,0,0.391219350423697,0,0,0,0,0,0
"315",0,0,0,0,0.113653811990879,0.510730080459128,0,0,0.317710770807167,0.0579053367428256,0,0,0,0
"316",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"317",0,0,0,0,0,0,0.855284778209471,0.0697292825592666,0,0.0749859392312626,0,0,0,0
"320",7.16387499566724e-06,0,0,0,0.359388775300593,0,0.640604060824411,0,0,0,0,0,0,0
"321",0.404780457574038,0,0,0,0,0,0.595219542425962,0,0,0,0,0,0,0
"322",0.648866780771694,0,0,0,0,0.322744283411516,0,0,0,0,0,0,0.0283889358167903,0
"323",0.798525426487626,0,0,0,0,0,0,0.201474573512374,0,0,0,0,0,0
"324",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"325",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"326",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"327",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"328",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"329",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"330",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"331",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",0.891437021795729,0,0.108562978204271,0,0,0,0,0,0,0,0,0,0,0
"334",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",0.43497066803495,0,0,0,0,0.56502933196505,0,0,0,0,0,0,0,0
"336",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",0.0958512708587566,0,0,0,0.904148729141243,0,0,0,0,0,0,0,0,0
"338",0,0,0,0,0.999233744838434,0,0,0,0,0.000766255161566028,0,0,0,0
