"","05 OB-IMN GABA","13 CNU-HYa Glut","34 Immune","32 OEC","03 OB-CR Glut","33 Vascular","31 OPC-Oligo","30 Astro-Epen","09 CNU-LGE GABA","06 CTX-CGE GABA","10 LSX GABA","12 HY GABA","02 NP-CT-L6b Glut","29 CB Glut"
"52",1.21935601446636e-08,0.156788143458268,0.0168824815952612,0.370616354720515,4.97008254850694e-06,0.188590346343525,1.5640940749682e-05,0.193111885159573,1.2516440979026e-07,1.52860392866215e-05,3.27002157866868e-05,0.0687732277063609,9.80855692980871e-08,0.00516872829458578
"53",0.000258332017405121,0.144292059607501,0.0751094397481087,0.0223183756497478,0.000345193944225483,0.560937288440993,0.00202334236065452,0.0456416414402928,8.81978796948706e-05,0.0315171465714325,0.0506892851382683,0.0667765852523585,2.72911737022707e-07,2.83903758032336e-06
"56",1.22096418429348e-05,0.00016251428097995,0.00994752722390034,0.00182214103906217,7.0637039159656e-08,0.0012713264240418,5.57857299943452e-06,0.985576921386633,1.91476482768806e-05,2.1547265983931e-08,1.23576165396695e-06,7.5648288248094e-05,4.53219915304032e-06,0.00110112534890308
"57",0.278445816016213,0.151568981689114,0.000598647589072226,0.0619627499937123,6.13265409892059e-05,0.000843796813962237,0.0155543356553798,0.0724107847190034,0.0169485497645706,0.0448428767703034,0.201769997509705,0.151661030347186,0.000708447509043862,0.00262265908174428
"58",1.66686774233927e-08,2.60453612891774e-06,0.000883713534558656,1.09451588228895e-05,0.000192001041139351,0.664203644498547,8.60608232785967e-06,0.179278332849331,9.08039368485206e-09,1.52431685546706e-07,7.24141752400915e-05,1.24938703015067e-07,2.04068071796209e-06,0.155345394323726
"59",0.191682289609562,0.000833281202401877,0.00556826734305853,0.0129641687040356,0.000434208808632385,0.20761312771724,0.00159607221560291,0.110673614814768,0.0414867139512669,0.0754905799649589,0.167001256803767,0.0484571701105358,0.000183676606593069,0.136015572147577
"60",4.13417678343692e-08,1.58732321548271e-08,0.000781544277760355,2.13492756619405e-10,2.2180266348423e-08,0.84184095012651,2.91327905809473e-08,2.10222706008414e-06,2.01183850159107e-08,5.1246811089615e-16,3.1717253347475e-10,6.27957069143761e-11,1.4429198584667e-11,0.157375274114337
"61",0.370922178106924,1.21028460788654e-06,0.00282882486459341,2.96452242080538e-07,0.088754459428646,0.000218588576384606,0.00296019988414303,0.0106509963212816,0.105036283603312,0.0547800429528261,0.228849922315578,0.120157730088204,0.000280110774975682,0.0145591563462818
"62",0.160734233886189,0.00284052598820943,0.248089260720279,0.00404900137912516,0.367489817195603,0.00237143549618611,0.00788977494978326,0.0994672993284526,0.00258038469956266,0.0471059444425193,0.0307983774453171,0.0147329088405054,0.00200389567718997,0.00984713995107844
"63",0.209642638249351,0.0317674668509366,0.018284736313924,0.0144094730812675,0.121538119363611,0.00026832776875882,0.00267760143742725,0.286892141538405,0.028066936765303,0.0339925071183459,0.18174279629337,0.0641076804738785,0.00225425393125923,0.00435532081416187
"64",0.0270594511733219,2.72320540290117e-05,0.35964208189679,0.000877908004146236,0.187154331512473,0.000153370306205989,0.00377075539508948,0.365977133857097,0.00358010934129906,0.00980604187883637,0.0287564262422245,0.00543264944619518,0.00757497496107224,0.000187533931219363
"65",0.101687374799037,0.00129047815264193,0.00090827703911315,0.00660999157347243,0.0426933798692658,0.000271510254641922,0.394511668821012,0.127985125966176,0.0312864694801962,0.0203587420040312,0.0236546573862117,0.227919444811945,0.0182157859261808,0.0026070939160743
"66",0.366081570844265,0.00120563246878686,0.00313636867196589,0.00152748433252085,0.133436483434825,0.000718475218305104,0.000609160885917226,0.25762897414041,0.0421949476540899,0.11129434993428,0.0408819562566095,0.0382108641630502,0.000155935458267631,0.00291779653670649
"67",0.356917310693059,0.000582436265664109,0.00150416153233102,0.00105427293105711,0.000898750071096792,0.00162938749205212,0.000620979520157583,0.412965071851745,0.0728943546510515,0.107475653408236,0.015014358747737,0.0159166223932746,0.0122127392503701,0.000313901192168526
"68",0.00023121622865308,4.58902283921785e-07,0.00461350883503275,7.20697738925273e-05,0.948230543439981,0.00145599071451786,0.000600536143472195,0.00141709148489989,2.1337634038272e-08,8.48551010864349e-08,0.0001491874945642,2.53440773475288e-05,0.032597942958347,0.010606003754273
"69",0.241745399597159,0.00133118012678022,0.000672828049132604,0.00160962852111132,0.477712176424025,0.000101114126738883,0.0114867329065324,0.0188656014106679,0.0725871173114705,0.0404575643041718,0.0275389224211233,0.0967312765221834,0.00186498946440761,0.00729546881449622
"70",0.0643560567422586,0.00168497150777524,0.00721247348902938,0.00365393057188847,0.507699946852331,3.18858136195997e-05,0.00199939251918738,0.0126332545815896,0.00574189164739732,0.0586382665444906,0.158737827271966,0.17186660975328,8.15025854789338e-05,0.00566199011970781
"71",0.321740122166417,0.00403409886279653,0.00310440426082985,0.0879805909286579,0.000327952507234261,0.00136708927968569,0.011414742819889,0.234209300338603,0.045118493567093,0.0484933757641998,0.183902633120071,0.0340072471545586,0.000749330317819683,0.0235506189121454
"72",2.70250771226479e-05,0.104212633697202,0.0063547001012521,0.0055185415199282,6.78874322859153e-07,0.793466157051606,0.00491326200896817,7.4623151585593e-07,0.000197114175990983,0.00998678935007426,0.00697979438652553,0.000774654135824778,2.05380065716633e-06,0.0675658495890098
"73",0.252197230001298,0.0301052239015666,0.0496005894576449,0.0309114360655486,0.00315892330680347,0.0288417752414174,0.0128608373190331,0.000228408982047034,0.000552653646239925,0.00420585307950061,0.066558724843178,0.442636683600619,0.00442002927053795,0.073721631284566
"74",0.326448617456992,0.0112349874699861,0.287738562084867,1.04163393240204e-08,0.00137470747432293,0.111281164840706,6.19754286233415e-07,1.78480571961028e-08,0.0282684210004496,0.0995914557545498,0.0966603451788177,0.00104896735458836,6.39134764156073e-10,0.0363521227269031
"75",1.86155732032733e-07,0.0474080861631992,0.0462333506591982,0.0016094095203939,1.96125805897892e-06,0.409453933956642,1.41895812834747e-05,0.393137184591928,6.64029589995062e-08,9.02669268913999e-06,0.00203541736321458,0.0233916396632771,6.40966998107366e-10,0.0767055473504568
"76",0.0053598479709811,0.330767750693949,0.000758644829708919,0.42159000014998,2.55124106987843e-05,0.0125798761506468,4.06450551514482e-06,0.0152065900620403,0.0481299552189693,0.0708048311586353,0.0429303793386454,0.0486116538685955,1.15965155467766e-07,0.00323077767647949
