,02 NP-CT-L6b Glut,03 OB-CR Glut,05 OB-IMN GABA,06 CTX-CGE GABA,09 CNU-LGE GABA,10 LSX GABA,12 HY GABA,13 CNU-HYa Glut,29 CB Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
98,0.0026801063562743367,11.260877132415771,8.328156042099,0.012258666567504406,0.008096551755443215,0.08788211569190026,0.053480093739926814,0.004254010482691228,0.004015539772808552,0.2455523528158665,0.0687027893960476,0.15476387813687326,0.034549482911825184,0.008052067086100578
99,0.007638627709820866,0.008793671149760485,7.513440728187561,0.06337397769093514,0.006057696091011167,0.03619870916008949,0.07725960239768029,0.009090500371530653,0.002653397829271853,5.905530953407288,0.25085369497537613,0.311228084564209,1.7286465764045715,0.27108976393938067
100,0.0006689268891932442,1.0416021168231964,3.520203411579132,0.013671243796125054,0.00541337882168591,0.0019920229096896946,0.13578076362609864,0.0020326423924416303,0.001281455223215744,1.1888128101825715,0.05082125309854746,0.9429998815059661,0.7968818843364716,1.3120465219020843
101,0.00019541636793292129,0.0013543300156015903,0.00018979442029376514,0.00019223428244004027,0.00010721587714215274,0.00017042772087734194,0.00025192171888193115,0.00032597460522083567,0.00013427454105112703,1.1460769772529602,0.004619581135921181,2.5451533436775207,0.9240723520517349,0.010558610176667572
102,0.006353191402740777,0.0012791462999302895,0.0013297153695020826,0.00538029232993722,0.00022415974308387376,0.0003679219968034886,0.0026590148452669384,0.002400641317944974,0.0009315946226706728,0.3132127270102501,0.006799161829985678,1.4902429938316346,1.508439874649048,0.5252248972654343
103,9.703145769890398e-05,0.0023248112993314862,1.4308864653110505,0.0013536026468500494,0.0001497610763181001,0.0004614603778463789,0.0015041661623399706,0.00022729506890755148,0.0003620494331698865,5.337561368942261,0.006411010352894664,0.10549833588302135,0.006370311486534774,0.001214969385182485
105,0.00020802841972908937,0.002991923049557954,3.5900923371315003,0.0008639817533548921,0.0003842390098725446,0.0003779520382522606,0.20893881916999818,0.006713073630817234,0.00018597048765514045,0.028342487663030623,0.0024666955461725595,0.7136932015419006,0.0017582258558832109,0.000495660078013316
106,0.00018128422670997678,0.7905154347419738,2.732792913913727,0.0003670929319923744,0.0002323687243915629,0.5492590546607972,0.0005588237661868334,0.00018405008959234692,0.0003758317572646775,0.039456759579479694,0.022559296898543836,0.003030322550330311,1.3727733671665192,0.00433744047768414
108,0.0003021751705091447,1.7543018281459808,5.712392592430115,0.0010200623190030455,0.0013186620140913875,0.005868349433876574,0.002248932630755007,0.000680708047002554,0.0010187625011894852,1.5463266968727112,0.013773941062390804,0.00134463919675909,0.004078305489383638,0.0008703068306203933
109,0.0008003847819054499,2.171799290180206,4.729551506042481,0.0026426887488923967,0.001442219055024907,0.008368405932560562,0.0019118612050078808,0.0006958072597626596,0.000490288357832469,0.30059974193572997,0.10071774274110794,0.016070627514272927,0.003918680339120329,0.0007472242345102131
110,0.0021466780337505045,6.080050253868103,2.689142417907715,0.004777809348888696,0.004310341109521687,0.010992734925821424,0.013142419280484319,0.0022766517009586095,0.006951149529777467,0.09025206677615642,0.6480070531368256,0.0024590706918388608,3.270237648487091,0.012931469222530722
111,7.821511790098158e-05,0.0007594686932861805,1.7061758577823638,6.979836216487456e-05,0.0002778197580482811,8.266136101156008e-05,0.00012382891654851846,6.965788597881328e-05,5.1779180103039836e-05,0.0027244082535617053,0.0005678893561707809,0.00011329273620503956,0.00036585055640898646,0.00013165175041649494
112,3.151065866404679e-05,0.00018278372663189658,0.00010302703703928273,3.415461997064995e-05,1.2158913750681678e-05,2.109489723807201e-05,1.2972305512448658e-05,1.3028055718677935e-05,1.748961713019526e-05,0.003582988609559834,0.3399558961391449,0.0001274243913940154,0.6942373842000962,0.00023400678546749986
113,7.899498377810233e-05,0.002419835329055786,0.00016866255464265123,0.00013639084572787398,4.865217706537806e-05,0.0001528838423837442,0.00010708174704632256,0.00010429847025079652,0.00011646502134681214,2.5492748975753785,0.8216394722461701,0.001659303589258343,0.0014411847747396677,0.000548849455663003
117,1.1558735786820762e-05,0.00021001269706175666,0.00010384269771748223,2.5051615648408187e-05,1.2353230340522714e-05,1.4605550859414507e-05,1.58752378411009e-05,1.655128771744785e-05,1.4128507382338285e-05,0.0016537848627194763,0.00016378023428842425,0.0001174343029560987,1.223642683029175,0.0003886463906383142
120,0.0010074590740259738,0.0010065273905638604,4.478874468803406,0.0005718856147723273,0.000575947025208734,0.0010189692897256465,0.0004154181791818701,0.0001683405243966263,0.000850426041870378,0.009807215351611377,0.0017474298947490752,0.0010300710215233268,0.0024385397206060587,0.4297668918967247
121,0.00038807800301583485,0.00028969338163733485,0.00017332764909951947,0.00035291083331685514,0.00011635826740530321,0.00023937681180541406,0.00032881869992706925,0.0003454859324847348,0.00028073752473574133,3.2262580394744873,1.8134059369564057,0.0007943461620016024,0.8168277502059936,0.0008268237084848806
122,9.543730448058341e-05,0.005571602401323617,1.4304406940937042,0.072711181640625,0.0003350983854033984,0.000261814244731795,0.0002866981536499225,8.965319793787786e-05,0.00019646173823275606,0.51273193359375,0.013974081398919225,0.00024990336532937363,2.0006020247936247,2.2098597168922423
123,0.0004976307769538835,0.6312503248453141,6.4668045997619625,0.0012895506399217993,0.0029613542603328827,0.0015331329253967852,0.0014959869673475624,0.0005915401095990092,0.0008517110894899815,0.3357908561825752,0.004338951432146132,0.0006267057033255696,0.47960353195667266,0.0014402933535166084
124,0.0003119403321761638,0.00032639853598084303,0.00016810759479994887,0.00029480981756933037,0.00017431452506571078,0.00032909197325352584,0.0001183765667519765,0.0009309885295806453,0.0001897996604384389,2.636711931228638,1.7637369215488434,0.0005748791852965952,0.0007364416844211519,0.0004845320552703925
125,0.005284104007296265,6.939159965515136,11.457130289077758,0.004976881761103869,0.0034235803643241527,0.009150640573352575,0.007186932186596095,0.001461945119081065,0.0019305951602291316,0.4393167108297348,0.011690661311149597,0.00046455816045636316,0.0008562878239899874,0.002653108339291066
126,0.0008416757977101952,6.6201661109924315,4.142495179176331,0.002558003424201161,0.0017936570046003907,0.018114833720028402,0.0030864712782204154,0.0021847563213668766,0.002464820840395987,0.04714797642081976,0.021312386263161898,0.001024580147350207,2.1615341186523436,0.5985791325569153
127,0.0002865780974389054,0.16799891367554665,0.9460767477750778,0.003808946127537638,0.0006602933135582134,0.0011172978440299633,0.05795300714671612,0.0014366512536071242,0.0006580958724953234,2.863225483894348,0.006346820644102991,0.0019443633849732579,0.711162856221199,0.0023864349350333214
128,0.0027870190679095685,1.8028997421264648,2.4611145496368407,0.02563066380098462,0.0012422662519384175,0.04295169524848461,0.010828466340899469,0.2033780500292778,0.003180246823467314,0.4490928679704666,0.09857716485857963,2.9316238522529603,3.4038741111755373,0.19864655584096907
129,0.00017831573641160502,0.004824972688220441,0.0005037422321038321,0.00029942992696305735,0.00010752705966297072,0.000168455379025545,5.431372446764726e-05,0.0005245706910500304,0.0002745079516898841,0.005952135310508311,0.003577269532252103,0.0017942938313353807,3.41981987953186,0.002435551630333066
130,0.0017206585966050626,0.0034643691731616856,0.00047376127185998483,0.006813498307019472,0.0017949489760212601,0.010035072546452284,0.0044717159355059264,0.03530715815722942,0.004871049732901156,0.0336732903495431,0.0024844534229487183,1.7432142734527587,10.675211668014526,0.11759911999106407
131,0.0002753435357590206,0.006530186231248081,0.25618997514247893,0.0009741933637997136,0.0003440833446802572,0.008077254984527826,0.0009147312870481983,0.0004224949603667483,0.00027879951521754266,2.580620288848877,0.007258052076213062,3.7320531725883486,0.5146792739629745,0.015300290053710341
132,4.6689315968251326e-05,0.004578942293301224,0.9518335729837417,0.00013039107725489884,4.613446053554072e-05,0.00032743202173151075,0.0002573529534856789,6.161973269627198e-05,8.510887164447922e-05,0.3118333607912064,0.006142727448605001,0.10380367338657379,0.0028678770642727616,0.6269793659448624
134,0.0007070590829243884,0.009719526767730713,4.355954432487488,0.007184918038547039,0.0030919196782633663,0.019642351660877466,0.025405843649059536,0.0018505139916669578,0.004887826158665121,0.4571200281381607,0.1832517921924591,1.4541118502616883,0.8827886343002319,0.005027435137890279
135,0.0016459419217426331,1.9389402568340302,7.331748819351196,0.014413242693990469,0.002571364364121109,0.11079340986907482,0.10470052398741245,0.001846255810232833,0.0013478122011292726,2.2593165397644044,0.016782070975750685,0.13504229336977006,0.0023763549281284216,0.01310735810548067
