,Olig,astrocytes,cellType,eNeuron,endo_mural,iNeuron,microglia
0,0.04706476666033268,0.4374539881944656,0.00018186087982030585,0.032010074518620965,1.160779172182083,0.012071096897125244,0.07215464375913143
1,0.4749180987477303,1.346633070707321,0.03748857937753201,0.15014444515109063,1.8410987555980682,0.6014956116676331,0.5804120361804962
2,0.4827942237257957,1.9915993630886077,0.03857361748814583,0.21717407256364823,1.322778183221817,0.2524463027715683,0.6937826305627823
3,0.37045400142669677,1.7089972138404845,0.045172515138983724,0.30422692000865936,1.0559848964214325,0.7010299593210221,0.9469103962182999
7,0.27359715700149534,0.5028979390859604,0.006088009616360068,0.640694084763527,1.1161397755146027,0.22013309970498085,0.46512213349342346
8,0.7073029071092606,1.7302744507789611,0.08739370442926883,1.0409128189086914,2.5571940779685973,0.7611062169075012,1.1388923346996307
9,1.0530310988426208,1.738574004173279,0.06633638441562653,1.474210613965988,2.729584848880768,0.8317555397748947,1.328442120552063
10,1.468264925479889,2.934327042102814,0.2190208241343498,3.1758095145225527,4.4497593402862545,1.8471020460128784,2.2338126063346864
14,1.240176910161972,2.6157557010650634,0.1379769317805767,2.849801015853882,3.9232701897621154,1.2635646343231202,2.237264025211334
15,0.7670149505138397,1.398698478937149,0.08142745532095433,1.6057627499103546,2.5735661149024964,0.6939480125904083,1.2715995728969574
16,1.3054822385311127,2.4013881921768188,0.1161021888256073,2.922080373764038,4.025377511978149,1.1140266060829163,2.0068795919418334
17,1.2630099475383758,2.514667236804962,0.139028549939394,3.170825219154358,3.974422073364258,1.1012296319007873,1.9619524359703064
21,1.0609153985977173,2.0949795246124268,0.11005005799233913,2.4564225316047668,3.5669859647750854,0.760917204618454,1.6628188073635102
22,1.0966421842575074,2.2645641326904298,0.09647301435470582,2.7708375811576844,3.9320573806762695,1.0897482454776763,1.900916427373886
23,1.230105173587799,2.3537497401237486,0.15960083901882172,2.815851068496704,3.983583414554596,1.2390926361083985,2.1786787271499635
24,1.126156884431839,2.006381022930145,0.11418831050395965,3.6450451374053956,3.6392926812171935,0.97441868185997,1.797108280658722
28,0.7850611716508865,1.8609032392501832,0.07425176650285721,1.6852826416492461,2.4954349398612976,0.6733939975500107,1.2577046751976013
29,1.157055926322937,2.421764600276947,0.11837032735347748,2.756889820098877,4.144557762145996,1.132876980304718,1.9832124948501586
30,2.0227857351303102,3.236906945705414,0.2345515377819538,5.021502161026001,6.062649083137512,1.5989795207977295,2.520583724975586
31,0.27299451529979707,0.9434695243835449,0.05145367830991745,2.0069211959838866,2.4278844475746153,0.37165130525827406,0.7162854015827179
35,1.1071204483509063,1.6195345103740693,0.12143967300653458,2.65911922454834,3.7602086901664733,1.006139373779297,1.6220520675182342
36,1.5015454113483429,2.917124879360199,0.13241470083594323,4.198836064338684,4.948839783668518,1.2180787682533265,2.308401334285736
37,1.0013471245765686,2.367528700828552,0.11897446401417255,3.6761628150939942,3.828590440750122,0.9852437645196914,1.958659714460373
38,1.1612296879291535,4.014175152778625,0.1993357792496681,4.119676041603088,3.485395920276642,1.0065132558345795,1.6967481136322022
42,0.9608744978904724,2.454534077644348,0.1252073783427477,2.8655587792396546,3.4856923699378966,1.0560593068599702,1.7825114905834198
43,1.0930433809757232,2.250698482990265,0.06039037965238094,2.4752857804298403,3.428538453578949,1.101062500476837,1.6225371420383454
44,1.1186069667339325,2.130921995639801,0.11372272074222564,3.3854163765907286,3.46108273267746,0.9673989892005921,1.6414386928081512
45,0.725821241736412,1.7422166109085082,0.07028678245842457,2.9662354707717897,2.668952739238739,0.7421954810619354,1.326913630962372
49,1.228293639421463,2.2218727231025697,0.14366713613271714,2.8065669894218446,3.441535973548889,1.5957292020320892,1.7837802827358247
50,1.1860195755958558,2.105143058300018,0.1117629237473011,2.4679545044898985,3.748306381702423,1.4274521172046661,1.8911644577980042
51,2.5690150022506715,3.7679450273513795,0.238869958370924,5.070438838005066,6.198564028739929,2.203224003314972,2.51301931142807
52,1.4482763230800628,3.047433590888977,0.23174502179026604,4.59412534236908,3.3609856963157654,2.3947885274887084,1.577930474281311
56,1.3724368155002593,2.3473283410072328,0.1091210912913084,3.2409743905067443,3.8695756793022156,1.3319489181041717,1.714049518108368
57,1.6919425070285796,3.1931108117103575,0.167740385979414,3.9723838329315186,4.548933529853821,1.7309234321117402,2.2543636083602907
58,1.5501958429813385,3.7511061072349547,0.22695006057620049,4.2131246566772464,4.463328647613525,1.7234489679336549,2.1767988085746763
59,0.9439800649881362,2.159185326099396,0.14933661222457886,4.279564833641052,3.0884297370910643,1.960142982006073,1.5286177754402162
63,0.7787994593381882,1.4683983862400054,0.08185446448624134,2.2340927600860594,2.756349205970764,0.6814141899347306,1.1091964602470399
64,2.0536928534507752,4.139147782325745,0.2516533568501472,5.88223934173584,6.2511306524276735,2.089143669605255,2.967403542995453
65,1.4795586466789246,3.2700851440429686,0.1454745650291443,4.693732047080994,4.085512161254883,1.4297788262367248,1.9856008291244507
66,1.4274540305137635,2.386234259605408,0.185273614525795,4.731206035614013,3.5120437860488893,2.2248071670532226,1.8607106387615204
70,2.9813498973846437,3.0824323177337645,0.20216075852513313,4.320860195159912,5.019899034500122,1.502748155593872,2.4349128127098085
71,0.9217133909463883,1.7550248086452485,0.09682291224598885,2.2947739243507383,3.7228620290756225,0.9122663110494613,1.2372729063034058
72,3.4027103066444395,4.182099175453186,0.20645976066589355,5.2882531642913815,5.209555315971374,1.8269854366779328,2.539039468765259
73,0.7316834777593613,1.7421696603298187,0.16764287948608397,1.463266259431839,2.0412368774414062,1.5737352550029755,1.1201395452022553
77,1.0757303893566132,2.065127658843994,0.12352414391934871,2.8979642271995543,3.6102752089500427,1.2622568964958192,1.6518242061138153
