gene_identifier,n_counts,n_cells
Smyd3,573.0,308
Calcb,3.0,2
A330076H08Rik,1294.0,499
Cox6a1,8379.0,1414
Ndufb2,3492.0,1126
Cox5a,5386.0,1167
Glo1,7200.0,1350
Ass1,96.0,66
Mpi,1239.0,508
Tmtc2,464.0,250
Fdps,2465.0,913
Slc35g2,430.0,193
Mcu,459.0,237
Psmc3ip,169.0,110
Grhl3,21.0,13
Syt6,277.0,122
Optn,212.0,146
Trp53i11,733.0,223
Col19a1,893.0,255
Cntnap4,171.0,99
Dlx5,104.0,61
Lrrtm4,554.0,284
Necab2,290.0,132
Wif1,22.0,17
Rrp8,320.0,202
Syndig1l,33.0,20
Stk32c,720.0,278
Eps8,433.0,180
Pde5a,254.0,136
Cd24a,316.0,148
Slc17a8,149.0,11
Frem1,162.0,51
Prok2,13.0,7
Snx31,17.0,7
Krt73,150.0,21
Cryba2,9.0,7
Gldn,49.0,37
Crh,3589.0,111
Vip,14193.0,286
Pthlh,231.0,50
Cplx3,1008.0,113
Cox6a2,314.0,66
Atad2,375.0,204
Tmem44,650.0,325
Lamc2,34.0,20
Best1,10.0,7
Hkdc1,192.0,108
Boc,210.0,105
Tnnc1,910.0,152
C030013G03Rik,120.0,66
Krt12,452.0,206
Cited1,63.0,45
Nr1d1,706.0,379
Plxnd1,991.0,339
Susd5,104.0,76
A430035B10Rik,106.0,63
Pou3f2,840.0,327
Cdh6,325.0,183
Mybl1,42.0,21
Kcnh5,382.0,176
Barx2,92.0,55
Ovol2,105.0,75
Gpr88,769.0,225
Shisa3,37.0,23
Rassf3,745.0,354
Ccl27a_loc2,1140.0,382
Tmem132d,168.0,112
Cpne9,321.0,208
Exph5,235.0,154
Ccdc157,264.0,159
Cux1,550.0,292
Medag,214.0,119
D1Ertd622e,1547.0,637
Tmem107,275.0,206
BB557941,13.0,6
Gtdc1,1174.0,406
Kcnj9,1699.0,568
Pik3r1,2883.0,880
Ccl19_loc2,1173.0,346
Ccl19_loc1,739.0,304
Hecw2,1022.0,430
Acot10,230.0,133
Nasp,1363.0,569
Fhod3,479.0,289
Sac3d1,349.0,198
Coch,365.0,166
Negr1,3213.0,850
Slit2,437.0,248
Gm3893,1816.0,565
Hecw1,1750.0,558
Atp2b2,9958.0,915
Arpp19,5451.0,1207
Mef2c,15371.0,1138
Golga7b,1578.0,587
Gabrd,1941.0,494
Efna5,1207.0,412
Osbpl1a,10518.0,1261
Atp1a1,6685.0,1124
Nrep,2581.0,626
Kcnh1,1065.0,453
Pmepa1,2185.0,743
Kcnj11,316.0,169
Pak7,3797.0,923
Zdhhc8,1122.0,424
Kcnb1,4897.0,791
Pla2g4e,600.0,287
Tshz3,592.0,316
Asap1,2413.0,742
Ccdc3,203.0,115
Klf6,3451.0,1079
Numb,1056.0,498
Camk4,3204.0,629
Chchd6,2021.0,632
Grm2,558.0,216
Adcyap1,165.0,93
Zbtb34,338.0,175
Ttyh1,4585.0,1161
Rap1gap2,1243.0,433
Stx1a,2066.0,608
Fxyd7,1137.0,371
Gm16701,17.0,13
Gp1bb,5563.0,827
Ehbp1l1,359.0,202
Actr1b,1401.0,561
Adap1,4096.0,968
Strbp,5373.0,903
Camk2g,2428.0,687
Dusp3,3448.0,1005
Scube1,732.0,250
Coro2a,378.0,199
Nlk,2846.0,747
Ptgfrn,740.0,274
Prkacb,10094.0,1322
Satb1,2012.0,580
Dclk1,8287.0,1027
Tiam2,414.0,240
Vsnl1,9624.0,743
Fam131b,1395.0,557
Fgf14,428.0,219
Car10,1455.0,503
1110008P14Rik,3628.0,673
Sowahb,131.0,76
Mark1,1237.0,497
Rnf144a,724.0,344
Hlf,2179.0,546
Mapk6,1064.0,511
Dpp10,2172.0,554
Cpped1,667.0,349
Slc25a37,453.0,208
Rasgef1c,299.0,183
Soga2,836.0,375
E130012A19Rik,313.0,179
Cabp1,455.0,221
Ngef,2861.0,616
Lsm11,567.0,254
Pcdh7,2971.0,848
Ptchd1,560.0,261
Mansc1,66.0,46
Mapk11,586.0,282
Lmcd1,181.0,119
Atp6v1e2,38.0,24
Sox4,1072.0,509
BC048546,639.0,221
Map3k10,443.0,222
Cobl,601.0,281
Net1,475.0,256
Arhgap10,185.0,127
Car15,149.0,81
Fst,137.0,52
Dusp14,1010.0,355
Lingo2,857.0,341
Cbln4,203.0,78
Sestd1,1299.0,517
Fjx1,1417.0,493
Qrfpr,120.0,55
Cdk2ap1,1167.0,492
Marc2,911.0,412
Cul9,1028.0,486
Tmem108,390.0,217
Gpr52,24.0,15
Man1c1,617.0,272
Kcnf1,861.0,331
3110047P20Rik,1060.0,422
Pdzrn3,914.0,365
Npnt,215.0,115
Dclk3,444.0,220
Cdc42ep3,482.0,259
Otof,191.0,94
Pvrl3,1480.0,455
Hpcal1,550.0,324
Neurog2,46.0,31
Sema3a,277.0,165
Prkg2,150.0,73
Pdp1,1659.0,456
Tcf19,114.0,72
Rnd1,612.0,265
Stard8,553.0,308
Vopp1,1828.0,528
Abi3bp,218.0,129
Ap1s3,57.0,36
Abcb9,395.0,222
Dact2,527.0,195
Robo3,559.0,241
Frzb,573.0,199
Cux2,479.0,211
Camk2n1,21107.0,1325
Gsg1l,449.0,190
Tmem215,257.0,143
Igfn1,390.0,157
Sstr1,589.0,258
Mapk12,130.0,72
Slc17a6,333.0,160
Cartpt,225.0,44
Brinp3,1642.0,464
Trhde,732.0,310
Hspb3,212.0,129
C730002L08Rik,305.0,131
Gm20063,244.0,129
Gucy1a3,1204.0,363
A830009L08Rik,303.0,140
B230216N24Rik,370.0,168
Lamp5,4838.0,562
Plk5,537.0,190
Gm10421,28.0,18
Atp6ap1l,863.0,261
Il1rapl1,780.0,370
Klhl1,125.0,75
Nuggc,27.0,12
Cbln1,56.0,35
Pmfbp1,32.0,15
Trhr,24.0,14
Vwc2l,55.0,38
Sema5b,104.0,69
Ly6g6e,48.0,33
Arhgap44,1829.0,487
Prss12,193.0,104
Drd1a,305.0,140
Susd2,49.0,37
Tshz2,58.0,33
Tox,250.0,113
Grm8,237.0,133
Kremen1,175.0,103
Grik3,307.0,181
Pcsk5,181.0,78
Trpv6,48.0,27
Slc1a2,22287.0,1379
Nxph4,23.0,10
Ncald,8374.0,1004
Tle4,1583.0,455
Pamr1,543.0,258
Tmem40,88.0,43
Nxph3,545.0,118
Kcnmb4,725.0,259
Pappa2,33.0,15
Efhc2,47.0,27
Col5a1,124.0,87
Tpbg,469.0,170
Blnk,221.0,109
Gm13305_loc1,335.0,184
Hs3st2,581.0,223
Htr1f,283.0,156
Grm3,2123.0,711
Myl4,987.0,215
Aldh3a1,17.0,12
Plxdc1,169.0,97
Pcdh11x,580.0,322
B3galt2,1526.0,511
Gm13308_loc4,330.0,194
Epb4.1,252.0,151
Kcna1,7981.0,1189
Rprm,1012.0,220
Gm11549,1193.0,354
Map3k5,537.0,316
Kcnip3,960.0,315
Lsp1,106.0,60
Sulf1,198.0,112
Arhgap25,167.0,75
Ramp3,469.0,217
Gm13298_loc1,119.0,79
LOC100861978_loc4,970.0,377
Ly6d,58.0,20
Sox5,908.0,374
Ttc9b,1703.0,477
Chgb,5412.0,764
Pcp4,15943.0,635
Necab3,1047.0,399
Trabd2b,78.0,51
Ipcef1,587.0,269
Adcy1,4537.0,754
Fut9,4466.0,760
Tbr1,1318.0,452
Foxp2,356.0,132
Pcdh10,2387.0,899
Ppp1r1b,599.0,262
Slc4a10,2348.0,694
Atp2b4,2526.0,515
Opn3,162.0,75
Cckbr,484.0,238
Col6a1,370.0,142
Lrrc55,215.0,124
Mt3,1515.0,466
Ankrd42,181.0,112
Tnmd,98.0,21
Doc2a,480.0,254
Chrm2,142.0,95
Plp2,111.0,69
Gfra2,817.0,328
Gabra3,715.0,331
Rxfp2,46.0,28
Dtl,259.0,135
Plcxd3,326.0,155
Pcsk2,13409.0,843
H2afz,7761.0,1413
Ubl5,7681.0,1403
Timm8b,6138.0,1320
Dkkl1,324.0,126
Kifap3,5238.0,1059
Vps29,5615.0,1336
Cd302,730.0,335
Snap25,41622.0,1159
Calm1,95267.0,1685
4933409K07Rik_loc3,1829.0,567
Deb1,7295.0,1234
Nkiras1,3472.0,1021
Ppia,72333.0,1678
Thrsp,1792.0,592
Txn1,5888.0,1247
Ly6e,4934.0,940
Nap1l1,6434.0,1276
Rab33a,1869.0,757
Egfl7,1395.0,526
Grcc10,8709.0,1413
Avpi1,723.0,350
Mien1,4328.0,1131
Tubb5,8723.0,1267
Rps28,17224.0,1615
Rps24,9961.0,1567
Cenpw,370.0,217
Rps15a-ps4,8722.0,1396
Evi5,1874.0,646
Ccs,1294.0,583
Rpl32,17804.0,1600
Rps20,12207.0,1519
Rplp1,24218.0,1644
Sumo2,9598.0,1458
Rpl39,11359.0,1516
Polr2l,7262.0,1323
Rps29,39939.0,1666
Uxt,619.0,353
Tagln3,10242.0,903
Cox8a,26802.0,1607
Mgst3,5118.0,879
Vmp1,10735.0,1390
Pfkp,5693.0,905
Tma16,656.0,309
Gm7977,528.0,279
Tomm7,7312.0,1354
Dok5,451.0,272
Tpi1,16499.0,1310
Atp5l,14756.0,1538
Atp5e,16391.0,1581
Mif,18475.0,1462
Pld3,5729.0,886
Atp5k,14292.0,1505
Cox7c,26158.0,1610
Cox6b1,21665.0,1573
Cox7a2,21040.0,1582
Usmg5,22250.0,1525
Cox6c,21853.0,1612
Atp6v1d,9509.0,1202
Nedd8,8067.0,1361
Atpif1,15292.0,1340
Atp5c1,11658.0,1507
Scg5,24625.0,1215
Ndufb4,9906.0,1410
Ube2w,3509.0,916
Hn1,2348.0,728
Dnajc15,1843.0,712
Uqcr10,11851.0,1497
Nme1,11297.0,1286
Ndufc1,9566.0,1378
Cycs,18287.0,1511
2010107E04Rik,15033.0,1518
Ndufa1,9089.0,1357
Omg,8296.0,1243
Prdx5,4136.0,912
Tusc3,1355.0,561
Acta1,635.0,293
Uqcr11,12828.0,1485
Higd1a,6956.0,1305
Tuba4a,7562.0,807
Id2,13148.0,1061
Tubb4b,5711.0,1153
Vti1b,3259.0,988
Ccl27a_loc1,1782.0,436
Mup5,86.0,22
Tmem97,896.0,485
Sgcz,194.0,119
Sstr2,201.0,117
Nme5,378.0,179
5530601H04Rik,574.0,321
Syt10,184.0,92
Csgalnact1,562.0,265
Cbfa2t3,605.0,288
Rabl2,373.0,217
Ano8,192.0,132
Ncor2,485.0,285
Nrxn1,11476.0,1138
Celsr2,3133.0,850
Sidt1,1004.0,395
Flrt1,1003.0,426
Chd5,2961.0,862
Ppp1r12b,284.0,173
Tmem132a,1390.0,502
Rreb1,221.0,172
Rtn4r,311.0,169
Rbfox2,2354.0,719
Sgsm2,616.0,284
Pitpnm2,890.0,351
Slc8a2,1295.0,486
D430041D05Rik,2206.0,576
Cacna1a,3124.0,860
Npcd,5807.0,823
Lphn1,4196.0,965
Chst1,2323.0,768
Nrxn2,4900.0,1159
Dtx4,422.0,214
Anks6,110.0,73
Ptpdc1,704.0,336
Ppargc1b,485.0,256
Spopl,149.0,87
Bmp1,1178.0,443
Fam60a,388.0,193
Sox12,305.0,188
Zfp335,305.0,192
Klhl17,885.0,403
Ccdc39,378.0,212
Kansl1,1065.0,492
C230091D08Rik,646.0,319
Gm16523,184.0,107
Sox11,484.0,222
E330033B04Rik,247.0,150
A230073K19Rik,2039.0,572
6330415B21Rik,256.0,151
Kcnq2,1557.0,527
Snhg11,21062.0,985
Miat,2507.0,610
Kcnq1ot1,4332.0,1015
Dgkq,454.0,216
Pisd-ps3,5552.0,1101
5031426D15Rik,1628.0,453
Tbrg3,183.0,108
Gtf3c1,966.0,441
Fbn2,134.0,80
Atp6v0a1,2288.0,807
Zfhx2,313.0,193
Pcdhb7,112.0,72
Dzip1,339.0,192
Trank1,1481.0,590
Flna,1042.0,369
Zbtb16,930.0,345
Ccnl1,1422.0,583
Runx2,172.0,118
Peli1,836.0,480
Zdhhc23,74.0,42
Plch2,499.0,222
Akap13,565.0,364
Zbed6,438.0,242
Fam193b,1342.0,575
Arglu1,3247.0,941
Ryr2,4039.0,823
Akap8l,1797.0,700
Meg3,46357.0,1291
BC024386,2.0,2
Srrm2,5481.0,1247
Luc7l3,8056.0,1330
Gm20172,383.0,191
Spock2,1201.0,644
Chd3,4107.0,851
Bcl9,300.0,194
Cacna1e,1201.0,494
Lrriq1,129.0,80
4933412O06Rik,54.0,34
Nckap5,153.0,94
A230057D06Rik,207.0,121
Pou2f2,366.0,201
Hap1,414.0,183
Cpne7,635.0,186
Rab26,420.0,175
Timp2,4471.0,932
Wdr6,1193.0,421
Kctd4,703.0,440
Nov,1346.0,302
Ntng1,450.0,220
Crtac1,1696.0,455
Ak5,1153.0,380
Grin3a,837.0,203
Nnat,204.0,88
Grp,61.0,38
Syn2,6368.0,803
Cadm1,2864.0,931
Pea15a,9316.0,1430
Tgfb2,601.0,265
Calb1,2248.0,329
Chl1,2577.0,625
Sv2b,3976.0,581
Rspo3,609.0,244
Etv1,1414.0,642
Car12,153.0,86
Rspo2,193.0,102
Islr2,358.0,171
Bhlhe22,308.0,167
Parm1,947.0,417
Serpina3n,258.0,141
Ctxn2,264.0,179
Cnih3,542.0,261
Gap43,5162.0,664
Cpne2,210.0,128
Megf11,156.0,118
Vstm2b,395.0,235
Arhgef28,888.0,416
Syt17,119.0,73
Kit,2029.0,284
Hpcal4,2723.0,614
Ttc3,21016.0,1369
Slc7a4,1226.0,416
Slc6a15,533.0,304
Cplx2,5819.0,741
Gm5506_loc2,1063.0,526
Galnt9,410.0,222
Pde1a,4856.0,553
Caln1,1039.0,405
Gda,6153.0,688
Myo5b,96.0,70
Oxtr,159.0,56
2010204K13Rik,208.0,118
Tesc,546.0,263
Lmo4,6076.0,805
Snx10,1707.0,546
Adcy6,1617.0,646
Ppfibp1,595.0,361
Nrsn2,442.0,196
Plxnc1,422.0,206
Eno2,9033.0,902
Cpne6,1086.0,412
Ywhah,12526.0,1070
Nsf,10564.0,884
Gdi1,7165.0,1255
Grm1,555.0,235
Pfkfb2,751.0,389
Dpysl3,634.0,330
Fhl1,953.0,543
Dcaf12l1,1283.0,440
Efr3a,1551.0,648
Map2k1,3379.0,874
Tro,2458.0,660
G3bp2,7344.0,1246
Mapkapk2,233.0,148
Lrpprc,1034.0,468
Ldb2,478.0,206
Lrrn3,1037.0,443
Psd3,3261.0,838
Ncoa7,1897.0,649
Pak3,2045.0,696
Slc39a10,3912.0,839
Mtfp1,1515.0,524
Arl6ip1,15194.0,1562
Pgrmc1,4772.0,1121
Snph,1527.0,520
Ptbp2,1886.0,697
1700001L19Rik,321.0,205
Spon1,352.0,156
Ctnnb1,3943.0,1129
Ap2s1,1450.0,692
Ahi1,3822.0,1029
Crym,541.0,121
Ap1s1,2243.0,779
Atp6v1g2,4283.0,706
Hsp90aa1,63501.0,1648
Ankrd6,243.0,114
Ccnd2,1612.0,530
Nfix,2781.0,810
Pak1,4780.0,1045
Tmod2,7479.0,1216
Clta,3060.0,983
Lin7a,1754.0,505
Napb,7099.0,787
Sh3gl2,4203.0,821
Tceal6,1358.0,489
Rnf112,3411.0,799
Dync1i1,1864.0,646
Ywhaq,17286.0,1481
Ly6h,1232.0,403
Ppp2r2b,2756.0,675
Atxn7l3b,13881.0,1487
Ckmt1,2588.0,608
Serinc1,24764.0,1567
Ilkap,918.0,429
Gne,414.0,230
Tmem237,1132.0,538
D10Jhu81e,853.0,398
Matk,1015.0,483
Rsph9,539.0,264
Blcap,1122.0,478
Mgat4c,371.0,163
Rwdd2a,460.0,283
Zcchc18,5973.0,930
Zfp64,157.0,100
Ift80,431.0,245
Met,194.0,128
Il34,506.0,261
Sparcl1,28227.0,1302
Cog7,1100.0,499
Fstl1,876.0,403
Hsp90ab1,59157.0,1679
Snca,13971.0,940
Fdx1,271.0,166
Kctd10,628.0,287
Btbd10,1475.0,550
Slc1a1,1443.0,623
Fam115a,1872.0,669
Gpr22,1654.0,516
Dsel,246.0,147
Pm20d2,138.0,77
Papolg,278.0,175
Aqp11,287.0,167
Dgcr8,589.0,298
Nabp1,259.0,152
Cox18,515.0,277
Ntm,12934.0,1153
Tsnax,1934.0,729
Atxn10,3413.0,973
Cnrip1,1635.0,645
Pola1,147.0,91
Rerg,86.0,36
Fbxw2,751.0,334
Aph1b,669.0,350
Itga8,144.0,72
Gng7,763.0,382
Akap5,1006.0,428
Dnajc2,626.0,331
Zrsr2,1530.0,645
Cyb5r3,716.0,356
Tomm70a,2305.0,773
Fbxw7,6626.0,962
Ensa,5589.0,983
Ywhaz,18093.0,1444
Scfd2,372.0,216
9530080O11Rik,38.0,27
Pex7,422.0,220
Mmab,363.0,210
Ccsap,416.0,238
Ralyl,983.0,415
Cyp7b1,212.0,128
Cd55,212.0,122
Tacr3,9.0,9
Tm2d1,1004.0,498
Nudt16,746.0,361
Rgs19,303.0,186
Chchd4,760.0,375
Serpinb6a,1346.0,550
Gabrb1,709.0,402
Tmem59l,2709.0,604
Matr3,8090.0,1389
Ldha,6286.0,1136
Lhx9,2.0,2
Lig4,447.0,236
Ccdc41os1,591.0,325
Nkain4,867.0,310
Igfbp3,170.0,87
Mat2b,3765.0,865
Kdm1a,1269.0,508
Stk25,1559.0,563
Usp46,978.0,408
Gatc,387.0,221
N4bp3,165.0,83
Gpr173,55.0,29
Dnal4,500.0,262
Pik3r2,996.0,442
Thoc3,893.0,433
Rgs2,2730.0,664
Sh3bp5,1523.0,619
Rab9b,337.0,187
Ptov1,1105.0,513
Pfkl,1649.0,697
Ola1,3599.0,930
Zpld1,2.0,1
Zik1,253.0,140
Prokr2,18.0,11
Fam105a,608.0,290
Klf10,1248.0,472
Kcnv1,2013.0,424
Bzw2,1263.0,564
Uevld,158.0,100
Tmem231,183.0,112
Rn4.5s_loc9,155.0,112
Npy5r,124.0,74
Golm1,439.0,195
Txlng,418.0,239
Hmgcr,5158.0,1110
Crip2,2410.0,837
Npy2r,92.0,36
2610008E11Rik,472.0,280
Ccng1,810.0,379
Gnai3,894.0,479
Rasl10a,348.0,187
Cyb5d2,315.0,192
Slc35f3,1205.0,497
H2afj,1494.0,691
Pfn2,8670.0,1193
3110035E14Rik,8826.0,667
Ociad1,2478.0,971
Actg1,30351.0,1642
Fpgt,649.0,334
Vps37b,686.0,370
Kcnj4,2067.0,453
Igfbp6,870.0,305
Htr5b,12.0,9
Lix1,699.0,370
Sec23a,1941.0,688
H3f3b,19673.0,1643
Heca,227.0,125
Slc39a11,197.0,127
Ccdc86,251.0,152
Tasp1,302.0,177
Cap1,2037.0,748
Tpd52l1,550.0,258
Cck,8570.0,620
Ndrg3,6665.0,990
Actb,49761.0,1684
Gpm6a,25602.0,1287
Adam12,67.0,37
Camk1g,361.0,177
Rpusd3,142.0,90
Hmgn5,466.0,263
Orc3,870.0,424
Cdo1,383.0,194
Rheb,3628.0,922
Pls3,2693.0,839
Ap2b1,1768.0,799
Rogdi,2349.0,746
Mapk10,5527.0,823
St6galnac5,165.0,99
Nrn1,5078.0,533
Caly,2261.0,557
Dhdh,42.0,25
Gm1604b_loc2,16.0,10
Pgam2,206.0,94
Gadd45b,456.0,265
D630023F18Rik,128.0,84
Pdlim7,1143.0,461
Gtl3,1207.0,562
Mmd2,4765.0,948
Rad51ap1,89.0,60
Fyco1,1586.0,538
Rab27b,996.0,316
Hist2h2aa1_loc2,388.0,247
Rsu1,1153.0,556
Ttc30b,279.0,154
Dynlt1f_loc2,74.0,43
Dynll1,23123.0,1564
Sult5a1,2.0,2
Igsf1,54.0,31
Gabra4,2979.0,640
Dlg4,3505.0,847
Clvs2,410.0,219
Tsc22d1,5718.0,1110
Sh3bgrl,1790.0,762
0610007P14Rik,2868.0,879
Gpm6b,22356.0,1505
Gnb5,1440.0,599
Ramp1,1534.0,584
Gstp1,39270.0,1506
5730522E02Rik,110.0,77
Fam212a,78.0,50
Rilpl1,541.0,291
Matn2,299.0,209
Rprml,714.0,349
Lxn,520.0,208
Itm2b,23880.0,1670
Gm10754,8.0,8
Rgs14,655.0,285
Ociad2,1829.0,513
Fkbp1a,11518.0,1490
Sh3bgrl3,7740.0,1326
Mc4r,17.0,10
Chn1,18080.0,998
Calm2,64639.0,1627
Msc,44.0,21
Lin7b,1444.0,482
Brk1,8031.0,1461
Palmd,1284.0,332
Ifi27,1479.0,647
Fam26e,208.0,98
Nmt1,5781.0,1349
Cd34,1717.0,576
Fam19a1,915.0,269
Tmod3,1204.0,580
Arl1,1245.0,666
Fhl2,1099.0,389
Gsta4,991.0,468
Capza2,4793.0,1286
Nckap1,2680.0,775
Gmpr,599.0,371
Fth1,70677.0,1676
Cpne8,823.0,361
Sphkap,996.0,389
Naa38,1431.0,763
Tmsb4x,57697.0,1634
Spink8,28.0,9
OTTMUSG00000016609_loc1,787.0,498
OTTMUSG00000016609_loc2,657.0,429
OTTMUSG00000016609_loc5,658.0,440
OTTMUSG00000016609_loc6,671.0,450
Actr3b,448.0,290
Abracl,673.0,301
Nt5dc2,85.0,52
Gm6524,23.0,13
Padi4,10.0,5
Pabpc4l,14.0,14
Col5a2,75.0,37
Dlk1,25.0,8
Lipg,34.0,28
Nts,81.0,12
Krt2,5.0,5
Dcn,341.0,44
Figf,35.0,28
Flrt3,839.0,340
A230077H06Rik,44.0,23
Poln,19.0,7
Acvr1c,325.0,130
Dnah1,100.0,64
Anxa9,7.0,6
Tmem255a,122.0,54
Baiap2l1,128.0,50
Dyrk3,72.0,47
Dnah6,77.0,60
Fbxo4,190.0,109
Ifrd1,2747.0,678
Erlin1,358.0,201
Ncoa5,459.0,232
Ica1l,343.0,186
Nudt10,474.0,250
Cpeb1,1260.0,556
Pcgf6,247.0,156
Birc2,1119.0,415
Smoc2,84.0,58
Inhbb,37.0,22
Slc15a4,508.0,284
Cntn3,377.0,191
Ccdc85a,874.0,386
Zscan18,165.0,99
Nhlrc1,235.0,153
Zfp715,518.0,288
Noa1,299.0,170
Ube2z,1082.0,451
Fam20b,801.0,379
Asb7,435.0,243
Ccdc148,175.0,120
2810417H13Rik,27.0,20
Pdzd4,385.0,222
Ccna1,18.0,11
Noc4l,356.0,206
Pdf,542.0,290
Mas1,208.0,94
Zfp40,447.0,236
Jazf1,395.0,214
Pde4d,1065.0,492
Ryr1,180.0,101
Cmtm4,599.0,292
Rab3c,5931.0,499
Gm8615,602.0,267
Frmd4a,588.0,359
Bbs1,413.0,227
Atp8a1,4766.0,1142
Map2,3081.0,854
Zfyve28,554.0,267
Ccdc149,503.0,251
Epdr1,1424.0,501
Ptprg,1626.0,664
Spry3,100.0,65
Map9,2636.0,777
Marcksl1,2478.0,786
Sorbs2,2518.0,754
Slc22a17,8456.0,1217
Cask,1236.0,510
Tenm2,1370.0,492
Unc5a,806.0,415
Ptpre,698.0,414
Donson,225.0,132
Smad3,310.0,175
Strip1,1092.0,471
Npr3,93.0,54
Adora1,3242.0,830
Ildr2,1909.0,600
Ywhab,8145.0,1259
Adra2a,173.0,123
Furin,226.0,124
Thsd4,129.0,60
Slc16a2,633.0,277
Nrp1,1327.0,528
Mpped1,1425.0,473
Agl,478.0,262
Fosl2,345.0,226
Slc6a7,732.0,270
Kcnn2,503.0,259
Fam65b,770.0,370
Svop,1461.0,474
Cacna1g,931.0,405
Mapk1,4531.0,978
Sstr3,164.0,104
Pcdh8,798.0,190
Mapk8ip1,2879.0,884
Dgkg,790.0,281
Prkar1a,6093.0,1359
Deaf1,680.0,336
Insig2,912.0,440
Jph4,2341.0,752
Syt4,4944.0,742
Fndc1,62.0,31
Hnrnpd,1052.0,434
Chrd,310.0,216
Bsn,3154.0,742
Zfp365,5086.0,994
Rasal1,546.0,317
Efnb2,632.0,293
Madd,1929.0,624
Ap3b2,2194.0,689
Pus7,437.0,260
Grik2,775.0,347
Tmem150c,262.0,134
Ehbp1,489.0,245
Sertm1,282.0,136
C1ql3,1337.0,366
Gabra2,1147.0,419
Igsf8,2063.0,820
Scn2a1,9990.0,975
Lrfn4,259.0,149
Cdh22,182.0,94
Myef2,960.0,425
Arih2,798.0,394
B230209E15Rik,1117.0,423
Ehmt1,1566.0,629
Ube2b,4751.0,1081
Nalcn,2093.0,602
Slc25a22,1536.0,511
Ctnnd2,2433.0,786
Zfp629,441.0,222
Arpp21,12256.0,940
Wsb2,1929.0,739
Fam214a,842.0,378
Tspyl3,349.0,178
Pcdh17,3550.0,865
Mast1,622.0,282
Ndst3,208.0,116
Fam81a,1653.0,525
Hk1,4145.0,1023
Nrcam,3498.0,853
Smarca1,641.0,311
Neo1,2459.0,822
Gm21949,2255.0,893
Mycbp2,6182.0,1129
Gprasp1,4586.0,907
Ctbp2,414.0,198
Trim9,2952.0,756
1700025G04Rik,692.0,330
Tmem179,1863.0,541
Pcdh19,1016.0,374
Cntn1,5019.0,954
Ptprs,5459.0,1016
Psap,9080.0,1472
Rnf169,399.0,229
Mdga1,69.0,39
Darc,618.0,253
Bhlhe40,638.0,407
Fbxo31,942.0,401
Ythdf1,1314.0,514
Cdh2,2706.0,845
Zbtb21,198.0,120
Trappc8,914.0,422
Tada2b,316.0,181
Fezf2,231.0,94
Ap3m2,1947.0,612
Hcn1,1013.0,412
Disp2,1952.0,595
Ankrd12,5127.0,1089
Ank2,6617.0,1165
Ap2m1,3138.0,922
Parn,520.0,300
Tubb2b,548.0,213
Gaa,2010.0,712
Pnmal2,2635.0,729
Ypel3,2899.0,888
Pgm2l1,6211.0,814
Gpr101,12.0,8
Kcng2,24.0,20
Hspa12a,2068.0,662
Galnt16,549.0,360
Tmem30a,8796.0,1324
Tenm3,1263.0,498
Lman2l,361.0,211
Clcn2,785.0,400
Zswim6,1026.0,440
Ttc7b,769.0,348
Magee1,1821.0,673
Srpk2,4741.0,1040
Ube2ql1,2456.0,552
Camta1,4543.0,853
Cmip,6165.0,1126
Max,608.0,303
Gm7334,336.0,158
Slc7a8,820.0,358
Hrk,237.0,168
Sphk2,530.0,283
Igsf21,592.0,231
Chst2,1883.0,699
Cbx6,3074.0,808
L1cam,1243.0,438
Kcnma1,3744.0,716
Hadha,745.0,371
Junb,1494.0,552
Rnf165,909.0,381
Ssbp3,1466.0,634
Kdm2b,330.0,174
Nab1,976.0,406
Nr4a2,1079.0,189
Mageh1,594.0,310
Scn3a,1636.0,544
Jak1,3646.0,909
Synj1,5511.0,878
Kdm3a,493.0,288
Rnf157,1336.0,479
Lrrc4c,1740.0,610
Mpp4,276.0,167
Kctd6,754.0,360
Emc10,4067.0,948
Rabgap1l,2121.0,685
Kif5a,2739.0,716
Bsg,7186.0,1247
Ncam1,10697.0,1443
Usf2,1291.0,543
9930021J03Rik,1090.0,539
Fbxo33,1447.0,493
Map1a,5120.0,1258
Tmx4,4245.0,856
Lamb1,245.0,141
Fastk,1523.0,659
Bod1,885.0,397
Rap2a,2282.0,851
Cdk14,1871.0,500
Pafah1b1,6520.0,1210
Erdr1,1570.0,707
Sos2,724.0,368
Ankrd13d,881.0,363
Synm,1165.0,522
Ptpn5,1322.0,436
6330403K07Rik,2259.0,579
Raph1,1669.0,538
Cadm3,3768.0,807
Gnb2,3804.0,1102
Gls,4544.0,866
Eid1,3317.0,940
Cotl1,378.0,208
Tnks,538.0,275
Ubl3,6652.0,1275
Tomm20,3170.0,893
Sez6l,1017.0,407
Syn1,4858.0,696
Slc26a4,41.0,28
Manea,912.0,427
Paqr4,1458.0,605
Rab15,1880.0,492
Kif2a,1584.0,597
Slc17a7,1708.0,481
Yeats4,597.0,302
Npepps,2888.0,872
Ptprn,5519.0,800
Snap91,5538.0,820
Maged1,6972.0,1075
Zfp26,470.0,260
Rps6ka4,304.0,163
Wbp11,2253.0,833
Atp1b1,34068.0,1163
Ckap4,562.0,285
H1fx,340.0,191
Bag4,944.0,416
Dos,3350.0,693
Icam5,788.0,362
Prmt6,233.0,141
Cadps2,2178.0,430
