cell_ID,cell_type,n_counts,cellType,n_genes
1390,endo_mural,5779.0,endo_mural,2161
1391,endo_mural,4577.0,endo_mural,1686
1392,endo_mural,2952.0,endo_mural,1189
1393,endo_mural,3329.0,endo_mural,1328
1394,endo_mural,3107.0,endo_mural,1184
1395,endo_mural,10214.0,endo_mural,3657
1396,endo_mural,6875.0,endo_mural,1892
1397,endo_mural,17906.0,endo_mural,5426
1398,endo_mural,5042.0,endo_mural,1653
1399,endo_mural,8194.0,endo_mural,2472
1400,endo_mural,5511.0,endo_mural,2281
1401,endo_mural,5508.0,endo_mural,2182
1402,endo_mural,10097.0,endo_mural,3511
1403,endo_mural,7587.0,endo_mural,2971
1404,endo_mural,7214.0,endo_mural,3176
1405,endo_mural,3394.0,endo_mural,1685
1406,endo_mural,5257.0,endo_mural,1935
1407,endo_mural,7070.0,endo_mural,3033
1408,endo_mural,10241.0,endo_mural,2736
1409,endo_mural,4319.0,endo_mural,2036
1410,endo_mural,4190.0,endo_mural,1944
1411,endo_mural,7417.0,endo_mural,2438
1412,endo_mural,3942.0,endo_mural,1655
1413,endo_mural,3721.0,endo_mural,1788
1414,endo_mural,6282.0,endo_mural,2309
1415,endo_mural,2957.0,endo_mural,1597
1416,endo_mural,3900.0,endo_mural,1328
1417,endo_mural,2605.0,endo_mural,1316
1418,endo_mural,4852.0,endo_mural,2165
1419,endo_mural,2935.0,endo_mural,1447
1420,endo_mural,3699.0,endo_mural,1312
1421,endo_mural,2724.0,endo_mural,1314
1422,endo_mural,4788.0,endo_mural,1853
1423,endo_mural,4833.0,endo_mural,1860
1424,endo_mural,2673.0,endo_mural,1224
1425,endo_mural,13669.0,endo_mural,3458
1426,endo_mural,7328.0,endo_mural,2858
1427,endo_mural,6713.0,endo_mural,2739
1428,endo_mural,16070.0,endo_mural,3459
1429,endo_mural,3116.0,endo_mural,1797
1430,endo_mural,5618.0,endo_mural,1853
1431,endo_mural,4850.0,endo_mural,2279
1432,endo_mural,4240.0,endo_mural,2024
1433,endo_mural,3793.0,endo_mural,1506
1434,endo_mural,3058.0,endo_mural,1348
1435,endo_mural,5713.0,endo_mural,1993
1436,endo_mural,4837.0,endo_mural,2478
1437,endo_mural,3566.0,endo_mural,1882
1438,endo_mural,9419.0,endo_mural,3182
1439,endo_mural,2541.0,endo_mural,1434
1440,endo_mural,5197.0,endo_mural,2654
1441,endo_mural,2531.0,endo_mural,1003
1442,endo_mural,3397.0,endo_mural,1854
1443,endo_mural,4222.0,endo_mural,2354
1444,endo_mural,7434.0,endo_mural,3185
1445,endo_mural,5885.0,endo_mural,2045
1446,endo_mural,3202.0,endo_mural,1681
1447,endo_mural,2989.0,endo_mural,1137
1448,endo_mural,10838.0,endo_mural,2151
1449,endo_mural,18755.0,endo_mural,5302
1450,endo_mural,8416.0,endo_mural,1862
1451,endo_mural,9293.0,endo_mural,2184
1452,endo_mural,8343.0,endo_mural,2125
1453,endo_mural,6870.0,endo_mural,2758
1454,endo_mural,7997.0,endo_mural,2468
1455,endo_mural,3366.0,endo_mural,1687
1456,endo_mural,4477.0,endo_mural,1788
1457,endo_mural,4127.0,endo_mural,1229
1458,endo_mural,8260.0,endo_mural,3043
1459,endo_mural,5352.0,endo_mural,2493
1460,endo_mural,4322.0,endo_mural,2088
1461,endo_mural,6527.0,endo_mural,2907
1462,endo_mural,7092.0,endo_mural,2392
1463,endo_mural,3220.0,endo_mural,941
1464,endo_mural,4871.0,endo_mural,2220
1465,endo_mural,11552.0,endo_mural,3857
1466,endo_mural,2771.0,endo_mural,1048
1467,endo_mural,3644.0,endo_mural,1430
1468,endo_mural,3356.0,endo_mural,1184
1469,endo_mural,4499.0,endo_mural,2067
1470,endo_mural,2962.0,endo_mural,938
1471,endo_mural,2702.0,endo_mural,1146
1472,endo_mural,3901.0,endo_mural,1763
1473,endo_mural,7442.0,endo_mural,3157
1474,endo_mural,5143.0,endo_mural,2597
1475,endo_mural,4755.0,endo_mural,2149
1476,endo_mural,3855.0,endo_mural,1468
1477,endo_mural,3300.0,endo_mural,1678
1478,endo_mural,3768.0,endo_mural,1597
1479,endo_mural,5820.0,endo_mural,2924
1480,endo_mural,5199.0,endo_mural,1926
1481,endo_mural,2940.0,endo_mural,1550
1482,endo_mural,3218.0,endo_mural,893
1483,endo_mural,3253.0,endo_mural,941
1484,endo_mural,2675.0,endo_mural,878
1485,endo_mural,3028.0,endo_mural,1702
1486,endo_mural,10254.0,endo_mural,3017
1487,endo_mural,2588.0,endo_mural,1175
1488,endo_mural,9357.0,endo_mural,2623
1489,endo_mural,6969.0,endo_mural,2915
1490,endo_mural,4490.0,endo_mural,1773
1491,endo_mural,2827.0,endo_mural,1233
1492,endo_mural,2531.0,endo_mural,1574
1493,endo_mural,2678.0,endo_mural,924
1494,endo_mural,2516.0,endo_mural,1171
1495,endo_mural,3131.0,endo_mural,1715
1496,endo_mural,2514.0,endo_mural,1439
1497,endo_mural,2666.0,endo_mural,1467
1498,endo_mural,2831.0,endo_mural,1065
1499,endo_mural,2927.0,endo_mural,1038
1500,endo_mural,3656.0,endo_mural,1159
1501,endo_mural,2931.0,endo_mural,1230
1502,endo_mural,3058.0,endo_mural,1197
1503,endo_mural,5719.0,endo_mural,1977
1504,astrocytes,6258.0,astrocytes,2170
1505,astrocytes,12862.0,astrocytes,4232
1506,astrocytes,10005.0,astrocytes,2698
1507,astrocytes,8073.0,astrocytes,2221
1508,astrocytes,11790.0,astrocytes,3059
1509,astrocytes,13630.0,astrocytes,3180
1510,astrocytes,8605.0,astrocytes,2695
1511,astrocytes,10737.0,astrocytes,3156
1512,astrocytes,11966.0,astrocytes,3155
1513,astrocytes,18251.0,astrocytes,3153
1514,astrocytes,7673.0,astrocytes,2308
1515,astrocytes,7490.0,astrocytes,2141
1516,astrocytes,5237.0,astrocytes,1744
1517,astrocytes,10011.0,astrocytes,2784
1518,astrocytes,13417.0,astrocytes,4225
1519,astrocytes,6852.0,astrocytes,1691
1520,astrocytes,6673.0,astrocytes,1937
1521,astrocytes,8489.0,astrocytes,2266
1522,astrocytes,6872.0,astrocytes,1737
1523,astrocytes,6246.0,astrocytes,1807
1524,astrocytes,5054.0,astrocytes,1627
1525,astrocytes,6453.0,astrocytes,1600
1526,astrocytes,12285.0,astrocytes,2268
1527,astrocytes,9268.0,astrocytes,2639
1528,astrocytes,12432.0,astrocytes,2634
1529,astrocytes,7141.0,astrocytes,2374
1530,astrocytes,10769.0,astrocytes,2450
1531,astrocytes,6995.0,astrocytes,1597
1532,astrocytes,10342.0,astrocytes,2790
1533,astrocytes,6205.0,astrocytes,2379
1534,astrocytes,7132.0,astrocytes,1782
1535,astrocytes,4009.0,astrocytes,1004
1536,astrocytes,4965.0,astrocytes,1901
1537,astrocytes,3506.0,astrocytes,1352
1538,astrocytes,4627.0,astrocytes,2112
1539,astrocytes,5833.0,astrocytes,2294
1540,astrocytes,6338.0,astrocytes,2181
1541,astrocytes,6692.0,astrocytes,1742
1542,astrocytes,5074.0,astrocytes,2222
1543,astrocytes,4192.0,astrocytes,1607
1544,astrocytes,5571.0,astrocytes,2063
1545,astrocytes,11320.0,astrocytes,4299
1546,astrocytes,5621.0,astrocytes,1392
1547,astrocytes,4301.0,astrocytes,1298
1548,astrocytes,5605.0,astrocytes,1379
1549,astrocytes,3591.0,astrocytes,1151
1550,astrocytes,7014.0,astrocytes,2449
1551,astrocytes,3423.0,astrocytes,1492
1552,astrocytes,5063.0,astrocytes,2038
1553,astrocytes,4172.0,astrocytes,1660
1554,astrocytes,2687.0,astrocytes,1331
1555,astrocytes,3000.0,astrocytes,1403
1556,astrocytes,3680.0,astrocytes,1686
1557,astrocytes,4605.0,astrocytes,1402
1558,astrocytes,5938.0,astrocytes,2300
1559,astrocytes,5695.0,astrocytes,1354
1560,astrocytes,4641.0,astrocytes,1858
1561,astrocytes,17562.0,astrocytes,4141
1562,astrocytes,10604.0,astrocytes,2235
1563,astrocytes,3916.0,astrocytes,1855
1564,astrocytes,3684.0,astrocytes,1642
1565,astrocytes,6003.0,astrocytes,2389
1566,astrocytes,6650.0,astrocytes,2789
1567,astrocytes,7097.0,astrocytes,2627
1568,astrocytes,6577.0,astrocytes,2282
1569,astrocytes,4272.0,astrocytes,2032
1570,astrocytes,4074.0,astrocytes,1915
1571,astrocytes,4328.0,astrocytes,2032
1572,astrocytes,3578.0,astrocytes,1471
1573,astrocytes,2568.0,astrocytes,1249
1574,astrocytes,3403.0,astrocytes,1644
1575,astrocytes,3188.0,astrocytes,1701
1576,astrocytes,4568.0,astrocytes,1869
1577,astrocytes,6842.0,astrocytes,2451
1578,astrocytes,3173.0,astrocytes,1127
1579,astrocytes,3833.0,astrocytes,1828
1580,astrocytes,6074.0,astrocytes,2150
1581,astrocytes,4819.0,astrocytes,2274
1582,astrocytes,3678.0,astrocytes,1765
1583,astrocytes,4625.0,astrocytes,2070
1584,astrocytes,3406.0,astrocytes,1145
1585,astrocytes,6643.0,astrocytes,2174
1586,astrocytes,3393.0,astrocytes,1397
1587,astrocytes,9541.0,astrocytes,2525
1588,astrocytes,2649.0,astrocytes,1249
1589,astrocytes,5128.0,astrocytes,2098
1590,astrocytes,2952.0,astrocytes,1369
1591,astrocytes,3292.0,astrocytes,1241
1592,astrocytes,4412.0,astrocytes,1100
1593,astrocytes,9816.0,astrocytes,4063
1594,astrocytes,3599.0,astrocytes,1269
1595,astrocytes,3058.0,astrocytes,1093
1596,astrocytes,3059.0,astrocytes,1049
1597,astrocytes,9725.0,astrocytes,3853
1598,astrocytes,4585.0,astrocytes,1615
1599,astrocytes,5080.0,astrocytes,1984
1600,astrocytes,6527.0,astrocytes,2041
1601,astrocytes,8800.0,astrocytes,3008
1602,astrocytes,6141.0,astrocytes,1922
1603,astrocytes,5180.0,astrocytes,1633
1604,astrocytes,7518.0,astrocytes,2501
1605,astrocytes,7498.0,astrocytes,2221
1606,astrocytes,6881.0,astrocytes,2813
1607,astrocytes,6856.0,astrocytes,2045
1608,astrocytes,11352.0,astrocytes,3750
1609,astrocytes,9067.0,astrocytes,2615
1610,astrocytes,9838.0,astrocytes,3463
1611,astrocytes,13534.0,astrocytes,3677
1612,astrocytes,6400.0,astrocytes,2499
1613,astrocytes,4928.0,astrocytes,1773
1614,astrocytes,3387.0,astrocytes,932
1615,astrocytes,5567.0,astrocytes,1914
1616,astrocytes,3631.0,astrocytes,943
1617,astrocytes,2930.0,astrocytes,1414
1618,astrocytes,3276.0,astrocytes,1300
1619,astrocytes,3587.0,astrocytes,1567
1620,astrocytes,2580.0,astrocytes,1186
1621,astrocytes,3082.0,astrocytes,1503
1622,astrocytes,6391.0,astrocytes,2679
1623,astrocytes,3454.0,astrocytes,1843
1624,astrocytes,3709.0,astrocytes,1466
1625,astrocytes,2638.0,astrocytes,1212
1626,astrocytes,4158.0,astrocytes,1137
1627,astrocytes,3761.0,astrocytes,1358
1628,astrocytes,5941.0,astrocytes,2488
1629,astrocytes,4173.0,astrocytes,2049
1630,astrocytes,3621.0,astrocytes,1418
1631,astrocytes,3057.0,astrocytes,816
1632,astrocytes,9218.0,astrocytes,3648
1633,astrocytes,10006.0,astrocytes,2715
1634,astrocytes,2966.0,astrocytes,1596
1635,astrocytes,5951.0,astrocytes,1991
1636,astrocytes,6103.0,astrocytes,2903
1637,astrocytes,4916.0,astrocytes,1928
1638,astrocytes,17766.0,astrocytes,3535
1639,astrocytes,6520.0,astrocytes,2020
1640,astrocytes,4255.0,astrocytes,2044
1641,astrocytes,4173.0,astrocytes,1526
1642,astrocytes,3474.0,astrocytes,1220
1643,astrocytes,3259.0,astrocytes,1379
1644,astrocytes,6564.0,astrocytes,2693
1645,astrocytes,6750.0,astrocytes,2632
1646,astrocytes,5580.0,astrocytes,1880
1647,endo_mural,2763.0,endo_mural,1028
1648,endo_mural,3583.0,endo_mural,1208
1649,endo_mural,5162.0,endo_mural,1434
1650,endo_mural,3600.0,endo_mural,1721
1651,endo_mural,3350.0,endo_mural,1492
1652,endo_mural,2709.0,endo_mural,985
1653,endo_mural,4343.0,endo_mural,1601
1654,endo_mural,5157.0,endo_mural,1804
1655,endo_mural,3168.0,endo_mural,1318
1656,endo_mural,3274.0,endo_mural,1289
1657,endo_mural,4090.0,endo_mural,1681
1658,endo_mural,5509.0,endo_mural,1758
1659,endo_mural,4516.0,endo_mural,1746
1660,endo_mural,7329.0,endo_mural,2376
1661,endo_mural,4242.0,endo_mural,1463
1662,endo_mural,5707.0,endo_mural,1976
1663,endo_mural,4186.0,endo_mural,1499
1664,endo_mural,6893.0,endo_mural,2101
1665,endo_mural,3910.0,endo_mural,2055
1666,endo_mural,3866.0,endo_mural,1137
1667,endo_mural,3987.0,endo_mural,1892
1668,endo_mural,2893.0,endo_mural,1254
1669,endo_mural,11415.0,endo_mural,3758
1670,endo_mural,4379.0,endo_mural,1679
1671,endo_mural,3463.0,endo_mural,1613
1672,endo_mural,3384.0,endo_mural,1605
1673,endo_mural,5800.0,endo_mural,2380
1674,endo_mural,5948.0,endo_mural,2730
1675,endo_mural,3850.0,endo_mural,1758
1676,endo_mural,4672.0,endo_mural,1760
1677,endo_mural,4496.0,endo_mural,1656
1678,endo_mural,3034.0,endo_mural,1359
1679,endo_mural,6300.0,endo_mural,2403
1680,endo_mural,3839.0,endo_mural,1589
1681,endo_mural,5146.0,endo_mural,2226
1682,endo_mural,5932.0,endo_mural,2672
1683,endo_mural,3056.0,endo_mural,1211
1684,endo_mural,3686.0,endo_mural,1971
1685,endo_mural,2508.0,endo_mural,1107
1686,endo_mural,6456.0,endo_mural,2145
1687,endo_mural,6959.0,endo_mural,2902
1688,endo_mural,4323.0,endo_mural,1915
1689,endo_mural,4015.0,endo_mural,1977
1690,endo_mural,4460.0,endo_mural,1775
1691,endo_mural,4460.0,endo_mural,1775
