,n_counts
3,195.0
4,1755.0
5,2244.0
6,3742.0
7,2825.0
8,890.0
9,550.0
15,327.0
16,512.0
17,630.0
18,826.0
20,526.0
21,868.0
22,1767.0
23,891.0
24,1121.0
25,489.0
26,727.0
27,297.0
40,57.0
41,1292.0
42,3228.0
43,2022.0
44,1603.0
45,2134.0
46,2413.0
47,2735.0
48,5454.0
49,3612.0
50,1782.0
51,477.0
54,1803.0
55,2440.0
56,1472.0
57,176.0
58,920.0
59,714.0
60,275.0
61,576.0
62,141.0
74,474.0
75,644.0
76,3622.0
77,863.0
78,2327.0
79,995.0
80,1684.0
81,4006.0
82,1574.0
83,1605.0
84,4411.0
85,2706.0
86,2380.0
88,2806.0
89,528.0
90,3637.0
91,242.0
92,2557.0
93,866.0
94,2412.0
95,338.0
96,1743.0
97,523.0
98,482.0
99,1638.0
100,1244.0
101,77.0
102,1741.0
103,2591.0
104,1094.0
105,1485.0
115,1477.0
116,1390.0
117,1000.0
118,595.0
119,433.0
120,1667.0
121,2661.0
122,1025.0
123,1448.0
125,2581.0
126,1262.0
127,920.0
128,679.0
129,999.0
130,2993.0
131,2244.0
132,2577.0
133,2826.0
134,1792.0
135,778.0
136,1390.0
137,1950.0
138,850.0
139,657.0
140,942.0
141,177.0
142,603.0
143,1091.0
144,2024.0
145,693.0
147,2246.0
148,2538.0
149,891.0
150,2034.0
151,1184.0
158,967.0
159,2194.0
160,159.0
161,1982.0
162,443.0
163,1461.0
164,621.0
165,952.0
167,649.0
168,359.0
169,1398.0
170,1022.0
171,1152.0
172,294.0
173,1539.0
174,383.0
175,3061.0
176,3519.0
177,2759.0
178,505.0
179,1479.0
180,3478.0
181,88.0
182,3001.0
183,2235.0
184,1456.0
185,1494.0
187,372.0
188,1373.0
189,1671.0
190,993.0
191,706.0
192,1336.0
193,1256.0
194,1839.0
195,759.0
196,1500.0
197,1446.0
198,1130.0
199,171.0
203,469.0
204,1069.0
205,907.0
206,202.0
208,1753.0
209,1019.0
210,1391.0
211,1687.0
213,854.0
214,832.0
215,452.0
216,681.0
217,494.0
218,401.0
219,1347.0
220,221.0
221,398.0
222,2856.0
223,773.0
224,856.0
225,4030.0
226,1081.0
227,1326.0
228,1225.0
229,1162.0
230,1110.0
231,1780.0
232,2898.0
233,1199.0
234,817.0
235,573.0
236,889.0
237,267.0
238,841.0
239,513.0
240,268.0
241,1206.0
242,285.0
243,862.0
244,620.0
245,1313.0
246,1276.0
247,1224.0
248,897.0
251,378.0
252,400.0
253,962.0
254,215.0
255,1499.0
256,730.0
257,1231.0
258,2298.0
259,1851.0
260,563.0
261,1192.0
262,629.0
263,2517.0
264,1310.0
265,1954.0
266,235.0
267,292.0
268,793.0
269,798.0
270,1646.0
271,2255.0
272,1677.0
273,3063.0
274,4868.0
275,715.0
276,788.0
277,1684.0
278,2942.0
279,2083.0
280,3067.0
281,1512.0
282,3743.0
283,405.0
284,201.0
285,786.0
286,721.0
288,114.0
289,1520.0
290,1520.0
291,446.0
292,1021.0
293,1482.0
294,1405.0
295,1798.0
296,728.0
297,317.0
298,1028.0
299,2104.0
302,3447.0
303,1977.0
304,282.0
305,2678.0
306,1500.0
307,1161.0
308,812.0
309,1668.0
310,626.0
311,1028.0
312,989.0
313,578.0
314,1781.0
315,1029.0
316,1499.0
317,2108.0
318,496.0
319,49.0
320,1080.0
321,1557.0
322,1066.0
323,1312.0
324,3463.0
325,3704.0
326,1846.0
328,1931.0
329,2704.0
330,2769.0
331,1851.0
332,2339.0
333,1341.0
334,567.0
335,302.0
336,591.0
337,739.0
338,1277.0
339,837.0
340,847.0
341,1350.0
342,902.0
343,717.0
344,1667.0
345,210.0
346,1493.0
347,1977.0
348,1340.0
349,1358.0
350,2258.0
351,1274.0
353,2403.0
354,2401.0
355,45.0
356,2014.0
357,1509.0
358,846.0
359,1363.0
360,1025.0
361,879.0
362,1553.0
363,1599.0
364,1707.0
365,1359.0
366,2053.0
367,2240.0
368,1397.0
369,2366.0
370,2708.0
372,397.0
373,1499.0
374,673.0
375,1463.0
376,2023.0
378,933.0
381,3459.0
382,1945.0
383,201.0
384,1990.0
385,1904.0
386,235.0
387,962.0
388,496.0
390,1383.0
391,1479.0
392,643.0
393,1531.0
394,2222.0
395,1539.0
396,1797.0
397,1697.0
398,1384.0
399,1335.0
400,273.0
401,1397.0
402,1281.0
403,306.0
404,2740.0
405,991.0
406,288.0
407,1847.0
408,296.0
409,325.0
410,1360.0
411,1199.0
412,941.0
413,1867.0
414,3999.0
415,2866.0
416,3248.0
417,2803.0
418,2410.0
419,1576.0
420,1460.0
421,857.0
422,984.0
423,1373.0
424,3147.0
425,507.0
426,328.0
427,329.0
428,1391.0
429,1056.0
430,4345.0
431,2065.0
432,483.0
434,1465.0
435,1958.0
436,2495.0
437,1243.0
438,2621.0
439,1048.0
440,788.0
442,436.0
443,1325.0
444,858.0
445,1063.0
446,2456.0
447,411.0
448,963.0
449,1265.0
450,1343.0
451,1337.0
452,2095.0
453,1515.0
454,1456.0
455,891.0
456,1012.0
457,1273.0
458,699.0
459,1311.0
460,433.0
461,2017.0
462,2827.0
463,507.0
464,1765.0
465,1424.0
466,1943.0
