"cell_ID","iNeuron","eNeuron","Olig","microglia","endo_mural","astrocytes"
"0",0.408330159523294,0.306754458856955,0,0,0,0.284915381619751
"1",0.347906146768557,0,0,0,0,0.652093853231443
"2",0.058178760078508,0,0.0594033059813217,0,0,0.88241793394017
"3",0.486611013742483,0,0,0,0,0.513388986257517
"7",0.0222333881234131,0.713824158745233,0.196101485192198,0,0,0.0678409679391561
"8",0.45365577284978,0.213982528836629,0.10703891206388,0,0,0.225322786249711
"9",0.0463669591917909,0.71120973130062,0.107326877855916,0,0,0.135096431651673
"10",0.262164368170504,0.548362327727583,0,0,0,0.189473304101912
"14",0.273178805068571,0.56376351757057,0.0806922816431912,0,0,0.0823653957176682
"15",0.113285055777188,0.635801003768186,0.0617755313029663,0,0,0.18913840915166
"16",0,0.785885132531927,0.0325651263173615,0,0,0.181549741150712
"17",0.124752309135173,0.745461407025988,0.0381623032550239,0,0,0.091623980583815
"21",0.322732691951872,0.476774070271824,0.0957610104966712,0,0,0.104732227279632
"22",0.170871006061496,0.63055003432424,0.0585385856823854,0,0,0.140040373931879
"23",0.508401226843007,0.29608266362412,0.0746426108825138,0,0,0.12087349865036
"24",0,0.90410945786259,0.0201351892479509,0,0,0.0757553528894587
"28",0.403986457755503,0.257619103744867,0.0591064291499738,0,0,0.279288009349655
"29",0.43501190158196,0.362649560919526,0.0410156560636306,0,0,0.161322881434884
"30",0.330858704785847,0.485192075024305,0.0717020418093516,0,0,0.112247178380497
"31",0.420411411931262,0.336507528262905,0.0215011275871137,0,0,0.221579932218719
"35",0.291307194912211,0.555146874226437,0.0829247009926807,0,0,0.0706212298686708
"36",0.337767334616733,0.490459111299771,0.0397641764752511,0,0,0.132009377608245
"37",0.148530223914476,0.685879836326293,0.0520382337866311,0,0,0.1135517059726
"38",0.358616814019951,0.300379498516082,0,0,0,0.341003687463966
"42",0.203930571080052,0.56054274300489,0.0308222241632639,0,0,0.204704461751794
"43",0.343477092187314,0.450453055268805,0.0344660146048444,0,0,0.171603837939037
"44",0.369035109608265,0.457040430678176,0,0,0,0.173924459713559
"45",0.141013951945317,0.701224352535672,0,0,0,0.157761695519011
"49",0.5120391670545,0.356273452940485,0.0332179864234206,0,0,0.0984693935815946
"50",0.288146308445977,0.569275121594791,0.0324642832530615,0,0,0.11011428670617
"51",0.3909131708703,0.451620954409168,0.0553906939393153,0,0,0.102075180781216
"52",0.61541468545638,0.294767618009148,0,0,0,0.0898176965344721
"56",0.497721424118626,0.35497933896089,0,0,0,0.147299236920484
"57",0.390150886463819,0.428501928423192,0.0355986311080196,0,0,0.145748554004969
"58",0.548999255110188,0.283103005438383,0,0,0,0.167897739451429
"59",0.642074581151043,0.303067453481021,0,0,0,0.0548579653679353
"63",0.443848543409445,0.410322731034357,0.0912497312915449,0,0,0.0545789942646533
"64",0.219397716416159,0.631015209160463,0,0,0,0.149587074423378
"65",0.550472368029278,0.333472664955014,0,0,0,0.116054967015708
"66",0.655941660929013,0.267583544643742,0,0,0,0.0764747944272456
"70",0.175341363277535,0.575305040995037,0.146457919391652,0,0,0.102895676335776
"71",0.204981568109299,0.659229184673977,0,0,0,0.135789247216724
"72",0.203907818509051,0.508195068195545,0.114964318414252,0,0,0.172932794881152
"73",0.832488380195563,0.0583316534883491,0,0,0,0.109179966316088
"77",0.349756241874659,0.55701073949276,0,0,0,0.0932330186325805
"78",0.399980038190833,0.453105094179422,0.0261801053581219,0,0,0.120734762271623
"79",0.0414707553102377,0.851932978108147,0.040558590132543,0,0,0.0660376764490722
"80",0.330653093455121,0.529253815783079,0,0,0,0.1400930907618
"81",0.315532349866781,0.476555236139254,0.114665330141781,0,0,0.0932470838521836
"82",0.469381407464572,0.352361348070489,0.0475561868288716,0,0,0.130701057636067
"83",0.790889346511928,0,0,0,0,0.209110653488072
"84",0.183053123327097,0.535759733289503,0.115181114671456,0,0,0.166006028711944
"85",0.421335391286984,0.330981353255642,0.0689667763330416,0,0,0.178716479124333
"86",0.0578987992831514,0.744961721024176,0.091582178921315,0,0,0.105557300771357
"87",0.24874415315774,0.496694853695127,0.047050657951792,0,0,0.207510335195341
"88",0.56519684743378,0.299821264079787,0.0245596456547168,0,0,0.110422242831717
"89",0.0892700069089494,0.638544044863197,0.215367418184967,0,0,0.0568185300428869
"90",0,0.883801184441796,0,0,0,0.116198815558204
"91",0.254679555208423,0.184385749237035,0.506186521709858,0,0,0.0547481738446844
"92",0.214411290115201,0.631493184115544,0.154095525769255,0,0,0
"93",0.306501712207262,0.389849573383003,0,0,0,0.303648714409735
"94",0.0857537271188205,0.69563223849321,0.0832290476143588,0,0,0.13538498677361
"95",0.274112197885893,0.413458847768125,0.142672150762823,0,0,0.169756803583159
"96",0.0654735311461626,0.714076999065099,0.069749528725436,0,0,0.150699941063303
"97",0.525895441414919,0.235817631267953,0.0381421043004003,0,0,0.200144823016727
"101",0.328328022117407,0.287446379518491,0.130026633645058,0,0,0.254198964719044
"102",0.32306106972625,0.233225507703954,0.313130635956434,0,0,0.130582786613361
"103",0.249482071162693,0.284922361294762,0.310898838913188,0,0,0.154696728629357
"104",0.037549097264691,0,0,0,0,0.962450902735309
"109",0,0.118595134299604,0.518734512273959,0,0,0.362670353426437
"110",0,0.155007249163131,0.844992750836869,0,0,0
