cell_label,brain_section_label,feature_matrix_label,donor_label,donor_genotype,donor_sex,cluster_alias,z,subclass_confidence_score,cluster_confidence_score,high_quality_transfer,neurotransmitter,class,subclass,supertype,cluster,neurotransmitter_color,class_color,subclass_color,supertype_color,cluster_color,n_counts
226736717517028289687405259267026761608,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1327,0.3,0.999976189004114,0.6202171620398991,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0542 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#CCB87A,108.0
228073586187995962877069007577377819900,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1375,0.3,0.9780813650610208,0.8930615140764843,True,GABA,05 OB-IMN GABA,043 OB-mi Frmd7 Gaba,0161 OB-mi Frmd7 Gaba_1,0580 OB-mi Frmd7 Gaba_1,#FF3358,#1b4332,#FF99A7,#715CCC,#995C73,391.0
234145601909994109478722551970252835120,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.9999595342140286,0.6062613625385042,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,289.0
235944383663583169785299757156450844725,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.9999785527389432,0.7561943807508708,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,236.0
247222408260920950320068376571191656562,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1284,0.3,0.950040418272755,0.9073623846328822,True,GABA,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,0147 OB Meis2 Thsd7b Gaba_5,0527 OB Meis2 Thsd7b Gaba_5,#FF3358,#1b4332,#FF99F7,#459990,#3DCC94,472.0
254896910693638501505533811940971656519,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1327,0.3,0.999981923441067,0.5079632827667735,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0542 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#CCB87A,104.0
255284031527968363779250016020495827463,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1327,0.3,0.999965298671693,0.5138352991057598,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0542 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#CCB87A,42.0
257077723461289496466676947202891772955,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1323,0.3,0.9999735658749253,0.9999735658749253,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0152 OB-in Frmd7 Gaba_3,0550 OB-in Frmd7 Gaba_3,#FF3358,#1b4332,#FF0073,#D5FF73,#99FFBA,143.0
257915259860954084782659582741074331805,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1299,0.3,0.9999805572141364,0.9999805572141364,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0148 OB Trdn Gaba_1,0529 OB Trdn Gaba_1,#FF3358,#1b4332,#684599,#992E33,#995C90,283.0
262895791182949847281768826446223343341,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1299,0.3,0.9999873726989748,0.9422600515632764,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0148 OB Trdn Gaba_1,0529 OB Trdn Gaba_1,#FF3358,#1b4332,#684599,#992E33,#995C90,128.0
267733353880388491597416133678800452766,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5252,0.3,0.9999673624355008,0.9743431399924912,True,,33 Vascular,333 Endo NN,1193 Endo NN_1,5309 Endo NN_1,#666666,#858881,#994567,#00992A,#5C9994,146.0
269065021014910933615805022376307414401,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1376,0.3,0.9999917311870368,0.6143416546606214,True,GABA,05 OB-IMN GABA,043 OB-mi Frmd7 Gaba,0161 OB-mi Frmd7 Gaba_1,0581 OB-mi Frmd7 Gaba_1,#FF3358,#1b4332,#FF99A7,#715CCC,#FF7C73,261.0
272967189440230609149203023779178562254,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1333,0.3,0.999988599892606,0.8290992161086947,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0548 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4DFF84,51.0
277020243314323997715929085198123603804,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5254,0.3,0.9999732425427612,0.5704200198289897,True,,33 Vascular,333 Endo NN,1193 Endo NN_1,5310 Endo NN_1,#666666,#858881,#994567,#00992A,#FFB473,76.0
284393443057895119182535263893521827556,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5268,0.3,0.8586681224110939,0.5218143236097267,True,,34 Immune,335 BAM NN,1195 BAM NN_1,5314 BAM NN_1,#666666,#825f45,#66493D,#32662E,#997E45,29.0
289393558635370451759177692548602128880,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,2871,0.3,0.9999954325591636,0.9999954325591636,True,Glut,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,0130 OB Eomes Ms4a15 Glut_1,0486 OB Eomes Ms4a15 Glut_1,#2B93DF,#D00000,#7F1FCC,#FF737E,#2E9996,527.0
291755511141859827954061619512230006888,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1310,0.3,0.9999825128072084,0.5587711073890402,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0539 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#663B0F,157.0
293291506406481141649875803396771607044,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1282,0.3,0.8415922019260592,0.7948919986653563,True,GABA,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,0144 OB Meis2 Thsd7b Gaba_2,0521 OB Meis2 Thsd7b Gaba_2,#FF3358,#1b4332,#FF99F7,#0005FF,#54663D,417.0
296007207654269946101741068304710649115,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1284,0.3,0.9999950127955954,0.9999950127955954,True,GABA,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,0147 OB Meis2 Thsd7b Gaba_5,0527 OB Meis2 Thsd7b Gaba_5,#FF3358,#1b4332,#FF99F7,#459990,#3DCC94,301.0
298956175298283271257842837545459843199,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1329,0.3,0.9999742684566224,0.5246276115821197,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0155 OB-in Frmd7 Gaba_6,0565 OB-in Frmd7 Gaba_6,#FF3358,#1b4332,#FF0073,#995C71,#574599,157.0
301843721599847370845881417005175492783,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.999977207502161,0.7511421989593337,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,143.0
302711403199854600601968587133985329657,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1333,0.3,0.9999862206982424,0.7186456817814586,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0548 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4DFF84,475.0
302717648238464778173199118837122715199,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1327,0.3,0.9999897678043124,0.5267060479734665,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0542 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#CCB87A,139.0
303357146887172644689894919760986348950,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1299,0.3,0.988886861711589,0.9700556537741748,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0148 OB Trdn Gaba_1,0529 OB Trdn Gaba_1,#FF3358,#1b4332,#684599,#992E33,#995C90,127.0
315297936769951496369932128487131483881,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,2877,0.3,0.9951862549150784,0.7650697652262644,True,Glut,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,0131 OB Eomes Ms4a15 Glut_2,0491 OB Eomes Ms4a15 Glut_2,#2B93DF,#D00000,#7F1FCC,#51663D,#8800FF,164.0
31738751841637512160769917960445844049,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1304,0.3,0.999963928280273,0.5726280358768588,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0532 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#582E66,579.0
325623787872425751573051182267025091318,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1320,0.3,0.984467187623416,0.7963041086866554,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0153 OB-in Frmd7 Gaba_4,0558 OB-in Frmd7 Gaba_4,#FF3358,#1b4332,#FF0073,#80FF26,#2E4A99,170.0
43204923387043509387982251800469411344,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,14939,0.3,0.912550447736744,0.725390158866865,True,,30 Astro-Epen,319 Astro-TE NN,1163 Astro-TE NN_3,5225 Astro-TE NN_3,#666666,#594a26,#3DCCB1,#a8afa5,#551799,129.0
46751529882939721484796453140574030123,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.9999814814601716,0.7802767708505319,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,261.0
59291195236461393722098805202852609296,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1305,0.3,0.999961899768594,0.6460743910339231,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0533 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC7A9F,311.0
64334800629597414793358431668808238111,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1322,0.3,0.8806826794581015,0.8172388565272286,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0149 OB Trdn Gaba_2,0530 OB Trdn Gaba_2,#FF3358,#1b4332,#684599,#3D4966,#992E36,52.0
70080014977068982357951863254322188182,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1307,0.3,0.9999461082495732,0.5012469100458188,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0535 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#904599,156.0
72316855648131483250974545548434668383,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1385,0.3,0.9962904628917836,0.5565447377577027,True,GABA,05 OB-IMN GABA,042 OB-out Frmd7 Gaba,0158 OB-out Frmd7 Gaba_1,0571 OB-out Frmd7 Gaba_1,#FF3358,#1b4332,#CC6D3D,#4A0066,#FF8873,251.0
77113494626009663377995067174595290622,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.999978136365864,0.6211455097231676,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,218.0
84446762890118258049403875296007460922,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.9999713493427782,0.7231011804677291,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,293.0
90075323879825299254027936037744832005,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1310,0.3,0.9999944160753534,0.7776692968091297,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0539 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#663B0F,183.0
94214390674341750178714124718411189632,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.9999870172163682,0.5666199338985154,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,259.0
99134693583461384040952759090208968550,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.9999862563421088,0.7915326210691048,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,136.0
100718864067828238218317723002408834142,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1282,0.3,0.9146607687091444,0.9146607687091444,True,GABA,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,0144 OB Meis2 Thsd7b Gaba_2,0521 OB Meis2 Thsd7b Gaba_2,#FF3358,#1b4332,#FF99F7,#0005FF,#54663D,359.0
102158358418968731920397588785634692207,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1284,0.3,0.9900689746405356,0.9810792307821694,True,GABA,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,0147 OB Meis2 Thsd7b Gaba_5,0527 OB Meis2 Thsd7b Gaba_5,#FF3358,#1b4332,#FF99F7,#459990,#3DCC94,250.0
102620497630949427128579019927535133901,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.999955629971558,0.6258336086309269,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,279.0
10358955445541171994748782991835284374,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.9999730201468878,0.5814905224592043,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,200.0
105337118402206834373056506549881358098,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5254,0.3,0.9999848764529496,0.8390402444947161,True,,33 Vascular,333 Endo NN,1193 Endo NN_1,5310 Endo NN_1,#666666,#858881,#994567,#00992A,#FFB473,45.0
105796221449750380816411420523167702648,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5254,0.3,0.9999810235650068,0.9667596209665548,True,,33 Vascular,333 Endo NN,1193 Endo NN_1,5310 Endo NN_1,#666666,#858881,#994567,#00992A,#FFB473,43.0
10687437547649897453233505398703745025,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1305,0.3,0.9999720282253048,0.6183565703645092,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0533 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC7A9F,240.0
112884320839914856852451146088742022711,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1375,0.3,0.9987023491614778,0.7778906757153287,True,GABA,05 OB-IMN GABA,043 OB-mi Frmd7 Gaba,0161 OB-mi Frmd7 Gaba_1,0580 OB-mi Frmd7 Gaba_1,#FF3358,#1b4332,#FF99A7,#715CCC,#995C73,323.0
125146138349793684463292220126120259508,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,14951,0.3,0.9865766726381672,0.7985832364536022,True,,30 Astro-Epen,320 Astro-OLF NN,1166 Astro-OLF NN_1,5231 Astro-OLF NN_1,#666666,#594a26,#FF73CF,#26FF8F,#45997D,253.0
141542504873686969364770086625766490597,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1375,0.3,0.9999901540563232,0.7213740359801701,True,GABA,05 OB-IMN GABA,043 OB-mi Frmd7 Gaba,0161 OB-mi Frmd7 Gaba_1,0580 OB-mi Frmd7 Gaba_1,#FF3358,#1b4332,#FF99A7,#715CCC,#995C73,108.0
146995869745334993584113020165672244134,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1300,0.3,0.9999855394784816,0.6513044107234967,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0157 OB-in Frmd7 Gaba_8,0567 OB-in Frmd7 Gaba_8,#FF3358,#1b4332,#FF0073,#990001,#CC00B3,196.0
152454937234230626092887621485714173835,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.9999821360520896,0.7788329109285324,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,217.0
15324858091173721721663746353407544829,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.9999825627997408,0.9893094160793348,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,262.0
173199983851393662141152886827136347730,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,14951,0.3,0.9719475003700294,0.5795871529420737,True,,30 Astro-Epen,320 Astro-OLF NN,1166 Astro-OLF NN_1,5231 Astro-OLF NN_1,#666666,#594a26,#FF73CF,#26FF8F,#45997D,261.0
186523093245155569911663679079545584790,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1299,0.3,0.9999793879793524,0.9874752554822164,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0148 OB Trdn Gaba_1,0529 OB Trdn Gaba_1,#FF3358,#1b4332,#684599,#992E33,#995C90,137.0
189912687730509009870335487264364079243,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1306,0.3,0.9999736627670086,0.9250049567153312,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0534 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#00995D,317.0
190343464672972851055578310690248968521,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,2871,0.3,0.999995599066105,0.999995599066105,True,Glut,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,0130 OB Eomes Ms4a15 Glut_1,0486 OB Eomes Ms4a15 Glut_1,#2B93DF,#D00000,#7F1FCC,#FF737E,#2E9996,877.0
205703242078057455499786321809903912089,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1396,0.3,0.9999891887305432,0.6778165888447767,True,GABA,05 OB-IMN GABA,044 OB Dopa-Gaba,0162 OB Dopa-Gaba_1,0583 OB Dopa-Gaba_1,#FF3358,#1b4332,#96CC7A,#CC5C5C,#CC673D,131.0
20934082004355736171497488283467333429,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1307,0.3,0.9999893404426174,0.6281444191697454,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0535 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#904599,224.0
223210632868072628501419225363879493065,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,2695,0.3,0.9857542370582127,0.8341594479177843,True,Glut,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,0132 OB Eomes Ms4a15 Glut_3,0492 OB Eomes Ms4a15 Glut_3,#2B93DF,#D00000,#7F1FCC,#00993B,#1C0F66,117.0
238091173488974727387296573052498538123,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999915409678584,0.5442657938938923,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,77.0
238173084191078668431718089600348836498,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1286,0.3,0.999996202526238,0.999996202526238,True,GABA,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,0144 OB Meis2 Thsd7b Gaba_2,0522 OB Meis2 Thsd7b Gaba_2,#FF3358,#1b4332,#FF99F7,#0005FF,#7ACC8E,301.0
243875388903989961897638110413922128184,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5203,0.3,0.9978808334924832,0.9978808334924832,True,,31 OPC-Oligo,326 OPC NN,1179 OPC NN_1,5269 OPC NN_1,#666666,#03045E,#FF26CB,#CC0049,#5C997B,66.0
244321577635699847286454627133689497163,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1327,0.3,0.999984944407302,0.615473149060775,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0542 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#CCB87A,195.0
24545498063987460807971628789952455343,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5255,0.3,0.9999825805336956,0.5003387853645525,True,,33 Vascular,333 Endo NN,1193 Endo NN_1,5311 Endo NN_1,#666666,#858881,#994567,#00992A,#CC3D76,261.0
252633561442448198263448850284089614830,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,2871,0.3,0.9989195937517856,0.9989195937517856,True,Glut,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,0130 OB Eomes Ms4a15 Glut_1,0486 OB Eomes Ms4a15 Glut_1,#2B93DF,#D00000,#7F1FCC,#FF737E,#2E9996,208.0
257892607072172953148796928254053172210,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1310,0.3,0.9999894039873366,0.7423390210757249,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0539 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#663B0F,174.0
258474463469014154401715064812097251281,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1302,0.3,0.9999640358080756,0.5546145632879992,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0538 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#00FF8C,670.0
260804356504065725556687380299554564753,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.999988263930578,0.5817849966712585,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,160.0
261983371560044740606456941259295875579,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,2871,0.3,0.9179931610464116,0.5621710320843982,True,Glut,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,0130 OB Eomes Ms4a15 Glut_1,0486 OB Eomes Ms4a15 Glut_1,#2B93DF,#D00000,#7F1FCC,#FF737E,#2E9996,286.0
269404647796737854961706733684848996893,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1314,0.3,0.9351966725724432,0.8725712911655558,True,GABA,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,0144 OB Meis2 Thsd7b Gaba_2,0524 OB Meis2 Thsd7b Gaba_2,#FF3358,#1b4332,#FF99F7,#0005FF,#000099,364.0
271556351735315010253680249658044948313,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.9999523350061912,0.5828565703699261,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,238.0
272132495561904575744051790198422149425,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5254,0.3,0.9921311225809414,0.5288511631176598,True,,33 Vascular,333 Endo NN,1193 Endo NN_1,5310 Endo NN_1,#666666,#858881,#994567,#00992A,#FFB473,139.0
274964880000068324817862003829363731681,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1305,0.3,0.999977036846,0.6330654992716371,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0533 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC7A9F,244.0
