gene_identifier,n_counts,n_cells
Glyr1,1034.0,68
Tnpo3,318.0,60
Snph,1660.0,70
Tef,1623.0,70
Fyttd1,132.0,47
Arhgap32,2373.0,67
Cab39,562.0,66
Gas7,1385.0,69
Sdf2,308.0,64
Nap1l2,483.0,64
Mapk8,154.0,56
Pgbd5,1318.0,67
Ttll7,612.0,65
Gps1,866.0,68
Por,662.0,71
Map4k3,299.0,63
Rgs2,135.0,44
Rabl6,860.0,68
Herc3,508.0,66
Ppp1r11,295.0,62
Sec14l1,830.0,69
Arpc4,393.0,65
Hspa13,214.0,54
Arhgap21,416.0,63
Cap1,939.0,69
Tub,809.0,67
Arid4b,117.0,50
Mfn2,1144.0,67
Chp1,179.0,55
Ddb1,781.0,69
Cpd,232.0,63
Pbrm1,134.0,50
Arhgef2,425.0,66
Eprs,299.0,58
Htatsf1,286.0,59
Cpt1c,531.0,65
Cdc37,869.0,70
Dcaf7,756.0,67
Lrrtm2,159.0,51
Fzd3,287.0,57
Elmo2,187.0,56
Dctn1,2755.0,71
Homer2,220.0,56
Tenm4,383.0,63
Rasl11b,847.0,67
Psmd8,972.0,66
Tiprl,137.0,51
Dpp6,466.0,63
Bet1l,255.0,57
C2cd2l,635.0,65
Ajap1,423.0,59
Slc2a3,551.0,63
Myadm,338.0,60
Lrrn3,261.0,61
Rtn4rl1,507.0,63
Cul5,256.0,58
Man1a,239.0,54
Ccar1,203.0,58
Tyro3,328.0,63
Btbd9,208.0,54
Apc,1119.0,69
Eml5,188.0,50
Lgi1,275.0,62
Tmco1,288.0,62
Eif4g1,905.0,69
Snx27,323.0,63
Lmbrd1,243.0,60
Rab15,1602.0,67
Sgta,365.0,66
Kpnb1,572.0,66
Grpel1,233.0,59
Mras,671.0,68
Mrpl11,265.0,57
Cops8,545.0,67
Man2a2,672.0,69
Tmed7,146.0,49
Nlk,219.0,60
Samd8,169.0,51
Ndst3,132.0,44
Dcun1d1,169.0,52
Cand1,334.0,63
Cpeb1,244.0,60
Fyn,647.0,69
Gripap1,540.0,64
Nedd4l,158.0,47
Ina,644.0,62
Dcaf12l1,391.0,65
Cpsf2,267.0,61
Commd8,175.0,55
Zcchc7,232.0,53
Matn2,259.0,56
Stip1,645.0,68
Slc8a2,387.0,60
Wdr6,683.0,67
Prpf40a,99.0,37
Naa35,287.0,62
Zfp462,236.0,56
Slitrk4,198.0,55
Mgrn1,1009.0,68
Slc38a2,259.0,59
Cmas,499.0,67
Rpn2,460.0,67
Dusp3,766.0,65
Clptm1l,495.0,67
Gphn,300.0,64
Ccdc25,352.0,66
Snrnp70,1460.0,69
Sumo3,482.0,67
Acin1,597.0,69
Smc6,138.0,49
Puf60,548.0,70
Rnf157,1513.0,69
Zfp292,115.0,44
Epm2aip1,255.0,58
Prpf19,165.0,50
Smu1,211.0,60
Nr2f1,1328.0,67
Clstn3,1745.0,67
Sorbs1,294.0,57
Elavl1,156.0,56
Flrt2,288.0,65
Ppp1cc,646.0,67
Enpp5,356.0,59
Bcr,602.0,69
Sppl3,452.0,68
Kcnn2,355.0,64
Sf1,245.0,59
Uba5,294.0,59
Mrps25,208.0,57
R3hdm2,1446.0,67
Senp6,144.0,52
Ano3,209.0,54
Actr1a,1128.0,70
Zdhhc20,165.0,51
Mtmr6,304.0,63
Pcmtd2,428.0,63
Rab5b,567.0,67
Arid4a,300.0,62
Lancl2,521.0,66
Tcf20,743.0,66
Wdr82,257.0,58
Cntnap2,146.0,48
Chid1,270.0,57
Tmem33,183.0,54
Dap3,145.0,46
Slc48a1,957.0,69
Papola,190.0,55
Smap2,783.0,66
Tmx3,183.0,56
Spcs2,111.0,45
Map3k12,492.0,65
Kifc2,650.0,67
Reep2,1577.0,70
Lix1,344.0,67
Mkrn1,366.0,62
Atxn2,686.0,67
Top2b,132.0,48
Chm,142.0,49
Kcnv1,427.0,62
Tprgl,619.0,69
Usp48,300.0,63
Fndc5,472.0,65
Supt5,533.0,63
Ipo9,186.0,58
Nf2,656.0,67
Slc9a6,106.0,41
Pnma2,132.0,47
Rnf165,444.0,64
Pcyox1,376.0,62
Rere,683.0,68
Nrd1,285.0,62
Asphd2,952.0,69
Ckap5,350.0,63
Vps13a,176.0,52
Actn4,604.0,70
Rnf220,1063.0,68
Ehd3,648.0,67
Pum2,171.0,52
Tnrc6c,212.0,58
Psmd3,811.0,69
Nomo1,184.0,55
Eif3d,720.0,67
Epdr1,461.0,63
Rnf34,427.0,63
Rnf10,382.0,61
Kdm5a,187.0,54
Fbxl17,206.0,60
Slc25a23,2117.0,71
Slmap,228.0,59
P4hb,581.0,68
Slitrk3,339.0,60
Eif4e,200.0,57
Dlat,290.0,59
Tpp2,180.0,56
Setd3,814.0,69
Dcun1d4,214.0,59
Dag1,790.0,70
Pcdh7,1074.0,69
Ttyh3,430.0,66
Pigq,422.0,64
Zcchc14,498.0,63
Nat14,489.0,64
P4htm,961.0,68
Arl15,147.0,50
Acly,686.0,69
Vps13d,451.0,66
Armcx1,451.0,65
Klhl22,395.0,63
Ganab,426.0,66
Nr2c2,493.0,64
Ube4b,420.0,66
Nol4,296.0,60
Dpp9,665.0,67
Fndc4,288.0,61
Ubxn6,1014.0,70
Slu7,173.0,53
Fbxw11,389.0,61
Tacc1,591.0,65
Ilf3,518.0,67
Gpr85,259.0,62
Drosha,564.0,68
Arhgef7,1025.0,71
Dmtf1,190.0,52
Ntng1,341.0,60
Os9,584.0,68
Ppm1a,743.0,66
Fam171a1,315.0,63
Sh2b1,277.0,61
Dscaml1,247.0,57
Atp2b4,465.0,62
Gpatch11,270.0,61
Dync2h1,122.0,49
Sybu,354.0,62
Klhl7,274.0,60
Tbrg1,542.0,67
Pcdh8,330.0,55
Abca2,1058.0,69
Upf2,171.0,49
Cltb,1780.0,70
Srpk1,407.0,65
Ubp1,253.0,59
Bace1,409.0,63
Xpo1,131.0,51
Pkia,472.0,66
Sptbn4,1333.0,68
Tpd52l2,172.0,51
N4bp2l2,179.0,55
Lars,271.0,60
Exoc6b,303.0,62
Ranbp2,233.0,55
Fat3,198.0,49
Rab11fip3,637.0,65
Hnrnpd,247.0,59
Rmnd5b,369.0,64
Cog7,307.0,66
Hid1,618.0,66
Sgtb,222.0,57
Golga2,479.0,63
Taok2,1123.0,70
Kcna4,145.0,48
Pip4k2b,579.0,66
Actr3b,225.0,57
Fam120c,165.0,53
Ifngr2,367.0,61
Upf3b,216.0,58
Etf1,158.0,53
Srsf6,410.0,63
Cabin1,315.0,58
Scaper,131.0,51
Trak2,597.0,64
Yars,714.0,68
Ythdf1,449.0,65
Vps26b,295.0,64
Mef2a,236.0,59
Fam120b,215.0,56
Zfp131,200.0,57
Gpd1l,381.0,65
Snx32,662.0,67
Pak7,293.0,61
Abhd17c,301.0,63
Slc6a15,135.0,46
Megf8,1146.0,70
Thoc1,189.0,53
Limch1,377.0,63
Papss1,589.0,67
Sun1,620.0,65
Stx1a,1839.0,65
Zbtb4,680.0,66
Gas6,962.0,69
Enpp2,629.0,63
P4ha1,180.0,56
Nt5dc3,404.0,63
Rab3gap2,482.0,66
Cstf2t,554.0,66
Zdhhc21,243.0,58
Taf1,252.0,60
Map4k4,540.0,70
Sfxn1,365.0,63
Trappc5,391.0,62
Slc6a7,414.0,60
Atxn7l3,693.0,67
Parp6,819.0,67
Rbm28,148.0,51
Abcf2,865.0,68
Rfc1,205.0,47
Ythdc1,287.0,60
Akap8,276.0,60
Nav3,800.0,66
Lrrn1,275.0,57
Ppargc1a,152.0,45
Ptprj,631.0,66
Rapgefl1,550.0,63
Snx16,160.0,45
Gtf3c1,725.0,67
Eif2b4,433.0,64
Galnt18,202.0,51
Frmpd4,301.0,61
Gon4l,498.0,65
Nr4a1,1533.0,66
Csmd3,166.0,53
Senp2,297.0,64
Fbxo31,449.0,65
Nova2,1018.0,67
Phactr3,434.0,64
Ubn2,256.0,58
Zcchc6,352.0,67
Gpr158,316.0,60
Sirt3,802.0,69
Mdp1,477.0,64
Tmem161b,217.0,59
Usp47,182.0,52
Smpd1,508.0,63
Ptdss1,376.0,65
Mau2,259.0,60
Dmxl1,203.0,59
Fryl,284.0,62
Zswim8,530.0,66
Pip5k1a,424.0,64
Ppp2r2d,299.0,64
Cntnap1,1375.0,66
Tmem132a,2879.0,68
Sec63,207.0,58
Otud6b,107.0,40
Lias,180.0,62
Tulp4,1018.0,69
Lrrc7,940.0,64
Sqle,422.0,64
Sh3rf1,325.0,65
Kdm5b,238.0,58
Anapc4,306.0,61
Atp1b3,347.0,63
Dnm3,390.0,65
Ube2z,366.0,63
Wipf2,309.0,64
Prpf18,301.0,62
Psme4,264.0,61
Tmcc1,239.0,60
Stoml2,443.0,66
Ccdc85a,352.0,65
Atp2b3,707.0,65
Pkp2,157.0,50
Dixdc1,283.0,62
Katnal1,307.0,61
Gramd1a,725.0,68
Adcy6,224.0,61
Lrp8,442.0,66
Ppp1r9b,2160.0,70
Mapk9,425.0,61
Rad21,451.0,63
Calu,254.0,59
Tbk1,351.0,63
Larp1,529.0,68
Coro2b,983.0,70
Map4k5,223.0,57
Neurl1a,535.0,66
Prickle1,529.0,64
Rufy2,158.0,54
Hspa2,518.0,66
Ctr9,213.0,59
Ndst4,89.0,38
Btbd3,459.0,65
Bcl7a,766.0,67
Usp4,332.0,61
Tmem127,475.0,68
Naa50,200.0,52
Cecr6,466.0,61
Cyb561,405.0,62
Fzr1,252.0,61
Trim33,223.0,60
Sgcb,285.0,62
Tspyl5,460.0,65
Ccng2,224.0,57
Skiv2l,521.0,63
Gpr155,219.0,60
Poldip3,770.0,68
Dazap2,406.0,66
Rsrc1,192.0,54
Snx1,510.0,67
Bag6,1266.0,71
Cep170,311.0,64
Mdga2,144.0,52
Pdia4,345.0,64
Gopc,279.0,59
Rnf2,226.0,59
Xiap,232.0,57
Senp3,505.0,66
Bcl6,225.0,57
Sptb,893.0,69
Rbm6,231.0,59
Sec31a,329.0,61
Dnajc3,148.0,54
Angel2,316.0,62
Kctd6,512.0,64
Chka,463.0,66
Cnnm1,363.0,62
Fbxo45,207.0,57
Usp25,201.0,53
Jarid2,440.0,65
Ppp4r2,268.0,60
Ostm1,354.0,63
Rybp,171.0,53
Dopey1,169.0,57
Chd9,236.0,60
Keap1,640.0,66
Lztfl1,148.0,53
Igfbp6,329.0,63
Mrpl35,259.0,64
Zfc3h1,197.0,53
Uap1,351.0,62
Preb,170.0,53
Atg2b,288.0,59
Ttc4,285.0,60
Nampt,101.0,44
Ep300,346.0,66
Derl1,330.0,62
Sec61a1,564.0,67
Cdh8,240.0,57
Pias1,251.0,66
Xbp1,585.0,66
Rif1,176.0,58
Ap1m1,557.0,64
Desi1,654.0,69
Cluh,441.0,65
Rbm22,432.0,68
Zdhhc14,265.0,57
Abcf3,283.0,59
Trpm7,130.0,49
Etv5,788.0,64
Parm1,359.0,61
Smarcd1,867.0,69
Eif3b,387.0,61
Dkc1,172.0,52
Snx14,198.0,57
Sall2,399.0,64
Nudt19,245.0,60
Creb1,203.0,55
Sgk1,459.0,66
Mysm1,92.0,37
Ehmt2,310.0,62
Mical3,430.0,62
Nptx2,583.0,61
Mast4,429.0,63
Sp3,309.0,59
Rprd2,438.0,66
Atp11b,193.0,59
Hecw1,485.0,68
Cpne5,301.0,59
Coq9,787.0,71
Extl2,220.0,57
Ocrl,215.0,57
Slc7a8,475.0,64
Limk2,251.0,62
Phf14,159.0,50
Tecpr2,614.0,66
Dbnl,579.0,66
Nfat5,271.0,61
Ift172,242.0,61
Dlgap2,767.0,66
Kif3b,234.0,60
Nsun2,189.0,58
Mpp5,181.0,54
Synrg,283.0,59
Sacm1l,138.0,55
Btrc,297.0,62
Krit1,152.0,50
Ppp6r3,287.0,60
Cdk7,150.0,48
Sde2,194.0,55
Trappc12,725.0,68
Pepd,387.0,64
Ube2g1,222.0,58
Syt3,527.0,64
Api5,182.0,48
Ephb6,1663.0,69
Tnrc18,657.0,68
Clvs2,312.0,60
Grm7,303.0,60
Grn,833.0,70
Ppp1r21,350.0,63
Stam,296.0,61
Csmd1,369.0,65
Xpo6,242.0,56
Cask,238.0,59
Setbp1,447.0,64
Prpf39,157.0,53
Flrt3,138.0,49
Coq5,362.0,60
Btbd2,704.0,68
Acvr1,381.0,64
Zkscan1,127.0,43
Gba2,375.0,63
Atl2,189.0,54
Mpdz,212.0,55
Hlf,255.0,60
Galntl6,119.0,45
Vps13b,165.0,48
Usf2,333.0,61
Abca5,199.0,56
Lrrc49,376.0,65
Epc2,319.0,60
Ablim1,338.0,61
Spata2,517.0,65
Col4a3bp,196.0,57
Trpc5,134.0,43
Kat6b,319.0,62
Lrp6,297.0,59
Irf2bp2,305.0,63
Dlg2,252.0,61
Cyb5r3,583.0,62
Jakmip1,1002.0,67
Shoc2,320.0,63
Fmn2,667.0,68
Nipa2,112.0,41
Bbx,210.0,57
Fxr2,749.0,67
Phc2,246.0,58
Arhgef3,381.0,66
Raf1,443.0,68
Syt17,385.0,61
Btg1,186.0,58
Abhd16a,601.0,67
St3gal2,721.0,66
Ing2,255.0,62
Fbxw5,719.0,66
Tmcc2,394.0,67
Smarcal1,271.0,61
Egr4,818.0,66
Ppip5k1,251.0,57
Sidt2,628.0,65
Dstyk,187.0,58
Gcn1l1,507.0,69
Cggbp1,199.0,53
Rab9b,126.0,50
Fbxo38,180.0,59
Cdc27,200.0,58
Btg2,477.0,65
Pacs1,311.0,62
Ugt8a,244.0,57
Wdr18,159.0,51
Slc2a6,228.0,54
Kcnc3,869.0,67
Tbc1d15,119.0,49
Sec23ip,137.0,44
Lsm14a,369.0,63
Lonrf1,257.0,57
Oprl1,355.0,63
Wdr73,176.0,54
Npr3,270.0,56
Armcx4,290.0,62
Mex3b,587.0,67
Rictor,213.0,60
Dr1,363.0,65
Map7,286.0,63
Mphosph9,232.0,59
Uri1,243.0,62
Rnf168,246.0,59
Bicd1,314.0,61
Dcaf11,371.0,62
Unc13b,174.0,54
Wscd2,481.0,62
Rlim,130.0,50
Acadsb,243.0,56
Prkab2,179.0,54
U2af2,947.0,68
Srp68,663.0,70
Smg6,186.0,53
Trappc8,152.0,48
Spast,266.0,60
Tars,366.0,65
Tmem200a,174.0,51
Cdk12,370.0,64
Tfam,173.0,56
Pikfyve,242.0,58
Slc36a1,260.0,61
Nob1,255.0,59
Tpp1,297.0,63
Grk6,715.0,67
Znrf1,220.0,58
Hrk,241.0,53
Pik3c3,264.0,53
Cnot6l,150.0,47
Rnf182,148.0,50
Tmem170b,388.0,65
Zc3h7a,219.0,57
Ecd,241.0,57
Paqr4,759.0,70
Ccdc149,449.0,64
Pef1,699.0,65
S100b,707.0,68
Sgsm3,570.0,64
Sos1,196.0,55
Zfp251,344.0,64
Fam104a,216.0,57
Hsd17b7,203.0,55
Slit1,268.0,54
Tada2a,228.0,62
Cant1,487.0,66
Mrpl37,393.0,65
Dzip1,195.0,54
Cacnb2,126.0,47
Pdp1,341.0,60
Aacs,441.0,64
Prmt7,663.0,65
Exoc2,202.0,61
Igf1r,675.0,69
Ptprz1,429.0,65
Herpud2,201.0,56
Wrnip1,776.0,68
Uggt1,275.0,61
Myh9,598.0,68
St8sia1,232.0,60
Get4,441.0,66
Dnaja3,378.0,62
Rexo1,319.0,60
Brox,131.0,48
Mpped2,180.0,55
Tmcc3,147.0,47
Coa5,255.0,56
Dnajc27,315.0,59
Mctp1,223.0,56
Ap3s2,388.0,68
Faxc,373.0,63
Tmed8,191.0,54
Ttc39c,261.0,61
Cpsf1,343.0,61
Asb8,178.0,52
Gpn1,375.0,68
Mrpl9,359.0,63
Klhl24,254.0,54
B3galt5,120.0,47
Nucb1,703.0,69
Srebf2,1470.0,70
Slc30a5,293.0,62
Grin2a,710.0,63
Mdm2,353.0,66
Arfgap2,338.0,62
Zfp740,362.0,63
Rnf214,428.0,64
Hs2st1,256.0,57
Sec24c,371.0,63
Psat1,303.0,65
Nrg3,144.0,51
Ebpl,163.0,51
Kcnk2,336.0,62
Bcas3,240.0,58
Phlpp2,319.0,62
Tsc22d3,784.0,69
Dda1,476.0,68
Hyou1,873.0,67
Blmh,373.0,64
Gigyf1,276.0,62
Pitpnm1,582.0,68
Gmps,178.0,55
Ranbp3,660.0,68
Gpatch1,266.0,56
Psmd5,262.0,63
Grik2,262.0,60
Xrn1,164.0,53
Iars,370.0,61
Hrh3,862.0,62
Rfx3,144.0,51
Pcp4l1,908.0,69
Htr1a,246.0,53
Eif2b1,424.0,66
Cd3eap,321.0,59
Agfg1,141.0,50
Men1,570.0,68
Abcg4,460.0,63
Ino80d,192.0,52
Sfxn4,197.0,55
Aar2,285.0,61
Cenpc1,174.0,56
Lrrc59,566.0,65
Ddx41,367.0,61
Lgi3,369.0,58
Gng7,415.0,65
Vps11,356.0,66
Sema7a,819.0,66
Ints10,290.0,59
Urgcp,362.0,65
Papd5,347.0,65
Ddx56,274.0,65
Cox10,283.0,61
Pogz,368.0,61
Lrrc8d,362.0,62
Gspt2,227.0,58
Nol12,230.0,59
Zfp354c,180.0,51
Sec22a,139.0,46
Tex10,126.0,47
Ptpn3,244.0,60
Cdh10,257.0,55
Adck1,321.0,64
Eml2,887.0,68
Ampd2,272.0,64
Mgat2,440.0,67
Dhx57,232.0,59
Clk3,507.0,68
Cyp51,221.0,57
Ranbp10,225.0,62
Rspry1,160.0,52
Zmat4,196.0,58
Atg13,413.0,67
Ranbp6,229.0,57
Rbm33,370.0,60
Arhgef11,616.0,64
Nck2,737.0,66
Eif4enif1,403.0,61
Cbll1,151.0,45
Herpud1,225.0,61
Smc2,140.0,45
Rabepk,271.0,63
Ubqln4,464.0,64
Dhx40,298.0,59
Pnrc2,211.0,61
Hey1,271.0,59
Grpel2,111.0,38
Pank2,135.0,42
Cotl1,898.0,68
Pcf11,214.0,58
Actr8,538.0,66
Tapt1,201.0,54
Plat,262.0,56
Dnajc14,362.0,64
Lasp1,722.0,69
Hdac5,1067.0,70
Heatr5b,336.0,60
Kat2a,574.0,67
Enah,201.0,56
Itga4,226.0,61
Ap3m1,126.0,47
Fkrp,576.0,64
Ncln,665.0,70
Mfhas1,264.0,62
Acvr1c,201.0,57
Alkbh5,411.0,67
Vcl,338.0,61
Tubgcp5,270.0,62
Ccdc6,440.0,63
Zfyve28,185.0,57
Rc3h1,321.0,60
Aff3,347.0,65
Cnih4,141.0,51
Ptbp3,128.0,46
Mapk4,444.0,65
Tbc1d17,193.0,56
Usp24,221.0,62
Adra2c,193.0,54
Casc3,455.0,66
Zdhhc8,491.0,68
Slc43a2,304.0,61
Dcun1d2,466.0,65
Ptrhd1,171.0,52
Twf1,169.0,54
Rprm,1434.0,67
Spns2,358.0,61
Chfr,268.0,61
Wdr11,265.0,56
Hunk,219.0,60
Ptpn12,313.0,65
Acvr2a,168.0,49
Txlna,403.0,67
Birc2,152.0,49
Map1s,468.0,65
Abcb8,326.0,66
Xab2,358.0,61
Tkt,352.0,64
Nf1,331.0,63
Ctnnbl1,216.0,60
Sgsm2,194.0,59
Sap30bp,278.0,60
Gdap2,224.0,55
Fam169a,242.0,55
Ormdl3,262.0,59
Gatad2b,691.0,66
Ephb3,329.0,59
Derl2,140.0,44
Arfgef2,319.0,63
Onecut2,171.0,54
Rrm2b,242.0,58
Pygb,697.0,70
Sap18,222.0,53
Slc25a19,263.0,62
Ptprr,184.0,52
Hsdl1,405.0,65
Ctnna2,759.0,68
Akt2,408.0,65
Atxn7,188.0,58
Scaf8,427.0,65
Tsc1,438.0,63
Kif1c,227.0,60
Lysmd4,164.0,49
Pttg1ip,327.0,63
Fsd1,605.0,67
Alg1,166.0,49
Nlgn2,864.0,68
Nav2,640.0,70
Cdk8,286.0,61
Vps8,412.0,66
Smad3,217.0,58
Rbm10,372.0,63
Ddx10,206.0,53
Leprot,219.0,61
Msh2,272.0,60
Cbl,266.0,55
B4galnt4,634.0,64
Enox1,236.0,56
Dennd1a,420.0,66
Dcaf10,103.0,46
Satb1,664.0,62
Kcnq5,228.0,54
Ftsj3,298.0,61
Poglut1,193.0,57
Pdzd4,267.0,61
Arhgef26,198.0,56
Atp13a1,229.0,60
Letmd1,358.0,62
Ubac2,310.0,62
Pnpla6,288.0,56
Psmf1,270.0,62
Nelfb,421.0,64
Tubgcp3,256.0,59
Usp1,133.0,51
Bysl,273.0,56
Ubr7,242.0,57
Rnf123,526.0,66
Chst11,309.0,64
Flcn,417.0,62
Chst8,252.0,60
Mcl1,225.0,57
Ehd1,308.0,61
Dtnb,525.0,64
Rab35,469.0,69
Rnf19b,613.0,66
Sephs2,420.0,62
Arl4a,192.0,59
Ptpdc1,320.0,63
Tspyl3,281.0,60
Mbd5,412.0,65
Phf12,543.0,66
Fam135a,137.0,52
Dpysl4,476.0,66
Wdr70,245.0,55
Crcp,358.0,63
Sec16a,362.0,64
Csmd2,203.0,55
Ptpro,208.0,57
Cdkn2aipnl,279.0,60
Mtpap,171.0,53
Slc9a2,133.0,42
Fam114a2,397.0,61
Ubxn2b,246.0,58
Myo6,226.0,56
Cdc42bpb,744.0,67
Mars,273.0,60
Lmbrd2,127.0,48
Klhl29,365.0,61
Scube1,321.0,61
Med23,203.0,59
Tarsl2,199.0,52
Med16,253.0,58
Cog1,372.0,64
Uspl1,254.0,56
Paip2b,241.0,57
Desi2,158.0,47
Sdad1,188.0,57
Dus1l,475.0,64
Dnpep,347.0,58
Txnrd1,384.0,62
Hltf,189.0,56
Neurl1b,366.0,62
Lman2l,291.0,62
Sema4a,237.0,54
Per2,347.0,59
Ash2l,132.0,50
Parg,181.0,58
Osbpl11,265.0,61
Sbk1,606.0,70
Nup85,355.0,64
Lyst,220.0,55
Hdac6,354.0,62
Ece1,498.0,65
Utp14a,216.0,57
Slc25a39,648.0,66
Lrig2,176.0,49
Fam174b,373.0,62
Synj2,396.0,62
Fam110b,468.0,65
Zzz3,212.0,56
Amer2,715.0,68
Ets2,446.0,63
Erlin2,291.0,61
Rgl1,310.0,62
Ercc3,286.0,64
Vprbp,207.0,56
Ptprk,335.0,59
Dennd4a,287.0,57
Kctd10,326.0,62
Etfdh,197.0,55
Wnt4,256.0,55
Rgs8,226.0,58
Flnb,318.0,63
Zmpste24,172.0,46
Proser1,240.0,58
Nhsl1,345.0,63
Grm3,694.0,68
Fkbp5,228.0,53
Isyna1,337.0,63
Ankle2,248.0,58
Hibadh,364.0,62
Dgkh,424.0,62
Fam135b,281.0,57
Galnt7,188.0,52
Carm1,618.0,67
Kcnc1,1263.0,69
Zfp770,113.0,42
Slc4a1ap,650.0,68
Olfml2b,216.0,57
Rbbp5,217.0,60
Csnk1g2,1526.0,70
Itgb1,280.0,60
Zcchc8,221.0,56
Cacul1,173.0,52
Fam43b,405.0,63
Gosr1,232.0,57
Naa30,167.0,51
Tubgcp2,394.0,62
Atmin,450.0,65
Inpp5a,252.0,62
Thnsl1,184.0,56
Tcof1,284.0,63
Lhpp,286.0,56
Kdm2b,268.0,59
Tbcd,164.0,55
Tmem169,277.0,59
Ino80,265.0,62
Trmt1l,172.0,55
Bcl2l13,113.0,48
Fcho1,429.0,61
Cdc25b,172.0,53
Scrn3,249.0,61
Irs2,569.0,66
Hs3st1,486.0,67
Slc1a4,346.0,64
Ints8,145.0,49
Srprb,259.0,59
Dlc1,348.0,62
Ascc3,162.0,51
Rufy1,243.0,55
Tmem109,261.0,57
Zdhhc5,426.0,66
Mib2,529.0,66
Taz,367.0,66
Cep120,312.0,62
Mcu,324.0,62
Ero1l,156.0,51
Pck2,235.0,58
Fbxl6,413.0,62
Fam172a,113.0,43
Nvl,170.0,50
Elovl5,488.0,67
Cacna1i,562.0,63
Anapc7,250.0,55
Ddx49,383.0,64
Thbs3,175.0,47
Dnajb2,559.0,68
Gpalpp1,108.0,42
Gatsl2,513.0,63
Reep3,153.0,49
Atg4b,210.0,58
Vtn,269.0,45
Bbs1,309.0,58
Ppargc1b,431.0,66
Dcp2,169.0,57
Rap1gap2,1309.0,68
Zfp346,263.0,58
Sntg1,243.0,57
Usp42,223.0,62
Cachd1,125.0,45
Fam102a,272.0,62
Prkar2a,275.0,61
Tpst1,197.0,59
Slc6a1,469.0,65
Cog3,306.0,64
Nfx1,565.0,64
Rundc1,236.0,60
Jdp2,700.0,63
Dgkq,265.0,60
Spg21,148.0,54
Slc20a2,228.0,57
Lonrf2,446.0,64
Srrm3,459.0,62
Irf2bp1,642.0,66
Kat6a,163.0,55
Nup214,332.0,63
Tbcc,181.0,53
Smyd5,486.0,66
Zdhhc6,278.0,60
Usp37,146.0,46
Sertad2,244.0,56
Gnal,447.0,65
Lrrc10b,183.0,57
Ntsr2,1150.0,70
Phf23,374.0,68
Dennd6b,125.0,48
Slc7a1,349.0,63
Sergef,347.0,63
Gpbp1l1,203.0,60
Col4a2,596.0,68
Pcbp3,689.0,65
Glcci1,351.0,66
Ppwd1,147.0,51
Mtmr12,282.0,57
Riok1,133.0,50
Ogfod2,270.0,60
Usp39,310.0,64
Ache,690.0,66
Usp38,190.0,55
Fads1,745.0,69
Paxip1,285.0,62
Ano4,174.0,51
Chpf2,451.0,64
Bckdk,453.0,64
Lrrc45,313.0,60
Polr3h,228.0,56
Ncam2,439.0,62
Flad1,297.0,63
Tada3,612.0,63
Blzf1,195.0,56
Pgr,170.0,50
Pitpnc1,233.0,55
Kdm6a,235.0,59
Mtss1,215.0,58
Slc38a9,163.0,53
Jakmip3,289.0,61
Mios,169.0,49
Slc25a28,142.0,54
Inpp1,280.0,63
Max,236.0,60
Ahdc1,827.0,67
Naa40,323.0,63
Mfap3,179.0,57
Icmt,426.0,65
Man1b1,342.0,66
Rabgef1,366.0,63
Eif2ak1,368.0,64
Slc30a1,127.0,44
Map6d1,387.0,62
Wwp1,195.0,58
Dgat1,185.0,52
Lats1,135.0,48
Fbxw9,206.0,57
Srgap1,115.0,42
Mkrn2,392.0,63
Kif21b,623.0,67
Rspo2,133.0,46
Abt1,316.0,63
Scyl1,594.0,67
Jak2,154.0,48
Kirrel3,438.0,63
Hs6st1,388.0,66
Ccdc71l,127.0,44
Utp15,188.0,50
Gcdh,403.0,64
Abcc8,308.0,58
Gpr19,267.0,60
Zfp609,573.0,67
Chtf8,517.0,67
Zc4h2,249.0,57
Slc38a10,687.0,71
Sirt7,595.0,67
Megf11,244.0,55
Nsdhl,225.0,55
Ctps2,163.0,49
Mus81,301.0,61
Mboat2,427.0,66
Map3k4,290.0,63
Taf9b,196.0,55
Mmaa,243.0,58
Pwp2,118.0,44
Tcaim,220.0,59
Ptges2,215.0,59
Uba6,181.0,61
Cldn12,200.0,57
Ngly1,159.0,51
Stam2,200.0,54
Dgcr14,290.0,61
Nif3l1,214.0,55
Tox3,193.0,55
Arfgap3,274.0,64
Rprd1b,170.0,49
Smad7,313.0,60
Ints6,94.0,38
E330033b04rik,172.0,54
Hbp1,167.0,50
Fam13a,209.0,57
Mccc2,139.0,50
Tbc1d32,147.0,51
Ttc27,237.0,56
Islr2,596.0,59
Alkbh8,247.0,59
Brpf1,399.0,63
Zfp46,251.0,56
Tbc1d9,451.0,59
Drd5,157.0,57
Exog,149.0,53
Xk,181.0,52
Trim23,119.0,46
Ppp3cc,307.0,60
Usp35,305.0,59
Tor1aip1,259.0,60
Dlk2,446.0,63
Armc6,343.0,59
Fads3,256.0,60
Papolg,201.0,58
Nr1d1,1130.0,69
Lrrc40,121.0,45
Aldh6a1,334.0,61
Pms2,222.0,57
Ddit4,512.0,68
Etv3,108.0,44
Mtf1,242.0,58
Aqr,228.0,58
Dars2,311.0,59
Pibf1,283.0,58
Atp7a,179.0,50
Prep,354.0,65
Gtpbp1,597.0,67
Usp12,351.0,63
Panx1,351.0,66
Rpap1,324.0,63
Ext2,407.0,65
Pcca,217.0,57
Stk11,635.0,69
Gal3st3,416.0,66
Emb,158.0,49
Zbtb17,138.0,45
