"cell_ID","Integument_atp1b1b","Neural Stem Cells","Brain, Spinal Cord","Epidermis_egfl6, YSL","Pharyngeal Arch, Somite, Cardiovascular System","Epidermis_evplb","Epidermis_tnn","Tail bud","Pigment Cell","Central Nervous System","Optic Cup","Central Nervous System_ntn1b","Blood Vessel Endothelial Cell","Hatching Gland","Erythroid Lineage Cell","Notochord","Solid Lens Vesicle","Integument_pvalb8","Otic Vesicle","Central Nervous System_msx3","Musculature System","GABAergic Neuron","Leukocyte"
"-838_2125",0,0.000205883186352082,0,0,0,0.230112325639459,0,0,0,0.216836165317995,0,0.552845625856194,0,0,0,0,0,0,0,0,0,0,0
"-573_2110",0,0,0.0529662769099783,0,0,0.148185582890127,0,0.107533546706511,0,0.0507837224722588,0,0,0,0,0,0,0,0,0,0.121140313574927,0.156469218250577,0.178420315913004,0.184501023282617
"-673_2085",0,2.75934874005349e-05,0,0,0,0.272099431095906,0,0.727754860692633,0,0.000118114724060833,0,0,0,0,0,0,0,0,0,0,0,0,0
"-523_2300",0,0,0.000886622704444389,0,0.163833915326797,0.0361551010508186,0,0,0,0.153546310947341,0,0,0,0.0138181036214332,0,0.131740111675183,0,0,0,0,0.500019834673983,0,0
"-623_2265",0,0,0,0.000359069694476625,0.0893919179990626,0.146611837676384,0,0.438205533325923,0,0,0,0,0,0.000517695294406555,0,0,0,0,0,0,0.105489058893941,0,0.219424887115807
"-518_2210",0,0,0.0610276019844352,0.0569837422419515,0,0,0,0.0583948125686561,0,0,0,0,0.108711878657648,1.11817131025164e-05,0.0384586210951254,0.166754421140189,0,0,0,0,0.277531210798814,0.117342922809662,0.114783606990417
"-753_2165",0,0,0,0,0,0,0,0,0.0658027528944516,0.747455149726058,0,0,0,0,0,0,0,0,0,0,0.186742097379491,0,0
"-583_2100",0,0.101521046347125,0,0,0,0.0750966893044063,0,0,0,0.361444971915232,0,-4.98759575352229e-18,0,0.188596235313609,0,0,0,0,0,-2.77705767733768e-20,0.273341057119628,0,0
"-523_2230",0,0,0,0.147648889620834,0.211193323973297,0.173336327212609,0,0,0,0,0,0,0,0,0.00732768402989631,0,0,0,0,0.0504036601777276,0.368591100394633,0,0.0414990145910027
"-803_2180",0,0,0,0.0882210311743657,-7.1870232619854e-20,0.155250361609775,0,0,0,0,0,0,0.38405708385759,0,0,0,0,0,0,0.247559303391027,0.124912219967243,0,0
"-503_2410",0.466950937435042,0,0,0.0469115759914625,0.165695127784255,0.022372766368756,0,0,0,0,0,0,0,0,0.024477533817893,0,0,0,0,0,0.273592058602592,0,0
"-528_2415",0,0,0,0,0,0,0,0,0,-6.72230483351406e-18,0,0,0,0,0.233380969876699,0,0,0,0,0.00145136492974945,0.684545261174806,0.0806224040187459,0
"-608_2150",0,0,0,0,0.187101616388577,0,0,0.0753754735645023,0,0,0,0,0,0,1.54582284911552e-05,0,0,0,0,0,0.282896052483607,0.454611399334822,0
"-798_2160",0,0,0,0,0,0,0,0,0,0.361635832608634,0,0,0,0,0,0,0,0,0,0,0.0647202501641236,0,0.573643917227242
"-583_2265",0,0,0,0,0,0.15497259482777,0,0.426203462634099,0,0,0,0,0,0.000993201034294959,0.0366881794468384,0,0,0.149567094196293,0,0,0.231575467860704,0,0
"-543_2210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858475358096283,0.141524641903717,0
"-558_2445",0,0,0,0.156087518502778,0,0.108187983030372,0,0,0,0,0,0,0.462319813018539,0,0.137550258462875,0,0,0,0,0,0.135854426985436,0,0
"-543_2455",0,0,0,0,0,0.0258526468018157,0,0,0,0,0,0,0,0,0.116176848025553,0,0,0,0,0,0.857970505172631,0,0
"-553_2215",0,0,0,0,0,0,0,0,0,0,0,0,-2.3503831536984e-18,2.87551321521705e-20,0.0298026606488527,0.237506450482096,0,0,0,0,0.732690888869052,0,0
"-793_2130",0,0,0,0,0,0.116417966513519,0,0.136382202968417,0,0.656677238334966,0,0,0,0,0,0,0,0.00308573402192368,0,0,0.0874368581611731,0,0
"-823_2175",0,0,0,0,0,0,0,0,0,0.834326827051162,0,0,0,0,0,0,0,0,0,0,0.165673172948838,0,0
"-538_2190",0,0.0491511873533741,0,0.17875858012126,0.106233662597595,0.142825197997755,0,0,0,0,0,0,0,6.49712599236507e-19,0,0,0,0,0,0,0.223961154805414,0,0.299070217124602
"-533_2310",0,0,0,0,0.179222301782238,0.0705618638117557,0,0.175473849384953,0.304531072540003,0,-2.54351828084354e-18,0,0,0,0.00577340907129989,0,0,0,0,0,0.26443750340975,0,0
"-578_2230",3.52968611740584e-22,0,0,0,0,0.0266464340245633,0,0.301257608410727,0,0,0,0,0,0,0.00501945165033079,0,0,0,0,0,0.197604830207997,0,0.469471675706382
"-653_2075",0,0,0,0.0289362686743961,0,0.121712159672221,0,0,0,7.08050783305974e-18,-5.8339118727167e-18,0,0,0,0,0,0,0,0,0,0.313877791787471,0,0.535473779865912
"-563_2330",0,0,0,0,2.23478602160206e-18,0.0683614086256544,0.0498973115676223,0.48318387321464,0,0,0,0,0,0,0.0402989221564251,0,0,0,0,0,0.358258484435658,0,0
"-628_2100",0,0.195965579650489,0,0,0,0,0,0,0,0.661916671577698,0,0,0,0,0,0.0281814647569053,0,0,0,0,0.113936284014908,0,0
"-513_2395",0,0,0,0,0.461613140766773,0,0,0,0,8.63395136029965e-18,-1.56545180418854e-16,0,0,0,0,0,-1.64896363796277e-17,0.155261328123385,0,0,0.383125531109842,0,0
"-828_2170",0,0,0,0,0,0,0,0,0,0.804805003611724,0,0,0,0,0.0647048677335605,0,0,0,0,0,0.130490128654715,0,0
"-568_2410",0.0398804606621957,0,0,0.0197437128069172,0.247840877997645,0,0,0.248296004203705,0,0,0,0,0,0,0.136932284894626,0,0,0,0.200054590497174,0,0.107252068937736,0,0
"-568_2415",0.168242390311855,0,0,0.051569923381876,0.0683876162853986,0,0,0.244358044616662,0,0,0,0,0,0.234102735809284,0.0794353763092935,0.133264545328159,0,0,0,0,0.0206393679574717,0,0
"-788_2110",0,0,0,0,0,7.61973385962603e-05,0,0,0,0.107713032444593,0,0,0,0,0,0,0,0.14872881476303,0,0,0.743481955453781,0,0
"-603_2090",0,0.145890765685643,0,0,0,0.134968070679421,0,0.0431702875338458,0.121974374376587,-8.65693717148067e-20,0,0,0.343518002004552,0,0,0,0,0,0,0,0.210478499719951,0,0
"-743_2260",0,0.0621822388714021,0,0.305518465716239,0,0,-5.89366638441941e-18,0,0,0,0,0,0,0,0.402168061156587,0.00267779892256245,-1.44898066248337e-17,0.196428976687105,0,0,0,0.0310244586461047,0
"-748_2210",0,0,0,0,0,0,0,0,0,0.888753268184283,0,0,0,0,0,0,0,0,0,0,0.111246731815717,0,0
"-738_2090",0,0,0,0,0,0.437732432843036,0,0.288353553061624,0,2.23501540955373e-18,0,0,0,0.00542476915140515,0.147543067499023,0,0,0,0,0,0.120946177444912,0,0
"-663_2280",0.175898128860863,0,0,0.0727934034919127,0,0.063113397900639,0,0.292195519139255,0,0,0,0,0.338731907282557,0,0,0,0,0,0,0,0.0572676433247729,0,0
"-778_2160",0,0,0,0,0,0.0190936076747933,0,0,0,0.896430591324323,0,0.000825003163699833,0,0,0,0.0146255287457561,0,0.0690252690914282,0,0,0,0,0
"-513_2470",0,0,0,0.195423025906396,0,0,0,0,0,0,0,0,0,0.222069697150783,0,0,0,0,0,0,0.582507276942822,0,0
"-503_2295",0,0,0.115760436634923,0,0,0.0870978547972578,0,0,0,0,0,0,0,0.242705714634387,0.0327911181977235,0,0.041971620855063,0.0886679868905859,0,0,0.39100526799006,0,0
"-558_2365",0,0,0,0,0,0,0,0.406354246721889,0,0,0,0,0.122125859909226,1.50607714188931e-21,0.0391249351619291,0,0,0,0,0,0.432394958206956,0,0
"-578_2220",0,0,0,0,0.0652526163479848,0.0386063204626224,0,0,0,0,0,0,0,0,0.0290756832282404,0,0,0,0,-7.31278657082923e-22,0.867065379961152,0,0
"-768_2260",0,0.000172603384016192,0,0.000419790557230897,0,0.18878378856064,0.348103954454462,0,0,0,0,0.291023429034389,0,0.0562878933906187,0,0,0,0,0,0,0.115208540618643,0,0
"-598_2085",0,0.074099495757483,0.0610471626776709,0.108747107221979,0.098896805599627,0.0626773816836391,0,0.136756787043637,0,0.130614504554669,0,0,0,0,0.0347671579241449,0,0,0,0,0,0.165906016316025,0.126487581221125,0
"-803_2230",0,0.109561994514233,0,0.10795449416518,0.0978217299651218,0.0195735755082075,0,0.111002211568514,0,0.455372918380972,0,0.0106272342642539,0,0,0,0,0,0,0,0.0422439390804628,0.0458419025530548,0,0
"-593_2265",0,0,0,0,0,0.10642515012024,0,0.277086967806957,0,0,0,0,0.397683344987278,0.000405250814414123,0.0855540689150201,0,0,0,0,0,0.132845217356091,0,0
"-563_2405",0.0877346890074936,0,0,0.0367571683168621,0.0742795475988171,0,0,0.303348590158668,0,0,0,0,0.239157297530797,0,0.119725123931908,0,0,0,0,0,0.138997583455454,0,0
"-493_2360",0,0,0,0.0894533436179693,0,0.0480436734933751,0,0.0433438953055834,0.102007494465716,0,0.0476235170142208,0,0.0758829697833026,2.42315183919107e-19,0.072259506748405,0,0,0,0,4.69284500495473e-18,0.521385599571428,0,0
"-688_2125",0,0.440593551416939,0,0.0440285305220842,0,0.050102764662477,0,0.201516139353491,0,1.17380555710892e-17,0,0,0,0,0,0,0,0,0,0,0.263759014045009,0,0
"-573_2420",0.565025475107229,0,0,0.114865148745512,0,0.00360689371808408,0,0.156507043298483,0,0,0,0,0,0.0765170967880939,0.0596756327069927,0,0,0,0,0,0.023802709635605,0,0
"-588_2280",0,0,0,0.0963379991331951,0,0.0917171304398088,0,0.262772244796148,0,0,0,0,0.455567939659429,0,0,0,0,0,0,0,0.0936046859714186,0,0
"-618_2090",0,0,0,0.0643014210867251,0,0,0,0,0.206711694881561,1.07672133434828e-18,0,0,0,0,0.017182742890587,0,0,0.287164458224538,0,0,0.424639682916588,0,0
"-728_2125",0,0.152124252396454,0,0,0,0.0459409412441457,0,0,0,0.500630337985933,0,0,0.234841740880663,0,0,0,0,0,0,0,0.066462727492804,0,0
"-633_2085",0,0.0857842786540122,0,0.0244117162509937,0,0,0,0.204049785944148,0,0,0,0.359814588018296,0,0.190144434191809,0,0,0,0,0,0,0.135795196940742,0,0
"-493_2390",0.10160361912658,0,0,0,0.000259927990417005,0.0580523186822421,0,0.0746393760967078,0,0,0,0,0,0,0.0693823976188848,0,0,0,0,0.112274605354928,0.58378775513024,0,0
"-558_2405",0,0,0,0.034276579278972,0,0,0,0.285089049778077,0,0,0,0,0.257991221844065,0.119076446827952,0.198262770409365,0,0,0,0,0,0.10530393186157,0,0
"-553_2155",0,0,0,0.153507728382916,0,0,0,0,0,-3.88651686260827e-17,0,0,0.152105744875055,-3.08500423335792e-18,0,0.000161700410827676,0,0,0,0,0.535891247952976,0.158333578378224,0
"-483_2345",0,0,0,0,0.303006782840608,0.00589865156822037,0,0.160119928633009,0,0,0,0,0,0,0.00234953225106362,0,0,0,0,0,0.528625104707099,0,0
"-558_2320",0,0,0,0,0,0,0,0.286672884705662,0,0,0,0,0.0428571287107677,3.57509933531884e-21,0.0812541121446883,0,0,0,0,0,0.589215874438882,0,0
"-803_2190",0.162357304168004,0,0,0,0,0.0372241316406611,0,0,0,1.58921491357264e-17,0,0.800312984398078,0.000105579793256591,0,0,0,0,0,0,0,0,0,0
"-578_2115",0,0.179714242788423,0,0.101488203532474,0,0.0884915414597662,0,0.148361859021551,0.198701118411764,0,0,0,0,0,0,0,0,0,0,0.0530337452617383,0.230209289524284,0,0
"-833_2170",0,0,0,0,0,0,0,0,0,1.15331103063107e-18,0.717760712321491,0,0,0,0,0,0,0.103099589456933,0,0,0.179139698221576,0,0
"-508_2440",0,0.117863736887845,0.000415324964776382,0,0.401094340699569,0.0468232154516397,0,0,2.78531894273689e-19,0.251316973516828,0,0,0,0,0,0,0,0,0,0,0.182486408479342,0,0
"-508_2365",0,0,0,0.0862716669628012,0.0678815524542246,0.20653343286262,0,0,0,0,0,0,0,0,0.0107551828927086,0,0,0,0,0,0.628558164827645,0,0
"-563_2335",0,0,0,0.0728501755223128,0,0,0,0.214300237383933,0,0,0,0,0.190940025623108,3.11661135314951e-19,0.0656303200098388,0,0,0.0359452984609498,0,0,0.329545300321525,0.0907886426783329,0
"-553_2350",0,0,0,0,0,0.0498382117689367,0,0.31849646147513,0,0,0,0,0.120089701192226,0,0.0756090057253467,0,0,0,0,0,0.401665031308766,0.0343015885295948,2.75763869473137e-20
"-533_2410",0,0,0,0,0.131882256524751,0,0,0,0,0,0,0,0,0.216366380947789,0.0463562971530059,0,0,0,0,0,0.605395065374454,0,0
"-793_2115",0,0,0.287116385318609,0.0875751410583324,0,0.0332828655531619,0,0,0,0,0,0,0,0,0,0,0.530773791651527,0,0,0,0.0612518164183695,0,0
"-793_2205",0,0,0,0,0,0,0,0,0,0.774447997249038,0,0,0,0,0,0,0,0,0,0,0.225552002750962,0,0
"-713_2135",0,0,0,0,0,0.0474274001206363,0,0.000795746695312095,0,0,0.504266950238205,0,0.447509770731258,0,1.32214588870825e-07,0,0,0,0,0,0,0,0
"-513_2250",0,0.212304168737657,0,0.107358362529667,0.179435229803879,0,0,0,0.0781040922842,0,0,0,0,0,0.0328523269536712,0,0,0.128418675861339,0,0,0.261527143829588,0,0
"-488_2430",0,0,0,0.0288445369281411,0,0.109572293564172,0,0.0550452976684931,0,0,-2.36832765302518e-18,0,0,1.8302237757051e-21,0.0775145181475566,0,0,0,0,0,0.729023353691638,0,0
"-593_2260",0,0,0,0.109510944210733,0,0.0708747100980475,0,0.475624023774167,0,0,0,0,0,0,0.0351433196751046,0,0,0,0,0,0.308847002241948,0,0
"-808_2225",0,0.185695123374064,0,0.0023150768845242,0,0.0612180585295351,0.540541952262369,0,0.000310563303883444,0.0164212160624541,0,0,0,0,0,0,0,0.0975664697425775,0,0,0.0959315398405934,0,0
"-573_2390",0,0,0,0.0697693397261571,0,0.0317285588501763,0,0.223655542122793,0,0,0,0,0.392284876629306,0,0.0961861635812773,0,0,0,0,0,0.109811142101235,0.0765643769890558,0
"-543_2255",0,0,0,0.0426367424338868,0.242892209583172,0,0,0,0.185721675030255,0,0,0,0,0,0.0854586794323581,0,0,0,0,0,0.443290693520328,0,0
"-508_2430",0,0.297240770713079,0,0,0,0,0,0,0,0.46836239542444,0,0,0,0,0,0,0,0.0953270831149821,0,0,0.1390697507475,0,0
"-583_2230",0.218083218436014,0,0,0,0,0.00748285644569998,0,0.16009606016986,-1.37373778797786e-20,3.73464222779421e-18,0,0,1.06505681267724e-05,0.104298792969206,0.0985309222517492,0,0,0,0,0,0.180135484270638,0,0.231362014888706
"-553_2420",0,0,0,0.0844159403271218,0,0,0,0.0808963808181019,0,0,0,0,0.427840076421611,1.95195655009519e-21,0.204529029598798,0,0,0,0,0,0.202318572834367,0,0
"-583_2405",0.262940019578293,0,0,0.0689425255233437,0.0168480762382196,0,0,0.378674703155305,0,0,0,0,0.081036301722146,0,0.119306282329538,0,0,0,0,0,0.0722520914531544,0,0
"-578_2150",0.00664719310527176,0.247381143067002,0.0415495061485178,0,0.131256759419198,0,0,0,0.228962084480881,0,0,0,0,0,0,0,0,0,0,0,0.344203313779129,0,0
"-508_2305",0,0,0,0.0707547109793612,0.19160566972043,0.160152840807773,0,0.0421931403462911,0,-5.73229640839085e-20,0,0,0,0,0,0.117671622255538,0,0,0,0,0.417622015890606,0,0
"-833_2120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268396490811462,0,0,0.17183617501873,0,0,0.154322285516464,0.64700189038366,0
"-493_2395",0,0,0,0,0,0.10329875938283,0,0.197377236409775,0,0,0,0,3.13166841458809e-18,0,0.046635317709209,0.106758961219051,0,0,0,0,0.545929725279135,0,0
"-528_2460",0,0,0,0,0,0.0299081599812112,0,0,0,0,0,0,0,0,0.05162090621929,0,0,0.0513352421553029,0,0,0.867135691644196,0,0
"-553_2425",0,0,0,0.0638100766489491,0,0,0,0,0,0,0,0,0,0,0.4432072239853,0,0,0,0,0,0.172371110480794,0,0.320611588884957
"-768_2180",0,0,0,0,0,0,0,0,0,0.865747711750658,0,0,0,0,0,0,0,0,0,0,0.134252288249342,0,0
"-498_2405",0,0,0.0417183175586349,0.116680298330648,0,0.0549874111895118,0,0.0353971208861861,0.0495552825667318,0.0373182448126113,0,0,0,0,0.0865963743469541,0,0,0.0955315601665563,0,0.121784245967936,0.254159601230358,0,0.106271542943872
"-723_2100",0,0,0,0,0,0.000102577054911557,0,0,0,0.935761451977796,0,0,0,0,0,0.0640892761457622,0,0,0,0,4.6694821530295e-05,0,0
"-738_2215",0,0,0,0,0,0,0,0.241740751393399,0.0207229840622982,-2.02361597523066e-21,0,0.680636174362633,0,0,0,0,0,0,0,0,0,0.0569000901816698,0
"-553_2220",0,0,0,0,0.000856253841265309,0,0,0,0,0,0,0,0.207006976171524,0,0.00361769397929554,0.558742523563921,0,0,0,0,0.229776552443994,0,0
"-503_2475",0,0,0,0.105973022401328,0.126257862587221,0.0204574511865032,0,0,0,0,0,0,0,0.49616497537882,0,0,0,0,0,0,0.251146688446128,0,0
"-593_2285",0,0,0,0.228980787242428,0,0.14199289877937,0,0.332957525862426,0,0,0,0,0,-2.02584093729201e-20,0.0769431047400558,0,0,0,0,0,0.219125683375721,0,0
"-573_2255",0,0,0,0,0,0.134329666863653,0,0.434498176184791,0,0,0,0,0,0,0.0743576077058674,0.0843280036152692,0,0,0,0,0.272486545630419,0,0
"-743_2130",0,0,0.00197632927485893,0,0.127917655635663,0,0,0,0,0.824869502707783,0,0,0,0,0,0,0,0,0,0,0.045236512381695,0,0
"-513_2335",0,0.108429560313568,0,0,0,0,0.326268513893301,0,0,0,0,0,0,0,0,0.00113696656603653,-6.17932658780411e-19,0,0,0,0.564164959227095,0,0
"-538_2200",0,0,0,0,0.26582856673081,0.059518458962999,0,0,3.67628298404821e-06,0,0,0,0,0,0,0,0,0,0,-1.60382749315642e-18,0.496344979122022,0,0.178304318901185
"-608_2255",0,0,0,0,0,0.0933468244206464,0,0.765627103739886,0,0,0,0,0,0,0.00882413630610136,0,0,0,0,0,0.132201935533366,0,0
"-773_2105",0,0,0,0,0,0.296662712235709,0,0.311400781499608,0,0.0188542149830377,0,0,0.336834507174365,0.00362435268787713,0.0326234314194027,0,0,0,0,0,0,0,0
"-813_2175",0,0,0,0,0,0.049782088192308,0.000387733274160741,0,0,0.108246136347915,0,0,0,0,0,0.797770100111619,0,0,0,0,0.0438139420739969,0,0
"-648_2270",0,0,0,0.0656430659143706,0,0,0,0.256932612109766,0,0,0,0,0.112916216714451,0.48743988726762,0,0,0,0,0,0.0246987505510272,0.0523694674427654,0,0
"-578_2360",0.0783072498376261,0,0,0.0714988017669974,0.0927134854882321,0.0820372072980345,0,0.366012543537916,0,0,0,0,0,0.0171616759380322,0.0772812792636123,0,0,0,0,0,0.123174141085616,0.091813615783934,0
"-598_2165",0,0,0,0,0.0586233328812603,0.031875298729352,0,0.465747635085911,0,0,0,0,8.363614995e-05,0,0.0380554975778176,0,0,0,0,0.0126893855521094,0.338381300949285,0.0545439130743139,0
"-828_2205",0,0,0,0,0,0,0,0,0,0.00109070026767034,0,0.193354630678748,0,0,0,0.00334193605986731,0,0.177124011964402,0,0.283486640175571,0.34160208085374,0,0
"-648_2135",0,0.163000614057959,0,0,0.572968019481891,0,0.184703016316442,0.0388672447365528,0,0,1.80142903710209e-05,0,0,0,2.8950778553467e-05,0,0,0,-4.97934551157603e-19,0,0.0404141403382298,0,0
"-503_2215",0,0,0,0,0,0.0211802906700291,0,0,0,-9.96044600652075e-19,0,0,0,1.4014754332334e-08,0.146727243970068,0.205206011098268,0,0,0,0,0.626886440117153,0,1.29728053363378e-10
"-588_2400",0,0,0,0.103715509621724,0.0803084589666123,0.0990151139199376,0,0.29339039082983,-1.03821355545806e-18,0,0,0,0,0,0.108764756264456,0.000944957534906162,0,0,0,0,0.241965142995867,0.0718956698666675,0
"-748_2235",0,0,0,0,0,0,0,0.144532398257483,0,0,0,0.275154087159795,0,0,0,0,0,0,0,0,0.0189015965748889,0,0.561411918007833
"-738_2155",0,0,0,0,0,0,0,0,0,1.52651969637926e-17,0,0.715315426453981,0,1.61161461375885e-20,0,0,0,0,0,0,0.284684573546019,0,2.31624568262898e-18
"-558_2420",0,0,0,0.0808931435151779,0,0,0,0.0576757370528626,0,0,0,0,0.471750139130033,0.000468772590529272,0.221834591647507,0,0,0.0698310512038484,0,0,0.0975465648600424,0,0
"-538_2160",0,0.236730390080279,0,0,0,0.0743846867603186,0,0,0.131787460101438,0,0,0,0,0,0.00260061932365151,3.70555371106235e-19,0,0,0,0,0.386797241262654,0,0.167699602471659
"-503_2275",0,0.123265787101911,0,0.0869603106225385,0,0.0435844462117142,0,0,0.254840523140094,0,0,0,0,0,0,0,0,0,0,0,0.271524633798367,0,0.219824299125374
"-503_2345",0,0,0,0.0835277968454702,0.0395426508677952,0.0828044287678175,0,0,0,0,0,0,0,0,0.0148394224729589,0,0,0,0,0.0412238549601478,0.73806184608581,0,0
"-563_2425",0.500819920414246,0,0,0.000695347540287202,0.173116736634961,0,0,0,0,0,0,0,0.0706731303268647,0.0349535822359593,0.197534964664969,0,0,0,0,0,0.022206318182714,0,0
"-563_2170",0,0,0,0,0.172820544850451,0.0427254793854058,0,0,0,0,0,0.417997943940776,0,0,0,0,0,0,0,0,0.366456031823367,0,0
"-823_2195",0,0,0,0,0,0.100956184488536,0,0.106559700679733,0,0.236640689453901,0,0,0.398203839895228,0,0,0.00149518472502685,0,0,0,0,0.154778047684986,0,0.00136635307258883
"-573_2410",0,0,0,0.0972483944029786,0.0292775154854425,0.402413945751371,0,0.267429203953469,0,0,0,0,0,0,0.146337345319771,0,0,0,0,0,0.057293595086967,0,0
"-518_2385",0,0.0319307585909986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654991715332259,0,0,0.864389085008436,0.0381809848673394,0
"-588_2375",0,0,0,0.0194732867432808,0,0,0,0.308343479357352,0,0,0,0,0.168857515493328,0.200178732121342,0.0861076865653699,0,0,0,0,0,0.141061029703129,0,0.0759782700161989
"-553_2195",0,0,0,0,0,0,0,0.625552988764817,0,0,0,0,0,0,4.25984065533441e-19,0,0,0,0,0,0.352611958876949,0.0218350523582342,0
"-553_2460",0,0,0,0,0,0.20067544138568,0,0.0937642873093619,0,0,0,0,0.383133605670303,0.000319329967719554,0.0296027706034189,0,0,0,0,0,0.292504565063517,0,0
"-518_2345",0,0,0,0.0515060953036645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706677846444909,0,0.241816058251426
"-503_2320",0,0,0,0.0561397083254287,0,0,0,0,0.114703098164389,0,0,0,0,0,0.0339477849663676,0,0,0.127685295688645,0,0,0.66752411285517,0,0
"-653_2105",0,0,0,0,0,0,0,0,0,0.954424989870369,0,0,0,0,0,0,0,0,0,0,0.0455750101296315,0,0
"-523_2260",0,0.177199601383442,0,0.059080353383966,0,0,0,0,0,3.45313387387604e-19,0,0,0.106862979360947,-2.15383752030968e-19,0.0193775376581491,0,0,0,0,0,0.518044519781612,0,0.119435008431884
"-573_2375",0,0,0,0.055152693647768,0,0.0906955108607376,0,0.317025373567962,0,0,0,0,0.19523058720749,0,0.0761012591062472,0.0645680039609137,0,0,0,0,0.201226571648881,0,0
"-783_2165",0,0.143693377321087,0,0,0,0.0814513237237614,0,0.098001535835297,0,0.57022142328753,0,0,0,0,0,0.106632339832325,0,0,0,0,0,0,0
"-643_2095",0,0,0,0,0,0.0204264945457575,0,0,0,0.911751918094556,0,0,0,0,0,0.0210459231828473,0,0.0467756641768393,0,0,0,0,0
"-798_2165",0,0,0,0,0,0.014986643442318,0,0,0,0.000698233514801522,0.678713950513815,0,0,0,0,0,0,0.0540571298106274,0,0,0,0,0.251544042718438
"-538_2285",0,0,0,0,0.256477053028012,0,0,0,0,0,0,0,0,0,0,0.214002532724634,0,0.0561029125756041,0,0,0.47341750167175,0,0
"-543_2480",0,0,0,0.0338496421468717,0.194322738489707,0.429709791752078,0,0,0,0,0,0,0,0,0.109877660114397,0,0,0,0,0,0.232240167496947,0,0
"-593_2090",0,0.0696832528009859,0,0,0,0.111085596275094,0,0.174645129637588,0,-1.93009813400439e-18,0,0,0,0,0.0695148283937973,0,0,0,0,0.125010485318638,0.395504145183122,0.0545565623907745,0
"-558_2300",0,0,0,0,0,0.0226725280845583,0,0.259536895195203,0,0,0,0,1.65811186127957e-05,0.000126993736825036,0.0610895470587095,0,0,0,0,5.28627824344724e-05,0.564536228462391,0.0919683635612661,0
"-518_2215",0,0.0236681470053044,0,0,0,0.0589265619581422,0,0.0556018597284749,0.289209061685282,0,0,0,0,0,0.0265173024292799,6.02588435499064e-05,0,0,0,0,0.546016808349967,0,0
"-523_2350",0,0,0,0,0.330442107335872,0,0,0,0,0,0,0,-1.70688222332021e-18,0,0.059540263814262,0,0,0,0,0,0.610017628849866,0,0
"-748_2180",0,0,0,0,0.312611167342541,0,0,0,0,-1.20401762284717e-17,0,0.438375517117193,0,0,0,0,0,0.0643350000695166,0.0441260422612869,0.0672960691949412,0.073256204014521,0,0
"-823_2135",0,0,0,0,0,0.00225150242671467,0,0,0,0.249485479341276,0,0,0,0,0,0,0,0.271550672862988,0,0,0.0425171143913608,0,0.43419523097766
"-703_2085",0,0,-5.93114644550299e-18,0.0438513685397473,0,0.199592605334178,0,0,0,0.756556026126075,0,0,0,0,0,0,0,0,0,0,0,0,0
"-588_2320",0.097533710046585,0,0,0,0,0.0445348139073656,0,0.275840372328415,0,0,-2.25772819259513e-18,0,0,0,0.0483899540462463,0,0,0,0,0,0.475899752852043,0.0578013968193457,0
"-633_2155",0,0,0,0,0,0.141230156508873,0,0,0,0,0.00228224623165617,0,0,0,6.42946349139173e-07,0,0,0,0,0,0.856486954313122,0,0
"-553_2295",0,0,0,0.0395586545931028,0,0.084543158856583,0,0.270093056850416,0,0,0,0,0,0,0.0491591818308123,0,0,0,0,0,0.546266338914699,0,0.0103796089543873
"-813_2180",0,0,0,0,0,0.0465410223726002,-2.62297166714902e-19,0.117225030168966,0,0.264738299955257,0.166977258460338,0,0,0,0,0,0,0.0739935929812038,0,0.215613890086872,0.114910905974763,0,0
"-738_2245",0,0,0,0.0334352487773192,0,0.113980598516918,0,0,0,0.211879054438513,0,0,0,0.0292338188894039,0.0869623508164537,0,0,0,0,0,0,0,0.524508928561392
"-563_2320",0,0,0,0,0,0.0556757831208002,0,0.196685818552419,0,0,0,0,0.0490655419774144,0,0.00739342603260592,0.555585632913468,0,0.0789915392119518,0,0,0.0566022581913405,0,0
"-578_2125",0,0,0,0.0732408068136227,0.0753528047854148,0,0,0,0,-2.25490462678846e-19,0,0,0,0,0,0,0,0,0,0.285573381631314,0.21210372931624,0,0.353729277453408
"-558_2460",0,0,0,0.0473000568629678,0,0.285802561607256,0,0.235149214867926,0,0,0,0,0.0973775561326251,0.0011154077567368,0.102010250306929,0,0,0,0,0,0.231244952465559,0,0
"-578_2385",0,0,0,0.0803877112792709,0.000863065533234473,0.275166443197409,0,0.237669527585697,0.191758591985942,0,0,0,0,3.96506588049778e-23,0.090271598006516,0,0,0,0,0,0.123883062411931,0,0
"-723_2245",0,0.283756017401995,0,0,0,0,0,0.200519853107406,0,0,0,0,0,0.496092000309756,0.0188998207843117,0.000322690163924913,0,0.000409618232607041,0,0,0,-1.76859477978289e-20,0
"-793_2235",0,0,0,0.347484061064978,0.000702479383521309,0.0707089794608699,0.00217130376044681,0.103544235798414,0,0,0,0.162924556277819,0,0,0,0.312464384253952,0,0,0,0,0,0,0
