"","Integument_atp1b1b","Neural Stem Cells","Brain, Spinal Cord","Epidermis_egfl6, YSL","Pharyngeal Arch, Somite, Cardiovascular System","Epidermis_evplb","Epidermis_tnn","Tail bud","Pigment Cell","Central Nervous System","Optic Cup","Central Nervous System_ntn1b","Blood Vessel Endothelial Cell","Hatching Gland","Erythroid Lineage Cell","Notochord","Solid Lens Vesicle","Integument_pvalb8","Otic Vesicle","Central Nervous System_msx3","Musculature System","GABAergic Neuron","Leukocyte"
"-493_2310",0.00347139362509303,0.0014384982463447,0.132414016538778,0.00303138867476347,0.0885939665831408,0.0433003419839916,0.00171081368159292,0.00151145777009851,0.101096600396286,0.00178746157003513,0.00139602831306454,0.00216543997814484,0.0780704011810787,0.0125640339290486,0.0246856994404481,0.000517295061603808,0.00116889453041235,0.000539893238811362,0.000433528287324213,0.0046853105845144,0.451771122597891,0.0391942856759508,0.00445212811158351
"-538_2250",0.000724431581171558,0.00468040388763832,0.0147506845321102,0.000274146249216853,0.398908121623717,0.00734519371757983,0.000241226468387356,0.0368436543739863,0.102118044920808,0.000110819405775309,0.000204617027529385,0.000205889890540181,0.00303037425331776,1.26613127405266e-06,0.00408403321501727,0.0289930369090319,0.000120272582576939,0.00127777837246349,3.54273305330816e-05,0.0447887123977215,0.350453491202863,0.000201427821182858,0.000606946105557353
"-528_2180",0.00134144887475587,0.198746248308761,0.001495343130115,0.0333374048704464,0.182644693559106,0.0511588399865359,2.08742217799482e-05,0.000682376655578158,0.0111991361177753,2.24024634535722e-05,1.29340702461567e-06,0.000188560967428584,0.0048672853334375,1.70612099804265e-05,1.51802929454335e-05,0.0317305283331362,8.62021623471466e-07,0.00039481886613467,1.74357832647136e-09,0.00398023985497214,0.470786769354552,0.0067677244991155,0.000600905927764206
"-488_2315",0.00660914552547391,0.061105443762862,0.00595203826253073,0.0390488012264679,0.0296861189276863,0.0622747184735378,0.00207884202005631,0.000519500071034653,0.108813049715005,0.00187040476717775,0.00805755850521867,0.00231788059904289,0.0110622137508581,0.00270322564635331,0.00875352511753844,0.00726372734099971,0.000952935998987103,0.000316275467311825,3.78915554863545e-06,0.014760695573803,0.617591209354677,0.00521343995905904,0.00304546077876968
"-588_2090",0.000106255888001981,0.23475563471342,0.076110602105188,4.7289359076131e-08,0.0650967210233595,0.0714199586956624,5.50570201481247e-07,3.32904898044053e-05,0.187475528726056,0.000538857981440714,1.31050559329244e-05,0.000130580780998395,0.031110652065793,2.98555616647097e-13,0.0203873418002248,4.18622352851744e-11,7.10187474164312e-07,4.1473704315945e-09,4.08960133323734e-09,0.112581437089111,0.199568675049172,0.000670018326442324,2.38832239424774e-08
"-563_2350",0.0484030823322369,0.000923068877979514,0.00740850921019109,0.0116567640588866,0.135668164974,0.0374128381181571,0.0198925452631478,0.0728262843523141,0.150245365244703,0.00444061819310261,0.00669457132187362,0.0105365683248053,0.0540714063077586,0.00461549516739804,0.0183072269064342,0.000229872910231299,0.00408848913517814,8.85904409289023e-05,0.0010701205725349,0.00144258706337613,0.342550544510516,0.0159911245041531,0.0514361622100929
"-543_2390",0.00764542113775481,0.00315801245612598,0.0374011820847516,0.011928431316963,0.0338462372171667,0.0266630763279502,0.00707178955843433,0.00395584806469889,0.0812896370495565,0.00138517553880397,0.0046183889485698,0.000848619014935816,0.146971037994378,0.0139816378062529,0.0544281920380228,0.0416123481070255,0.0260738502774266,0.00179309638722403,0.000825300169121516,0.0376554613181739,0.406098619666557,0.0195046609101996,0.0312439766099074
"-533_2300",4.3637153362244e-09,3.63368097178281e-06,0.000153576263545927,0.00716430614913339,0.422210710802155,3.08513120180778e-09,0.000190913792119665,0.00170511040570323,4.79447898495524e-06,2.51948736209639e-06,3.792215468232e-08,8.6581011523346e-06,0.106247305137313,0.0113786532251168,2.08699576340968e-05,0.0691670185603035,3.31418943855032e-09,4.12056658007093e-05,8.02824439439149e-07,0.00123470624069908,0.380392207382147,1.18385563168233e-06,7.17753045966828e-05
"-533_2225",0.010764567139728,0.179700781304225,0.0397667900484306,0.0149409626181643,0.00531002347095485,0.0010019147244755,0.00230267653454932,0.00141088775634459,0.0536153151980911,0.000197902271704449,0.000391206347203042,5.44824278419153e-05,0.0775215838040502,8.18987737104762e-05,0.0160088123781808,0.00247711827818762,0.000845705165404231,0.000924237401922149,2.94866533717888e-05,0.0413303818654298,0.517250698810104,0.0295169976555395,0.00455556937238631
"-523_2365",0.0170919388610464,0.0172851369073613,0.0296000934391483,0.00115036499851796,0.0620885605729433,0.00524382994777338,0.0178983608458759,0.0128479703726247,0.121107449169116,0.00343543864937408,0.0304548353376753,0.000492906466366751,0.000348618461215725,0.00640539352147605,0.0195423621204366,0.00190271321661227,0.0539621714955729,0.0103937483703194,0.000377134634746545,0.000981470889714062,0.566580731966708,0.0084961726595531,0.0123125970958214
"-493_2335",0.017717099457453,0.020222564945896,0.00488577510024018,0.0505638174633077,0.0828737388999672,0.0437222459990454,0.00428464739608068,0.00205304138096848,0.0900184834128303,0.000664109143271688,0.0433906280051814,0.00782723694527034,0.0101779231296722,0.00128550557108703,0.0313751448258885,0.0260832622977859,0.00573139925390754,0.00626637785700547,6.41655756699555e-06,0.0154939923418536,0.521855567357081,0.00239595004224802,0.0111050726163915
"-603_2275",0.0350809533252615,9.8923686636383e-06,1.53830734971971e-08,0.0671350742271449,0.291345770913632,0.0872448450231508,2.4304164596099e-05,3.5277195324843e-06,0.0535378557905154,2.93907963073022e-07,9.64553299037715e-07,2.49220766950468e-05,0.0730006116774121,0.0537680824157199,0.039005452380448,0.00395157758377081,3.49126940702738e-09,0.000194952144397154,1.69483237494994e-10,0.00523167947196712,0.262413112293114,2.38034660168243e-06,0.0280237285722895
"-518_2190",8.95573474680288e-05,0.226474487637077,5.58189464276824e-06,0.0428247726341705,0.181301273884466,0.0522506158280238,4.93612235915077e-06,3.58363794041297e-07,0.059353410957351,1.49726419007378e-07,4.70367348625689e-09,2.08249229829973e-07,8.81954911690594e-07,1.87430997697471e-07,0.0166854968152503,0.00210546332617241,3.40713651294835e-12,5.09604787204186e-05,5.84304443258563e-09,0.000164324756958505,0.415317910803215,0.00288637403581671,0.000483037202831185
"-623_2140",0.00029538602415888,0.059689592487007,0.250149421677777,0.000106762542153009,0.278850361217494,1.30821198502417e-06,0.0202606553112712,0.0187261609332992,0.0674390765791163,0.0175072533775118,0.00372241749733985,0.0100631564310484,0.00710752531057856,0.0026136855450226,0.000427861625871253,0.0283034716543037,0.000984174200420609,0.0289493520577474,0.00286067081990725,0.00594656942126659,0.19574390931349,0.000250997479533664,2.30281696393673e-07
"-793_2105",0.00589205960396848,1.26878459605325e-05,0.0354308956068924,2.92713445450606e-05,0.00106388326673984,0.0221839520639052,0.000114211730574905,0.00130752100933374,0.0506521064298042,0.664188520749958,0.139558958224416,0.0132418470645853,3.62028166375834e-05,1.44090335452424e-06,0.0323867838972572,0.00449313848092307,0.00285494332863113,0.000977720246700714,0.000185681314639922,5.29689431092415e-05,0.0253042752675289,1.9826539354825e-06,2.89472065988478e-05
"-763_2250",0.000507432083770743,0.0145452631678675,0.108597349484087,0.00115161550420058,0.0168061862494695,0.000149265590967312,0.00169989800281257,0.0244426154528909,0.0094856165406841,0.411433470115818,0.0870135468031619,0.259297462174584,0.0172826160961621,0.00969598010593341,0.016156293784255,0.00110634084721875,0.00502607883187811,0.00250050319705661,0.000370611374386227,0.00141346917112628,0.00357436204927791,0.00170242830475132,0.00604159506763925
"-828_2165",0.00107066660228099,0.00368953969021342,0.145707409683445,0.00135513976917063,0.000238556641506796,0.00542427394090892,4.45336886431439e-05,1.95634045528187e-06,0.014082294863828,0.72999791959438,0.000222050725587174,0.0454232743121997,0.0299579873374055,0.0094816473460294,0.000220541394863244,7.66437563264561e-12,1.04122006134281e-07,0.00592433379794481,6.6544080216927e-08,0.000239506668747773,0.000339025775630755,0.000211374275608545,0.00636779687740012
"-523_2185",0.00690746269244165,0.121209404608308,0.0246886843371273,0.0673107300886053,0.0524899923071564,0.0579822706507018,0.00892309690450726,0.000108699881607035,0.0660064504970394,1.16655623429906e-05,2.31644370956252e-05,9.9259742957516e-06,0.00122860683292848,3.7081136402268e-06,0.0133950874063211,0.00388688944132922,6.76653081253644e-06,5.41336413934981e-05,2.29892724629999e-06,0.116287963174506,0.456824379616299,0.00203436268393168,0.000604255690363103
"-693_2125",0.0152963834802173,0.286954098333547,0.101141169295449,0.0131178124510842,2.02943139109344e-05,0.00724023032484405,0.000117605900378383,0.00426500754802664,0.00032880754050075,0.51987663303829,0.00278171703229078,0.0457172952450145,2.96855824504451e-07,1.40045178856439e-13,2.95631113558358e-09,5.03139704435096e-12,4.57573545673719e-06,0.00118162250404466,4.75156767024772e-07,1.26727559999134e-09,0.000181485904869706,0.00166681822097507,0.000107666889751032
"-533_2305",5.70884309669743e-05,0.00515972685424417,0.000361634958577139,0.000291144965836444,0.0189998678272684,0.00218300435605775,7.0940650658955e-06,0.00533036357726181,0.0936701798530555,0.000200941099774631,1.77502847950289e-07,0.0001058419601566,0.0257823825267055,0.000243874629851663,0.0211444244392528,0.174739738841848,1.70162774118129e-09,0.0099427690452378,2.15845133728399e-09,0.000552810848121719,0.635806964653502,0.000967834152162172,0.00445213155212621
"-558_2225",0.00213085396839877,0.000610188894155746,0.00181588272876135,0.0148534450480855,0.36506370768878,0.000433432666559815,0.00119347762272034,0.000620594879847739,0.0080203038692611,7.67294628494973e-05,4.55023984962238e-06,0.00022627146471542,0.114920249558408,0.00154138894151626,0.0369416377176957,0.0214293802073469,4.61463654064266e-06,0.000445399765481417,2.05635639472552e-06,0.00259006728466834,0.425712243660866,0.00131651937151717,4.70039655811386e-05
"-798_2245",0.0117926459919291,0.0543181749280998,0.0143730491470472,0.000164927837840729,0.0447390277931645,0.0564427271634279,0.0637387465002427,0.00609817597121605,0.0013440850337771,0.172058130408305,0.283776199712598,0.00140906216253976,8.22981681418701e-08,0.00588021952305524,0.0480539445723803,0.000182710859742596,0.00082842570044823,0.161550457076278,0.0257201406537246,0.0103299393476741,0.0356065620441573,0.00159042654441632,2.13872976725419e-06
"-808_2180",0.00335015669598696,0.0367050848664102,0.0214897124708816,0.000571439972799743,0.0521062532919077,0.0217163855188974,0.000324437385356206,0.00576253489807255,0.00258883837035638,0.606726808854256,0.0222992883759848,0.119803889405601,0.00134141508878358,0.000338637058614165,0.00208888430805278,0.000178238527920964,0.00311922276638035,0.000239032401619186,1.44220548838177e-05,0.0768130401034946,0.0199568909237364,0.000443454082410958,0.0020219325775934
"-513_2465",0.0361221967656253,0.000162312535687019,0.000529422591747028,0.0146252800275717,0.186170149911732,0.0328562899015848,0.0136997786395681,0.0439429584316805,0.0559676335884681,0.00423565055772364,0.210121772068245,7.71279143583158e-05,2.72681777938883e-05,0.00106122490368328,0.023980183816782,1.21470425561941e-05,0.0577816061188576,0.00169550067489645,0.000628041242931449,7.23781281918733e-06,0.313786850850105,4.39669543154095e-05,0.00246539947126846
"-588_2170",0.0424471094580762,0.000228409050045282,1.05692749846595e-05,0.065229174905721,1.28760532541506e-06,0.000160872314909247,3.3789013513277e-05,1.77784823331364e-05,0.000505826771976618,1.32708953131973e-05,0.000281580280838806,2.30381314335298e-06,0.030031824342817,0.00580596157741606,0.077278550891392,1.01534561798953e-05,8.98456014779893e-05,3.19865080438301e-05,1.03500177899142e-07,1.19427791625246e-06,0.755724150780967,0.000574546858189114,0.0215197103392428
"-758_2110",1.71959958240264e-07,0.00200101821784742,0.044186485822037,3.20054937876797e-07,8.6528659896929e-06,0.0611066566122179,2.71388178180283e-07,4.18483245349563e-06,0.0481947216612417,0.832946010073554,0.00095333230111382,0.00162869656109899,6.97202975269414e-14,3.641696862461e-07,1.00611080329082e-12,0.000253732163174565,6.77399335847957e-08,1.37093540179789e-09,1.15070807480284e-09,2.36530206162257e-06,0.00870156300607065,9.21378290750448e-06,2.16896281782618e-06
"-503_2440",0.00602434476100669,0.0593913153700514,0.160638421333876,0.00175552630644157,0.0715007808137825,0.0295856635267508,0.00555128015838349,0.013311015127637,0.366801769820024,0.00336964920361845,0.0112291415972111,0.000590123934874772,9.50464457064418e-06,0.00389993117638277,0.00245135451719907,0.0182390034146085,0.0353783947626751,0.000295971878631485,0.000181336655500071,0.0130015521695535,0.193698311289533,0.00224367605955971,0.000851931478128837
"-493_2250",0.0423588196787278,0.0715641225379808,0.000118728423603466,0.0368910365212159,0.00253248224166682,0.0320980449526463,9.44917969314887e-05,2.80049420521451e-06,0.203407639883024,8.57917607962541e-07,2.69722075644629e-05,8.75526754588066e-06,0.102352157745081,5.32265602762706e-05,0.00710182880297518,0.01238731769922,0.000161813673068867,0.000256341960287804,5.58243436865764e-07,0.000246882782544278,0.465935597209047,0.0219431689812251,0.000456354420116819
"-513_2235",0.00150300242324816,0.180763085447626,0.0588037937719756,0.0279655124964189,5.20358737375843e-06,0.0720843212122985,0.000117616032679959,0.000131462408287957,0.116638102251177,0.00109902489528739,7.45201267577098e-07,0.000124602844011744,0.00236670752004941,0.00538973463958218,1.48868272801327e-06,0.0502034685113205,9.27616133649412e-09,0.00145585372916532,1.92777106319692e-08,0.0312939586889885,0.373687323528157,0.0763623286458956,2.63492858946403e-06
"-563_2195",1.71793676818113e-05,5.09276466731456e-05,0.000198387948332283,0.0476055237312859,0.0489720161183426,0.00371896455869569,0.000204768541675316,0.00108065162023312,0.00582175611405557,5.99078732204433e-07,4.54816858790022e-07,3.58697808202284e-06,0.0453568101383093,0.0163093264734839,1.33930333181221e-07,0.0136513761102578,1.17281952501995e-05,0.00021816603484478,1.29650671383073e-05,0.00542699897337736,0.810632763220669,0.000635376996426162,6.95383392612502e-05
"-658_2100",0.000192288499237704,0.079433022986437,0.246431983060413,0.0107119391569851,0.000181351783046773,5.0838554195998e-05,0.000324952854710375,0.000217227716991545,0.00177030040593484,0.633894617390905,0.000659664421284459,0.011733308833898,7.96571155310406e-08,0.000780703377556732,1.82516345079205e-05,0.00158532275118714,7.50406614151049e-05,0.000713774761018682,6.74081246645982e-06,8.66382571376623e-05,0.00897424917199734,0.00132926058725832,0.000828442664299668
"-738_2110",8.09854623222106e-05,0.000260356951292368,0.265448174811776,7.81351811633355e-06,1.13780600228501e-05,0.00951932562800185,1.92809680471641e-05,0.000538671761273356,0.000113657910321521,0.57047071001075,7.40975625047619e-06,0.129825814787313,0.000354016928404427,1.02328106469777e-08,0.000209368971837639,1.74836608131419e-08,5.91583743115363e-09,0.0229473915394615,5.22277366079529e-06,7.63132679990668e-05,2.96105954919574e-07,3.43551827645781e-05,6.9421972121236e-05
"-818_2140",4.44772614711811e-11,0.016512652747893,0.000701588170443011,6.27801917086093e-09,8.57754348729064e-07,0.0640351573898615,7.77145260464707e-09,2.6991879855496e-09,2.71986138681172e-12,0.422539851071123,0.000502620440728865,0.45277460406332,0.0415543775321967,2.22871082265589e-13,1.4201709824483e-10,1.79976522608067e-12,0.0013366263620378,4.41274516227484e-12,8.47676606860183e-14,2.95932007823297e-11,9.11811453502113e-07,4.07355882865055e-05,9.43195212199483e-11
"-563_2400",0.0377495927672594,0.00191781177349151,0.00138388579825584,0.039267012239165,0.208138115087862,0.00714469970451948,0.00309954906448537,0.0879214691947868,0.136255499353242,0.000101737414790931,0.000522490995286136,3.35053506410195e-05,0.0872268295100737,0.0136511527155798,0.0875205947900797,0.00911301747441559,0.00185956641754019,0.00577075813846567,0.000242327607411229,0.0423576075556535,0.0773044551683929,0.0123298025830228,0.13908851929558
"-748_2150",0.000184296316420244,0.00408111366947359,0.123343001440966,1.60081433354937e-05,0.00035342767355675,0.00397817407697771,5.03776757133017e-05,0.00180649393086884,0.000307261401272208,0.79294200569403,0.000307803780863727,0.0535847986528336,9.85192730280233e-07,1.3355682322004e-05,0.00589497042269966,2.43418810369614e-07,3.89168646228837e-06,0.0113346429339956,2.96412542409121e-05,3.3719242113781e-06,0.00131212755782201,0.000272829034265467,0.000179178436129005
"-528_2195",0.0140486966993045,0.132261786386347,4.12287531372657e-05,0.12043550305211,0.00998836346435933,0.0365282330464485,0.000864013996302347,0.00023735114911451,0.153036480097976,1.448244479176e-05,5.94389419497806e-05,4.16316687518184e-05,0.0151750699997583,1.56150110287394e-06,0.0290536816475482,0.0222377186439352,0.000210979111368532,0.000643997001675553,7.08579722352302e-06,0.0215569032162415,0.413550199190171,0.0297563266917556,0.000249267498626999
"-493_2275",0.035063844462072,0.172862521053308,0.159023809168588,5.8410105683183e-05,0.00535460765892015,0.0279110208517059,3.03160206004336e-05,9.00605920858605e-05,0.0641706580587755,0.000518013700233638,8.46673129665271e-05,0.000211023656285906,0.112115452010976,0.0117943390556781,7.02457928220603e-05,0.00542425657150853,0.000271081875509797,9.69486192632307e-05,8.42811911355479e-07,0.00630259349257985,0.398265295842115,0.000136353020518214,0.000143638265893902
"-518_2270",0.0166148371145408,0.381758701144064,0.0256797051844004,0.0189253034812833,0.0334077661626259,0.00925003563969164,0.00536671433477672,0.00253981688023051,0.0572636689968301,0.00036000715061208,0.000802897605693537,4.13815217925858e-05,0.00205895219919498,0.00287163742118111,0.00336511082348517,0.000454243664048788,0.00318454439884356,0.00150929651491275,1.50207084544846e-05,0.0360643139213993,0.353951922578609,0.0292465832801842,0.0152675392731457
"-568_2190",1.06028588560388e-05,5.34603234271794e-05,9.92075725189668e-06,0.0311460215262954,6.54727576790597e-08,0.00123974811117349,2.83448327917909e-06,4.01769887684498e-06,1.84914134919554e-07,6.11431523326951e-08,9.19378918878161e-09,2.93429339502056e-06,0.00246456896167144,0.00783875621012028,0.016571428918296,0.0142354248017414,0.000186174807979732,0.000960038035170136,2.43710073709418e-06,5.05157108659986e-05,0.920601330012533,0.00460379502582489,1.56696386703797e-05
"-598_2120",0.000212664102304097,0.132237403313032,0.366902087731284,0.00934311260238041,0.0583386842759325,0.0425147494610355,0.0018402688472939,0.00444905492205092,0.188405876966713,0.116211759460582,0.00279312850466974,0.00460403785780415,6.9755330591227e-06,2.25311822769436e-05,0.00646656056892486,0.000596113970501647,0.000164832801708105,0.00317398387083009,5.6563817969402e-05,0.0494496734645563,0.010001343335522,0.00108964233695295,0.00111895107261607
"-573_2270",0.0321887588071256,0.00862929090223597,0.0011209591015583,0.038072172302175,2.37861611192328e-05,0.0518118995033978,0.00215698927333815,8.4862365276254e-05,0.135419071804758,0.000465899378569057,2.53669607911915e-06,5.66885505473293e-05,0.0454631838775905,0.000398551731201752,0.00380483902677784,0.0416342570151404,6.85906392956145e-09,0.0782409585047509,4.88037933427709e-07,0.000389392395222115,0.532872303784664,0.0137644114373147,0.0133986924841615
"-558_2185",0.00179375070856642,0.0379162216710857,0.000151909839633473,1.66899646624072e-05,6.43511567831534e-05,0.0289148861999364,1.91816604726532e-05,8.08569285174682e-05,0.0169608748548242,1.16373308860741e-06,1.65810851378246e-05,1.6810850315486e-06,0.0335063204367376,0.00335581108882747,0.010128084843948,0.00190205117949979,2.40706905056139e-05,0.00600694947219366,1.27390077570574e-05,0.000186189951646647,0.852489201620904,0.00581357056356553,0.000636862256674507
"-813_2195",0.00321128795251514,2.2807047306201e-05,0.173333053477673,9.27103214869819e-05,0.000931211192702971,0.0360408725467765,0.000128968269904344,0.0444632563810793,0.0793394533467458,0.549917561447383,0.0512682980149303,0.0362141370662494,2.59187022836262e-08,1.2959885583229e-06,1.27308129608344e-09,9.09543771776477e-11,0.000354671956395477,0.00103891479708925,2.18472124479739e-05,0.000804985058814599,0.020064744969882,1.04947248011268e-07,0.00274979072207307
"-598_2170",4.69682855031775e-07,0.0339109916343432,0.00121038835783678,0.0176034791002417,0.274841792634995,0.00703069136786513,0.00319687010652877,0.00270599985464656,0.00244588744476672,0.000140716855605372,0.000116199638815456,0.000583360020850847,0.201574745706964,1.01430138619782e-10,3.78562548789851e-05,0.000203269085781363,2.95369282884207e-06,0.0012460745649571,0.000962315642455532,0.100458083101454,0.350526928043031,0.00115355866161901,4.73684452489231e-05
"-738_2240",0.0011370019479466,0.000382338660534699,0.0074904122180601,8.51633337114397e-07,8.26195146559299e-05,9.9096767294944e-05,0.000796582737838115,1.87790278585687e-05,0.0663535887693323,0.541544111027324,0.0796089137947563,0.191571052257765,0.0053890902004622,2.26789945957583e-12,0.0272354346853197,1.4426906515475e-08,0.00683183865450644,0.00136803890652398,2.50754643313395e-05,0.00959132079108818,0.0580232128979512,0.000136127824951759,0.00231449778898646
"-543_2215",0.00220760334271552,0.070739539511291,1.92850466033307e-05,0.00181547095948948,0.0027806081762962,0.00514580467126149,0.000601309086439763,1.23056516452532e-06,0.18393098539135,0.000114472568775254,0.000282849059216328,2.44648976800981e-05,7.46158237001125e-05,3.28004236702229e-07,0.0431964637739178,0.0267583865873457,0.000184063159642008,0.00162466779654552,6.35570282057085e-06,5.43803609830288e-05,0.649839256115276,0.00164888331177306,0.00894897608747644
"-558_2260",0.0775021196087587,0.0022841513629945,0.0130777587255069,0.0210313924771106,0.0567395422508493,0.0217037513262661,0.00843623231198115,0.013825465961394,0.039576127264294,0.0267087877132375,0.00919453676962631,0.0160707196665743,0.207114628040646,1.17180907399473e-05,0.027178476716924,0.0757465162273117,0.00530298239012618,0.00022984799216903,6.04637152533784e-05,0.101346379639036,0.23643039030925,0.00972661485867013,0.0307013965812806
"-498_2415",0.00467753064325905,0.0202579329358894,0.320223835000134,0.1164047832645,0.000119367979622957,0.0986428857977995,0.0015450583879508,0.00981172942883208,0.127548445419678,0.0144644091496326,0.00816034081392897,0.000443519920372823,8.21142786380984e-05,0.00188404471381106,0.00646744687196891,0.00530901176559108,0.00476700566268711,6.98073917895382e-05,1.31753672060086e-05,0.0100890267693627,0.209052263753707,0.0113328163750878,0.0286334483085512
"-583_2375",0.113975616578524,0.00269448132933892,0.0100227585212729,0.146181893418952,0.00183410900119451,0.224745368248283,0.00708428329812693,0.0128882768664121,0.164523979201731,0.000813677413426564,0.0123422175847777,0.000123803665805634,0.00186689054197225,0.0124819129823304,0.052229626665215,0.00616775400581305,0.00310050539412607,0.0246747593996136,0.000100986174459625,0.0228210456580064,0.131214103476555,0.0153455553432568,0.0327663952308063
"-538_2330",0.0100787276259435,0.000812953413033469,0.00131945331629569,0.0112847635857849,0.230780427503158,0.0183836939399243,0.00335003698208308,0.0120169790252688,0.0709201406683369,0.000240204808290151,0.000506005439658888,0.000511595814262865,0.0470712477644349,0.0108113525421144,0.0355292345178327,0.019400154774794,0.000531970923295673,0.00120768436082159,6.46962403835031e-05,0.0239374459449327,0.490874533277179,0.00145279970627578,0.00891389782589539
"-493_2240",0.02941535008861,0.129154645840855,0.00828142058298194,0.0115722153066137,0.0276197318237595,0.0611628821565584,0.00337340665293715,0.000317241344186798,0.146565418387273,0.000701777247633104,0.000418379846805888,0.000682263381143055,0.0259988394247238,0.00404091460064106,0.000322328990625047,0.026164937688378,3.36528320043442e-05,0.000230154293122121,0.000544988219211028,0.0135331425248986,0.505049488489143,0.00237539283220309,0.00244142744569244
"-673_2120",0.00827815663942499,0.272508199082518,0.0616840968461499,0.00141616740766065,0.0111162733391712,0.00457976873208552,0.000752004827995585,0.00463013506534476,0.000626490824364768,0.443676659763388,0.000802776150275884,0.0971444693795635,0.0164047657361832,0.0013021006166716,0.0156233181671635,0.000483512606661595,0.000157694790807803,0.0220919970607121,6.58205526330262e-05,0.00585866030014004,0.0302266196817163,9.04196589952841e-05,0.000479892770372048
"-538_2350",0.00999638144311266,0.00344797693915863,0.0110835491754709,0.0241166292908852,0.0571670737559246,0.0042307696911284,0.045344361137663,0.00442069933616767,0.0849654126890129,0.000586355448442631,0.00527690957796957,0.000532595966191039,0.0578686870620381,0.00511204711422687,0.0389784701300163,0.0248665472467316,0.0362974256968046,0.00168388521343384,0.003047123489562,0.00584301508654771,0.559270973504839,0.00633084397658177,0.00953226702809074
"-668_2285",0.0130273279334866,0.000188228309599559,0.000133662730848182,0.190198545850462,2.91527581442608e-05,0.305645999882273,0.00498495138836395,3.04560304256852e-06,0.128397171143429,6.41355204936812e-06,1.98964613290723e-06,9.38992491450782e-07,0.0314093899147972,0.0235132990382378,0.0114764145374298,4.03115906620279e-05,1.23034672816508e-08,0.116641712782729,1.74096106071414e-06,4.64988212798041e-05,0.0856278074888144,0.0554368285776435,0.0331885561935553
"-523_2435",0.00705124180960069,0.0225274683441982,0.320419724784858,0.0219203027977805,0.00736864798125349,0.0111099241882199,0.00430650472116874,0.0569756634800165,0.0694404156908135,0.00123978524013079,0.000975304696455573,0.0485038570683795,0.00540768708000079,0.0014558956381127,0.00288038487921353,0.136812940008876,0.00157907949370914,0.00820476903522906,7.57431436872402e-05,0.0473169491514394,0.147291460405683,0.0631429666217044,0.0139932837394694
"-513_2410",0.0102433575740218,0.211856543460674,0.301805626069239,0.00387090116602808,0.00108706953933739,0.0111034252897588,0.0026457567464686,0.0554198448747118,0.26276996885405,0.00618200423139223,0.0117500834984346,0.00072901774826353,1.5834181251069e-05,0.00685558476961955,0.00341551563865178,0.0079258613244455,0.00851652938232638,0.00262316054388409,9.87499719120609e-05,0.0241570672895406,0.0309534489320819,0.0355955231358294,0.000379125778078037
"-488_2285",0.016902153406856,0.0984201325918303,0.0791417580514531,0.0193509625223734,0.00781517167371152,0.0387853964590451,0.000405841602770999,3.86265604254208e-05,0.152186397427011,0.00526953217357797,0.000102370358005915,0.000290739118380748,0.00072326799192701,0.0040269424956735,0.0293522117015599,0.0257555351345637,3.54226333889786e-05,0.000334139886129371,1.27107182697676e-06,0.00253044382295239,0.502329499844951,0.0100118905159298,0.00619029295565533
"-628_2085",5.82661196778087e-05,0.0621731090215639,0.112305839911186,0.0418664410577062,0.000425345415137353,0.056591562193215,0.00035296808913511,8.98134464895372e-06,0.0268362638729654,0.43437190048511,4.78890330000389e-05,0.00673103792484336,0.00138163812543211,0.000725878019691797,0.0140632351769962,2.40521624513489e-07,7.8029369655939e-09,2.41755669427417e-05,1.44479255833785e-06,0.0967925231138617,0.142024902332081,7.61158576759079e-05,0.00314023422200999
"-793_2170",0.00224701015520837,0.000580471248030514,0.0223707709581598,0.00255508139424754,0.0011705784811221,0.0739170320732438,0.00139827403146523,0.0449790087150318,0.023366555944828,0.614502536510798,0.115914253801373,0.0098600562815098,0.000309263273900305,0.000312581804594418,0.0116582575973119,6.08072915968903e-07,0.0130616332542049,0.000216773751880554,8.19390820257096e-06,0.042543178337357,0.0110122811030868,0.000165013016746161,0.00785058628478121
"-538_2450",0.00310216577679086,1.61995651477582e-06,8.58123805733153e-05,9.81525607409423e-05,0.210195398171478,0.00964690991736636,0.00539911295291879,0.00191806445029556,0.000711931518224434,0.000750075055277347,0.0209312236853357,0.0010532282032932,0.111468198668061,0.00832603621732595,0.160434570812948,7.94954762637626e-06,0.0999698170177333,6.43906658017191e-05,0.00248806253910956,0.00133380095202619,0.361809345071044,5.21812952959448e-09,0.000204128661385986
"-783_2180",0.000444396526975376,0.00339611463970176,0.285391873324424,2.08485888931965e-08,0.00113176667355689,0.000338211605179955,1.2439362575056e-05,0.00281144165876835,0.000161632482013477,0.603891083870112,0.000952712338852585,0.0852515966155065,0.00190136827779619,0.00408914933702391,0.00037296876076765,2.18041302968586e-07,1.77177685750412e-06,0.00427235085627109,0.000117372241398639,0.000114608606946546,0.000800424373748963,0.000370674511576753,0.00417580327005537
"-578_2170",3.23999527031045e-07,0.0212109738555166,0.000251585332003921,0.0430352036394273,0.142919513504591,5.09358298418109e-06,9.41791822996547e-06,0.00627384592377702,0.00909373341881347,5.32516575551777e-07,3.51688190310819e-09,0.000323298135764023,0.0283503053099234,0.00429493744455951,6.35288123890107e-07,0.0419042905012447,1.18712857266491e-10,0.000588461894906012,4.3975229564206e-07,0.0266265841804822,0.674799011688014,5.10300851382148e-05,0.000260778392507176
