"","Integument_atp1b1b","Neural Stem Cells","Brain, Spinal Cord","Epidermis_egfl6, YSL","Pharyngeal Arch, Somite, Cardiovascular System","Epidermis_evplb","Epidermis_tnn","Tail bud","Pigment Cell","Central Nervous System","Optic Cup","Central Nervous System_ntn1b","Blood Vessel Endothelial Cell","Hatching Gland","Erythroid Lineage Cell","Notochord","Solid Lens Vesicle","Integument_pvalb8","Otic Vesicle","Central Nervous System_msx3","Musculature System","GABAergic Neuron","Leukocyte"
"-488_2420",0.0022658630634808,0.0749451323165746,0.127601963324828,0.0670572707806604,0.00105802413373157,0.11006710464331,0.00439482212521641,0.022646331412696,0.156946465744629,0.0279637221210554,0.0376590582113794,0.00399584568302986,3.46789342761515e-05,0.0180613571584202,0.0228774622568459,0.0589973026564646,0.00672440531316908,0.00126882190400222,1.29175121824041e-05,0.000331762811367822,0.239587997171876,0.00371627369167658,0.0117854170291269
"-588_2310",0.0960429017851793,0.0258743414411251,0.011162862789172,0.0940614329269379,0.000216193120964826,0.101071811626596,0.00404055812411813,0.00597516030268372,0.142378349597659,0.000119045749426665,0.000604778487741887,0.00341868338918947,0.0959575073641516,0.0161286162060578,0.0372365783821987,0.0179614959563879,2.33327154828877e-05,5.71177505992953e-05,5.04024143557906e-05,0.00269343502863652,0.273423826575119,0.0353978550422507,0.0361037132239652
"-628_2130",0.00093581814017934,0.357034070263381,0.0342217647514003,0.00100053036763424,0.344103554683815,0.000255429298677493,0.00075489530733427,0.00840019107070584,0.0180878065341715,0.0268795019601916,0.00104485289157439,0.0394519671583044,0.0389414061634578,0.000110886119647178,0.00872985498410687,0.02673078724473,9.51790802254499e-05,0.00927692595948077,0.000150612054785638,0.00055230207587146,0.0829878637393779,0.000192222291441871,6.15778595059532e-05
"-553_2240",0.000314664246138233,0.00293737382580998,0.00069244581400405,7.35604773619556e-05,0.184226393333936,0.00345138242334195,9.74950252301983e-05,5.80968338745877e-05,0.0674430535250891,2.26303605052504e-05,1.45768875438027e-05,4.51437574946285e-05,0.137271262595581,0.0092186440330544,0.0649069832839505,0.0542954016283599,1.72372135959033e-07,0.000462271251701957,4.34445407713383e-05,0.020388627512638,0.419921748976523,0.0231348788311533,0.010979748463802
"-543_2415",0.00365346850815182,0.0169082724307699,0.000266470804956849,0.00898461446713004,0.203945808969652,0.0167796569558385,0.00266647071820278,0.00160857830224517,0.0710326463222456,0.000121173420569176,2.58177861420486e-05,0.001973297963229,0.142044822472838,0.0010494425550182,0.127089799720229,0.0429676759016199,6.27375711600001e-05,0.0226288893294753,0.000769777567121551,0.00145736188930863,0.311561264328326,0.0034183651021414,0.0189835869136285
"-818_2175",0.000403403769814196,0.00168650335085982,0.022861716548702,6.49475694780147e-05,0.00739408555086075,0.0022650237632521,0.000207926703822383,0.0145040532035404,0.0040093505678458,0.765387286114437,0.0319346031480318,0.0884155706223738,0.00213247018018652,0.000322621045557905,0.00374595957823963,1.75352486072698e-10,9.94456509614252e-05,0.00978753725976025,0.000158791812702852,0.040789749248014,2.56159200642832e-06,0.0001109351340514,0.00371545741014914
"-523_2195",0.0130685572545356,0.203064923932197,0.0168518502876958,0.0334761313462349,0.0572297464023252,0.0636350659804413,0.00204144123697985,0.000669372627224986,0.0335659578793545,0.00059742257374691,0.000156430807992705,0.000297479771366328,0.0684526283235814,0.00290091249108006,0.0107074703969698,0.0372100014695234,0.000270878272470476,0.000125534499229512,1.33447708332962e-05,0.0154608285694281,0.424767907936626,0.0139405112452511,0.0014956019249118
"-653_2090",1.20461323998069e-05,0.000176641741968758,0.104849313897248,0.0831713505077362,0.0224682142667198,0.0338369291523858,0.00307825825543153,0.000716407465762723,0.000724215690435586,0.573255843003392,0.00143004422422785,0.00866338975341338,6.40948920386258e-05,0.00974272770766894,0.000106626998775631,0.0012700407920496,1.10425679536266e-05,3.56315117151565e-05,1.72097352459306e-05,0.154863145631466,0.00123935082646141,7.70176007578359e-07,0.000266705069495876
"-738_2210",0.00342961334105178,0.212908703433071,0.0949317033088268,2.43861265693164e-05,0.00841627920687398,0.0136846469465302,0.0028798390144938,0.0242876741553432,0.01805900030382,0.033048367795967,0.00115024397498974,0.464719977105296,5.4439052986209e-05,6.32484956816772e-12,0.018818239312948,2.98003655188099e-12,1.22144673875416e-06,0.0265537557420465,0.000172576351460257,0.0109867160136319,0.0445525431469259,0.0175759227928032,0.003744151418322
"-563_2250",0.00764332999638373,0.0811951036737085,0.0403243531089519,0.000602657754013866,0.0435573866759297,0.0221804991515778,0.000979929812099169,0.0446642884603159,0.175311819783146,0.00660285585255419,0.000339271908578333,0.000459655324988434,0.053787491738705,0.00962758907002259,0.00184768510656982,0.00313300602632095,0.000919297914320139,0.0313374142828357,0.000332991469442463,0.0122435371411718,0.447256964191671,0.0108135241803614,0.00483934737633207
"-573_2415",0.246589777971016,1.69627582886941e-05,0.00131911987828924,0.132699469104104,0.000659999120457341,0.191574164066618,0.00948301986732622,0.030367048395365,0.118934349557438,0.0020233558369413,0.00310043666631568,0.000609433591699995,0.0381492543494527,0.0273690912963455,0.0211583740210513,7.3295517420876e-07,0.0153188776244527,0.026888901626408,0.00760187271040581,0.0157970627803875,0.0988053946459178,4.10686769437945e-06,0.0115291943088506
"-553_2250",0.00605296451407889,0.0384558967576843,0.0586955579834241,0.000372406979370244,0.0155183379660481,0.0495427453113281,0.00379842068328827,0.000839540903253518,0.0461626300699861,0.000451959847271125,0.00164114450388113,4.68780869562069e-05,0.0808707107800757,0.0285080730570322,0.0911888673336464,0.0611354942235789,0.000651532833463507,0.0251716073653815,0.019201996841453,0.1229914825089,0.325627603262575,0.000140902436331495,0.0229332457509922
"-768_2130",0.00114176368024971,0.000861641707154309,0.0735113655993732,0.00258617127108532,0.000968216651553643,0.0401873244241417,0.0008024486579102,0.0394087244629509,0.0455630010822045,0.734736822870832,0.00206202136789814,0.0388794615923141,5.25460587458887e-06,0.00253968076919346,0.00409402949458861,0.000197898028228087,2.38682500500859e-06,0.00508791797266678,0.000165097900823108,0.00569661620096197,0.000392105715154993,0.00101544301746691,9.46061023689527e-05
"-493_2385",0.00563252693302759,0.0483332777791193,0.104620625047308,0.0600480814090418,0.00179311075518988,0.0623307510011159,0.00502571465803162,2.06671793079546e-06,0.205358971981827,0.00732894345360906,0.00169727698468586,0.00048337855653586,0.0105030897179114,5.73103323447214e-07,0.0360740368179879,0.016989007908794,7.31617699256382e-06,9.8873256653539e-05,5.93084562380861e-05,0.00461175030968563,0.419789996750501,0.00791545747115772,0.00129586475333227
"-613_2165",0.00444389104169474,0.0915573284713717,0.0764490313899907,0.00600704141262338,0.0501481001199168,0.0262977460991341,0.00919962824227191,0.00151351162427166,0.0720210770893227,0.00699056859709928,0.00239338770457765,0.00273366299071296,0.0247714436315454,3.76558117946988e-06,0.0261209228098067,0.0198430390908493,0.0010690689097883,0.00430739956500063,5.13507606676429e-05,0.161596437778911,0.369462438330509,0.042023894486866,0.000995264271888165
"-723_2225",0.00230104548567548,0.053098634119452,0.0257233706299363,0.038031530226231,0.0011143718774683,0.00699073062667574,0.00409951565379204,0.0216029366289145,3.43371744619368e-05,0.0831091098649985,0.0510271934857904,0.59759271685748,0.000572288603823388,2.25533333444057e-06,0.0439097590268652,1.75914382529145e-10,0.00171305561451825,0.0158102387049916,5.03766489060905e-06,0.000203773450685646,0.0529194436303314,1.79548048480313e-05,0.000120700358920669
"-773_2200",2.97241287899841e-08,0.00241453573541178,0.188366123209113,1.76213284833169e-13,4.91871865591819e-07,0.00029524393597775,2.36443725356614e-10,9.91145802673166e-08,6.17860559115028e-09,0.554809502957186,1.48244336812845e-07,0.245529041739469,0.00396840545155485,0.00457593564885836,9.52632585028032e-10,1.5256495296305e-15,2.31551433755618e-08,1.74820762910257e-06,1.70528226709548e-07,3.72636236184058e-05,2.18342416542726e-09,1.21999989126011e-06,7.30172513255168e-09
"-518_2240",0.126356680699242,0.00349382124877492,0.000724587678390183,0.0424586530861169,0.138362573148959,0.127645489202608,0.000113581105060216,0.0001381962938868,0.171857176347641,7.98206547597248e-06,5.90852628135356e-07,1.63873401936148e-05,0.0212873914483899,0.00436480639873334,0.00611034762202377,0.00880912920178797,3.06705823675874e-08,1.65362973078458e-05,4.92707666527441e-08,0.0831879995085901,0.262157270780415,0.0023236068196868,0.000567112912739309
"-758_2150",0.00135575763740736,2.59997331825156e-05,0.115065427882535,0.00564456202401111,0.00721905682960004,7.85371938253716e-05,0.00215060231273959,0.07181614840282,0.00473522612357762,0.648219493135651,0.0534961793152176,0.00213793602979917,0.000273638423014476,0.00279219001468507,0.0203203014221374,0.000133593472102733,0.00870391845144876,0.0126430260849482,0.00181396624229859,0.025139045563472,0.00646971882845157,6.30854928602057e-05,0.00970258938421457
"-508_2255",0.0231349467068832,0.112277554899104,0.0106333586885316,0.00251731477355057,0.0941285712994473,0.0605051206850006,0.000450313059528782,0.00234819199650355,0.18576893673626,0.000290140367239833,0.00046156834116348,0.000288298257870751,0.00714367433498881,6.24630296238381e-06,0.00757392075441172,0.0151563257964315,0.000271178966253241,0.00360319913625557,7.48753217019328e-05,0.0804384935940265,0.347808159664134,0.0422109479360821,0.00290866238166836
"-733_2230",0.00234425252428004,0.0533588847080914,0.164300745402213,0.0144405780798465,8.92367087303204e-05,0.00719207795914682,0.00235514302902666,0.00130797899847237,0.000901080736194363,0.287003791699943,0.000838831570070867,0.299457960854886,0.00568149356964167,0.00205019719873312,3.50950263904384e-08,1.78933763183975e-07,0.000282847593791868,0.0185587401107346,0.000230076770559705,0.122307426811665,0.0169523739737654,0.000259216642374508,8.68510290426157e-05
"-758_2225",5.79630128094137e-07,0.205894226127932,0.147874831331757,3.10553666175361e-07,3.49428458604785e-06,0.00281221696953023,4.81821989218373e-06,2.70188057557328e-05,2.78411367124368e-05,0.37415852441114,4.49968995692826e-06,0.257440890853838,2.78387353290952e-06,0.000302148252899128,2.397294308887e-15,4.3860459901135e-07,8.35723057012893e-08,0.00819003931772687,1.10775995748225e-06,1.45715367931666e-06,0.000511283746006712,0.00259192891191824,0.00014947679247729
"-498_2265",0.000326691333063137,0.262332864687137,0.0291838654835351,0.043383657273202,0.0441476052251013,0.0684130601883302,0.00772913372347132,0.0195709773371712,0.0680665614530524,0.00595358649013728,0.0166813533440919,0.000377637047415027,0.000161489133210436,0.00768424428267356,4.87118207911487e-06,0.0361358192448957,0.00404160613463142,0.00334113885702663,0.000834512113289107,0.00261047001278024,0.369943637852185,0.00738507131500709,0.00169014628651429
"-493_2230",0.000231694996161962,0.0405888352970687,0.0010282725582697,1.10434808604372e-05,0.0682785888137548,0.0589930850827472,8.30407892944478e-06,2.23052644160996e-07,0.151992244272842,0.000570655376942387,0.0108395847233288,0.000158158442668492,1.10980613951067e-08,2.44976180450379e-09,0.0119004196661581,0.0446899118411212,7.56686748267181e-05,1.27945587047152e-06,3.55484749071805e-07,0.0372714878624832,0.545713866423729,0.0276289580943117,1.73487727087918e-05
"-538_2290",0.00114052272262794,4.59361911152681e-05,0.00999296042339718,0.00997581116512475,0.211217872865475,0.00047310059539582,0.000413603383969738,0.00188719701604506,0.0250208909934614,0.00019880596889598,0.000194495103011521,0.000184126925024162,0.16592143391239,0.00641215286378911,0.0355697521236029,0.00330664490745153,5.7478938225244e-05,0.000367913351304891,3.62761899800937e-05,0.00438057050931511,0.510261006947288,0.000256937031254061,0.0126845098718552
"-603_2095",6.70342632775508e-05,0.221958696698617,0.186291453485949,0.00968551781543521,0.000167591096221907,0.0650387001426875,1.04195717158897e-05,1.62960438721016e-06,0.173497592628907,0.00317702764219407,4.58139377400249e-07,0.00179169899138455,0.00087553432520963,0.00706580028152447,0.00637877750685914,6.76545735805403e-09,5.83107049910187e-10,2.96531540978703e-05,1.4432421749876e-08,0.0953253416789528,0.206153535794906,0.00591979550101171,0.0165637198962978
"-613_2075",1.1631336427761e-07,0.305218234981188,0.055946868725653,0.0886421219795996,0.0173505792668523,0.0707962747025372,7.40548118364661e-05,1.87610995368948e-07,0.0792642828500514,0.0445210756469731,5.36134785611672e-05,0.0012938585345774,1.12880150136818e-05,7.42571111871171e-15,2.31182395475821e-07,3.28659491592764e-05,5.78464432496719e-10,1.6246213156069e-06,1.24284388388099e-06,0.0486167923681088,0.269037477689578,0.0191354625506001,1.74529928392995e-06
"-613_2085",0.00726549581652731,0.197845696059981,0.384326128844296,0.000422863041940658,0.0173229118378807,0.0403345818809782,0.000428766876961405,8.47179949013943e-05,0.080103530496464,0.0915208364449327,0.000460331192891313,0.00856783475582014,3.23357406009894e-06,2.12024580923136e-05,2.45470243738115e-07,4.91932358195205e-05,2.43264828678081e-05,0.00134502331082608,5.6306444930755e-06,0.0112422344576635,0.139029039075,0.00156317240077735,0.0180330036465821
"-818_2200",0.00598183233036348,0.0607258797128646,0.0135615406382735,8.16389635147189e-10,2.58957226976672e-07,0.0408806507999015,1.31841911242698e-05,0.000584576773050234,1.66205816257859e-06,0.71250526281179,0.089961992607653,0.00852804739349873,8.67848146712814e-11,5.57517734465741e-11,0.0455431066068428,6.38385826811136e-11,5.48512818496983e-05,2.18358996735172e-09,1.39457213810472e-06,8.4177172127824e-07,0.0215816278665763,7.29052404662288e-05,3.81180141526213e-07
"-818_2205",0.0117952931798772,0.00123693527411321,0.0243238844204738,0.00863908229756755,0.182816658936067,0.0360123160967389,0.0118132252304867,0.0117598553026266,0.0117582277009918,0.18524994595301,0.0267333082641958,0.383551455477903,1.14626257056016e-08,0.0123278120154201,1.64919974949706e-08,0.0144003254754078,0.0471650874735008,0.0111295296200395,0.00260268255786335,0.00290592655167122,0.0136371649587254,0.000141157513615572,9.7745081319601e-08
"-768_2230",1.93854054875166e-06,0.000486786026792401,0.0597125040878052,8.54742466080444e-11,7.7349466700401e-05,1.34404271732707e-07,1.73314044187525e-05,0.0016007418764226,0.0448091166142961,0.508282051753972,0.0911950400280239,0.256698683755104,0.00453862910555064,1.30070530061289e-09,0.0201351732004839,2.0450225386919e-14,0.00348581429089745,0.000692096400338947,3.16792405566349e-05,0.00184599705045243,0.000203686664217805,0.000225361054841153,0.00595988364810537
"-508_2390",0.0163225203560654,0.00139586373069634,0.0177285230343332,0.132564698713492,0.0974606715172254,0.16923537463282,0.00545992437356695,0.0217479437806948,0.234107796987131,0.00263612729332498,0.0051984919879451,0.00063098214369074,0.00115784252064977,0.005898606123126,0.0198838824179955,0.00178279867628675,0.00526452589196755,0.0148625287908092,2.8630775730198e-05,0.0189206759382318,0.220076238591155,0.000290354345959746,0.00734499737710331
"-488_2365",0.00214758601296134,0.0152164315659537,0.074466231569246,0.0096559120272885,0.000571741204337791,0.106176777521042,0.000410562272132327,0.00276363284318095,0.115304744026263,0.02751926366505,0.000615574575782994,2.91476734013942e-05,8.083904790596e-08,0.0137347234448221,0.0204108926849647,0.00135189667303706,0.00121223405691029,2.60727805235038e-07,1.43827045638585e-05,0.00742555694416147,0.599666366692157,0.0001189004449177,0.00118709983097225
"-818_2150",9.38656721291653e-05,0.0305520983842233,0.0523575771656781,2.51743908372319e-05,0.00022263774126425,0.00653886116842235,0.00159433549448462,0.000563568481421342,0.054735868948254,0.682097896362788,0.0883583760273186,0.00759130286139516,1.58906467582677e-05,0.000452200877851824,0.024441467579568,2.52091210218504e-05,0.00100302133975298,0.00823680888491247,0.000930661401139231,7.66337714769206e-06,0.0346883074262039,0.00342830297369491,0.00203890367373291
"-813_2165",0.000991825588064731,0.00272564457265776,0.0325501109965877,7.11112098306473e-07,0.00121151635411334,1.87087595105513e-05,0.000233049503165856,0.00920316495818242,0.000658261686256462,0.886767920844949,0.0142464372469832,0.0167054059013713,0.00011364382569215,0.00520176570355233,0.00729689142157407,4.65336043009439e-07,0.000247645424942083,0.0073291107358996,0.000286458823948384,4.3098800697132e-06,0.0136803659315479,0.000406938992766586,0.0001196464000235
"-728_2080",2.69203374879771e-06,0.0779576550631949,0.199645315397934,2.16104659374492e-11,2.81735410243075e-08,0.0474930115893359,1.55892887485815e-08,7.2158941984209e-10,9.15332181271184e-05,0.563460983310593,0.0109676689728228,0.0589464038714269,5.27755695359895e-11,5.61000956762608e-13,0.0288616008622485,1.04960192157127e-14,5.8469173611916e-12,7.59987096045771e-08,1.44619597669949e-07,3.7098335102907e-05,0.0123899092405166,0.000145862885100712,3.6317617041467e-11
