,02 NP-CT-L6b Glut,03 OB-CR Glut,05 OB-IMN GABA,06 CTX-CGE GABA,09 CNU-LGE GABA,10 LSX GABA,11 CNU-HYa GABA,12 HY GABA,13 CNU-HYa Glut,29 CB Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
3,0.00014745645021321251,0.010864292364567518,0.38984549343585967,0.008588657015934587,0.018757485970854762,0.018472985550761222,0.00017401578152203003,0.0005096313427202404,0.00016973002711893063,0.0018355545529630036,0.04742409512400627,0.12154689729213715,0.020614350307732822,0.0010688368580304088,0.023096382804214954
4,0.00016763894600444474,0.0007986164389876649,0.0003514881231239997,0.0028887172928079964,0.00021420974953798578,0.0002065055938146543,7.11444390617544e-05,0.00011615120238275268,0.0002874679907108657,0.00014688674709759653,0.004719895357266068,0.0007990783837158233,3.2327775597572326,0.0013211484882049264,0.0006031681259628385
5,0.003263662464451045,0.01187646109610796,0.6157123267650604,0.01280745337717235,0.0162884128279984,0.10450466312468051,0.0006353927135933191,0.007025667745620012,0.0011774172948207707,0.0036889706621877853,5.068765759468079,0.057870196364820006,0.07127732932567596,0.001772981375688687,0.0025429864530451597
6,0.014068986708298327,0.030999222584068776,9.157956647872926,0.45165613293647766,0.08555767387151718,0.23373707830905915,0.020868709217756985,0.022263992112129927,0.013064019195735455,0.061200360767543316,3.7538058280944826,0.14284103065729142,0.7131692498922348,0.008811509096994996,0.014521098555997014
7,0.005107897100970149,0.11102069243788719,1.5649748027324677,0.17897279635071756,0.005821496434509754,0.22931957915425302,0.015765909105539322,0.005327006545849144,0.0052077033091336485,0.010266223875805737,0.22542152553796768,0.022136858291924,3.1232385993003846,0.30310158878564836,0.012809664197266101
8,0.008015170134603978,1.0538256466388702,1.9285972714424133,0.2171466700732708,0.06124348938465119,0.02231925819069147,0.004462618636898697,0.012275748327374459,0.004706693440675735,0.03777237962931395,0.18266978710889817,0.03034230414777994,4.539934206008911,0.003856460191309452,0.010150043480098249
9,0.004349762154743075,0.01009469055570662,0.06413881853222847,0.09565886035561562,0.008243082463741303,0.006124028703197837,0.0010616871004458517,0.0036204675445333126,0.0039101531147025526,0.0035549061140045524,0.385040882229805,0.023977664299309254,5.6615519523620605,0.0016714011901058257,0.0015511949604842812
10,0.005684273689985276,0.011721384339034557,0.0004781089068274014,0.001754445000551641,0.0006351697025820613,0.002849749359302223,0.001113498565973714,0.0011082108947448432,0.004357213899493217,0.003702488145790994,0.0048656482482329014,0.002207917836494744,2.2148878931999207,3.9414655327796937,0.04045081976801157
20,6.571950798388571e-05,0.0005027272913139313,0.00013442688941722736,0.00013678626710316165,0.00012205481980345213,6.242401177587453e-05,4.579110300255707e-05,0.00013903825383749792,0.00011538561666384341,4.939396967529319e-05,0.00044023985974490644,0.0003962767717894167,0.005011461023241281,1.5349954605102538,0.0008321712142787875
21,0.004816110339015723,0.07443304359912872,1.5083653807640076,0.08130431659519673,0.01672763330861926,0.1044372271746397,0.0031936289160512388,0.007816013996489346,0.0045467067509889604,0.008251344645395875,1.3859224140644073,0.03266917280852795,2.995662569999695,0.12240363620221614,0.010643905121833087
