"","05 OB-IMN GABA","30 Astro-Epen","03 OB-CR Glut","34 Immune","33 Vascular","31 OPC-Oligo","32 OEC","06 CTX-CGE GABA","29 CB Glut","09 CNU-LGE GABA","12 HY GABA","10 LSX GABA","02 NP-CT-L6b Glut","11 CNU-HYa GABA","13 CNU-HYa Glut"
"3",0.00478108879318092,0.0158560477231179,0.000748808736981796,0.00901175860271069,0.0468630298070493,1.46836545589837e-06,0.48143916314126,0.0440112044646662,0.0292027687543954,0.0597793752141915,0.00063283001777588,0.00298695571013036,0.0555518839958462,9.36015631562565e-08,0.249133523071675
"4",0.0552499535203044,0.00244768349578322,6.54423184198256e-09,6.3393093993333e-05,0.00343720195859912,0.00674121775719982,0.00735080910286511,1.3559763221401e-05,0.287288313503808,0.00183269578736088,0.354400593541182,0.266953128956267,0.000648737863095149,4.68097054485056e-06,0.0135680241415439
"5",0.00240994501422549,0.460623922874689,3.42014156403767e-07,0.00214010472669977,0.0192628649588047,0.0168748089700973,0.00578622053425053,0.0394088895440173,0.205338202337972,0.00485938040053122,0.0509989443717635,0.178516401033384,0.000371361659031591,1.03987657571677e-05,0.01339821279462
"6",0.148213731438587,0.068998840490346,1.17340895370647e-06,0.0122867375650362,0.0127856946189897,0.0332467871530249,0.0146199858502525,0.0287691692021333,0.104542995030705,0.159458497246251,0.10273155668634,0.309655788687356,0.000831261051554344,0.00243634242970919,0.00142143914076162
"7",0.185877968143515,0.0347472617861015,0.00175160154989591,0.0224302311805971,0.00310230556740695,0.00303534634591371,0.0921912166671476,0.144989884889205,0.101343857737181,0.0641858571652959,0.0032478155740799,0.117611826049225,0.0634551149103489,0.0749002997162117,0.087129412717875
"8",0.000136381158174273,1.52828037123526e-05,0.096661059829076,0.0002361881238334,4.35826748886542e-05,3.4581976209458e-05,0.283754632289348,0.000244181269894521,0.134155921952981,0.0381881991898841,0.0716996188106596,0.067583204965988,0.121514647726798,0.000500952435684708,0.185231564792868
"9",0.0112540221531574,0.0607032088807502,2.87661959538617e-05,0.00141366600954833,0.0120150880279661,1.14859226615549e-05,0.393634786206346,0.0100723941128806,0.0598671481610528,0.0574688886144053,0.0286175672669239,0.0503664330041665,0.13164001476933,0.00114138209690931,0.181765148577948
"10",1.81866757855548e-07,0.00265981243525863,4.82899206007511e-05,0.0722426909814915,0.377245961398536,4.48382392160595e-08,0.177237998583779,8.43283615784662e-07,0.236705436444514,1.18513723828755e-07,0.0651005566344522,0.00531513789834577,0.0164110587249973,3.72962155980581e-07,0.0470314955135327
"20",2.29094886169138e-06,1.40952653413948e-08,0.00050936937863488,0.0115372414947798,0.80189284462332,0.0262302530570366,0.0844340236610706,0.0118166300300806,0.000150283141462658,0.000237860258939157,0.0305409141234922,0.00115721575112644,0.0172057875775978,1.24044023323365e-06,0.014284031418099
"21",0.0248906541566206,0.206285383519103,4.9361723154658e-05,0.0540571717127792,0.0124143118448938,0.00944251564613822,0.0540352162436722,0.00501282885881964,0.0788795173516098,0.057092885627163,0.0748102455554074,0.258139465604099,0.0195561822317123,0.00495428322978057,0.140379976695047
