"","05 OB-IMN GABA","30 Astro-Epen","03 OB-CR Glut","34 Immune","33 Vascular","31 OPC-Oligo","32 OEC","06 CTX-CGE GABA","29 CB Glut","09 CNU-LGE GABA","12 HY GABA","10 LSX GABA","02 NP-CT-L6b Glut","11 CNU-HYa GABA","13 CNU-HYa Glut"
"3",0.00216226447477349,0.0127979535002845,6.90254363277518e-10,0.100624910026923,0.0161089259058925,0.102440055663313,0.00241831803942047,0.0417544368941205,0.219273189962558,0.100412442876211,0.0266592293391291,0.259021551747298,0.0678501388969184,0.00482938745186599,0.0436471945310382
"4",0.00246400580589366,0.0152298591420177,0.000700617024149599,0.00882119720497042,0.0466843882827416,2.19769192948556e-06,0.485027901244615,0.0441728621575259,0.0285517734506876,0.0622171625435623,0.00053558848146219,0.00527946820031212,0.047446068917311,5.394794414047e-08,0.252866855904878
"5",0.00735978591915491,0.457796485623917,4.40826191585645e-06,0.00205612406280439,0.00552402967170188,0.0253664290346309,0.00323713270170493,0.00249480097559461,0.160279603974379,0.0033275328120652,0.128351012594914,0.192527457159905,0.000324196998912602,1.93329939643668e-05,0.0113316672144353
"6",0.132358701926963,0.0648735371554196,3.96478960168547e-07,0.00955961029614711,0.0180132524256367,0.0278222688380679,0.0178698073146804,0.03385334992135,0.13738494682763,0.138930959803095,0.107566533701107,0.307121709542609,0.000906689921144008,0.00171197869543953,0.00202625715175142
"7",0.101391076105298,0.000545385456433819,0.00155972282415043,0.0180451344205601,0.0284905497687074,0.00221657821036338,0.168299500178173,0.0270348752733943,0.0981012612268672,0.106928931338538,0.00942951932002453,0.17286687824217,0.110921487996669,0.0192464457835122,0.134922653855138
"8",0.0226262457597036,0.00171311553747244,0.0550269437400672,0.0184196482531658,0.000118477536540876,0.000367681505366406,0.202612435202317,0.0762417232983177,0.108664818498146,0.097456557532178,0.0537687240699837,0.101493318809564,0.111058607674655,0.0396377554977067,0.110793947084816
"9",0.0111065089845866,0.0605863732416881,3.03607551677038e-05,0.00138819453805752,0.0119263812113721,1.05931639981451e-05,0.391304291783498,0.00986674580194738,0.0601823551000912,0.057548954356945,0.0285221753780716,0.0499973482811436,0.134520416520437,0.00112083159474625,0.18188846928825
"10",3.26301107073605e-07,0.00235032578678341,8.62487194296827e-05,0.0849756271765193,0.365942022474216,4.9641819702547e-08,0.168621814673001,1.47093071526834e-06,0.234166183054878,2.43563444176974e-07,0.0700830680050138,0.00467500484812648,0.0200671376290709,9.42631348652537e-06,0.0490210508823889
"20",7.38524880842618e-09,2.66753751373819e-10,7.40523562271022e-08,0.000133022009212958,0.871386513362897,0.0295919672384955,0.0664832593592107,0.00018238618459463,4.58771866200094e-10,0.000850414326912381,0.00977347337193368,1.66998994295466e-06,0.0160607398826223,3.22655947764818e-07,0.00553614945509937
"21",0.055072948420947,0.0730923860459515,0.0011320709757469,0.0627508764308749,0.0425561522981731,0.0340505462932349,0.127750983727073,0.00630876349864702,0.0556384632991918,0.0715133295083782,0.0382097860817776,0.271878508515699,0.0422059310711067,0.00281192104934752,0.115027332783851
