"","cell_ID","05 OB-IMN GABA","30 Astro-Epen","03 OB-CR Glut","34 Immune","33 Vascular","31 OPC-Oligo","32 OEC","06 CTX-CGE GABA","29 CB Glut","09 CNU-LGE GABA","12 HY GABA","10 LSX GABA","02 NP-CT-L6b Glut","11 CNU-HYa GABA","13 CNU-HYa Glut"
"1","3",0,0,0,0.173804942429395,0,0,0,0,0.262458282528318,0,0,0,0.563736775042287,0,0
"2","4",0,0,0,0,0,0,0.849630169591798,0.150369830408203,0,0,0,0,0,0,0
"3","5",0,0.56807345564051,0,0,0,0,0,0,0.35633380201498,0,0.0755927423445105,0,0,0,0
"4","6",0,0.107998609017893,0,0,0,0,0.106408596107985,0,0.441319133911342,0.101609049213926,0,2.83084059601276e-06,0.242661780908258,0,0
"5","7",0,0,0,0.0415865809363552,0,0,0.370248903870865,0.240382822317124,0.347259195973503,0,2.85565309951261e-05,0,0,0,0.000493940371157838
"6","8",0,0.0912426241501228,0,0,0,0,0.0744859256585846,0,0.106600066537319,0.136848873928731,4.04460444125132e-14,0,0.393745186927686,0,0.197077322797516
"7","9",0,0.200596893902493,0,0,0,0,0.0399319139862313,0,0,0,0,0,0.759471192111276,0,0
"8","10",0,0,0,0.00786516969561049,0.612713115600988,0,0.379342987351471,0,6.53691136309652e-06,0,8.15138232817282e-07,4.77350118946514e-19,7.12298845546528e-05,1.45417780124007e-07,0
"9","20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10","21",0,0.13038676859987,0,0.0642974865849826,1.24173976900742e-06,0,0.35465466194095,0.213493309653815,0,0,0.126625247707947,0.110541283772665,0,0,0
"11","22",0,0.816664214981052,0,0,0,0,0,0,0.183335785018948,0,0,-1.20266797772425e-20,-3.95512805601057e-18,0,0
"12","23",0,0,0,0,0.11206170313984,0,0.0870792035883927,0.0470599559681678,0.35143014509795,1.08927721747456e-07,0.135270688737105,0,0,0.163238907236474,0.103859287304349
"13","24",0,0.935953901270634,0,0,0,0,0,0,0.0636649350018075,0,0,0.000294514492089799,8.66492354689245e-05,0,0
"14","25",0,0,0,0.0761953731946745,0,0,0.171438239423171,0.0653251103540472,0.0714347387205213,0,0.0386417401830782,0,0.545955790200105,0.031009007924403,0
"15","26",0,0.072727178454334,0,0.095279116840459,0,0.141563841523205,0,0.112660290823925,5.10314649346752e-05,0,0.0411764165822688,0.536442671635195,9.94526756792237e-05,0,0
"16","27",0,0.0152875929129047,0,0,0.497933489516446,0,0,0.193748940442977,0,0,-2.10986173078509e-18,0,0,0,0.293029977127673
"17","28",0,0,0.665652788044521,0,0.286244531332775,0,0,0,0.00992221559451158,0,0,0.0381804650281918,0,0,0
"18","29",0,0,0,6.96851777302434e-06,0.999923477002497,0,0,6.95544797301569e-05,0,0,0,0,0,0,0
"19","40",0,0.221437174827893,0,0,0,0,0,0,0.778562825172107,0,0,0,0,0,0
"20","41",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"21","42",0,0,0,0,0.998589762181349,0,0,0,0,0,0,0,0,0.00141023781865061,0
"22","43",0,0,0,0,0,0,0.563937442436203,0,0.357229821228435,0,0.0788327363353611,0,0,0,0
"23","44",0,0,0,0,0,0,0.551627790287851,0,0.448259956871728,0,0,0.000112252840421588,0,0,0
"24","45",0.746245331000292,0.251785084457211,0,0,0,0,0,0,0.00034913722098372,0,0,0,0,0.00162044732151277,0
"25","47",0.636582066921715,0,0,0,0,0,0,0,0.293554672972849,0,0,0,0,0.0698632601054351,0
"26","48",0.545886716935304,0,0,0,0,0,0,1.76770894822325e-19,0,0.454088014043549,0,0,0,2.52690211479855e-05,0
"27","49",0,0,0,0,2.09979084583324e-05,0,0,0.596910720482971,0.184383360542201,0,0,0,0,0.21868492106637,0
"28","50",0,0.0583674671427993,0,0,0.0842928103920289,0.0670384202438806,0.112394885112509,0,0.129274374774533,0,0,0,0.474289182771818,0.0743428595624312,0
"29","51",0,0,0,0,0.172099487495341,0,-6.85986352017591e-19,0.119030179005714,0.478566772424483,0.197635342846176,0,0,0,0.0326682182282844,0
"30","52",0,0,0.80386478612553,0,0,0,0,0,0,0,0.19613521387447,0,0,0,0
"31","53",0,0,0,0,0,0,1,0,0,0,0,0,-1.64693273915358e-20,0,6.72145602984631e-20
"32","55",0,0,0,0,0.92350674317941,0,0,0.0183369604852829,0.0568379474650938,0,0,0,0,0.00131834887021357,0
"33","58",0.488760847160127,0,0,0,0,-6.77987435947355e-25,0,0,0,0,0,0,0,0.511239152839873,0
"34","75",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"35","76",0,0.133654643675526,0,0.0384770503931208,0.0705727832747535,0,0.391319042491901,0.295891103881113,0.0700853113799126,0,0,0,3.27741684810717e-08,0,3.21295056207983e-08
"36","77",0,0,0,0.0395013756524461,0,0,0.461114298910518,-3.22585150826091e-19,0.322904574247385,0.107268167227883,0,0,-3.41242427820396e-18,0,0.0692115839617681
"37","78",0,0.307991449845859,0,0,0,0,0,0.106318644800793,0.285242616277243,2.5448174266479e-19,0,0.0460607297721469,0.245726297439554,0.0086602618644044,0
"38","79",0,0,0,0,0,0,0,0,0.119954822426422,0,0,0.817950762056413,0.0620944155171648,0,0
"39","80",0.293510128900028,0.0872061431275316,0,0,0.0650834913554106,0,0,0.157366127745475,0.112965760430137,0,0.283154408407828,0,0,0.000713940033590273,0
"40","81",0.079833462677525,0.107162755267172,0,0,0,0,0,1.71665303732845e-06,0.298949918238816,0,0.247756650454221,0,0,0.266295496709229,0
"41","82",0.240123624734449,0,0.0935865645031696,0,0,0,0,0,0.521335202119062,0,0.0225356494486216,0,0,0.122418959194697,0
"42","83",0,0.547258464608936,0,0,0,0,0,0,0.407425692240836,0,0,0.0453158431502279,0,0,0
"43","84",0.163121801130155,0.0436894116880932,0,0,0,0,0,0.0491791389715318,0.290772051324178,0.129450716479549,0,0,0.132102574546797,0.191684305859696,0
"44","85",0,0.304160929789588,0.00085256831627326,0,0,0,0,0,0.117837381843991,0,0.0700325828478553,0.34752975274961,0,0.159586784452683,0
"45","86",0,0.0188173969382492,0,0,0,0,0,0.255272732293542,0.125869046478867,0.409156283878025,0,0,0,0.190884540411317,0
"46","87",0.118119515133779,0,0,0.182284712151689,0,0,0,2.56477236442441e-05,0.406926335763311,0.000185091748792828,0,0,0,0.292458697478783,0
"47","88",0,0,0.0352390292722783,0,0,0.00202682123757995,0,0,0.269015915692568,0,0,0.693718233797574,0,0,0
"48","89",0.00390248311444615,0,0.152188593582546,0.0206081202874973,-2.19240014505191e-18,0.304572774811659,0,0.518728028203851,0,0,0,0,0,0,0
"49","90",0,0.746283312331885,0,0,0,0,0,0,0.253716687668115,0,0,0,0,0,0
"50","94",0,0,0,0,0,0,0.27389199389449,0,0.061263936479037,0,0,0.21340538619593,0.445392282602808,0.00604640082773497,0
"51","96",0,0.184204643915966,0,0,0,0,3.25583421075284e-19,0.366744372955585,0.229529203880043,0,0.0492893644362554,0.169720559201547,0.000511855610603655,0,0
"52","97",0,0,0,0,0.0855054552893525,0,0.183008821773983,0.0753557539382737,0.0554705760603897,0,0,0,0.600659392938002,0,9.35756611524615e-20
"53","118",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54","120",0,0,0,0,0,0.0329892651376029,0.359802253912422,0,0.542683394481399,0.000525828583691257,0,0,0,0.0639992578848851,1.83615329411787e-20
"55","121",0.244219151547289,0,0,0,0,0,0,1.07843122801832e-22,0.0960338006361096,0.121612261963927,0,0,0,0.538134785852674,0
"56","122",0.267526289484096,0,0,0,0,0,0,0,0.67266816507219,0.0597954776235128,0,1.00678202017443e-05,0,0,0
"57","123",0,0.0838098898809593,0,0,0,0,0.356624827454895,0.284911857399127,0.0697135055969171,0,0.151961586724936,0,0,0.0529759109667676,2.4219763968905e-06
"58","124",0,0,0.303968479062239,0.161648864724905,0,0,0,0,1.14845061299104e-19,0,0,0.534382656212856,0,2.15140285933478e-20,0
"59","125",0.429841718340405,0,0.13496053871315,0,0,0,0,0,0.386769272404644,0,0,0.000224860400718695,0,0.0482036101410819,0
"60","126",0,0.644347958737678,0,0,0.150602530583934,0,0,0,0,0,0,0,0.205049510678389,0,0
"61","127",0,0,0.171953612694413,0.0797713872029634,0,0,0,0.232684812372275,0.0178778229360655,0,0,0.497712364794283,0,0,0
"62","128",0,0.07303119080581,0,0,0,0,0,0.399707373649527,0.36782958355149,0,0.114606143647086,0.0448257083460868,0,0,0
"63","129",0.105871448181111,0.0339948914448434,0,0,0,0,0,0.024115629290567,0.335621658184429,0.00924854739104968,0,0,0.139655624421693,0.351492201086306,0
"64","130",0,0,0,0,0.823987709423627,0,0.160629580216813,0,0.0153827103595593,0,0,0,0,-6.75239548213824e-19,0
"65","131",0,0.0727105964785111,0,0,0,0,0,0,0.774341033144864,0,0.152948370376624,0,0,0,0
"66","132",0,0.589475028093256,0,0,0,0,0,0,0.000159979079928547,0,0.137358224670443,0.273006768156373,0,0,0
"67","133",0.12860056748577,0,0.568192986797967,0,0,0,0,0,0.169623045062493,0.00151713352847464,0.0550069834392001,0,0,0.0770592836860951,0
"68","134",0,0.324864045782242,0,0,0,0,0,0.553503944960853,0,0,0.121371683900849,0.000260325356055585,0,0,0
"69","135",0,0,0.628466894514717,0,0,0,0,0,0.371059915509829,0,0,0.000473189975454082,0,0,0
"70","137",0,0,0,0,0.930513681171932,0,0,0,-5.21145597403888e-20,0.0614227567085113,0.00385564477428439,-2.21783013672126e-18,0,0.00420791734527236,0
"71","138",0,0.000866281953303859,0,0,0.0364622895300883,0,0.405089885461692,0.0476718092716765,0.497243683456614,0.0125354405207124,0,4.17375408622031e-05,0,0,8.88722650511718e-05
"72","140",0,0.740857172697903,0,0,0.0318767316624048,0,-8.8765052183361e-19,0,0,0,0.127408177721422,0.0998579179182706,0,0,0
"73","141",0,0,0.0744262781506934,0.0447829941888901,0,0.24309851838964,0,0,5.89876435431083e-05,0,0.0903064752812223,0.547326746346011,0,0,0
"74","143",0,0,0,0,0,0,0.41069470982988,0.0278978083332604,0.0330714043187402,0,0,0,0.528336077518119,0,0
"75","147",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
