"","05 OB-IMN GABA","30 Astro-Epen","03 OB-CR Glut","34 Immune","33 Vascular","31 OPC-Oligo","32 OEC","06 CTX-CGE GABA","29 CB Glut","09 CNU-LGE GABA","12 HY GABA","10 LSX GABA","02 NP-CT-L6b Glut","11 CNU-HYa GABA","13 CNU-HYa Glut"
"122",0.062957039626908,0.000577424726792701,0.223217029430812,0.00168894600447594,0.110313337582842,0.0107794782000746,1.20165541465263e-05,0.160112352293667,0.0893648950504963,0.0335918104635207,0.0333371229339523,0.255706169313947,3.51196028886954e-05,0.0182891226612046,1.81355542718893e-05
"123",0.0406633513923259,0.293898356736728,0.120510322459581,0.199888203042592,0.0110515708701194,0.00287483172600859,0.0023371369209697,0.0128565204031288,0.0689131867538191,0.0166233265376611,0.0142083596051306,0.212873876073025,0.000766539838596294,0.00177972820423305,0.000754689436081425
"124",0.0494011517452413,0.0738180744984324,0.0416448277065486,0.131933523463968,0.000670393794871648,0.335060137607886,0.00241047868889565,0.0266647523657066,0.0285585934980445,0.0152544580340176,0.0524311959296348,0.230445880787171,0.00353102401940983,0.00794928170701375,0.000226226153157858
"125",0.0262126640190026,0.00309553892221693,0.706871380221507,0.0134181227233065,0.00146824704963776,0.000547498588783951,0.000156508594544113,0.0625052472716346,0.000115428471044115,0.0651693834525718,0.0596000832539056,0.000277034893626367,3.96324759995447e-05,0.0605092580109018,1.39720513171186e-05
"126",3.41534306501746e-06,1.8833029590729e-05,0.89543393488762,0.104204705849391,1.19877787632029e-05,4.8077863115625e-06,6.72920105706666e-07,3.57397409173593e-07,2.13000820071604e-06,6.32121695822394e-07,1.01652778881398e-05,2.67686194103773e-05,1.12153890819342e-10,0.000111007190430759,0.000170581677964111
"127",0.170782668265736,0.0569689104260329,0.0580596130992603,0.000143101829034498,0.0727030596644434,0.0153930096241679,2.39282191232214e-07,3.63832488605993e-06,3.09591204387206e-08,0.225834111995294,0.389715962571671,0.00341590346907196,2.27044383662529e-07,0.00675751652917707,0.000222006915530155
"128",0.190734293310574,0.0382023670183921,0.125482219563441,0.0299469219323828,0.0266933759408882,0.0163162690775456,0.00130641351891452,0.0419928406820187,0.0742964469574558,0.103751679961632,0.122532733257626,0.223518537750231,0.000840398793254876,0.00401211880694873,0.000373383428694772
"129",0.253326433359726,0.0416544241057815,0.467231651448122,0.0751893511819841,0.0545270027234231,0.00814426289502658,0.000165003472052248,0.0254509584650272,0.000286910713969483,0.0334313784279473,0.0227361393918059,0.0132900080212641,2.32606921676944e-05,0.00453792987383083,5.285227872194e-06
"130",0.208389943474917,0.00371062429980348,1.84104292252597e-08,0.000393333916247358,0.000515126660058886,0.00441559940770693,0.00109035233751999,0.0585206407855061,0.271259043756969,0.0572122493849929,0.0214759144310056,0.35886084052232,0.00190377712446413,0.00715567332308068,0.00509686216497821
"131",0.0388286231256721,0.00874955560081603,0.197916548922816,0.150735730487864,0.170597970474975,0.0107827423311918,0.0221371090286441,0.00028258122162185,0.0477690997134577,0.126306373553177,0.112340675954049,0.080890065118362,0.00828170763083826,0.00170592113682094,0.0226752956996936
"132",0.01615372987215,5.69458746084806e-05,0.836423930852554,0.00574377842446587,1.37942522595766e-06,0.000852839151250059,1.02598931591568e-09,0.09816122660481,0.00203754096381365,0.00424527029562039,0.00875054005599998,0.000551245438197928,4.02903706909007e-06,0.0270173339582841,2.09019961047956e-07
"133",0.323339804071119,5.05333309323116e-05,0.0137300316133156,0.000785790019404681,0.230350863435829,0.000945816616684965,4.9483257930105e-07,0.0193205816189976,0.00774526161849919,0.0806933968541484,0.186221227663266,0.120598547172686,1.82742810390949e-05,0.016193502698434,5.87417306477194e-06
