,02 NP-CT-L6b Glut,03 OB-CR Glut,05 OB-IMN GABA,06 CTX-CGE GABA,09 CNU-LGE GABA,10 LSX GABA,11 CNU-HYa GABA,12 HY GABA,13 CNU-HYa Glut,29 CB Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
4,0.009475242579355836,0.024295809119939803,1.87206689119339,0.07456007301807403,0.019809902645647526,0.025350501108914614,0.005748792178928853,0.011175068374723197,0.005179851991124451,0.011979890102520586,19.62787446975708,0.7278499573469162,0.09764393419027328,0.020022541750222445,0.11272533424198627
5,0.07940151244401931,0.5199702620506287,38.622178077697754,0.23761043921113015,0.20628725290298464,0.16194776743650435,0.07819215431809426,0.07394237592816352,0.03965414687991142,0.06672822944819927,14.972591495513916,1.141096580028534,4.570646357536316,0.09610672667622566,0.208164282143116
6,0.09753928743302823,2.582193601131439,30.197031784057618,0.30755744874477386,0.18387586548924448,0.3571214243769646,0.11562279760837554,0.11975755728781223,0.07183950170874595,0.18918836563825608,9.46928858757019,0.7545082569122314,13.766434717178345,2.524314796924591,0.206814094632864
7,0.06868202202022076,11.372196483612061,14.419059944152831,0.19690253660082818,0.12261121310293675,0.1220245648175478,0.059017718955874446,0.06896890886127949,0.043094131909310815,0.0902370773255825,1.4379577696323396,0.17161208093166352,21.82115058898926,0.07737487852573395,0.08057575076818467
8,0.011063772439956666,0.01726731928065419,0.0035693477489985525,0.0053403648314997556,0.0031850883387960494,0.0036281714332289995,0.002701260766480118,0.0031239468604326247,0.02033524848520756,0.009175922954455018,1.6381045162677765,0.05066479779779911,28.26612138748169,0.014662020048126579,0.017207007296383383
9,0.0020880945841781798,0.026013295352458953,2.2463376402854918,0.023063605278730394,0.004299306985922158,0.003762380778789521,0.0017006314767058941,0.002931696898303926,0.002372015651781112,0.0033806421211920678,0.014723665406927466,0.00802450329065323,10.663495779037476,0.008685184270143509,0.005140442331321537
10,0.00299581668805331,0.03627664856612682,0.0032679266761988404,0.002468039351515472,0.0010045189177617432,0.0019859483814798295,0.001184585044393316,0.0016304317221511155,0.0016960333625320346,0.0020118046551942824,0.02658263528719545,0.007128137699328363,0.9995799511671066,9.510946226119994,0.056489718891680245
19,0.0007487980619771406,0.0008788736042333767,0.0013405998586677014,0.0007860683021135628,0.00036481764691416175,0.00029043906106380747,0.0001955477840965614,0.0005638454022118822,0.0004983165767043829,0.0005114066472742707,0.0032808082178235054,0.0019008314353413881,0.02394354334101081,5.716921019554138,0.017813202645629644
20,0.029059283528476955,1.7259112536907195,14.643009519577026,0.05801480002701283,0.05468636993318796,0.04395026583224535,0.022675021830946208,0.03152039628475905,0.034756730869412424,0.0492151690647006,0.19098028689622878,0.09408724755048753,15.133077716827392,1.7322808921337127,0.054461415670812134
21,0.0202072000131011,0.06697220094501972,1.6194304823875427,0.1303447425365448,0.026372950151562692,0.04503588322550059,0.016370455827564002,0.01846713833510876,0.015663630980998277,0.021667538583278655,18.391273307800294,0.7449122190475463,14.476789903640746,0.03992854785174131,0.1502428613603115
22,0.042928072437644,0.6652196556329727,25.842888641357423,0.0771948255598545,0.10438386164605618,0.05534681435674429,0.04120965488255024,0.04543483834713698,0.02550809467211366,0.05044857934117317,0.16328755170106887,0.11730248481035233,20.87192087173462,0.061144746094942096,0.043443010188639164
23,0.0073440809501335025,0.5020422667264939,7.427806544303894,0.023046908993273975,0.015012321528047323,0.09651348851621151,0.025386468693614005,0.012187018897384405,0.00716372667811811,0.014380152709782124,2.174278736114502,0.11775026097893715,5.110546278953552,0.026126880198717117,0.019890541210770607
24,0.013334556901827456,0.44053397327661514,11.512109231948852,0.05130953546613455,0.05745411273092032,0.020331245195120574,0.007173668523319066,0.008879429148510098,0.005936130275949835,0.01443344196304679,1.3324998915195465,0.07126854434609413,3.126802611351013,0.0492849100381136,0.02294620331376791
25,0.014614984346553684,1.3175323843955993,5.733929324150085,0.14622642174363137,0.029669001791626216,0.20369078740477561,0.010947480471804738,0.014010475715622306,0.008361729653552174,0.03455161657184363,6.563477110862732,1.1933490991592408,2.335059332847595,0.36930141746997835,0.38063895106315615
26,0.0009855093550868333,0.10521873012185097,2.44469838142395,0.14197701066732407,0.006860432238318026,0.002492766606155783,0.0015416652546264233,0.0012507100880611687,0.00045006220752839,0.001164622063515708,0.527383628487587,0.011304276622831821,0.06363245658576488,0.011468853941187263,0.007820590818300843
27,0.0007071457628626377,0.017717118188738824,0.002667446667328477,0.0006886637129355223,0.000918719795299694,0.0004369167902041227,0.0003363008669111878,0.0009212773729814216,0.0007477809966076166,0.0007177784689702094,0.02213258231058717,0.00218454817077145,6.628708529472351,0.006211651209741831,0.001887037541018799
28,0.00593427810817957,0.0050281665055081255,0.003129743004683405,0.0037976013147272172,0.002641420823056251,0.0027271706610918047,0.002047750970814377,0.0029518152237869803,0.004087324719876051,0.0044978230725973845,0.021798375248908996,0.00607980415225029,0.27462794035673144,19.41736183166504,0.15458376780152322
29,0.002262204582802951,0.0010549613798502833,0.003187028970569372,0.00442028664983809,0.0017343759129289538,0.001216620992636308,0.0025459881871938705,0.0008182938006939367,0.0011400363640859724,0.0005686419230187312,0.0023564964998513465,0.0015835645725019276,0.008362374827265739,1.4541662633419037,0.007872348674573005
40,0.0014133999648038298,0.005556850903667509,0.0018245349638164043,0.0016761441947892308,0.0006957297533517704,0.0006766140926629305,0.0008018683845875784,0.000651906244456768,0.001532195508480072,0.0012293057632632553,0.4835053324699402,0.00491629398893565,4.4335476636886595,1.6578356266021728,0.00752020007930696
41,0.003033874707762152,0.0015828969364520163,0.0030946276732720436,0.0016235709423199297,0.001111779868369922,0.0010167305765207857,0.0049135099397972235,0.0016564692719839515,0.0020235686912201344,0.0015705307712778449,0.020846212282776833,0.0059324815869331365,2.6502177476882935,5.9867747068405155,0.06173670627176762
42,0.0051146874204278,0.010931553272530438,6.849488830566406,0.03890863228589297,0.008144146669656039,0.0036531222518533467,0.0012769468768965453,0.0031546631711535157,0.004391939775086939,0.004533540923148394,0.016921755112707614,0.010284052649512886,3.8449585914611815,0.02491404488682747,0.005634880904108286
46,0.0019570167874917387,1.1636255502700805,2.038915252685547,0.0077599661191925405,0.004594926093704999,0.004717372846789658,0.001481668942142278,0.0019946461077779533,0.0008898665721062571,0.0016608594218268991,5.051247239112854,0.11176428310573101,0.13398597165942192,0.34850454926490787,0.027250154316425322
47,0.0017493439372628927,1.2591037631034852,6.049625325202942,0.010014340933412315,0.036941956542432305,0.009720590570941568,0.002662979776505381,0.00413671366404742,0.0014123396307695658,0.0017437360424082727,0.04715213514864445,0.01669238591566682,0.005564712546765805,0.008897340018302202,0.0032996840775012973
48,0.020830212347209453,0.03996130768209696,0.030655075423419477,0.132899459451437,0.02792338449507952,0.03109487434849143,0.0143494610209018,0.01732780858874321,0.012158410763368011,0.019980962667614222,20.428060626983644,1.0697232007980346,1.399441808462143,9.827014875411987,0.216040950268507
49,0.013393541192635893,0.06345493104308844,5.9031894445419315,0.015447406983003021,0.010358386440202594,0.006950329872779548,0.0030959039460867646,0.007407665625214577,0.0057232604362070566,0.00967069286853075,0.33835131525993345,0.029356360342353584,10.472704887390137,5.575901222229004,0.039930795691907404
50,0.0044192999834194785,0.007717382675036789,0.00303585366345942,0.02189060151576996,0.004365749470889568,0.0056541357189416885,0.003183246753178537,0.00457170179579407,0.0040680078323930505,0.010041388124227524,14.398425102233887,0.36206369996070864,0.011161715164780617,0.007418426731601357,0.07648262828588485
51,0.0018883875629398972,0.011648607021197677,3.127834510803223,0.009635656327009202,0.007359144324436784,0.008576645236462354,0.005030378396622837,0.004664592142216862,0.0007750262768240646,0.0013205004390329123,0.008141933800652623,0.005236354027874768,0.5185711503028869,0.006867625750601292,0.003779040137305856
52,0.0013580680126324299,0.8757521212100983,3.976243758201599,0.0074708688538521525,0.005563068063929677,0.0056122330948710445,0.0010295029846020044,0.0029779576347209514,0.0007142615912016482,0.0015921687067020685,1.290765357017517,0.039107907190918924,0.02607347462326288,0.05850527621805668,0.019561977218836547
53,0.006844702106900514,0.0226251776330173,0.0021374146919697526,0.0029747846769168974,0.0026753673562780024,0.0017274493118748068,0.0018247104773763568,0.0028838467551395297,0.006583541235886514,0.003930168272927403,0.008340543881058694,0.0043395923683419825,0.021480927895754575,16.519992923736574,0.06648017056286334
54,0.009538460103794933,8.060492277145386,1.9272522926330566,0.25816837400197984,0.061380941234529016,0.039289815537631514,0.008002542331814766,0.013835969101637601,0.008496398804709315,0.020797364134341478,0.08109211958944798,0.020379818603396417,0.7568281292915344,7.988543319702148,0.057758120261132716
56,0.0062568411231040955,0.008171218680217862,0.003351295948959887,0.0034196022548712793,0.0014010901388246566,0.0017148532439023258,0.0017560628359206021,0.0051679220283404,0.007976113399490715,0.0039028322324156763,0.015419416828081012,0.004684014851227403,0.05323944371193647,11.769431400299073,0.057601428404450414
72,0.008642077120020986,0.005680661858059466,0.002000007138121873,0.002546274068299681,0.001099943363806233,0.001520062139024958,0.0010400051658507436,0.002397198940161616,0.006620001280680299,0.0032528089708648623,0.04029764346778393,0.005303480685688556,4.7305039167404175,11.584414052963258,0.04779055006802082
73,0.059702484309673315,0.04297723975032568,5.890511822700501,0.062138837203383444,0.03992791455239057,0.06224044654518366,0.01687023350968957,0.033473681285977365,0.04538872893899679,0.03496625330299139,0.3950064539909363,0.11526148952543736,39.85674076080322,5.2614994764328005,0.09196070283651352
74,0.0523596016690135,0.0931526780128479,3.792381453514099,0.43387529253959656,0.04024392999708653,0.047504147887229925,0.0250134764239192,0.03749769609421492,0.06120539531111717,0.05440074987709522,9.088232898712159,0.33804634511470794,7.8883774995803835,24.185979557037353,0.3186998561024666
75,0.014403994707390667,0.07571213655173778,5.783749890327454,0.01645274506881833,0.01909597096964717,0.012132714921608568,0.009603012492880226,0.02042511161416769,0.012074097990989685,0.01767945596948266,0.08823795281350613,0.025301858317106962,3.7209513664245604,10.1096031665802,0.07266292497515679
76,0.012309730099514127,1.6806718289852143,10.718076515197755,0.03311504479497671,0.027580544725060465,0.029024418629705905,0.007965654134750366,0.01802836712449789,0.00924388961866498,0.009390748664736747,0.6739716708660126,0.07896369621157646,11.047073411941529,0.07621441185474397,0.02160914894193411
77,0.02159810420125723,0.36911954581737516,16.907891750335693,0.11574286334216595,0.05184348840266466,0.06189682297408581,0.03093895819038153,0.019243183266371488,0.011853746511042118,0.029171222262084483,4.757336258888245,0.2753690928220749,2.157527732849121,0.03608050495386124,0.05154085922986269
78,0.004655356565490365,0.009844148578122259,8.773543405532838,0.548663204908371,0.014363577961921692,0.011918703047558666,0.00438394786324352,0.004959105583839119,0.0026833672425709667,0.007889842335134744,1.9513790905475616,0.07292265109717846,0.04085792228579521,0.00542969589587301,0.015397797338664533
80,0.010496590146794915,0.16418681293725967,15.822117471694947,0.04710227828472853,0.02948165722191334,0.018526575155556203,0.01495761969126761,0.011050865612924099,0.006723204627633095,0.023189440835267305,0.1065734401345253,0.04494155887514353,0.16902200132608414,0.02437486406415701,0.0213979072868824
81,0.050700525566935536,2.4935598373413086,42.54690570831299,0.14772482737898826,0.18657490611076355,0.06336043253540993,0.05451801996678114,0.045754019357264045,0.028927904460579155,0.04965767972171307,0.02188045755028725,0.16849886626005173,0.05461703259497881,0.027768479846417903,0.04270142894238234
82,0.06047323700040579,14.36963930130005,31.84925260543823,0.30352295488119124,0.23977065533399583,0.18686778247356414,0.06007862873375416,0.08617380633950233,0.046896003372967246,0.07522138841450214,8.39534683227539,0.5940016359090805,0.07107429094612598,0.46277017891407013,0.18310399278998377
83,0.12773320451378822,0.368602366745472,70.50275497436523,0.31218104511499406,0.3803733065724373,0.16079371571540832,0.15884484648704528,0.12659636214375497,0.10154245346784592,0.1198574397712946,4.899705982208252,0.7076259374618531,18.23399953842163,0.14577674567699433,0.1421732299029827
84,0.03295134492218495,0.34837746173143386,29.090801620483397,0.07012581750750542,0.11341377310454845,0.033086764998733996,0.029724458046257497,0.04454972241073847,0.020081392861902716,0.03089291388168931,1.0861850142478944,0.18194740861654282,4.850361919403076,0.16584152579307557,0.588851997256279
85,0.008597862115129829,7.385396218299865,11.022058200836181,0.03226254228502512,0.03686276227235794,0.044819069840013985,0.009265216486528515,0.012240703077986836,0.006043440126813948,0.009876282420009375,0.9035781562328339,0.16913843378424645,1.215486353635788,0.021074738167226315,0.022934227995574475
86,0.02357431286945939,20.854714012145998,4.437804961204529,0.14348484352231025,0.08770929947495461,0.08408509977161885,0.02049943907186389,0.041719418391585356,0.016434750240296125,0.02762742592021823,0.6495196908712387,0.07260161899030208,7.62818763256073,0.03418978024274111,0.05266576539725065
87,0.008042709436267614,0.005280708521604538,0.005905084661208093,0.01481619947589934,0.003285682760179043,0.004783809301443398,0.0033665894763544204,0.004698555753566325,0.011055238405242562,0.005607775808311999,6.273005056381225,0.13948364108800887,20.374165630340578,0.014920671377331019,0.031446095369756226
89,0.002280106325633824,0.0026247092057019475,0.0018622291332576423,0.0035201606107875703,0.0016887011646758766,0.0010335550119634717,0.0016185286513064057,0.001272065530065447,0.0027982167433947326,0.004389982693828643,0.007346950168721378,0.002014662406872958,0.09154788069427014,7.749486804008484,0.025545222964137793
92,0.009794283844530582,0.31015366911888126,12.824218893051148,0.043170631676912305,0.049319691583514215,0.012925549456849695,0.2768284723162651,0.01810374381020665,0.011233961023390294,0.009414356760680675,0.8831427931785584,0.06853166446089745,1.7249187350273132,0.014256385015323758,0.011679009022191168
115,0.006323372130282223,1.1265877485275269,7.731455969810486,0.035447565093636516,0.023638211563229563,0.023661507572978736,0.052562135830521585,0.015003722393885255,0.010181572521105409,0.018387428484857082,0.03295875992625952,0.021635302901268007,5.575633549690247,0.8612837433815003,0.013108210964128375
116,0.013271714141592384,0.05602819062769413,0.11302864439785482,0.030019034165889025,0.010895211854949594,0.008857664046809077,0.0036247414303943516,0.005893014394678176,0.0074609086848795424,0.011551485024392604,1.9061061680316924,0.05184077750891447,12.06705675125122,9.476576614379884,0.1430098183453083
117,0.041293740086257455,0.058687046729028226,28.029518127441406,0.11105380691587925,0.12509675621986388,0.05503792148083449,0.027547576744109393,0.049309955351054674,0.04986096806824207,0.06040641553699971,2.2219722747802733,0.23673868998885156,27.359556102752684,0.06120807211846113,0.08444543927907944
118,0.0004172305460087955,0.00819184328429401,3.4516063570976256,0.009255447518080473,0.003792965819593519,0.1427709013223648,0.0005292293062666431,0.0015024475287646055,0.00044719570432789625,0.0027203329373151064,0.07581072933971882,0.02015288630500436,0.00677948109805584,0.007353728660382331,0.0031770028872415423
119,0.004092011856846512,0.11638123393058777,10.255926704406738,0.022976420726627114,0.023647694382816557,0.025822585448622707,0.0030044037266634405,0.005156465456821024,0.002969417173881084,0.003971124486997724,0.2121588833630085,0.03140140473842621,3.253525161743164,0.0072841453831642864,0.007568945595994592
120,0.0033404234563931823,4.599838519096375,8.708818483352662,0.01963641764596105,0.02063260925933719,0.014210895402356982,0.00394431798486039,0.005380607838742435,0.0019425879232585431,0.005078446958214045,1.3540670812129973,0.07203885763883591,0.10225425735116005,0.013409535540267825,0.020195168629288676
121,0.007535044406540692,0.014646504679694772,0.002739125839434564,0.01828093733638525,0.0051341256592422726,0.006452518911100924,0.002417942264582962,0.006290424405597151,0.0062408339465036995,0.005520242382772267,11.142776823043823,0.2272609457373619,0.057587324641644955,10.63543996810913,0.11703629605472088
122,0.002533144992776215,4.933298802375793,2.321655201911926,0.04007473923265934,0.01955355377867818,0.025065494887530806,0.004751436901278794,0.024312534462660552,0.002353480539750308,0.005723096895962954,0.13736435472965242,0.020580245833843946,0.015940406126901507,0.028534246794879436,0.02272498877719045
123,0.07985376678407193,26.456972980499266,43.25866775512695,0.34477678835392,0.2927552193403244,0.27628438621759416,0.11398404128849507,0.13174123018980027,0.057599120400846006,0.12652913331985474,0.18500174954533577,0.2772584408521652,0.16547640338540076,0.5399619072675705,0.12760468944907188
124,0.040694110840559,0.4608920648694038,29.22560110092163,0.16721226945519446,0.13257619068026544,0.06630144901573658,0.0433386730030179,0.056288227252662186,0.0203656816855073,0.038130491599440576,14.551347970962524,0.7975112646818161,0.060750618763268,0.03207813296467066,0.11527428142726422
125,0.03372997771948576,0.16047432348132135,27.284607028961183,0.10395883657038212,0.07058485224843025,0.05048278719186783,0.02922350959852338,0.03593798559159041,0.023362229764461517,0.04129328597337008,1.9125622272491456,0.1773361898958683,0.11427852772176265,8.053584909439087,0.11007283665239811
126,0.02741470541805029,0.8041481494903564,0.31521005034446714,0.0336090624332428,0.028117608185857536,0.01449422431178391,0.00963636115193367,0.021103723440319303,0.01688453545793891,0.026818156987428666,0.0986471377313137,0.019020188227295877,0.20421120747923852,28.88402223587036,0.1871917672455311
127,0.016765861585736275,0.09789567366242409,18.537411499023438,0.08951134420931339,0.05652985610067844,0.054990237392485146,0.01980683458968997,0.030680260993540286,0.012756029982119799,0.026103113871067764,9.247504043579102,0.3880036011338234,0.3909661263227463,0.0258540416136384,0.07780541703104973
128,0.07255616784095764,1.0244146168231965,23.281238269805907,0.4658453494310379,0.1709711194038391,0.19436848685145378,0.13464777022600175,0.19547872394323348,0.047578537836670876,0.10750012286007404,23.37764368057251,1.1430855751037599,0.05816766060888767,0.778873547911644,0.26028992533683776
