"","cell_ID","05 OB-IMN GABA","30 Astro-Epen","03 OB-CR Glut","34 Immune","33 Vascular","31 OPC-Oligo","32 OEC","06 CTX-CGE GABA","29 CB Glut","09 CNU-LGE GABA","12 HY GABA","10 LSX GABA","02 NP-CT-L6b Glut","11 CNU-HYa GABA","13 CNU-HYa Glut"
"1","3",0,0,0,0,1,1.23904421176964e-20,0,0,0,0,0,0,0,0,0
"2","4",0,0.210817658464269,0,0.0380198538181881,0,0,0.158117702653535,0,0.182307421090368,0,0.039849578984871,0,0.370886918285896,8.66702872714366e-07,0
"3","5",0,0.185851500438638,0,0,0,0,0.191263787552901,0.0810061912009503,0.370580932825614,0,0.0842177293437893,0,0,0.0870798586381073,9.58474513780083e-19
"4","6",0,0.0871079194666578,0,0,0.358379155629316,0,0,0,0.11472829726572,0,0,0.39277957427787,0,0.0109479334504576,0.0360571199099784
"5","7",0,0.0443608433880399,0.083689879412744,0.0485573597047989,0,0,0.122817721177169,0.0856437600997413,0.229208415932044,0,0.0800299861863205,0,0.297575562891324,6.85565034069326e-06,0.00810961555747823
"6","8",0,0.185186080411292,0,0,0,0,0.119183194350473,0,3.23210148649817e-05,0,1.37258137522721e-19,0,0.356703614770905,0,0.338894789452466
"7","9",0,0,3.56558602916403e-17,0.00990250300659052,0.51556577642923,0,0.255245989734914,0,7.33631166052739e-07,0,1.88913240896171e-07,0,0.219284808284859,0,0
"8","15",0,0,0,0,1,0,5.75840313423516e-19,0,0,0,0,0,0,0,0
"9","16",0,0,0,0,0.848007797904725,0,0.151992202095275,0,0,0,0,0,0,0,0
"10","17",0,0,0,0,0.754743341416495,0,0.0397004700252948,0,0.205526927517351,0,2.92610408591591e-05,0,0,0,0
"11","18",0,0.222552842989187,0,0,0,0,0.65092132878671,0,0,0,0.00843948756488621,0,0,0.118086340659217,1.67017444938012e-19
"12","20",0.175804758398924,0,0,0,0,0,0,0,0.0658534488624582,2.86478835113773e-08,0,0,0.571634016690882,0.186707747399853,0
"13","21",0,0.137745615014503,0,0,0,0,0,0.862254384985497,0,0,0,0,0,0,0
"14","22",0,0.278050036954528,0,0,0.239295598572969,0.244366172317026,0,0.000127296457104061,0.135903082580751,0,0,0,-1.10784865005936e-19,0.102257813117622,0
"15","23",0.330563245717006,0.36335166519681,0,0,0,0,1.78989565271456e-19,0,0.306033578183857,0,0,5.15109023269684e-05,0,0,0
"16","24",0,0,0,0.0225424135443494,0,0,0.399458036959359,0,0.0347786624131791,0,0.101297599216589,0,0.441923287866524,0,3.48704778136061e-20
