"","cell_ID","05 OB-IMN GABA","30 Astro-Epen","03 OB-CR Glut","34 Immune","33 Vascular","31 OPC-Oligo","32 OEC","06 CTX-CGE GABA","29 CB Glut","09 CNU-LGE GABA","12 HY GABA","10 LSX GABA","02 NP-CT-L6b Glut","11 CNU-HYa GABA","13 CNU-HYa Glut"
"1","3",0,0,0,0.116147393586144,0,0,0.0933541761868303,0,0.174144192294838,0,0,0.19720981633001,0.419144421602177,0,0
"2","4",0,0,0,0,0,0,0.849630169591798,0.150369830408203,0,0,0,0,0,0,0
"3","5",0,0.663082169801231,0,0,0,0,0,0,0.329518521259469,0,0,0,0,0.00739930893930036,0
"4","6",0,0.0844195119951342,0,0,0.0461732449610327,0,0.13846638035023,0,0.439751378740053,0,0,1.90237428726945e-05,0.291170460210678,0,0
"5","7",0,0.0497373799999908,0,0.0363344307994909,0,0,0.143790784041494,0.176018391951231,0.296103062874731,0.0808227088596038,0,0.00759589824080594,0.109008663232669,0.088703473375108,0.0118852066248765
"6","8",0,0,0.49045073002251,0,0,0,0.28559111724518,0,0,0,0,-1.39208026433871e-21,0.0023322144956139,0,0.221625938236697
"7","9",0,0.10772773925056,0,0,0,0,0.504699549578321,0,0,0,-1.23550871698328e-18,8.84471429358658e-20,0.387572711171119,0,0
"8","10",0,0,0,0.0224938575129186,0.96933740974902,0,0,0,0.00800819844499472,0,0,1.37661108744254e-07,0.000159869598392422,5.27033565776061e-07,0
"9","17",0,0,0,0,0,0,0.691550143459017,0,7.14099655675736e-05,0,0,0,0.308378446575416,0,0
"10","21",0,0.375249967422934,0,0.0650064132670117,0.468020298956466,0,0,0,0.0916956032905507,0,0,2.77170630375617e-05,0,0,0
"11","22",0,0.632790252258655,0,0,0,0.0467096290847205,0.0499645588809681,0,0.237973896630331,0,0,0,0,0.0325616631453257,0
