,01 IT-ET Glut,02 NP-CT-L6b Glut,03 OB-CR Glut,05 OB-IMN GABA,06 CTX-CGE GABA,09 CNU-LGE GABA,10 LSX GABA,12 HY GABA,13 CNU-HYa Glut,14 HY Glut,15 HY Gnrh1 Glut,19 MB Glut,23 P Glut,24 MY Glut,29 CB Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
67,0.0011729683668818326,0.0015065246727317572,0.11021300703287125,5.754668974876404,0.007011683890596033,0.0072933602379634975,0.007737643667496742,0.0025914881145581606,0.002098966180346906,0.003959300741553306,0.0010508947540074586,0.0032295262906700374,0.003338669368531555,0.0030068539897911252,0.0008870649064192549,0.22879794389009475,0.012082113511860372,7.300870752334594,0.00559879879001528,0.8393190562725067
68,0.00242487684590742,0.003369821549858898,0.010240511735901237,6.911498069763184,0.004934484232217074,0.03715681191533804,0.005497751641087234,0.002460412052460015,0.001693674531998113,0.0034614021307788788,0.002686287893448025,0.0032619106466881933,0.0016736901074182243,0.0019026226073037833,0.0016323561896570027,0.044807514548301695,0.019339310098439456,0.19915844053030013,8.109029197692871,0.044340250082314014
69,0.00028534533485071736,0.0008504751487635076,0.004053513030521572,0.0004899656385532581,0.00036769322759937494,0.0015067936619743707,0.0003308348866994493,0.0002957903387141414,0.00035073657345492394,0.0004049052993650548,0.00036957763659302146,0.0006207535247085616,0.0004043950219056569,0.00020497364894254134,0.000419983577739913,8.750442028045654,0.04173581711947918,0.07215583883225918,1.9500313878059388,0.005579406465403736
72,2.884192626879667e-05,8.437866199528798e-05,1.0926747858524322,0.00031248806335497646,3.687031203298829e-05,0.00013287723559187725,7.606654835399241e-05,2.8893695707665755e-05,5.9356517340347636e-05,6.055653848306975e-05,4.9723437587090306e-05,7.887939609645402e-05,9.815074990910943e-05,0.00012091117278032471,0.00021518069406738506,0.07997233718633652,0.0008816760499030352,0.0005813964962726459,0.0003330340186948888,0.00058733886689879
76,0.001094355044187978,0.00047313737450167543,0.010738380532711745,3.8755581378936768,0.0004396535834530369,0.00947800655849278,0.00034235847124364227,0.0005395610671257601,0.0009642281889682637,0.0003563674326869659,0.00018225607927888632,0.0005225400847848505,0.0002632290648762137,0.001338805170962587,0.00043953670392511414,0.004432402038946748,0.00414567980915308,0.0016993579338304698,0.0006709327717544511,0.0013968328537885101
77,0.0006350887095322833,0.0011675146641209721,0.03413588106632233,1.2748333156108855,0.0022210421157069504,0.04385855067521334,0.0009846420085523277,0.0015655061637517066,0.0008791450061835349,0.001106067281216383,0.001204751111799851,0.001268463709857315,0.000962235699989833,0.0007356458925642073,0.00048642846231814477,4.395388102531433,2.306764614582062,0.002122395613696426,0.00212637297809124,0.0025242804898880423
78,0.0029214662383310495,0.004250852577388287,0.22572925090789794,6.201639080047608,0.006504346732981503,0.028594873659312726,0.029365017544478178,0.004923253296874463,0.005952410167083144,0.005487014353275299,0.006905704038217664,0.002341008884832263,0.0019321031286381187,0.002226575359236449,0.003351406357251108,0.044923716038465504,0.017998919915407897,3.914934682846069,4.735486745834351,0.040115652792155745
79,0.0027265967219136655,0.004365565674379468,0.007392458291724325,6.845292711257935,0.0049710134509950875,0.010536615643650294,0.0034512055339291693,0.0018889805534854532,0.0005738024279708043,0.007032692758366465,0.0017236443352885544,0.002181086235214025,0.0034266015398316087,0.0006212707521626726,0.001261875231284648,0.004843343934044242,2.066844141483307,0.24872784838080406,0.000818858775892295,0.018448534328490498
80,0.0021732578054070475,0.0040221938630566004,0.005827259016223252,15.378848218917847,0.003427914693020284,0.2058931939303875,0.006770624034106732,0.0019846757524646817,0.004448993341065944,0.002660606149584055,0.001790629845345393,0.0014737020770553499,0.0024630033993162216,0.00149982834700495,0.001279372489079833,4.244622898101807,0.0755639586597681,0.21660218089818956,0.013004080764949322,0.004547312879003585
81,0.00183008088497445,0.0014750697824638338,0.3068506583571434,8.390244150161744,0.003153282741550356,0.023149725049734116,0.0015020841150544585,0.0021534033468924465,0.0017278891580644995,0.0017905824061017483,0.0014706332120113074,0.0031105048023164273,0.0019571963406633587,0.002474078233353794,0.002842841111123562,0.019926012959331274,0.02501496756449342,0.004462040122598409,3.5029040932655335,0.01083979057148099
82,0.009079180285334587,0.013994767097756267,0.004704878968186677,21.26963005065918,0.009684421587735415,0.05571467857807875,0.012501167878508569,0.006917865457944572,0.0029507398372516035,0.008396590081974865,0.003635982167907059,0.0059859463013708595,0.002380332676693797,0.0039442248991690574,0.00364703421946615,0.05520711541175843,0.06487198546528816,0.37827900499105455,0.6534322381019593,0.011235398100689053
83,0.00023274450068129228,0.0005003380094422028,0.008540738606825471,0.0012282928626518696,0.00043241138773737476,0.0007693763211136684,0.0002531093618017621,0.0001995582424569875,0.00031906177027849484,0.000624814399634488,0.0002281184686580673,0.0008270165038993583,0.0002229123863799032,0.0002597553189843893,0.0004768882266944275,0.06616033278405667,0.0015730072045698764,3.5506097793579103,0.010708422074094415,0.01122434213757515
84,0.0005852038331795484,0.002957807597704232,0.005122121819294989,2.6996806859970093,0.0065377191407606,0.0257888943888247,0.009533577458932997,0.0016815208131447435,0.000651428199489601,0.002362758421804756,0.0008669957518577577,0.000824020672007464,0.0009504040324827657,0.0005209009890677407,0.0006673452444374561,8.170437574386597,0.04229231588542461,3.2795246481895446,0.0023958452045917517,0.003371160675305873
85,0.000472628882562276,0.0003951666149077937,0.010509673692286014,9.987420415878296,0.0003918205649824813,0.013357930304482579,0.0004310372023610398,0.0004192758380668238,0.00039536566473543646,0.000471952380030416,0.0003107695330982097,0.00044347249931888657,0.0003176162877934985,0.00030033529328648,0.00034254957135999576,0.2580146834254265,0.011454384354874492,0.0006430450128391385,0.004110292810946703,0.001494694710709155
86,0.0050968311727046965,0.008891991572454572,2.032462704181671,17.567309951782228,0.006325718224979937,0.04374317061156035,0.009050513897091151,0.006139906565658749,0.00363787334645167,0.003790789027698338,0.005295675690285861,0.003754855354782194,0.003430623083841056,0.004406109149567783,0.003996693226508796,1.323217910528183,0.08108742386102677,2.1820019245147706,0.007283566985279322,0.008269230462610721
87,0.006400435348041356,0.009075705520808696,1.7418607234954835,16.52023410797119,0.00849302476271987,0.06797088012099267,0.028887959942221642,0.007904794812202454,0.010794563917443156,0.0059365153079852465,0.009483457822352648,0.007716010720469058,0.006776160327717662,0.004754236550070345,0.004916916694492101,1.6615483582019805,0.0468930309638381,0.023539021890610457,8.044442892074585,0.6916958212852478
88,0.0026518599479459226,0.004163421876728535,1.0620289504528047,9.724802350997924,0.0017343459476251155,0.045075355283916,0.014533939957618714,0.010086446534842253,0.0028071619453839958,0.0018745859677437692,0.001194252393906936,0.0021701876772567633,0.001928359572775662,0.001992085308302194,0.0008448066451819614,1.1020765006542206,0.15580301582813263,0.01748272040858865,0.001164737727958709,0.006016044341959059
89,0.005399744282476604,0.006260092440061271,0.02971571469679475,24.16077470779419,0.013164733396843075,0.06820166856050491,0.021956138126552106,0.0055070239119231704,0.005314766429364681,0.005949699436314405,0.011748352320864797,0.005449595651589334,0.0036651928210631015,0.003623683156911284,0.006955741392448545,0.3355397880077362,0.09678245335817337,0.007512214453890919,0.017475130129605533,0.019498946331441402
90,0.004708458157256246,0.008219318883493542,1.5417456030845642,23.896254444122313,0.007290433906018735,0.07940095737576484,0.016724930424243212,0.010579385748133064,0.0063524258788675075,0.009908347390592098,0.004694033693522215,0.005137484078295529,0.011523301945999265,0.006349054351449013,0.009143142681568862,0.03470884524285794,0.04936392717063427,0.003656622348353267,0.3767881318926811,0.01900906013324857
91,0.0038928591064177455,0.005064349831081927,7.5518985986709595,10.006927347183227,0.006381586636416615,0.07613212019205094,0.011261653946712613,0.0030745663796551527,0.004233063734136522,0.0036316878395155072,0.009521627193316817,0.0029405553708784283,0.014634181698784233,0.008470793720334768,0.002894144144374877,8.795248651504517,0.27918550968170164,0.006811851775273681,0.0022126161959022286,0.006174797913990915
92,0.0013793466147035362,0.0008239737479016185,5.637525343894959,2.3861855626106263,0.0010694018099457025,0.006921563623473049,0.0025541199138388038,0.0007377001806162298,0.00132167901028879,0.0008422550716204569,0.000918888722662814,0.0008457894786261023,0.0013578138081356886,0.001290561241330579,0.0026808361639268697,1.8652250647544861,0.010242688888683916,0.0043437773361802105,5.083282852172852,0.025297661684453486
93,0.0007544403895735741,0.0004264564558980055,3.6861880898475645,1.2724979162216186,0.00044477691408246757,0.0028123194235377016,0.0007665700919460505,0.00032065558771137147,0.0006010432203765959,0.00038728534273104744,0.0009224916546372697,0.00046145342494128275,0.0007971980900038034,0.0005998762906529011,0.0008828323741909116,0.364373092353344,0.019415822438895704,0.0028652256820350885,0.0007420065114274621,0.0017657314136158675
94,0.0006240319227799774,0.0007203021377790719,12.632200145721436,1.6582957267761231,0.0009305199549999089,0.004144423804245889,0.0012116659083403647,0.0004744259305880405,0.0011085030855610967,0.0008249977574450896,0.0012419281934853644,0.001208845095243305,0.005911426059901715,0.0018981545930728317,0.004353938926942647,2.01506667137146,0.00475901635363698,0.002388718549627811,0.0011641989811323585,0.0013814294012263419
95,0.0008673083764733747,0.00186023116693832,2.2606223702430723,5.32605345249176,0.0007988894038135185,0.028517843689769506,0.005634261784143746,0.0009582807630067691,0.0011511604767292737,0.0008366846624994651,0.0008017671701963991,0.0009468117379583419,0.0008989872963866219,0.0012444824329577388,0.0004567488664179109,0.049824056774377824,0.01588448965921998,0.1465715356171131,0.0012399769737385213,0.0014362656394951046
96,0.005260210507549346,0.011436568479984999,7.38583459854126,15.109079599380493,0.011474768212065101,0.042155088670551774,0.01608095644041896,0.005428266501985491,0.005596135021187366,0.006106834579259157,0.004290514648891986,0.007996288780122995,0.007940292404964567,0.003543167398311198,0.011147973081097006,1.391978132724762,0.15841057002544404,0.19244659841060638,0.7152270972728729,0.02568387323990464
97,0.0005871703149750828,0.0005067687568953261,0.005096012260764837,8.008634567260742,0.0009071942942682654,0.014671231945976616,0.0005873142625205219,0.0007327570347115397,0.0007173783553298563,0.0007555010553915054,0.0006153016409371049,0.0006916796381119638,0.0003703304377268069,0.0006496406305814162,0.00036183165793772786,0.010410707909613848,0.01224810602143407,0.009514557849615813,3.214974510669708,0.013166495505720377
98,0.0007806918467395008,0.0012369127187412234,0.0005962371185887605,0.0004998934222385287,0.0012508816784247757,0.0005513381707714871,0.00040461467724526304,0.0004159360541962087,0.00020546648665913382,0.0021349257207475603,0.0016825080558191985,0.0003646581171778962,0.00021370581525843592,0.0002084928724798374,0.00013418247835943477,0.013499414175748825,0.002342688385397196,0.015452448092401028,5.731620788574219,1.103216028213501
99,0.00017692844339762815,0.000640467760968022,0.007558751408942044,0.07158495076000691,0.0007227129128295929,0.005684065609239042,0.001924113609129563,0.00024040337666519918,0.000698118464788422,0.00026719359302660454,0.00025779117277124897,0.00021940424412605355,0.0002202188494266011,0.00019957208933192306,0.0001745509340253193,4.023847079277038,0.05660331659018993,0.006207253853790462,0.0035782897961325944,0.0017157146474346518
100,0.003262770874425769,0.0031158787896856666,0.04920943211764097,1.4011148154735564,0.0016810320026706905,0.006468504946678877,0.005351475672796369,0.003645217837765813,0.0008858108281856403,0.0018480221391655506,0.0022516118013300003,0.0015858974249567837,0.001193283760221675,0.0016145704314112664,0.0004992087910068222,0.03411610182374716,0.008317153388634325,1.356816190481186,5.93450620174408,0.8272352308034897
101,0.0003820221128989942,0.0010092605138197542,0.0009217271639499813,0.0010157324431929737,0.0006408871820895001,0.0015630161971785129,0.0004595647304086015,0.0003636141394963489,0.0003184856686857529,0.001413565204711631,0.00029848108533769846,0.000582578920875676,0.00031028947851154955,0.00018279954019817524,0.00012703801403404213,0.003993677534162999,0.002262429567053914,0.08582802787423134,3.2356631636619566,0.01632398646324873
109,0.0003182366635883227,0.000969782067113556,0.003192064119502902,0.0006303169706370682,0.0003215341770555824,0.000474777577619534,0.00017898407750180923,0.00024148606244125403,0.0002619551814859733,0.0009277446341002361,0.0009168464661343023,0.0005666987126460299,0.00017848989155027086,0.00041717768763192,0.00024044961683102883,0.22552574500441552,0.34472488015890124,2.623256003856659,0.010221268003806473,0.0031202508136630057
110,0.006424424843862653,0.019075642060488462,0.011370573798194528,1.1183090567588807,0.008352954592555762,0.019524358958005906,0.005539813218638301,0.014013623073697091,0.004685875331051648,0.013131437357515097,0.019652996212244034,0.008380018500611186,0.004594091535545886,0.0034503220114856957,0.00410023326985538,0.021941705234348775,0.02966583939269185,34.016304397583006,0.24452824145555496,0.027319676335901023
111,0.0019422406621742994,0.0026930766412988304,0.006609280966222287,10.390224313735962,0.00429843282327056,0.02997717121616006,0.00676018875092268,0.005747794313356281,0.0031528455554507675,0.003514189401175827,0.007357461750507355,0.0028084034100174906,0.00292768826475367,0.0016827184706926345,0.0013270089810248464,0.2225670821964741,0.03344518765807152,1.6629262864589691,2.964732253551483,0.027632246632128956
112,0.0013033864554017783,0.0013079723226837815,2.8756626725196837,12.983118486404418,0.0018886132282204926,0.02137786988168955,0.006292192102409899,0.0012145059648901225,0.001550718426005915,0.0013865113141946495,0.0011324463761411608,0.001179022260475904,0.0009362297249026597,0.000642098768730648,0.0006621536129387096,1.0680687308311463,0.02818982591852546,0.04244923014193774,0.003035119944252074,0.004059784044511616
