"","33 Vascular","05 OB-IMN GABA","32 OEC","34 Immune","03 OB-CR Glut","30 Astro-Epen","31 OPC-Oligo","14 HY Glut","29 CB Glut","10 LSX GABA","09 CNU-LGE GABA","01 IT-ET Glut","13 CNU-HYa Glut","06 CTX-CGE GABA","19 MB Glut","02 NP-CT-L6b Glut","15 HY Gnrh1 Glut","24 MY Glut","12 HY GABA","23 P Glut"
"38",0.00508525160631676,0.000442605608445366,0.905895521922784,3.31717082247639e-05,0.00271327777970987,0.00826558660495964,0.000414819448309604,4.53350912379506e-14,1.10845179113856e-05,0.000130572168689819,0.00662760263237586,0.00601523587761232,0.0012151958120296,0.00500875142887957,0.000793554753766025,0.0484600014695756,1.40917996493228e-09,0.000231734269882346,0.00367616460629016,0.00497986637501161
"39",0.0658734937530769,0.00334814494409314,0.451061071157137,0.0021092184712624,4.64897704797444e-07,0.0330059990894978,0.0303303196124468,5.67520102768948e-11,2.10321966677048e-06,0.129104059164161,0.266466339996995,6.12309784220602e-09,2.92165286107849e-05,1.85522272019429e-05,9.61830080530177e-09,0.0182700033619563,1.01755541822619e-06,0.000177772758884868,1.17711636111035e-11,0.000202207451964216
"40",0.219305468521687,0.186932149160954,0.045283987702816,0.0295715331997402,0.000808493671567326,0.0214756023014237,0.0545345849448107,0.00140822659852113,0.00276915700411007,0.0233683611076286,0.386032847777402,0.00741591893203413,0.00101772061656486,0.000250407590166454,0.00143015279013137,0.00208277827711244,1.93188327191676e-05,0.00692366208154022,0.000275481615142975,0.0090941472739276
"41",0.00217216091915402,0.118049294057179,0.420107506440657,8.08941179301023e-05,3.13350037266628e-05,0.0152926587070278,0.121442878548201,4.28325107282369e-24,0.0281877753257417,0.0374132455834001,0.222046069177431,0.000299355127812075,6.75369851948622e-05,0.000351785238978887,2.80829802170594e-08,0.00634642661601092,3.23753393430344e-05,0.0118461441666504,1.57726127768551e-06,0.0162309533013023
"42",0.46722005961194,0.12361778208523,0.00625760716284764,0.00197015497559641,3.69323113707169e-05,0.0979160862636734,0.00711121651773383,0.00266306437430383,5.05005815444353e-06,0.00510515189135738,0.2323214549878,0.00027089423629221,1.71526596536859e-05,6.70106413524269e-05,5.9933680918403e-05,0.053244544745245,0.000987639137088093,0.00103255466545564,4.6905150765542e-06,9.10194789096303e-05
"43",0.0531694254246923,0.0589666435992675,0.00398008238114327,0.00268076508145,0.0518247381812625,0.0708334573071456,0.0964490386560394,0.00256541640781124,0.000553473235023555,0.188130244624508,0.341887439561215,0.00187039376626604,0.00753400554636781,0.00012746798077948,4.28058709341869e-05,0.00818047355437243,3.85123695867958e-06,0.001271239299542,0.107021714048551,0.00290732423666966
"44",0.122836614932746,0.12755405607457,0.0326415346636098,0.00114929876854303,0.0120848309521164,0.261349499376551,0.0162538119809741,7.74114663900223e-06,0.000353887741622821,0.120679107201928,0.201853122675715,0.00282109684856558,0.00198585215347445,0.00117177490436016,1.19649931605775e-05,0.0397430969009502,8.30190693498184e-06,0.00132611414840309,0.0529329139475306,0.00323537868160415
"45",0.216597428338101,0.257893303288694,0.000440472431925604,0.00356704109053154,0.000548686547268064,0.0950709659257007,0.00592928659940931,6.68391235589438e-09,0.000563960071103871,0.0205643738971514,0.379252459439773,0.000249464014728802,0.00179243966279885,0.0102021749817219,0.000221782823022921,0.00417000079410447,1.85315822411879e-06,0.00025697254427653,0.00103430412806029,0.00164302357949162
"46",0.00122000567643137,0.290877699032357,0.0035848295281051,0.00311659335683473,0.0708123371820463,0.000985891848462586,0.0104226164029299,1.73237038312075e-05,0.0015692140036235,0.0336506450647784,0.35464047272891,0.000753652953110225,0.00361345351101065,0.0445317953722218,0.000144918207585573,0.00315600851097025,1.61809003277924e-06,0.000712773481199082,0.166581786552346,0.00960636479321363
"47",0.148490064611702,0.319474989513252,0.000621614024718011,0.0481587941889361,0.00436367010599378,0.00944619602685506,0.035494495611898,4.77892225290969e-06,0.00474797959113982,0.120786770937114,0.251316661654909,0.00418394615032554,0.000444547660342825,0.023316246174234,0.00642523751827826,0.00378751265701265,7.83015734040965e-06,0.00313049509152756,0.00189535592574333,0.0139028134764257
"48",0.217244439560433,0.159666876416926,0.0455199041893567,0.00164963543790277,0.000645631596399767,0.0344452321554366,0.118790028741965,1.36182495180675e-07,0.00139647193315832,0.0455525530038327,0.302967398851162,0.000190860642267109,0.000139859724802889,0.030723228217211,1.39589817969179e-05,0.0187133240031681,9.1819869570668e-05,0.00156746824349145,0.000813684087957075,0.0198674881606676
"49",0.176914302555017,0.115285490503961,0.125579275177551,0.0971499806888169,0.00116151506826179,0.00129193839193866,0.0188286581951166,8.24376121393053e-08,0.000370615217058047,0.00989321017606523,0.440529069800452,0.00041007630212806,0.000581767822999229,0.00178479104838375,0.00132743021749555,0.00821149030012171,2.97495952193187e-06,0.000295512138211018,1.12385031006196e-05,0.000370580496187735
"50",0.141332840649935,0.136996402174967,0.206134220990239,0.00519353045741833,0.000187391496117879,0.10826523066346,0.0301257737763539,3.807396494283e-14,0.00381278190555403,0.0980865977172938,0.223089789498706,0.0009137352637228,0.000812530363037153,0.00279592445554715,1.37695280033659e-05,0.0325731901956719,7.67548873997723e-06,0.000988454671330621,1.6174289800842e-05,0.00865398641406365
"51",0.126119848047003,1.20305526593807e-05,0.268402836788557,0.352641494334535,7.8790540465032e-05,0.190663922631739,0.000345628485492219,1.60810912320374e-06,0.000118125928206472,0.0100550164936795,0.00049432779980904,0.000334958193232726,0.000610998725405545,1.03604308822464e-06,0.00180221660635068,0.0477071013580533,6.64720173490862e-05,0.000448113936168604,1.56252538637721e-07,9.53171565449382e-05
"65",0.207045427470144,0.105996190476105,0.0399135247957502,0.0618767062175432,0.000229750551897647,0.103293808145644,0.0236474995535224,7.57895072919843e-12,2.64524980982604e-05,0.162066107819687,0.279137512823423,2.83449846059159e-06,0.00153522013909949,0.00295569536972511,1.41857313914533e-05,0.00587696111080689,8.99743787011951e-07,2.58555142145711e-06,3.05940547687056e-07,0.00637833155536649
"66",0.0034470713663841,0.106654353277608,0.000641121103762814,0.000733472827841759,1.1909362010834e-06,0.364275930231248,0.0208569393665692,6.09698605399119e-14,4.76194484557423e-08,0.296718196615439,0.195494449510045,2.42033716078554e-07,1.93434409644784e-05,0.00323114762461817,3.01401081796968e-08,0.00790041192326109,8.82922357522776e-08,2.0041659615742e-08,1.37933373579618e-07,2.58057154544122e-05
"67",0.00178350630923631,0.130895833997959,0.321722253458306,0.221237043535934,0.0011011353171822,0.00534724996965066,0.00369978280136191,3.99491801591612e-08,2.83472356667673e-05,0.0775678964427978,0.14332311513661,8.35195149590102e-05,0.000414604462839651,0.0340428234954342,3.46187590603499e-05,0.0129907838166783,1.85973332177142e-05,5.12928488680191e-05,0.0391967351688693,0.00646082044618951
"68",0.319065526025019,0.0759904513257258,0.00760803117677161,0.0105001523959837,3.234315439839e-05,0.00109901753202353,0.0677425721218053,6.39075295145199e-11,0.00863271102883655,0.184786672407192,0.31785624335146,0.00301849613325724,0.000428216430253979,0.000990292484150107,2.03953662288641e-05,0.000912213749726723,7.58636596486674e-07,0.000313483279927069,3.86259049324596e-06,0.00099856074624257
"69",0.195883520455508,1.10125439729887e-06,0.0071715866567859,0.000702867853312055,9.72001738485641e-07,0.783928575702233,0.00138366718585465,2.0297442961274e-06,1.40427750017955e-06,0.000239969892209616,1.32869040881404e-05,8.14321908785197e-07,0.00137835243302109,7.87841433618913e-09,1.53078943685067e-06,0.00913026110111485,6.16321564158223e-07,8.25913401437418e-06,1.42785409099184e-08,0.000151161814061539
"72",6.8796519626779e-05,1.34859342628874e-09,0.00936250707143208,0.000634060309408736,0.193726731286309,0.0824829433412003,2.59276802735966e-06,0.417647176953773,0.0375560327218488,0.0335267070845213,4.96876187102185e-09,0.00012968061344908,0.0231398097438034,1.25986616246924e-13,0.00176263928830305,0.0999804687053326,2.42560194197343e-06,0.0208263233673193,0.00469470912375744,0.0744563891824651
"76",3.25079370271214e-06,0.393219473020604,6.16468680725215e-05,1.83746091237178e-05,0.000887457536127217,2.75210582295081e-06,0.000683731438355644,0.00032306281908606,0.000172240542442489,0.000380656572882702,0.586495856659389,0.00952868734496526,0.00339002099188053,0.00205962704284667,0.000596021597896515,3.72293247135014e-05,7.66168691152998e-05,0.000273325121156885,0.00171710859905705,7.28601427594511e-05
"77",0.00696023862604998,0.0729964683469223,0.0108787344057935,0.00122188606765917,0.000721479463471347,0.216675398608805,0.341536978913064,0.00444774567499813,3.56534792746413e-05,0.0403158224234366,0.286439098724614,0.00012508875016287,0.00130293748707339,0.000389362864756305,0.00128430253404848,0.0111726829935444,0.00188193480588541,0.000959869249009734,2.13748427524142e-06,0.000652179097156244
"78",0.288277718364075,0.248596722599331,0.118438254691068,0.0111382432697715,0.00517705668627421,0.00793778476500649,0.00617512942042183,3.874544259128e-05,0.00469693981835791,0.173843309502238,0.102907020226898,0.00165519376720804,0.00359299602673698,0.00852023394193197,6.5697138724898e-07,0.001355834552277,2.98344381367149e-05,0.00237871300943168,0.0114782469228702,0.00376136558398705
"79",1.7150325364795e-05,0.12488984487363,0.000477342215944123,0.0106723482391538,3.86374474203874e-06,1.04376831552519e-06,0.351457859962178,1.08561604986874e-09,2.16757335650072e-07,0.114016714827407,0.342294962024298,7.37545302075004e-05,3.88467253392524e-06,0.0551804356907622,8.39976748784912e-07,0.0008109288540341,4.93552479735419e-08,7.11371113026658e-08,3.78261958359661e-05,6.08617635335709e-05
"80",0.000728186601300568,0.163387621731618,0.0192565444505869,0.00040690438781017,1.05551439890316e-05,0.106678519595064,0.0090166603552117,4.22950931171646e-11,0.000397751134520525,0.130549147327522,0.552168580521495,0.00405045290232201,1.33575620184482e-05,0.00215900889289941,1.64886743480746e-07,0.00948778668022316,9.9082516664964e-05,0.00141447190451426,7.76027274681255e-06,0.000167443090455256
"81",0.19488982581281,0.284497145091418,0.0005796465396448,0.000116216354753086,0.00276333353211175,0.000145359791502676,0.0185720080298466,2.83064972380538e-09,0.00216209323555508,0.000104148952720743,0.438681893216491,0.0173367641507372,0.00298365796205232,0.00103180248965352,0.0182264304031201,1.36254066753636e-05,1.06185378803372e-06,0.00126183067397837,0.0158274678950438,0.000805685777448914
"82",0.00947802768039729,0.503552748062838,0.00708294385125351,0.0140658529627157,0.00038138048244056,0.0101185365450506,0.0467905857571381,6.55207903072859e-11,0.000683935583827754,0.128400408633163,0.184098975092504,0.00403984705453025,4.15900759848479e-05,0.0492350645539632,1.61683925017932e-05,0.00996782195416059,2.22136281918514e-07,0.000184698629890284,0.00645667184822292,0.0254045206376152
"83",0.00828297326201532,8.45656777756401e-06,0.738251198369445,0.00408360102659491,0.00113884869457743,0.107516084000869,2.41040088932095e-06,3.78840370802747e-12,0.000491787999909616,0.000282878716353339,0.000396378585747288,2.67829323711609e-05,0.0336020095214607,0.000912742287487653,0.00016517492617886,0.0975274358684021,6.68147129123999e-05,0.0070962218040514,4.91517568884112e-06,0.000143285143479495
"84",0.00837859591113745,0.0674380986739126,0.159670319901213,0.00247943606592909,1.25003695127885e-05,0.245401474789608,0.050393627032964,3.50887356511386e-17,0.000154558063586748,0.155785599722931,0.231351610937561,2.11503718088022e-05,0.000192362948519663,0.00013340694407564,7.60072747454355e-08,0.0778708978266039,6.48895582928849e-06,0.000422480653778972,8.0438340915404e-06,0.000279270989661621
"85",0.0364571065060689,0.44259770648603,0.00100421847221982,0.000160330887033568,5.59252205344904e-05,0.0384124672062146,0.00304136573919814,6.6360776954742e-05,1.99785004719761e-06,4.07221058238901e-06,0.446741155219014,0.017516650339181,0.00407614810886673,0.00171389217004101,2.45508844955564e-05,0.00425564699681763,2.88538853300014e-09,1.38294341408751e-06,0.00386232010133422,6.69899656346682e-06
"86",0.01254387120026,0.203463032917031,0.0555137428548557,0.00447636129911523,0.0123305954193254,0.0469276056166171,0.0263185215058389,4.57042030532155e-06,0.000311832901703743,0.123017109511211,0.379829786523649,0.00302096187088245,0.00126065162097717,0.0299980904751566,0.000181455090495641,0.0153471093019257,5.49418277130295e-07,0.000719090862378312,0.0611760762985479,0.0235589848914469
"87",0.167407744310052,0.183993209211719,0.0043013078269558,0.11248498767071,0.0034855699683876,0.0451615415472899,0.00579945178416071,2.93440150915046e-08,0.000191055052772375,0.12650535382416,0.309448583657215,0.000566195481248814,0.00201362958519814,0.00172668897706908,1.7294595916627e-05,0.0173394547883121,8.68637791406219e-05,0.000431287121182838,0.0180587803709204,0.000980971103574216
"88",5.97034041081655e-05,0.229656229215912,0.0114328105235728,0.0468075438591075,0.00924510946605601,0.0740023639864341,0.00858721828918321,1.07166718771988e-06,1.06376340392119e-05,0.00640874579437339,0.184434188844102,0.0186139211886167,0.000529995733678295,0.12223769059397,3.47315358776187e-05,0.024141460887475,7.88826384457269e-09,1.11744491064452e-05,0.240294665390074,0.023490729648862
"89",0.0060473738836051,0.384133367889458,0.00879408586243651,0.0146730741902843,0.000129499731946762,0.0289229096828279,0.0749959627042046,2.71158074151153e-09,9.02063260836122e-06,0.183844025951031,0.26556131829684,4.88011267941309e-06,9.63880086807424e-05,0.0127446627677016,2.83334990151297e-08,0.0044761221391508,1.529657145462e-05,2.45453974253229e-05,0.0125359622677307,0.00299147286485331
"90",0.0418248036039694,0.388672561138942,0.000244481889258429,0.00354188530135758,0.00482657941249626,0.00120479464643576,0.0115332825092154,0.0132028182558817,3.46572633532182e-06,0.0138622735522316,0.420026307990109,0.000748449158023821,0.000351865768946949,0.0347054952825589,0.000856371194644327,0.000768453546555696,1.99139314431808e-06,7.0483714634265e-06,0.0632717680720606,0.0003453031863696
"91",0.00182614041731858,0.0920805654092891,0.0033253444633264,0.00296556918791627,0.0661336010933541,0.195394314083212,0.0419749420924814,0.00163422316775953,0.00499180985895114,0.174286020135106,0.252126121662939,0.0032696438739247,0.0108378901869375,0.00554225269459993,0.000956579953556975,0.0272535977673314,0.00145144132237712,0.0110910160123544,0.048577911258763,0.0542810153585009
"92",0.330846360482554,0.0489112445737132,0.00506432512286537,0.00399998639888455,0.0924713560134188,0.0419345183731121,0.00164686570248666,1.14098406181125e-05,0.0192279636602329,0.217909035843427,0.0946591547436758,0.00898623569825123,0.0611382240438777,0.000965012306229341,0.00188114885934059,0.015426236766832,0.000587749143332099,0.00562454642811809,0.0161906139183901,0.0325180120806411
"93",0.000650236479216294,0.0851871870045853,0.00774592809254735,0.00939311032946008,0.158962694707403,0.0214578652234906,0.0201046115499243,8.04853313861567e-06,0.119874727927184,0.186669990099903,0.152854523614559,0.00690424226049796,0.0643805986374499,0.0170029007143687,0.000895424940002971,0.0201744405871139,0.00193716587249437,0.0394810245079353,0.000405704420003751,0.0859095744987221
"94",0.00288233750094019,0.103794334855905,0.00245467160375762,0.00752191083048614,0.265812456787357,0.0473612981090996,0.00148308090140778,0.0061180524206023,0.148989072370283,0.0470085466160194,0.0174212233360959,0.00301874207825975,0.0676963762868604,0.00483215909854408,0.0457295002003149,0.0599728779593201,0.00078205057643331,0.0620128530690455,0.0231726799981098,0.0819357754011588
"95",0.000662975562735407,0.0562178296176265,0.0102638315293376,0.0261269021156485,0.0179044296385808,0.0105594012767179,0.0987165009348035,9.29534569363787e-08,0.0215392909171108,0.312725040476946,0.409572655202186,0.00530612104379972,0.00344145285831769,3.01753256263292e-05,0.00949490279772674,0.00112047307801783,0.000668619353020946,0.013217287926091,1.83328825571707e-05,0.00241368450969169
"96",0.025434970398141,0.294717673042541,0.0131924628589858,0.0277448831895143,0.0685018685585491,0.0186646752501529,0.0308991415632659,0.0325672065124293,0.00758247868769928,0.16036630669452,0.16080013388053,0.00192063862659765,0.0145980636464505,0.00717045585286906,0.00216162088550153,0.0286966773288764,0.000393670919261837,0.0222969267124559,0.0789114457649802,0.00337869962667928
"97",0.269822546486859,0.100074238731636,4.55569838017234e-06,0.00490462641562223,9.34624045864359e-06,4.01572460362873e-06,0.0203748537067702,0.000613465124382295,2.69697608782726e-05,0.0481310259596567,0.554598924897049,8.32368126653737e-06,2.85904935474478e-06,7.06770469181686e-05,4.78881361063129e-06,3.11302029970757e-07,8.09547257037408e-06,4.73862899160944e-05,0.000990603901228855,0.000302385696808786
"98",0.498247790873155,2.23262180614701e-05,0.00703243327250141,0.478682563851326,3.27849686552534e-09,0.00181199313706302,0.000101867531948497,1.89718042065636e-06,2.50849634556257e-08,9.85931837571145e-07,1.62975330058381e-06,9.17872986574268e-08,4.44191268877327e-07,0.00652831050245458,3.46870508097841e-05,0.00753014953292919,2.61817059922922e-06,1.45061425622652e-09,1.23056693944074e-07,5.81442569608876e-08
"99",0.0227877909831077,0.00787875275678525,0.0292915444375352,0.0160076146105147,8.39508065684836e-07,0.461758385932935,0.149633054525595,1.2005989719888e-09,1.11208635355465e-07,0.108720129283823,0.0892546212395161,2.60675692779006e-05,0.000219985854339255,3.0735236447777e-07,1.14729597722717e-08,0.114146906896465,0.000158809339396837,8.90855805266214e-05,1.43117494391937e-09,2.59788163833624e-05
"100",0.418208612822805,0.128944416857642,0.0703168983361701,0.178623517326326,0.000537041720605002,8.05754675418024e-06,0.00393132594100402,2.20768937768278e-07,7.37510855520206e-05,0.0495730530452779,0.125892278670835,0.00100821554343077,0.000167509910079614,0.00232935666118699,0.00413177616017421,0.000180334601422904,2.00585687508095e-05,5.84057787520653e-06,0.00670084905500179,0.0093468848001684
"101",0.681459053512388,0.0373094435146588,0.109105836067803,0.0438862357964293,1.63082572573032e-09,3.07563354065069e-09,0.000291920544737153,0.000170692386021116,5.22743438776335e-17,0.00214622842682665,0.122792634860398,3.4084276185568e-13,5.02274641708733e-10,0.00187164626974659,0.000958953954908348,7.25019527314526e-06,1.61565406086318e-08,4.67780070386548e-17,3.29627187427823e-10,8.2775567584908e-08
"109",0.0379665647404288,8.7171216688447e-05,0.574236201424344,0.00981293449682552,1.29108840210347e-06,0.000535388367766957,0.320716167002971,0.0398721758841288,7.88685064973257e-06,0.000959746646096445,0.0105867646149467,7.5922547323147e-08,3.65523047515783e-05,1.5143319127264e-10,6.40701105796757e-06,0.000332760314852936,2.95725613198222e-05,7.1550688731485e-09,0.00481197370133993,3.58544379604032e-07
"110",0.0703382673530652,0.0080527428647696,0.656984656710579,0.00123924420757979,0.00116232818220815,9.2897837734735e-06,0.0911557145506057,2.79659956744739e-10,0.00433230640208227,0.000850725845391716,0.122969471598287,0.000173957227057244,0.000223122766024327,0.00453121938765191,0.0286661396817453,0.00228987744138789,2.83159633163176e-06,0.000118223132025712,0.00185263520439135,0.00504724578538308
"111",0.187792511902938,0.143129992420604,0.0246256462362402,0.0141787455594331,1.89029896019048e-05,0.0142401380701238,0.119907044417266,3.02054071904077e-10,0.000494914641537972,0.170855932157815,0.301607229848568,1.10567033735068e-05,3.55535965558305e-05,0.0170621331045448,2.10017740560138e-06,0.00343210671173411,1.18974378629369e-07,0.000232496113621083,7.37822583853372e-07,0.00237263824962039
"112",0.0110734987735283,0.18326176839316,0.0136554337056116,0.00121342436408201,0.0229384763721167,0.0252533427508252,0.039714634278819,0.0372782551885373,0.000278191042278313,0.2364719165363,0.384015603098769,0.00162832708524773,0.0048481487527988,0.00309983504037903,0.00107592318301304,0.00407021381031815,3.16051284668219e-05,0.000671152200879569,0.0252727738639086,0.00414747643096053
