"","33 Vascular","05 OB-IMN GABA","32 OEC","34 Immune","03 OB-CR Glut","30 Astro-Epen","31 OPC-Oligo","14 HY Glut","29 CB Glut","10 LSX GABA","09 CNU-LGE GABA","01 IT-ET Glut","13 CNU-HYa Glut","06 CTX-CGE GABA","19 MB Glut","02 NP-CT-L6b Glut","15 HY Gnrh1 Glut","24 MY Glut","12 HY GABA","23 P Glut"
"166",0.112028666121641,1.62624235849421e-12,5.43876586982851e-07,0.833567578036131,1.37238058025983e-12,3.74299267657542e-06,1.46069339768855e-08,2.28781030325947e-07,3.45949350668671e-18,1.68522100327699e-05,3.16508497596286e-12,3.72417076182123e-18,4.42960888682999e-11,0.0543422423525227,3.92555801056178e-15,2.69808954470223e-06,1.91866021258991e-05,1.75817112433572e-05,6.64411298121854e-07,1.57768707125664e-10
"167",0.801526345707459,0.000788528394640432,0.00027866946334899,0.0116494687738849,4.0759519927927e-05,0.113057979747137,0.0335711245532182,8.96068480896653e-07,1.52278645440323e-06,0.0132332510231379,0.000546815250418535,0.0013646096747276,0.00233773986363537,0.00416413984239294,7.30243261760868e-08,0.0114540431572899,0.00586699379236508,1.34739956256018e-06,6.60506541798869e-05,4.96413034128214e-05
"168",0.757619245284155,0.203077802480116,8.67092641599951e-12,8.56093013429064e-06,0.000855042159093337,1.90706648893426e-05,0.0010984801644904,1.15757144578312e-09,0.000464420054524331,0.00178090361024965,0.0293787755176104,0.00122602733569541,0.00300970126317352,9.00052776004502e-06,3.29829675464753e-05,5.13266260527976e-08,2.50555704668696e-10,0.00132951895426761,1.41219361819733e-05,7.62934066880927e-05
"170",0.000295524486940285,0.310539434625441,3.31494100181231e-07,0.00974911286129792,0.114216525706031,1.24336177736486e-05,0.0821895009897662,0.0940721297674625,0.0383435471728972,0.0173487001246368,0.102173604225057,0.0279047367959227,0.0424912810456186,0.0324468671253735,0.055491134486486,9.86277057759794e-06,0.00233068515666268,0.0392408368903383,0.0225400169744925,0.00860373368312444
"171",0.0546449421541556,0.118532823292189,0.00134189273922287,0.00319557343647915,0.0630214001491393,0.00717455415851262,0.211130440132739,0.00433792888593247,0.0404724042730543,0.045198272741908,0.114524405226902,0.0406668658508322,0.0110866257007557,0.211728677032549,0.00118680874911903,0.000669848224061882,0.00358764289928409,0.0508416692460136,0.00589815014183853,0.0107590749653124
"172",0.25878625140293,0.0157897411267361,1.677175311101e-08,0.592004036376753,7.6123640317009e-05,4.03900001145089e-05,0.00151534269332832,0.0487932031158319,1.68687556370205e-05,0.0209736290238067,0.0305126807061373,0.000307841014434784,2.2063143132631e-05,0.00841661376125181,0.00183698668430043,5.70826437348426e-08,0.000277249797556277,5.43751378303837e-07,0.0171960998767358,0.00343426127522154
"173",0.000513328882980971,0.00283734693830454,1.56428747528065e-05,0.00845376786329859,0.114998049173353,1.26185968974994e-05,0.381175749739951,0.0882878300809216,0.15128639632449,0.00584310490257545,0.0017936566838628,0.0250474712142683,0.0468496791986245,0.000784703819558104,0.0715738766694236,0.0182868917687511,9.83198211806668e-05,0.0354564771350511,0.020743073420228,0.0259420148915262
"175",0.0389723410326937,0.177025415052869,0.00309821477611706,0.0432764687306947,0.00679695883424621,0.190840240516652,0.100318470632072,5.93983612947622e-06,0.0200208800778188,0.160843734625298,0.192670960679481,0.0065383750437898,0.00185496294053778,0.00539281674546672,0.000999289588515981,0.0218086851636876,0.00196082217762559,0.0154281661584702,5.93227504169878e-05,0.0120879346374178
"176",0.00037845801717689,0.0557378705462539,0.0117408705163433,0.0757883017912142,0.151066226102438,0.00339290091184709,0.0180312354428421,0.000912448445006287,7.8229532633568e-05,0.231312605781468,0.125782994181573,0.037374965414655,0.00333103676179596,0.0229905567262129,0.000245820411334505,0.00119531110703806,0.000231113017219008,0.00119118703872126,0.258328386523736,0.000889481730490412
"177",0.0342157641516205,0.110286387968922,2.36361930401496e-05,0.00445620045745149,0.000149161355462658,0.18437511258901,0.0138799740774871,1.55578375608393e-11,0.0148982262538069,0.20839009563178,0.396191648230183,0.00708816976070296,0.000110206862687787,0.0159433607088839,2.39290850075676e-06,0.00209418803493544,0.000126561984010191,0.000312334405601216,4.443256319897e-07,0.00745613408472318
"178",0.177117375751158,0.0466656064319835,6.88556978240275e-05,0.179107200910107,0.0392933955449757,0.000715322644005606,0.0237638464297737,1.42262070402444e-05,0.00986419778280632,0.135527479179506,0.356602246235291,0.00274674424497247,0.0012771119972004,0.00108062355432096,0.000142776229893849,0.00222641891429401,2.13362203295329e-05,0.00746346729115586,0.00965751176102592,0.00664425697233588
"179",0.00461533787706489,0.303443860542374,0.00119737475489197,0.00115200099212961,1.70949862625731e-05,1.4610396045075e-05,0.0316113958208259,4.5850136178915e-06,2.51461524665986e-07,0.0360997446281645,0.608231987364257,0.00024441953467103,3.78136295327226e-06,0.0131738658669855,1.32320236670756e-06,2.73558556982081e-07,1.28735478280926e-05,6.41623387704289e-07,0.000140902644294685,3.36748217980593e-05
"181",0.278624367341586,0.0559615082307534,0.01672103553884,0.00709173799419554,0.0055971502554707,0.432119039471608,0.0407922449054373,1.94288032599916e-09,0.0033344297968334,0.0151071038181164,0.0549112612080428,0.0122799340343743,0.00316909254083457,0.0299249624277103,0.000608461123319088,0.0327090793047419,2.45630381999564e-07,0.00159422706796781,0.0020517747265628,0.00740234264034275
"182",0.422534782142124,0.011195825221906,0.494942267665222,0.0074703980840843,0.000186973560568277,0.0249757707034891,0.00121217044815031,3.7097716371385e-07,0.000307528938250208,0.00673896525394811,0.0109804882707868,2.4581569235108e-06,0.00138338615180857,0.000845429825883101,0.000101721504411837,0.0148422312716966,4.29425322019115e-05,0.000929331286809237,7.60403735938296e-06,0.00129935396721345
"183",0.0120589768918964,0.113679744030922,0.117219776635248,0.005833730821723,1.10466755000125e-05,0.135729087930831,0.0537172288081608,5.20868322063837e-12,0.0012509029669383,0.229117466177786,0.314369785001647,7.59064913415699e-05,0.000111580987883099,0.000541872275199293,4.67028118883703e-07,0.0142854119782189,2.43836262214197e-06,0.000425260235398904,6.1128360928121e-08,0.00156925556699508
"184",0.298182707253541,0.194840087577945,0.0540270183282062,0.00583393759661402,0.000445675163017365,0.0376631511841155,0.0341277791653893,2.74882981595463e-07,0.000205572585134967,0.0796575386330129,0.265929596954364,0.00213622484831265,0.000574988224124732,0.00951797094857943,0.000155631759043669,0.0112179634710303,3.4180667238691e-05,0.000734290009682701,0.000513788276137734,0.00420162247152857
"185",0.305396800712869,0.287411092423261,5.47710612578102e-05,0.00147159228095782,0.00803527086052608,0.00159095907300257,0.0122938278471576,0.000128093961760952,0.00212441259224992,0.0227794032945677,0.231138601167071,0.0384463752809005,0.00251661279088507,0.0486042870531075,4.86780211706607e-05,0.00317820156189735,1.94519703161429e-08,0.000293633129305547,0.0249423311292503,0.00954503630683201
"186",0.00345263952214825,0.213398633047278,0.00114514949206084,0.0470062165056431,0.000452801840279824,0.111673158050593,0.0302846202046094,0.00933715469902862,0.00178918244422576,0.0845808583641105,0.408946623918812,0.0123086540048013,0.00035252807398024,0.0463105524190717,0.000134458566156324,0.0107451431720135,3.61165312724706e-06,0.00108170162078484,0.00774009303470344,0.00925621936657214
"187",0.217941618809369,0.000116908980504428,0.00611431842950684,0.00299576461268925,0.241760702451374,0.00204772510219719,0.0389180249349714,0.00139807353323508,0.000136260248928608,0.262043051759401,0.00165781000023036,0.000585086898638482,0.00315719060789957,0.000935199897655673,9.13628060912876e-06,0.02760048154273,8.89324981207584e-05,0.000399929628486133,0.191728007332835,0.00036577645061905
"188",0.395099765003362,0.0992760769183055,0.000147307189786704,0.000355929876720955,3.01988729343574e-07,0.233961350216372,0.00486872637772158,8.84672340104971e-07,1.10847909087741e-09,0.014168125519945,0.246650286740049,2.17779840252021e-07,7.91468962367014e-05,0.000269090133338653,1.53396928662526e-08,0.00501465193478401,9.35920999640916e-05,3.81983942566998e-08,9.60021712476184e-06,4.89178881376015e-06
"189",0.152398331268695,0.48699863964978,0.0235340751117763,0.0126269179176968,1.95175205562999e-05,0.250937008301292,0.00583488887369919,0.00012351688323012,0.000124134821013611,1.16329021165517e-05,0.00211820961295032,0.000133293073911075,0.00623416589130093,8.83932504366137e-05,8.43370628761892e-06,0.0273368763197607,0.00401815078899831,5.73359729392878e-05,0.0243369655286463,0.00305951260491224
"190",0.790829638028008,0.101442317156246,7.0197526791666e-11,0.100475868596969,6.3235206706784e-07,7.25041932740029e-10,1.63274113052378e-05,1.54309111325312e-06,4.3962939737392e-07,3.87267580468146e-05,0.00280361059488529,6.46006096468888e-07,7.80005542501349e-08,0.00341586650178897,1.06564595535992e-05,2.79323388806804e-10,5.26463858619884e-08,3.13186918551307e-07,0.000623893621402217,0.000339388884698137
"191",0.193364528878492,0.0823007547564954,0.000391716518658486,6.77449956192496e-05,8.52538762789492e-07,0.510369097466523,0.00064907439284113,6.94563580287861e-10,2.81708011747711e-07,0.0253979633429349,0.163695196709142,0.000564089796919956,0.00077150617830149,0.000478575902894087,4.11611981985232e-08,0.0196061300496796,0.00229965793413451,2.22285739854022e-06,3.86254938406577e-05,1.93862358879446e-06
"192",0.851786638317236,0.000605953522042907,0.00027308945688416,0.000165639038779555,1.88610928081522e-05,0.0210758606706888,0.00262203656370035,0.0128121774995518,8.22071491112944e-06,0.0134668938952394,0.001917574397969,6.40727708633671e-06,0.00159047387978169,0.0839628295695664,1.21514469413945e-08,0.00621147086140256,0.0019892327025002,0.000146732010591737,9.01450029272597e-07,0.00133899492778313
"193",0.00162452726061559,0.0537244617034098,0.00851169524970129,0.0422689226994897,1.5681136817455e-06,0.503870973139009,0.0279313545203312,0.013572323359149,2.75694405423826e-07,0.0637088454326918,0.212617959852615,2.07214158083325e-06,1.41604913769422e-05,0.0189821492365736,1.80345681678738e-07,0.0474315855294209,0.00572203861983934,1.15970279260525e-05,1.88845846073442e-07,3.12073665508937e-06
"194",0.554268069913325,4.11802383926367e-08,0.000512333514129772,0.0343711340781312,2.57603891489817e-08,0.396695609471803,2.30793233949273e-05,9.33941980797227e-06,2.9178776375301e-11,1.56018712773489e-05,6.79553958249353e-10,7.18316510000309e-05,0.00151461714636957,3.43260618094109e-05,0.00931294783150739,0.00213236560240668,0.00103811564098801,2.53716497573113e-08,5.35503012593504e-08,4.81902737990649e-07
"195",0.291687158905164,0.0846458412282032,0.0124625810079872,0.0549075540686594,3.94449181332977e-06,0.249238562740392,0.173378742124429,0.00790178016472491,6.0561736945519e-09,0.0259535825656107,0.0492076602947155,1.12361211371084e-05,1.6821705063773e-05,0.0373063296942667,1.17230184118271e-05,0.0130595645967804,4.39333220203772e-06,2.86558454406307e-07,4.45356471594517e-05,0.000157695678651165
"196",0.454496300717406,0.00360792718390837,0.000107742868803953,1.68746244513199e-05,0.157101010966701,2.08279161211736e-05,0.188372969186901,0.000525089381608106,0.00686545885825454,0.00710356530797595,0.00831874291078363,0.0826021734838322,0.00408005800382311,8.1642628547471e-05,0.0688143383716978,0.000241269811182637,8.1452193545324e-07,0.0106728283092379,0.00555095207539507,0.00141941287143382
"197",0.556894385133946,1.28045465709218e-06,0.00249706233314533,0.00184211815572351,3.04613477618669e-09,0.398196786804279,0.000569374791008247,0.00768839066734829,1.04340894593301e-09,0.00150037269071173,1.21716107850161e-06,1.3902380858946e-07,6.00667202462032e-06,9.3969837331141e-13,8.52682258013465e-11,0.0307709726895442,1.97361554756063e-05,1.15718918600598e-05,2.49212203863503e-08,5.56278417693147e-07
"199",0.489665809359105,0.0218155964041963,0.000431755992144558,0.00522395603593685,1.71798011823542e-06,0.000177564102671648,0.316564028344203,7.15143437735871e-09,3.9168812476934e-09,0.0320662492355841,0.0894736762522468,2.60554214334472e-05,4.41546201918424e-07,0.0227924470089828,2.38295234749507e-14,0.000254207447584927,7.13403887041973e-07,3.4220459008157e-08,0.020962270328476,0.000543465848428718
"200",9.81237252467448e-05,1.79314049044328e-05,0.0100820719692879,0.566311844041894,0.0186130037343496,0.11424941902701,1.17626366340073e-05,0.00630521278905061,0.0576751206243375,0.00166922261342459,0.00015681921185116,0.0073452984712892,0.0274660767009931,5.37409986213345e-07,0.0879383525357106,0.02482078559057,0.0047202195367327,0.061141750531605,6.88280723182718e-09,0.011376440562315
"202",7.42548373608485e-05,0.154846926640949,0.0168977160407579,0.00151826100372217,0.328367793473246,0.000297050251801437,0.00635643605172799,0.0799271796590431,0.00653293992458987,0.0892448058597275,0.176826645464154,0.00140734882483147,0.0196018498670045,0.0148610024523588,0.00322595425262962,0.00185873544330688,4.62510593005425e-07,0.0028447567653378,0.0844361623237548,0.0108737183531033
"203",0.0468138628138054,0.377085996607964,0.00049135460503165,0.00550358075512082,0.00175924280846827,0.0174845136744759,0.0515177580357429,1.37593960717475e-05,0.00577582628499728,0.13761871858207,0.262088688738636,0.00692088906824566,0.00106065214053234,0.042551910322804,6.46579862463201e-05,0.00277695788958802,8.91336250590962e-06,0.00509959956437653,0.00699646073040213,0.0283666566329155
"204",0.167630989428485,0.24450724141572,0.0736145032220777,0.0263121180847527,3.19800984101992e-05,0.0102876714325163,0.0865576851851272,0.000656027637273893,3.37183706020501e-05,0.0863882930557363,0.288532173888347,5.48599734044118e-05,7.13806388909072e-05,0.0035849552330577,1.49233093916435e-07,0.0025040127175651,2.04698029766363e-07,3.09564962708267e-05,0.00763181105973813,0.00156926813090098
"205",0.530643130293932,0.030235383047508,0.388828250529209,0.00280352978072944,1.47853841978125e-05,0.00300175776330045,0.00339692005058956,6.5818719002794e-09,1.3413175144288e-05,2.0332470671372e-05,0.0151049544920403,1.20337100457427e-11,0.000621345032607807,0.00385706711910391,7.82703736720731e-08,0.0192255991424299,2.63168894476855e-13,5.42504488261221e-07,1.47553073491867e-06,0.00223142881877102
"210",0.339136923533101,0.117269702681944,0.165817192860425,0.176965985838123,0.000211581172150075,0.0383473160679978,0.000774816725874566,1.03705959392924e-06,2.87204551029219e-05,0.00472120497436576,0.0582632816736614,0.000124973246691548,7.4107477726533e-05,0.0311696710477884,0.00102840614051742,0.0298233775486933,2.55477934676562e-07,5.12094507777082e-05,0.0209429730643477,0.0152472635031838
"211",0.0277534600541355,0.00787419562812313,0.000197752084358276,0.000692994203638329,0.208626729911175,0.0404482526250441,0.0797499293158832,6.09267479936833e-10,0.000581765103696512,0.332848678403697,0.0165824959927004,0.00446032727330348,0.000163353446537192,0.0216676079560337,7.79932084166479e-05,0.0283566775191558,3.21935177553315e-06,0.00074160558324014,0.228723825634165,0.000449136095653807
"212",0.15401062243897,0.262134800798907,0.00919112413991085,0.00500612470099713,5.83564127096575e-05,0.0346270753841197,0.0139313966507161,2.98903622048322e-07,1.62153404677578e-05,0.143302890916593,0.37419581109988,0.000332190989711173,0.00017225040447732,0.0011122585741443,2.94244918224145e-05,0.00134654158902076,3.76455294877066e-06,1.08988172371144e-05,3.45844596630564e-05,0.00048336933408167
"213",2.3953122387382e-05,7.55555837644649e-07,0.0142545630748628,0.00126093779050751,0.147785494389668,0.423549381073181,1.84883487138961e-06,0.184791897397868,0.0297133501054472,0.00767585586398873,1.44624579663246e-06,0.000227234326433422,0.0714014978308038,9.09411221609585e-05,0.00783910721190835,0.0317322499890463,0.000238332043192462,0.0193173652745873,0.00185477059080654,0.0582390181566456
"214",0.0162959649047001,6.13726142694754e-07,0.071799804054782,0.0126615742869818,6.73860695605579e-06,0.0904326132478068,0.761976329879289,0.0104159150245218,6.94986983739479e-05,0.0245062834275919,0.000249581120917969,2.38397891176345e-05,8.61084577909043e-06,1.60141641922592e-11,4.15781949494672e-08,0.00245891700666195,0.00413150573034771,0.00414933654182799,2.52698209183249e-07,0.000812578815783323
"215",0.624618148312871,0.0760329586792715,1.98118884668942e-06,0.0133336400002748,9.72931281945502e-07,0.000103785185687535,0.0428245091868253,0.000670427069295026,6.14342978490518e-06,0.00253801121564189,0.119984907521082,1.02685015777575e-06,1.94829587219812e-05,0.111124013080613,0.000285790350784321,5.66554259823353e-07,0.00020035078145085,2.81641270921136e-08,0.00647509687996154,0.00177815965906159
"217",0.325895225000558,0.000297071768218849,0.000810049260494003,0.0798438213723839,0.0465686726075051,0.199835858325091,0.000531147782540081,0.147514095158287,0.0412682517545357,0.00418855628445802,0.00144367944004963,0.0131707404456664,0.0292369590313273,0.00308599400668296,0.0454953958518037,0.0222189722379392,0.000235247149347838,0.0320423178266295,9.0764760391916e-06,0.00630886822044243
"218",0.547615219599389,2.34356392692666e-08,4.41940810148881e-07,0.439783226605498,7.75690384174646e-07,0.00745254578366935,0.000151766936979489,0.0032327522649174,3.90735575599244e-07,2.91383616589655e-05,5.53049322009117e-08,1.4023615267938e-05,0.00154950905656533,5.57072912631724e-13,1.30930482186857e-06,5.95981577085401e-05,0.000104754790140869,1.96672451676232e-06,1.0604756697558e-06,1.44121529870946e-06
"219",0.220476468781589,0.00134152835198273,0.00550614057530195,0.00180567653155162,0.0286257857035872,0.000341630477883421,0.204412215869235,0.218468492992289,0.0209925640644098,0.00138727923187721,0.0155043651800614,0.0170048153220952,0.0728667648632201,0.0200861563224249,0.11960448604508,0.00010308062966127,0.000197416829210661,0.0278435004958753,6.32607519579182e-05,0.0233683709807058
"220",1.02667702400492e-05,0.380189232928581,0.000178755634449157,0.000232277418062099,0.000650447105046671,0.00852653406842095,0.00224432679975682,1.37651284688188e-06,0.000854066206723558,0.00315149503331883,0.571619295957458,0.00702709840858708,0.000402690296387454,4.98380650027226e-05,0.0231733560645881,0.000430707784997767,1.71175623031005e-05,0.000931401944711906,0.000226371408627036,8.33440298901043e-05
"221",0.0772006344376483,0.00765365170693987,0.00791409712678534,0.0101505729719429,0.000165557752689611,0.351770553941584,0.43668487099657,0.0007937694313313,0.000201450211862949,0.0342230006166271,0.00985742843608113,0.000961429073043355,0.00264314283848638,0.0190184417695724,0.00164517680297599,0.0210973452642873,0.00418758678361286,0.00189111111479767,0.00334661486520976,0.00859356385795089
"222",0.256444387691067,0.116943000656036,0.0436158510403575,0.17993311981747,9.81885425454887e-05,0.0181486515695147,0.00119985009235003,8.69796371495551e-11,3.28432665653617e-07,0.000790338651970995,0.1358243094477,0.00234993185681112,0.000584389160561587,0.188897463240213,2.21084444407316e-05,0.000774098742810494,4.68705623664918e-05,3.46101462486486e-10,0.0282947853883836,0.0260323262296551
"223",0.304823734137624,0.185180925094439,0.00458053433235065,0.00550024994790476,0.030521224060079,0.00239536600457029,0.0227155464829684,0.0321794192648166,0.0224899276891092,0.048927629954045,0.120328498845427,0.020461967090509,0.0524563261147864,0.0505641759224371,0.0724245911523572,0.00036747403245995,0.000558953976527847,0.00428658246385586,0.00517348596550406,0.0140633874682294
"224",0.968203594876794,0.000317048018099458,1.10354599495613e-15,5.55803781575281e-06,7.70524460203919e-11,1.11795522105952e-20,9.66758727349978e-11,3.05467846033123e-16,3.52973224326474e-11,2.26349211127847e-06,0.0310723419607763,3.96910439553305e-13,1.73931694960747e-10,0.000398093329952973,8.29005518963028e-11,9.71879323078814e-22,1.6551544779155e-08,2.73087171087185e-11,7.28661261927874e-07,3.54578078819412e-07
"226",0.131955271327707,0.189153543097182,0.0301168564891365,0.0289538757289973,1.51101650641884e-05,0.368062096708883,0.0393675297247914,5.35705235295546e-07,1.28722390628572e-07,0.00384051027553977,0.0558464596112087,5.49642507020302e-05,6.70287999347216e-05,0.0408104346737704,1.06054137878959e-07,0.04385988535345,9.09427559066064e-07,3.63239692157388e-06,0.0618149581944747,0.00607616329291369
"227",0.961774008276794,6.52997128279524e-09,3.04589949790994e-10,9.53276938058048e-06,0.000100726884864577,0.002806987561028,3.83559362431246e-05,2.26896405617822e-07,2.77488519577507e-05,1.44808091194191e-05,3.81173426974413e-08,0.00245407597074866,0.00145285371755365,1.43317430239522e-06,0.0200701737387845,2.21960007206245e-05,8.0197146865414e-12,0.0109962427175666,2.35908100029962e-10,0.000230911498698504
"228",0.00156207683221898,9.43961409255402e-07,0.00219702486558076,0.895594963970188,2.83569748759233e-08,0.0419001553111229,0.000871894168508491,0.0551429424848648,2.49754301195114e-08,1.2141708474056e-05,3.27159244760027e-05,1.22173732754943e-12,7.45235925266921e-06,3.21563071859055e-09,1.23567932308121e-05,0.00232092245670904,0.000343971883134543,2.63874450450058e-08,5.23030635675637e-10,3.5382109686292e-07
"229",0.0206592708764067,0.168024005075855,0.00971774034311242,0.00643215832597246,0.000570569140641817,0.307513638270944,0.078699143418844,0.000123653794960616,8.13721801374428e-05,0.166908574706607,0.203995060300157,0.013137702024203,0.000948590353686158,0.000761554481903136,1.52627574024528e-06,0.0121819523253448,0.00366779607559054,0.000255895697152653,0.00264850821011012,0.00367128812263129
"230",0.227375414339388,0.160755675058291,5.27232356711414e-06,0.00109518392347929,0.205708403931543,0.000201035442051537,0.00308731417769824,0.0228977358545923,0.0132451033822823,0.0230244809767193,0.220689243817875,0.00166823224689623,0.0306362470096714,0.000474504954847889,0.00253823572652576,0.000209719802349149,4.62627417278981e-06,0.00811310390977867,0.0706783510521262,0.00759211579614595
"231",0.000508318582623143,0.312948144682229,0.00252065231842905,0.000633983367774259,0.00525745207138311,0.0860521257495594,0.0015204418438095,3.29163034545894e-06,0.00163476353321938,0.0829475029952858,0.464773777301914,0.00440409383530107,0.00044101724824658,0.025010293260103,0.000120288863013998,0.00216045461898506,3.71904824967518e-05,0.000928656846275156,0.0060257225176899,0.00207182825131635
"232",0.000396623051905829,0.312977265949684,0.00119724248240385,0.000488680634244751,0.00034280502572493,0.000348194194761169,0.00836701793788524,7.09805331559366e-09,7.00809401230072e-05,0.0722523170886956,0.586299979261235,0.00150455618241587,8.92507533185695e-05,0.00481018404256786,3.9297865260209e-06,2.71238123289138e-05,5.20398606671685e-07,5.56753286313016e-05,0.00816612746032396,0.00260241857056393
"233",0.0315211311550774,0.0316817052014703,0.667727062897807,0.000600940377687139,0.000225972212575535,0.00227465214665839,0.0730143660062944,6.25954007704356e-07,9.19648166067978e-05,0.00436306701060999,0.0792518945140296,0.0188056969940143,0.00209663090697957,0.020078122719546,0.0108142626725029,0.0399576085138494,7.70102923327215e-09,2.31794304306647e-06,0.0166374758788617,0.000854494377349482
"234",0.020554321286541,0.238068550048899,0.00365400258258548,0.0109648520551239,1.36986595663958e-05,0.0902257747642706,0.0439119717147897,1.52715182244693e-07,0.000491666782449677,0.0658326067329898,0.521310069841176,1.73122046100708e-05,8.24644059927175e-05,0.000215276666433557,1.46633749482706e-06,0.00401535089511252,5.29373980080812e-06,0.000208239471014229,0.000211456779599759,0.000215472316367193
"235",0.38905500957483,0.033304177816335,0.28888260633805,0.181619749943087,1.7681167643057e-05,0.0558877203588652,1.47125638491986e-05,6.52181432611754e-16,2.53147411983293e-07,0.00132876625490323,0.00960588376030017,0.000336685921814302,0.00146973229881214,0.0147164771128748,0.000117912420612228,0.0114169355161384,5.36507232552216e-05,0.00045291245628851,0.0106638033593949,0.00105532926553424
"236",0.00342167046622116,0.241788693027488,0.266909600102008,0.00423295854240193,0.000471214046098763,0.0327688267275876,0.0247322921630467,1.00221032057574e-08,0.000312540621274291,0.144641509923717,0.229171840996794,0.000126056480639184,0.000699626398320501,0.0154144831064656,2.22716976915946e-05,0.00636572292562897,4.74504936105457e-07,5.70259867145345e-05,0.0167143194492965,0.0121488628115671
"237",0.222991147664275,0.234490689634501,0.141890468238117,0.0430460261156866,0.000157984743755736,0.052661944361846,0.0508428650058059,4.43349089842595e-10,0.000455103963305461,0.0252009914195206,0.156981126208157,0.00692266336004776,0.00065276859327061,0.0166044003879642,0.00017966668415179,0.0207147762077685,6.5600744889229e-05,0.000151297587692722,0.0207657190146362,0.0052247596212593
"238",0.224882620504526,0.110258654126893,0.000410348436167898,0.00493356751660925,1.22203818810226e-05,0.224681991733061,0.013829385164546,0.000591820301605667,1.19877321932972e-06,0.0469582126189038,0.357376438695449,0.00635789338560275,0.000202845484218314,0.000261992029001059,2.12852359738299e-05,0.00881204842133259,0.000324639687102641,1.49265415877546e-05,6.02908696437668e-05,7.62009267522195e-06
"239",0.170867445309885,0.179287134887484,0.00136903275857442,0.0127966863069392,0.00373895520714147,0.094747490829504,0.0814640658254824,0.0113100629039442,2.03989028460152e-06,0.25710631787335,0.129206465857209,0.00161696029329176,0.00143435231123248,0.000607726934994996,3.96944968864232e-05,0.00182204467238277,5.91477916951017e-05,7.950222255644e-06,0.0524023838380703,0.00011404178939279
"240",0.0099981987926865,0.222146251626925,0.00186464848724983,0.00411730736463592,0.0329569213135661,0.08985729059268,0.148349784465588,0.000612195169544132,0.000101789282440857,0.0785444435142231,0.234672900548223,0.00136147880976303,0.00617347830186789,0.00956422927826905,6.19629520910357e-05,0.0740778961379594,4.2341679330376e-05,6.87329532962405e-05,0.0845605466276746,0.000867602101986002
"241",0.146204542964438,0.430244258449344,0.0115772395168921,0.00682608835183029,0.00326483200664598,0.313929235538688,0.0010087677018708,0.00861988340466623,0.0159685029309197,0.000414040244968944,0.00767575452577386,0.00276635710214013,0.00697684509553785,0.00103895548565165,0.000455063779549105,0.0205512837727336,0.00281587064213806,0.00456785406031296,0.0131507637665978,0.00194386065930142
"242",0.318502939031101,0.030301396209997,0.0131991497269015,0.00441670578647532,0.000376190001707899,0.292892631546562,0.0992080133506863,0.00110523643392007,0.000159793553939121,0.00439809761229918,0.00375408282917645,0.0118972488373982,0.0036128041165201,0.0486638870834361,3.26016126117534e-05,0.105434032283704,0.00268794065903754,0.00126968776140919,0.0554754911777829,0.00261207038533527
"243",0.00644808166251657,0.000829188838221872,0.0208905559420306,0.0035199566580697,0.00145480974104437,0.512177047552352,0.110886944886452,0.000118320437578378,0.000181215948382925,0.000987045666565663,0.000219316748640489,0.0526294475365792,0.0028916077567486,0.134437034623024,0.0138157763118331,0.136080081200492,5.11378761481952e-05,0.000813424590586074,0.000275279259959554,0.00129372676277525
"244",0.303406437323589,2.24321533403864e-05,1.40572229827198e-08,0.655600121669583,5.73551314904298e-05,9.89934795850436e-06,0.00024961974134571,0.0374905683444252,5.73157771933715e-05,8.43733995887107e-05,3.04948667658784e-05,0.000934208413924461,2.65655526161136e-05,0.00175479679536084,6.22579121595184e-05,8.8863299401039e-06,8.2032401777149e-06,2.45610651245135e-05,3.68119664595075e-09,0.000171885196996976
"245",0.0430498658563347,3.61042620583219e-05,0.000499228563140257,0.214783846984192,0.0997750493189328,0.0103014969506387,2.84220029185608e-05,0.29858875851855,0.0671503464068257,0.000626106962600601,0.000579900873966531,0.00134390744673384,0.0474558235658042,2.27310025887241e-06,0.15754955843605,0.00257916280868376,0.00448669047271849,0.0447511773540173,2.4613679730054e-07,0.0064120339787777
"246",2.05733720187674e-13,7.19859968513883e-06,7.64224405906261e-15,5.84454574687479e-05,6.49541281207655e-12,2.53707921542188e-15,0.963208306476244,1.01150241367557e-07,1.37126107409462e-12,1.19049552615321e-07,2.05560477132413e-05,0.0025224585450216,3.18820659099085e-12,1.05669135797075e-07,3.20181668984005e-11,0.0244176633002507,5.36123462251716e-07,6.28579731583675e-23,0.00976450953793587,2.29087650546362e-17
"247",0.00348006962697046,0.0723202635261534,0.0013569898515544,0.00897791284312774,3.21287686458417e-07,0.603855087984396,0.211435583492044,0.0467099283524729,8.59302609892876e-11,0.00117804792940106,0.0194179019180701,8.87759502217311e-05,2.1975505452536e-05,0.00239600895959245,3.8759060077278e-06,0.012295341848643,0.00402972375668109,3.71485522667586e-07,0.0124216240333207,1.0195656752064e-05
"248",0.241903219740013,0.353529287994916,1.81393033201321e-05,0.000435220595108504,0.0350384939923493,0.000653392224049097,0.0187375802943486,0.094080350233753,0.00212888100998229,0.0215653432961873,0.08143750345403,0.0034857555948093,0.0572364924044349,0.0116591738235518,0.0430097938866546,0.000149274139336798,4.05394384292594e-05,0.0167193604960809,0.00376212687233006,0.0144100712063157
